"Kcnc4-1756","Lmo4-2385"
"Creb3l1-112197858","P2rx3-75888751"
"Lynx1-655","Stat1-2635"
"Ifngr2-1460","Magi1-73519705"
"Nrf1-2438","Sdccag3-2075"
"Dbp-1193","Gca-74641159"
"Ndrg3-690","Per2-793"
"Rara-1528","Tcf19-2659"
"Bcl7b-1601","Rora-2537"
"Chrnb2-2097","Tmbim6-2663"
"Cdca7-26","Nfib-1555"
"Lzic-276064","Wnt7b-1113"
"Slc8a1-73512193","Syt1-1014"
"Mdk-1227","Unc5d-71924239"
"Fam89b-1898","Sfrp1-2563"
"Hmg20a-357093","Rassf4-74988636"
"Cep72-74988742","Lxn-72340108"
"Hes6-1504","Pde1a-782"
"Ephb6-2191","Gnat1-2265"
"Clk2-356286","Gnat1-2265"
"Clk2-356286","Kcne3-2337"
"Ankrd54-1677","Rarg-130913"
"Hmx3-74641309","Plk2-74743272"
"Madcam1-2389","Slc12a8-1836"
"Gad1-479","Tmeff1-1299"
"Scube3-74988656","Tsc22d1-1051"
"Lmo2-2383","Nkx2-1-74988460"
"Ccdc37-74581372","Cnr1-283"
"Clock-273","Ephb6-2191"
"Sema3c-939","Syt4-2651"
"Adipor1-61210","Rasgrp1-76115742"
"Lynx1-655","Sec14l1-74988453"
"Lhx8-2379","Pou2f1-1563"
"Gm261-73636032","Slc25a25-544516"
"Fxyd5-74819694","Vsnl1-1106"
"Dlx6as1-2000","Sigmar1-112196265"
"B4galt6-2055","Nr5a1-734"
"Edc3-77414911","Scnn1g-1918"
"Gnat1-2265","Ppm1a-2497"
"Dmrt3-74819342","Pde9a-785"
"Six1-1834","Trappc10-1063"
"Frrs1-2557","Wnt7b-1113"
"Fez2-74272477","Meis2-1231"
"Gnaz-1730","Sobp-71920521"
"Pcp2-77413702","Sema3f-72007563"
"5330421K23Rik*-75043138","Arhgdia-75774677"
"Mdfi-112648831","Rarres1-75084131"
"Magel2-79591571","Pax6-764"
"Nkx2-1-74988460","Ptgds-851"
"F3-77280341","Kdr-2347"
"Heg1-74958616","Yeats2-74988249"
"Acta1-60","Lepre1-2371"
"Gpr126-73520982","Stc1-2639"
"Cd47-357100","Fbln2-321208"
"Ptpn2-77413686","Wwox-72077451"
"Ccnd2-205","Plxnb3-1265"
"Pomc-2493","Svil-77332748"
"Gabra6-75551467","Nr1h3-112205214"
"A130014H13Rik-75041574","Efna5-383"
"Otp-2454","Szt2-1446"
"Col16a1-74273122","E2f4-1195"
"9130024F11Rik-51","Ergic1-1952"
"Odz3-752","Prpf6-67850946"
"Prkch-73520406","Pygb-276075"
"Rnf115-70743900","Sobp-71920521"
"Cry2-302","Gjb5-2259"
"Cdkn2c-1683","Fgfr2-445"
"Chrnb2-2097","Stmn4-1006"
"Lrsam1-74583161","Zfand5-1140"
"Fgf12-424","Serpini1-963"
"Pcsk2-72080025","Wnt4-1444"
"Kcnmb4-72283793","Unc5d-71924239"
"Grik3-75749418","Mm.86217-74641161"
"Ccnl2-211","Nxph3-356852"
"Fam105a-74819326","Usp25-2713"
"Fbln7-73929875","Zfp790-356855"
"Edc3-77414911","Ndrg3-690"
"Ano2-71587834","Lrrtm3-73931637"
"E130012A19Rik-74363349","Lrrn1-72129293"
"Anxa6-77332100","Sec14l1-74988453"
"Mrpl12-70743841","Wwox-72077451"
"Ngfr-705","Wwox-72077451"
"Anln-33","Cdkn2d-1603"
"Camkk2-70743899","Mrpl12-70743841"
"Hunk-2307","Pip4k2c-799"
"Copa-1689","Ldlr-1766"
"Dlx5-1450","Nkx2-1-74988460"
"Ccng1-324210","Tsc22d1-1051"
"Slc36a4-1597","Tfam-67936016"
"Fhdc1-73925717","Robo1-73521820"
"Efna5-383","Sdc3-71358662"
"Cdc27-293466","S100b-79591593"
"Bcl6-75651139","Ptpn2-77413686"
"Efna3-381","Tspo-79556668"
"Nfix-2423","Vezt-74819329"
"Adcy4-77","Slc4a10-1922"
"Btd-2069","Nes-1387"
"Aqp9-2037","Lphn2-1768"
"Gjb5-2259","Ltb-74363350"
"Omg-2450","Trim9-1074"
"Tmem218-1960","Ucn3-1091"
"Aldh1l1-1724","Grb7-112204995"
"Fcrls-1896","Itm2c-77414652"
"Lxn-72340108","Trip4-1924"
"Prpf6-67850946","Rfxank-67881545"
"Fam84b-75081395","LOC235580-71924441"
"Mapre2-659","Rgs16-1567"
"Gpc4-1617","Irx2-1752"
"Ephb6-2191","Ptpn18-2509"
"Grik4-75551478","Ostf1-73907505"
"Grp-1363","Phf6-72080044"
"Ankrd54-1677","Camkk2-70743899"
"Lmo2-2383","Synpr-1862"
"Lynx1-655","Oprm1-79912572"
"Fam195a-1996","Fez2-74272477"
"C2cd2-1986","Mm.86217-74641161"
"Bdnf-79587720","Slc4a10-1922"
"Apba2-2031","Tbc1d1-71670698"
"LOC433093-71924514","Tnip2-74425540"
"Foxi1-2232","Rxrg-917"
"Guk1-2279","Sox14-73636036"
"Enox2-70928339","Prdx4-74819229"
"Ltb-74363350","Rcsd1-75934525"
"Gabra6-75551467","Plk2-74743272"
"Nrgn-69153759","Rab1-878"
"Akap8-91","Nkiras2-2429"
"Dlx2-1482","Robo1-73521820"
"Cnih2-2109","Slc7a6-293662"
"Ano2-71587834","Supt5h-2647"
"Anln-33","Thpo-2671"
"Cdh13-234","Mtf1-2409"
"Ctps-1185","Kctd16-73636009"
"Grp-1363","Tyr-2703"
"Anp32a-94","Hgf-558"
"Hmx3-74641309","Pde9a-785"
"Pot1b-73925715","Syt13-1020"
"Map3k7-2393","Ttc3-1079"
"Cyp4f15-1189","Lmo1-1373"
"Irf9-2329","Wbscr17-1934"
"Arf1-199390","Rcsd1-75934525"
"Dbh-79907893","Vstm2b-77869820"
"Adcy4-77","Hip1-2293"
"Il17rc-2319","Itgb5-71920512"
"Lrmp-74274684","Slc41a3-73512484"
"Inpp1-67870434","Wif1-1111"
"Kctd16-73636009","Sdc3-71358662"
"Dmwd-2151","Il11ra1-2315"
"Ephb3-1492","Sssca1-79556714"
"Ttbk2-75147759","Vsx2-1687"
"Fancd2-73635979","Sox2-77280331"
"Cdkn2b-1476","Cdkn2d-1603"
"Alkbh6-77414882","Dok2-2155"
"Nudc-2442","Ttll6-74363338"
"Gca-74641159","Ripply3-367"
"Nes-1387","Tmem47-75081394"
"Nes-1387","Pwp2-112645814"
"Sec14l1-74988453","Wbscr17-1934"
"Kctd17-72340180","Tacr1-79591721"
"Chst2-266","E2f1-2171"
"Crhr1-297","Klc2-618"
"Cmtm3-2099","Pde9a-785"
"Nfib-1555","Rab6a-74047909"
"Cst3-69120555","Pygb-276075"
"Akap8-91","Ccdc37-74581372"
"Cer1-2091","Mef2c-667"
"Dkk1-2149","Mapre2-659"
"Alg5-75774105","Anln-33"
"Ramp1-1912","Serpinb1b-544327"
"Cdkn1a-2085","Enox2-70928339"
"Kcnj15-2339","Lepre1-2371"
"Stmn2-74819695","Tat-2657"
"Ndufv3-12","Prune2-57"
"Eif5a-2183","Svil-77332748"
"Cda-74425539","Ldb3-2369"
"Dusp1-324212","Hmg20a-357093"
"Dtnbp1-75651202","Fgf12-424"
"Cdkn2c-1683","Slc8a1-73512193"
"Ano2-71587834","Tcf19-2659"
"Col27a1-74272916","Ddx3x-337"
"Cd44-79556644","Copa-1689"
"Arnt2-71358590","Dtnbp1-75651202"
"Pde1a-782","Wdr31-2719"
"Chga-2093","Ramp1-1912"
"B4galt6-2055","Magel2-79591571"
"Pou2f1-1563","Wnt8a-1115"
"Aqp9-2037","Hmga1-2295"
"Emb-73930836","Terf2ip-112196711"
"Bdnf-79587720","Odz3-752"
"D8Ertd82e-73931630","Dph2-2161"
"Capsl-75079776","D930028M14Rik-73512190"
"Ghitm-1207","Lepre1-2371"
"Mlx-77414147","Rbm19-71016585"
"Rasgrp1-76115742","Six1-1834"
"1500002O20Rik-1954","Arf1-199390"
"Cryaa-2127","Eif5a-2183"
"Dnajb12-2153","Sdc3-71358662"
"Fam78b-72472750","Rarres1-75084131"
"Agtr1b-74724627","Rab6a-74047909"
"Cdkn1a-2085","Rgs4-1569"
"2610019F03Rik-74724511","Sdc3-71358662"
"C130018E23Rik*-75144623","Lrrtm3-73931637"
"Grb7-112204995","Trem2-67870433"
"Cdkn2d-1603","Kcne3-2337"
"Hmga1-2295","Slc7a6-293662"
"Dph2-2161","ND3-675"
"Ipo4-74658174","Kcnmb4-72283793"
"Ggt7-75145998","Rarres1-75084131"
"Galns-70612726","Nfia-1239"
"Rspo1-73636101","Sept7-961"
"2610019F03Rik-74724511","Lphn2-1768"
"Ano2-71587834","Mafb-73771240"
"5330421K23Rik*-75043138","Rassf4-74988636"
"Bsg-166","Tmem33-356284"
"Anxa11-2029","Nr3c2-730"
"Notch3-1788","Prkcb-72129247"
"Lynx1-655","Madcam1-2389"
"Nrf1-2438","Ttc3-1079"
"Gpr171-1713","Usp25-2713"
"Creb3l1-112197858","Lrrn1-72129293"
"Creb3l1-112197858","Fam46a-75042237"
"Cd33-75043153","Oxtr-75081001"
"Dcn-329","Galr2-80517343"
"Kitl-616","Ttll6-74363338"
"Adipor1-61210","Limk1-640"
"Pomc-2493","Tpbg-76085743"
"Arnt2-71358590","Rora-2537"
"Ms4a6b-293474","Stac2-293472"
"Ccnl2-211","Plg-2485"
"Dcaf4-2717","ND3-675"
"Btd-2069","Pitx1-199398"
"Atp10a-72128790","Dusp1-324212"
"Col27a1-74272916","Inpp1-67870434"
"Bcl6-75651139","Zmiz1-74988259"
"Efna5-383","Spata2l-73817441"
"Fam46a-75042237","Sema7a-955"
"Folr2-1717","Stc1-2639"
"Rarg-130913","Snd1-77869128"
"Alg5-75774105","Lypd6b-73635774"
"Matn4-77371795","Mgat2-74988614"
"ND3-675","Tspo-79556668"
"Col18a1-287","Olfm1-760"
"Klc2-618","Sept5-958"
"Ngfr-705","Stc1-2639"
"Itgb5-71920512","Runx2-1278"
"Cda-74425539","Pou2f1-1563"
"Accn4-71924089","Sod3-74273308"
"Gtf3c2-7","Mgat2-74988614"
"Dtnbp1-75651202","Il17rc-2319"
"Arf3-655120","Atxn1-932"
"Aldh2-74819240","Psap-846"
"Pvalb-868","Trem2-67870433"
"Dpysl4-1345","Prkcb-72129247"
"Grb7-112204995","Rgs3-1822"
"Abhd8-2012","Triap1-74658242"
"Plk2-74743272","Sdccag3-2075"
"Chga-2093","Hes3-2287"
"Ankrd54-1677","Syt2-1023"
"Rxrg-917","Sox14-73636036"
"Hook3-1197","Phox2b-2480"
"Dpysl4-1345","Phyhip-544328"
"Phf6-72080044","Plcz1-74988296"
"Coro1c-75651191","Mtif2-677"
"Cst3-69120555","Il17rd-112647967"
"Plp1-79556704","Rasal2-71670719"
"Capsl-75079776","Nxf7-75988557"
"Prune2-57","Tpbg-76085743"
"Plxdc1-814","Tac2-77279001"
"Dner-1699","Srp54a-2629"
"Eps8-1705","Psmc2-356850"
"Camkk2-70743899","Ergic1-1952"
"Eif4a3-2143","Lrrtm3-73931637"
"Col18a1-287","Tmem47-75081394"
"Hgf-558","Syngr3-1860"
"Cdkn1a-2085","Nkiras2-2429"
"Bcan-154","D8Ertd82e-73931630"
"Chrna4-1173","Gpc4-1617"
"Cct8-2079","Dkk1-2149"
"Bcl11a-71836837","Phox2b-2480"
"Spata13-73997152","Wwox-72077451"
"Kif5b-2353","Pfkl-795"
"Adcy4-77","Traip-77887842"
"Akap8-91","Rela-2523"
"Slc8a1-73512193","Tpbg-76085743"
"Actr2-67","Tomm70a-320"
"Brd8-1673","Slc7a6-293662"
"AW046396-72340236","Junb-2335"
"Alg5-75774105","Syt12-1291"
"Alg5-75774105","Lepre1-2371"
"Nr2f1-720","Tspo-79556668"
"Fkbp10-2220","Lancl3-73925716"
"Lrsam1-74583161","Rnf115-70743900"
"Cryzl1-304","Wnt4-1444"
"Ninj1-71670490","Prkcb-72129247"
"Meis3-74047845","Nmb-71836874"
"2610019F03Rik-74724511","Lrrtm3-73931637"
"Pcdhb17-1908","Syt13-1864"
"Hoxd9-1623","Mlxipl-1932"
"Brd8-1673","Pitrm1-74273117"
"Atp10a-72128790","Slc12a2-74882926"
"Etv6-1353","Trim25-1545"
"Kcnmb4-72283793","Vsnl1-1106"
"Gli3-1615","Lrsam1-74583161"
"Gpc4-1617","Syt13-1020"
"Sema5a-80516967","Zmiz1-74988259"
"Arhgef2-2043","Sox9-1422"
"Rarg-130913","Trim9-1074"
"Bdnf-79587720","Pygb-276075"
"Cntfr-75651138","Cyhr1-77414565"
"Magix-74581446","Sema7a-955"
"En2-74988733","Serpina3n-75043155"
"Bcl6-75651139","Gpr139-79490116"
"Chat-252","Trappc10-1063"
"Fgf13-427","Tulp4-2699"
"Gng3-1209","Nxph3-356852"
"Atp5h-77371785","Hes7-2289"
"Dlx1-348","Trip4-1924"
"Cck-200","Notch3-1788"
"Gca-74641159","Ybx1-743"
"Pitx1-199398","Psap-846"
"Rtn2-909","Tecr-544902"
"2010300C02Rik-70743898","LOC545352-74988758"
"7420498E04Rik*-75043148","Ptrf-73521818"
"Gata2-100","Pou2f1-1563"
"Guk1-2279","Itgb5-71920512"
"Grb7-112204995","Mapk14-2399"
"Dad1-74819345","Sytl5-73930809"
"Htr1b-584","Igfbpl1-1974"
"Gnat1-2265","Slc8a1-73512193"
"Plxdc1-814","Sod1-994"
"Plxna3-1403","Trip4-1924"
"Dner-1699","Slc8a1-73512193"
"Fbln2-321208","Satb1-927"
"Ergic1-1952","Rgs19-112203487"
"Dnajb12-2153","Rela-2523"
"Fam105a-74819326","Pomc-2493"
"Anxa6-77332100","Sfrp1-2563"
"Notch3-1788","Ybx1-743"
"Clk2-356286","Stmn4-1006"
"Gss-74273307","Trim25-1545"
"Apba2-2031","Sh2b3-1633"
"9930013L23Rik-72128775","Stc1-2639"
"Cnr1-283","Notch3-1788"
"Aldh1l1-1724","Prdx4-74819229"
"Kdelr1-130912","Kirrel3-71920516"
"9430020K01Rik-75988537","Gnal-71670716"
"Cdkn2d-1603","Galns-70612726"
"Gss-74273307","Ppp1r1a-75773706"
"Heg1-74958616","Tpbg-76085743"
"Med8-112196048","Pdxk-788"
"Igfbpl1-1974","Lhcgr-77869818"
"Nr1h3-112205214","Pfn2-1261"
"Pomc-2493","Ybx1-743"
"C130018E23Rik*-75144623","Per1-791"
"Clic5-77874610","Trappc10-1063"
"Aktip-1355","Sar1a-321204"
"Lrsam1-74583161","Mif-2407"
"Cdk5-244","Ppp1r7-832"
"Ifnar1-588","Mylk-74819252"
"Eif5a-2183","Pmp22-825"
"Cbfa2t3-75038485","Nfix-2423"
"Cdc25b-74274686","Cox7b-67870085"
"Chrna1-75551465","Cox7b-67870085"
"Cd33-75043153","Tbc1d1-71670698"
"Grb10-522","Syt1-1014"
"Stmn4-1006","Wnt3-2731"
"Cd33-75043153","Grb10-522"
"Kctd16-73636009","Olfm1-760"
"Nr1d1-1243","Papola-1251"
"Aldh1l1-1724","Ninj1-71670490"
"Cx3cl1-2135","Syngr3-1860"
"Akap8-91","Prpsap2-293663"
"Arhgef2-2043","Nkiras2-2429"
"Lhx2-2375","Tnfaip8-75038412"
"Ttbk2-75147759","Vim-79907904"
"Cds2-250","Sytl5-73930809"
"Nrtn-741","Stx1a-2645"
"Lzic-276064","Mylk3-73992942"
"Fgf12-424","Mrpl12-70743841"
"LOC434300-75988611","Magix-74581446"
"Myc-112194721","Nfix-2423"
"Pygb-276075","Syt10-79556609"
"Arf1-199390","Cmtm3-2099"
"Dmwd-2151","Smpd4-75651226"
"Hspb8-77866850","Tgfb1-80343319"
"Slc19a2-2585","Slc36a4-1597"
"Arhgdia-75774677","Psmc2-356850"
"Cdkn1a-2085","Sod1-994"
"Eif4a3-2143","Syt13-1020"
"Ifngr2-1460","Tfam-67936016"
"Kcne3-2337","Madcam1-2389"
"Rpf2-293465","Tyr-2703"
"Lrsam1-74583161","Pmaip1-823"
"Gjb5-2259","Mlxipl-1932"
"D830029A09Rik-72472778","Mlx-77414147"
"Fgfr2-445","Mmp15-1383"
"Cry2-302","Map3k7-2393"
"Lsamp-625","Pax3-2464"
"Clic5-77874610","Sept5-958"
"AW046396-72340236","Dlx5-1450"
"Cdkn1a-2085","Hmga1-2295"
"Arl15-74363341","Slc5a1-2621"
"Arf3-655120","D8Ertd82e-73931630"
"Anln-33","Zmiz1-74988259"
"Lrrc55-73931406","Nlk-76085742"
"3830406C13Rik-77414919","Slc6a11-72472802"
"3830406C13Rik-77414919","Dpysl5-73635770"
"Lmod2-73636019","P2rx3-75888751"
"Lrsam1-74583161","Usp48-149"
"Asb6-1599","Spata2l-73817441"
"Dkk1-2149","Sdc3-71358662"
"Abcd1-356086","Hs3st1-2305"
"Sobp-71920521","Spata2l-73817441"
"Fancd2-73635979","Impact-594"
"Il11ra1-2315","Mapre2-659"
"Rara-1528","Thbs4-77874596"
"Dbh-79907893","Slc6a11-72472802"
"Cdc25b-74274686","Grik4-75551478"
"Chrna1-75551465","Grik4-75551478"
"Fgf12-424","Zfand5-1140"
"2310046A06Rik-73931408","Sod1-994"
"Pcnt-1255","Ptcd2-77414563"
"Frrs1-2557","Rbm19-71016585"
"Mapre2-659","Meis2-1231"
"Dbp-1193","Rbbp6-170"
"Fgf12-424","Slc7a6-293662"
"Itga3-598","Pam16-2391"
"Map4k3-657","Mlx-77414147"
"Ptgds-851","Slc22a23-72128754"
"Chrnb2-2097","Stc1-2639"
"Actr2-67","Rgs16-1567"
"ND3-675","Nr2f1-720"
"Camkk2-70743899","Syt12-1291"
"Ltbp3-76115733","Wnt4-1444"
"Cmtm3-2099","Gm6740-1902"
"Aldh1l1-1724","Cry2-302"
"1600021P15Rik-71924290","Sema7a-955"
"Cnih2-2109","Nes-1387"
"Hgf-558","Slc7a6-293662"
"Trem2-67870433","Vash2-1667"
"Gabrb2-472","Kdelr1-130912"
"Impact-594","Rgs2-73635771"
"Ipo4-74658174","Ttc3-1079"
"Slc2a3-1840","Trim25-1545"
"Prpsap2-293663","Rarg-130913"
"2610019F03Rik-74724511","Fgf13-427"
"1500002O20Rik-1954","Inpp1-67870434"
"Chrnb2-2097","Serpinb1b-544327"
"Cda-74425539","Fbln7-73929875"
"Bdnf-79587720","Wnt8a-1115"
"Kdelr1-130912","Rfx1-895"
"D930028M14Rik-73512190","Fbln2-321208"
"Mef2c-667","Zfp61-75749409"
"Dpysl4-1345","Wdr31-2719"
"Dph2-2161","Lrsam1-74583161"
"3830406C13Rik-77414919","Gabre-75749417"
"Grb7-112204995","Mdk-1227"
"Ldlr-1766","Syt6-1032"
"Arhgef2-2043","Cdkn2b-1476"
"Ier2-71836849","Lhx2-2375"
"Fgf12-424","Gm10413-73929885"
"ND3-675","Sdc3-71358662"
"Rfx1-895","Zfand5-1140"
"Meis2-1231","Tcf19-2659"
"Dok2-2155","Filip1l-74363347"
"Gm10413-73929885","Rab6a-74047909"
"Adcy4-77","Dlx5-1450"
"Dpysl4-1345","Scnn1g-1918"
"Agpat3-85","F3-77280341"
"Slc36a4-1597","Usp25-2713"
"Cct8-2079","Dtnbp1-75651202"
"Arf3-655120","Ltb-74363350"
"D8Ertd82e-73931630","Pde9a-785"
"N4bp2-74363354","Sema7a-955"
"Bcl7b-1601","Mafb-73771240"
"Rabep2-1970","Raf1-1816"
"Lrrtm3-73931637","Ybx1-743"
"Dcn-329","Trim28-1071"
"Cryaa-2127","Srp54a-2629"
"Kctd16-73636009","Tspo-79556668"
"Dtnbp1-75651202","Gca-74641159"
"Col18a1-287","Wdr31-2719"
"Eps8-1705","Klc2-618"
"Clk2-356286","Olfm1-760"
"Chrnb2-2097","Gpr139-79490116"
"Dmrt3-74819342","Il11ra1-2315"
"Ddx3x-337","Hepacam-35"
"Edc3-77414911","Prlr-1268"
"Nxph3-356852","Slc7a6-293662"
"Arf3-655120","Oprm1-79912572"
"Dbi-71836880","Traip-77887842"
"1600021P15Rik-71924290","Cdc25b-74274686"
"Nrf1-2438","Ramp1-1912"
"Cryzl1-304","Ntf3-2440"
"Satb1-927","Zfp790-356855"
"Dpysl4-1345","Tyr-2703"
"Cdkn2c-1683","Usp25-2713"
"Glrx-73931409","Ryk-2541"
"Cd33-75043153","Sfn-2561"
"Cryzl1-304","Sdccag3-2075"
"Pitx1-199398","Smpd4-75651226"
"Ociad2-75041527","Zim2-76135811"
"Trim25-1545","Usp25-2713"
"Dph2-2161","Lynx1-655"
"Dnajb12-2153","Svil-77332748"
"Ntf3-2440","Otp-2454"
"Ifnar1-588","Trip4-1924"
"Synpo-75080644","Tnrc6a-314"
"Homer3-356087","Neurod2-75651126"
"Apba2-2031","Bcan-154"
"Camkk2-70743899","Il11ra1-2315"
"Cryzl1-304","Tnfrsf1a-2689"
"Enox2-70928339","Usp25-2713"
"Hes6-1504","Rbbp6-170"
"Sod1-994","Tnfrsf1a-2689"
"2610019F03Rik-74724511","Mapk14-2399"
"Anxa1-70813897","Lsamp-625"
"Ccdc37-74581372","Plp1-79556704"
"Robo1-73521820","Slc6a15-73929609"
"Plcz1-74988296","Tmeff1-1299"
"Il17rc-2319","Rasal2-71670719"
"Galr2-80517343","Phox2b-2480"
"Cysltr1-75651227","Myo10-74743255"
"Fam195a-1996","Psap-846"
"Fgf12-424","Hgf-558"
