"Nr3c2-730","Wwox-72077451"
"Nr3c2-730","Ppp1r3b-75084111"
"Pcdhga12-770","Unc5d-71924239"
"Prnp-1405","Sdc3-71358662"
"Gli3-1615","Oxtr-75081001"
"Cox4i1-73992933","Tmbim6-2663"
"Gabrb2-472","Nrf1-2438"
"Lynx1-655","Zbtb48-1940"
"Etfa-74581380","Stxbp2-75774667"
"Cplx1-67752308","Rhobtb3-74583162"
"Gpr123-71924056","Rasa4-74425552"
"Ephb6-2191","Unc5d-71924239"
"Akap8-91","St3gal3-2567"
"Efna3-381","Sfn-2561"
"B230362M20Rik-77340460","Prss39-74749944"
"Gabrb2-472","Prune2-57"
"Pgr15l-73615804","Vim-79907904"
"Aff4-2363","Pfkl-795"
"Cdkn2c-1683","Slc2a3-1840"
"Nrf1-2438","Slc2a3-1840"
"Adcy4-73512495","Rfxank-67881545"
"Fgfr2-445","Prune2-57"
"Agpat3-85","Glrx-73931409"
"Chst1-71836872","Smarca2-1972"
"Anxa11-2029","Madcam1-2389"
"Cdk14-71670684","Sult1a1-75774114"
"Reps2-76135799","Tcerg1l-75041511"
"Lynx1-655","Taf1d-1317"
"Bcl7b-1601","Etv6-1353"
"Fgf12-424","Srpr-1593"
"Glrx-73931409","Gng3-1209"
"Slc6a6-1850","Zbtb48-1940"
"Kcne3-2337","S100b-79591593"
"Shb-71670695","Vti1a-74641238"
"Pcsk2-72080025","Phf6-72080044"
"Agpat3-85","Syt13-1864"
"Dgkg-343","Pmp22-825"
"Cdkn2b-1476","Per2-793"
"Serpini1-963","Xbp1-1119"
"Arhgef2-2043","Igfbpl1-1974"
"Gjb5-2259","Sdccag3-2075"
"Alpk2-74988275","Bzw1-324215"
"Etfa-74581380","Fam114a2-79583813"
"Dlx6as1-2000","Limk1-640"
"Hoxd9-1623","Ngfr-705"
"2310046A06Rik-73931408","Wnt4-1444"
"Kcnc4-1756","Oxtr-75081001"
"Mapk14-2399","Scnn1g-1918"
"2310046A06Rik-73931408","Sema5a-80516967"
"Kcnc4-1756","Psap-846"
"Meis2-1231","Prnp-1405"
"Eif2ak3-2181","Wash-1796"
"Pmm1-67936010","Tbl2-1868"
"St3gal3-2567","Tat-2657"
"Rabep2-1970","Ripply3-367"
"Serpini1-963","Stx1a-2645"
"Dmwd-2151","Lepre1-2371"
"Emb-73930836","Pam16-2391"
"Gm2a-74988549","Ids-73994671"
"Rab6a-74047909","Taf1d-1317"
"Ankrd54-1677","Oprm1-79912572"
"Slc2a3-1840","Xbp1-1119"
"Dph2-2161","Gphn-1211"
"Pparg-2495","Rgs16-1567"
"Kcnc4-1756","Madcam1-2389"
"Cryaa-2127","Phf6-72080044"
"Cit-75079801","Zfp238-2741"
"Dcaf4-2717","Gabrb2-472"
"Pparg-2495","Stmn4-1006"
"B4galt6-2055","Bsg-166"
"Glrx-73931409","Hgf-558"
"Pcsk2-72080025","Syt2-1023"
"Gli3-1615","Lmo4-2385"
"Kcne3-2337","Oxtr-75081001"
"BC005537-321201","Ptgs2-71016664"
"Actr2-67","Ucn3-1091"
"Akap8-91","Gphn-1211"
"Gpr126-73520982","Gss-74273307"
"Ccr1-73718058","Trim3-73732147"
"Cd8b1-73732149","Dyrk1b-71717583"
"2010111I01Rik-71717630","Pole4-75651230"
"Cry2-302","Srpr-1593"
"Fgfr2-445","Ngfr-705"
"Ociad2-75041527","Trim28-1071"
"Cdkn2d-1603","Vsx2-1687"
"Gli3-1615","Pgrmc1-2478"
"Eps8-1705","Hes7-2289"
"Actr2-67","Dad1-74819345"
"Cdk5-244","Rbm18-356083"
"Gm4887-73931418","Pdyn-71717084"
"Arhgef2-2043","Lmo4-2385"
"2610019F03Rik-74724511","Dph2-2161"
"Gli3-1615","Per2-793"
"Meis2-1231","Papola-1251"
"Papola-1251","Sprr1a-1534"
"Dkk1-2149","Ppp1r3b-75084111"
"Mtf1-2409","Prkcb-72129247"
"Grsf1-73994670","Zscan22-247974"
"Gad1-479","Thap1-44"
"Cdk5r1-247","Csk-75651192"
"Ifit2-74988457","Vamp1-75651233"
"Igfbpl1-1974","Kcne3-2337"
"5330421K23Rik*-75043138","Fam78b-72472750"
"C130096N06Rik-73635978","Fam69c-73636086"
"Adam33-75147767","Pole4-75651230"
"Fgfr2-445","Glrx-73931409"
"Kcnab2-1754","Rasal2-71670719"
"Arhgef2-2043","Mlxipl-1932"
"Il17rb-2317","Trap1-1966"
"Phf6-72080044","Rela-2523"
"Kcnn4-130911","Ubr1-74957908"
"Gpr126-73520982","Wwox-72077451"
"Bcan-154","Gnao1-506"
"Grb10-522","Xbp1-1119"
"Cnih2-2109","Yeats2-74988249"
"Lrig1-1371","Nr2e3-2434"
"Hmga1-2295","Raf1-1816"
"E2f1-2171","Efna5-383"
"Dbp-1193","Trim9-1074"
"Abhd8-2012","Rnasek-75934529"
"Med24-2675","Ptpn2-77413686"
"Bcan-154","S100b-79591593"
"Clock-273","Oprm1-79912572"
"Agtr1b-74724627","Prnp-1405"
"Fam89b-1898","Ppp1r3b-75084111"
"Cct8-2079","Serpina3n-75043155"
"Cyp39a1-77874608","Glra4-75551476"
"Ifngr2-1460","Syt13-1020"
"Trip4-1924","Txnip-1084"
"Cpe-1691","Zic1-72103843"
"Grsf1-73994670","Zfp365-73929873"
"B3gnt2-75988600","Ttpal-74641323"
"Fam114a2-79583813","Prss39-74749944"
"Mmp15-1383","Tmbim6-2663"
"Clic6-1984","Cpe-1691"
"Vsnl1-1106","Wwox-72077451"
"Gm6740-1902","Med24-2675"
"Camk1d-73992927","Kcnh8-70562113"
"Hepacam-35","Stmn4-1006"
"Ccng1-324210","Htr1b-584"
"Ngef-72119591","Per1-791"
"Hoxd9-1623","Plk1-2487"
"Slc6a6-1850","Yeats2-74988249"
"Madcam1-2389","Scnn1g-1918"
"Gjb5-2259","Rabep2-1970"
"Dmwd-2151","Slc19a2-2585"
"Prune2-57","Wif1-1111"
"Olfm1-760","St3gal3-2567"
"Enox2-70928339","Il17rc-2319"
"Rgs16-1567","Rora-2537"
"Apba2-2031","Glrx-73931409"
"Agtr1b-74724627","Cnih2-2109"
"E130012A19Rik-74363349","Fkbp10-2220"
"Calcr-75080999","Grin3b-77869800"
"Dlx1-348","Tmem86b-72472763"
"Dad1-74819345","Mcm3ap-665"
"Nfib-1555","Srp54a-2629"
"Lepre1-2371","Syt13-1864"
"Gjb5-2259","Wbscr17-1934"
"Map3k7-2393","Ngef-72119591"
"Glrx-73931409","Mtf1-2409"
"Cdh10-73592529","Npepps-844"
"E2f4-1195","Kdr-2347"
"Sema3a-937","Ucn-1435"
"Atp5o-1158","Usp11-355883"
"Apba2-2031","Tsc22d4-1464"
"Cmtm3-2099","Madcam1-2389"
"Paqr4-248335","Rad51-293471"
"Glra1-72108824","Net1-74581396"
"Cdk5r1-247","Lamb1-71670482"
"Efna3-381","Itm2c-77414652"
"Olfm1-760","Pgrmc1-2478"
"Gng3-1209","Vsx2-1687"
"Mtf2-1510","Mx1-1385"
"Rasal2-71670719","Tyr-2703"
"Gata2-100","Klhl1-73520995"
"Col18a1-287","Kcne3-2337"
"Lhx2-2375","Tmod1-75988526"
"Mgat5-73931638","Pvrl4-2511"
"Aqp4-79556722","Tcf25-293034"
"Scn3b-73512195","Zbtb20-79568020"
"Mcm3ap-665","Sar1a-321204"
"Arhgef2-2043","Dph2-2161"
"Cdc25b-74274686","Mtif2-677"
"Ifngr2-1460","Phf6-72080044"
"Lrsam1-74583161","Sfrp1-2563"
"Cdk5-244","Pam16-2391"
"Entpd1-393","Gtf2h4-1458"
"Mlxipl-1932","Xbp1-1119"
"Sar1a-321204","Wbscr17-1934"
"Ccng1-324210","Slc19a2-2585"
"Otud6b-83158","Plcd3-276272"
"Hepacam-35","Ltb-74363350"
"Cpe-1691","Trappc10-1063"
"Efna3-381","Olfm1-760"
"Plk1-2487","Syt2-1023"
"Cdkn2b-1476","Irx2-1752"
"Gpr146-2059","Irx2-1752"
"Apba2-2031","Syngr3-1860"
"Il17rc-2319","Mrpl12-70743841"
"9130024F11Rik-51","Ltb-74363350"
"Sdc3-71358662","Usp48-149"
"Map2k4-276073","Utp23-71924008"
"Hs3st2-74988765","Vamp1-75651233"
"Mif-2407","Slc6a6-1850"
"Cd24a-79591541","Dlx6as1-2000"
"B2m-71924291","Dnahc9-72472774"
"Alpk2-74988275","Sept5-958"
"Cyp4f15-1189","Zbtb20-79568020"
"Gtf2h4-1458","Leprotl1-2373"
"Hoxd9-1623","Kdr-2347"
"Fam196a-75042244","Ptger4-112203056"
"Ctps-1185","Hgf-558"
"Grp-1363","Med24-2675"
"Ccnd2-205","Limk1-640"
"Cdkn2d-1603","Chst2-266"
"Kdelr1-130912","Syt13-1020"
"Ergic1-1952","Zfand5-1140"
"Gnaz-1730","Mif-2407"
"Oprm1-79912572","Thpo-2671"
"Anln-33","Ergic1-1952"
"Agpat3-85","Yeats2-74988249"
"Ccr1-73718058","Map2k4-276073"
"Apc-74881517","Pole4-75651230"
"Cpe-1691","Wnt8b-1890"
"Ninj1-71670490","Sfn-2561"
"Gad1-479","Syt3-1026"
"Csk-75651192","Limk1-640"
"Ngfr-705","Ttbk2-75147759"
"Pdlim2-2476","Pdxk-788"
"Tmbim6-2663","Trim9-1074"
"Efna1-1347","Mlxipl-1932"
"Lmod2-73636019","Trip4-1924"
"Arhgef2-2043","Slc26a8-2597"
"Chst2-266","Efna3-381"
"Col18a1-287","Raf1-1816"
"Cryaa-2127","Fgf12-424"
"Psap-846","Srpr-1593"
"Fam195a-1996","Trim25-1545"
"Mapk14-2399","Stx1a-2645"
"Kcnmb4-72283793","Nkiras2-2429"
"Cbln2-70231306","Cuedc2-79556640"
"Dbh-79907893","Kctd17-72340180"
"Cdkn1a-2085","Mapre2-659"
"Mon1b-74958566","Sept5-958"
"Plk1-2487","S100b-79591593"
"Clip4-75774680","Thbs2-73929578"
"Alkbh6-77414882","Arl15-74363341"
"Pvalb-868","Vash2-1667"
"Cdkn2c-1683","Grp-1363"
"Bace1-73520965","Isl1-596"
"Pcdhb17-1908","Wif1-1111"
"Cyp4f15-1189","Ostf1-73907505"
"Cryaa-2127","Lepre1-2371"
"Hmga1-2295","Tbc1d1-71670698"
"Tex261-74047919","Tspyl4-67936212"
"9130024F11Rik-51","Actr2-67"
"Ephb6-2191","Grb10-522"
"Mm.86217-74641161","Zbtb20-79568020"
"9930013L23Rik-72128775","Sprr1a-1534"
"Asb6-1599","Madcam1-2389"
