"Cd97-112646460","Fam124a-72472790"
"Baalc-73520964","Mycl1-74881158"
"Fam69c-73636086","Rasgrp4-76135807"
"Ppp2r3d-77414925","Vps39-74047842"
"Cks2-80517357","Hdac6-74819462"
"Fam46a-75042237","Heg1-74958616"
"Aco1-76135819","Esr1-79591677"
"Mafb-73771240","Zfp238-2741"
"Chchd3-67870084","Gabrg1-75551469"
"Cish-70634310","Sigmar1-112196265"
"Ngef-72129292","Vps39-74047842"
"Col24a1-73636093","F3-77280341"
"B230362M20Rik-77340460","B3galt5-77280578"
"Caml-79568047","Gpr88-79567811"
"Sult1a1-75774114","Tbl2-1868"
"B2m-71924291","Utp23-71924008"
"Robo1-73521820","Tmem176b-77866852"
"Bcl6-75651139","Pak6-75084501"
"Pttg1-293036","Smarca2-1972"
"Bok-71064032","Rpl11-276067"
"Filip1-73635796","Trem2-67870433"
"Ednrb-74750017","Gpr35-112649690"
"Clta-74819690","Sox14-73636036"
"Ccdc137-1978","Cks2-80517357"
"Serpinb8-293668","Tmc6-77887880"
"Ccdc164-71670726","Rprm-75651169"
"Hmg20a-357093","Tmem29-75080656"
"AI450948-71250311","Adora2a-72109410"
"Tacr1-79591721","Wdfy2-72109399"
"Lrrc3-112649047","Tspan32-72129242"
"Dlx2-1482","Slc7a6-293662"
"Ifit2-74988457","Trp53-67855414"
"Dpysl5-73635770","Gnal-71670716"
"F3-77280341","Prkg1-73521817"
"9830001H06Rik-77340458","Col16a1-74273122"
"Kcng1-77340480","Ltk-75988666"
"Fgf12-424","Pxn-1814"
"Avil-72340234","Ifnar1-588"
"Adora2a-72109410","Sik3-74881867"
"Necab1-72472791","Wnt1-112644522"
"Rpl8-74749928","Trim3-73732147"
"Dtnbp1-75651202","St8sia6-73929596"
"Ccdc137-1978","Clcn5-75749741"
"Gpr35-112649690","Sytl4-75651223"
"Sox11-79912528","Terf2ip-112196711"
"Ece2-77332686","Snhg7-1968"
"Gpnmb-74581367","N4bp2-74363354"
"Pkia-805","Slc17a7-70436317"
"Mtap1a-76115734","Six1-1834"
"Lrrtm3-73931637","Rmnd1-77371805"
"Ebpl-112650122","Itgav-74658082"
"Armc2-74988750","Selk-74800903"
"Gsg1l-73636097","Tspo-2071"
"Necab1-72472791","Nova1-73931640"
"Sall3-74363352","Sox14-73636036"
"Cks2-80517357","Dcbld2-73992944"
"Etfa-74581380","Slc35c2-2615"
"Baalc-73520964","Ccr1-73718058"
"Atp10b-73635826","Cit-75079801"
"Camk1d-73992927","Ctxn1-74586669"
"Bsdc1-74988722","Ybx2-75080250"
"Atpif1-75774682","Insrr-71670480"
"Crlf1-72283808","Mgat5-73931638"
"Calcrl-74988670","Prlr-72340223"
"Dnahc9-72472774","Dtnbp1-75651202"
"Filip1-73635796","Grid1-74724739"
"St8sia6-73929596","Trim3-73732147"
"LOC433740-77340490","Mycl1-74881158"
"Smpd4-75651226","Thsd7a-71924155"
"Kcnc2-73512364","Spock1-72340122"
"Itga5-74882636","Lrrc3-112649047"
"D630014O11Rik-75080645","Lims2-75145999"
"Kcnh8-70562113","Sox14-73636036"
"Ddit4l-71836878","Etfa-74581380"
"B230362M20Rik-77340460","E130012A19Rik-74363349"
"B630019K06Rik-74881160","Rfx1-77371867"
"Pvrl4-2511","Slc35c2-2615"
"Greb1-71924412","Tmem109-74988461"
"Rcsd1-75934525","Spsb4-75773701"
"Bmp3-72472749","Npepps-844"
"Trem2-67870433","Zscan22-247974"
"2010300C02Rik-70743898","Gpnmb-74581367"
"BC031181-73718052","Iqgap2-73615573"
"Gdnf-112647321","St8sia6-73929596"
"Adamts18-75651128","Sox2ot-74658020"
"Clcn2-72119656","Tm7sf3-77874614"
"Med23-112649261","Sema3c-939"
"Six1-1834","Tmem29-75080656"
"Chst1-71836872","Pomc-2493"
"LOC545854-73732153","P2rx3-75888751"
"Cdh13-77869863","Rfx1-77371867"
"Ephb1-72077478","Smarca2-1972"
"Bcas1-77371831","Hmg20a-357093"
"Pak6-75084501","Xk-71670735"
"Gabrg1-75551469","Tm7sf3-77874614"
"Pgr15l-73615804","Sh2b3-1633"
"Rnf219-276273","Ubl4-75774670"
"Cit-75079801","Ids-73994671"
"Chst10-74657931","Serinc1-77413696"
"Mrpl54-74819464","Rasal1-75774111"
"Ngb-79556712","Rps4y2-75934917"
"Pdcl-324213","Sap30l-73907495"
"Jdp2-73930842","Mgat5-73931638"
"Ndufb8-74743256","Ngfr-79591691"
"Gm10413-73929885","Scube3-74988656"
"Gm10413-73929885","Tmc6-77887880"
"Ednrb-74750017","Lef1-77866900"
"9630013P03Rik*-77280434","Svil-77332748"
"Bok-71064032","Gsta4-77278951"
"Kctd16-73636009","Ndufs8-74819243"
"Nell1-74357567","Nova1-73931640"
"E330009J07Rik-74658077","Vim-79907904"
"Gja1-79556642","Glra4-75551476"
"9630013P03Rik*-77280434","LOC433740-77340490"
"Ascl2-1156","Nudt21-2115"
"Ptbp1-356857","Six1-1834"
"2010111I01Rik-71717630","Tmc6-77887880"
"Klhl36-77371861","Utp23-71924008"
"Prkg1-73521817","Tm7sf3-77874614"
"Prkg1-73521817","Pvalb-79556738"
"BC005537-321201","Grsf1-73994670"
"Chst11-73931625","Ctsb-67779877"
"Ccdc88c-74363346","St6galnac5-73787946"
"Grm3-539","Slc17a7-70436317"
"Dnahc11-73520976","Styk1-71250308"
"Ankfn1-74047714","Tnfaip8-75038412"
"Il16-71064290","Npepps-844"
"BC005537-321201","Inpp4b-72080054"
"Amotl1-75038463","Usp11-355883"
"Chd7-71836884","Ednrb-74750017"
"Fam124a-72472790","Sirt2-75651224"
"Clcn5-75749741","E330009J07Rik-74658077"
"Ndrg2-79568051","Pla2g16-112650769"
"Calb1-71717640","Eps8l1-1707"
"Chd7-71836884","Klhl36-77371861"
"Cit-75079801","Galnt13-72472803"
"LOC380720-73931422","S1pr5-112651200"
"Arid5a-75042267","P2rx5-75551475"
"Fgf12-424","Slc29a1-1838"
"Asb8-276276","Serpinb6a-74425564"
"2010300C02Rik-70743898","Bcas1-77371831"
"Sntb1-71670741","Tmem176b-77866852"
"LOC433311-74988757","Ngef-72129292"
"Plxnd1-77340482","Robo1-73521820"
"Iqgap2-73615573","Tacr1-79591721"
"Ptprd-855","Rasal2-75147758"
"Calb1-71717640","Slc25a22-1639"
"Il16-71064290","Matk-76135823"
"Col24a1-73636093","Mecp2-79908808"
"Fkbp10-2220","Rufy4-75041573"
"Pvrl4-2511","St8sia3-73929595"
"Prkg1-73521817","Tcf3-67850951"
"AI450948-71250311","Slc22a3-73931644"
"Ppapdc1a-74881927","Wdfy2-72109399"
"Gdnf-112647321","Tspan32-72129242"
"Arid5a-75042267","Klhl36-77371861"
"Guk1-2279","Plxnb3-1265"
"1200016E24Rik-1591","Plxnd1-77340482"
"Fam136a-1964","Pgr15l-73615804"
"Gnat1-2265","Phyhip-544328"
"Bid-71836838","Tm2d3-83167"
"Fbxw7-72128750","Nell1-74357567"
"Ddn-73636031","Strada-74819330"
"Mycl1-74881158","P2rx7-75551477"
"Cux1-79556618","Lhx9-112646029"
"Gpr123-71924056","Sh3d19-74425516"
"Baalc-73520964","Cxcl14-74272041"
"Stra6-75041492","Wnt1-112644522"
"Fam114a2-79583813","Gpr35-112649690"
"Obfc1-1938","Rela-2523"
"Cit-75079801","Tpm3-275873"
"Cpne8-73520974","Sub1-356490"
"Cish-70634310","Palmd-74581442"
"Akr1e1-356093","Kcnh3-74641310"
"Cyc1-357103","Serpinb6a-74425564"
"Filip1-73635796","Trp53-67855414"
"Pck2-71836804","Tex261-74047919"
"Golga7b-76097699","LOC545854-73732153"
"Scube3-74988656","Sh3d19-74425516"
"Sik3-74881867","Tmc6-77887880"
"Clcn2-72119656","Ctgf-79556634"
"Baalc-73520964","Cyhr1-77414565"
"Klhl36-77371861","Sox14-73636036"
"BC032203-77867708","Rdh5-75042255"
"Drd4-112650336","Setbp1-1532"
"Eya4-77280436","Fam46a-73520967"
"LOC433311-74988757","Rpl23-74819237"
"Kctd16-73636009","Ntf5-1393"
"Cdk14-71670684","Cstf2-2131"
"AW046396-72340236","Emp1-77280421"
"LOC380720-73931422","Nol4-76115737"
"Cyp39a1-77874608","Lrrtm3-73931637"
"Dmbx1-1484","Kcnc2-73512364"
"Itpr3-74047776","Tpm3-275873"
"Cdh13-77869863","Ephb1-72077478"
"Dtnbp1-75651202","Tspan32-72129242"
"Pak6-75084501","Stk24-73635773"
"Acsl5-73931635","Ngb-79556712"
"Filip1l-74363347","Slc35f2-74819683"
"Caml-79568047","Gpr156-74641322"
"Bmp4-79556702","LOC433311-74988757"
"Dkk4-112647536","Odz3-79908833"
"Acta1-60","Gabrb2-472"
"Npepps-844","Scube3-74988656"
"Bpgm-77414641","Setbp1-1532"
"6330407J23Rik-1988","Selk-74800903"
"Cyc1-357103","Sytl4-75651223"
"Rasgrp4-76135807","Vangl1-71670709"
"Gm10413-73929885","Slc35f2-74819683"
"Ano1-1472","Dcaf4-2717"
"Scn5a-73907501","Tspo-2071"
"Hectd1-357092","LOC545352-74988758"
"Clcn2-72119656","Rmnd1-77371805"
"D4Wsu53e-74819463","Lrrc38-72340184"
"Ccr1-73718058","Clta-74819690"
"Adcyap1-74511882","Pou4f1-74641304"
"Cux1-79556618","Mecp2-79908808"
"Bok-71064032","Gpr156-74641322"
"Prkg1-73521817","Styk1-71250308"
"Klk8-72129241","Srsf9-75043152"
"Ero1lb-72340145","Rock2-75988621"
"Glp1r-74511737","Rgs2-73635771"
"Gm10413-73929885","Mtap-79568030"
"Pacrg-74743258","Sytl4-75651223"
"Cux1-79556618","Rmnd1-77371805"
"Chat-252","Vti1a-74641238"
"Hdc-71016663","Pkp2-73997149"
"Glra4-75551476","Prkg1-73521817"
"Epha1-74640882","Sh3d19-74425516"
"Ctsb-67779877","Tac2-77279001"
"Cxcl12-79907936","Tfam-67936016"
"Etv1-73512203","Gpr18-71015809"
"Bmp3-72472749","Filip1l-74363347"
"Cblb-74988451","Itgav-74658082"
"F2r-1711","Hcrtr1-77868713"
"BC005537-321201","Ifit2-74988457"
"Cyc1-357103","Grik4-75551478"
"E330009J07Rik-74658077","Gpr56-71015815"
"1200011I18Rik-77414569","Shb-71670695"
"Bcl6-75651139","Slc6a2-73615562"
"Ddn-73636031","Hrh3-73636034"
"Mdk-1227","Serinc1-77413696"
"Dlx5-1450","Tcf3-67850951"
"Map2k4-276073","Trim3-73732147"
"Pmm1-67936010","Vps35-77869144"
"D0H4S114-72472773","Lrrc3-112649047"
"Fam124a-72472790","Gm261-73636032"
"Ptprk-74743303","Slc6a4-79591679"
"Eef1g-74819238","Paf1-293469"
"C530008M17Rik-75080646","Pvrl3-73521804"
"BC031181-73718052","Ptcd1-74882764"
"Bcas1-77371831","Gm10413-73929885"
"Pus7-79556638","Rcsd1-75934525"
"Fgf12-424","LOC66376-293468"
"Hmg20a-357093","Usp11-355883"
"B2m-71924291","LOC433740-77340490"
"Dnahc9-72472774","Slit2-79591683"
"Dtnbp1-75651202","St6galnac5-73787946"
"Pld5-77280438","Ptp4a1-75079765"
"Ebpl-112650122","Ndrg2-79568051"
"Fbrs-2207","Ugp2-2705"
"Tbl3-77413694","Tspyl4-67936212"
"Fam69c-73636086","Prss39-74749944"
"Grid1-74724739","Pus7-79556638"
"6330407J23Rik-1988","Eif2ak3-2181"
"Gpr35-112649690","Pvrl4-2511"
"Asb8-276276","St8sia3-73929595"
"Ctsb-67779877","Ednrb-74750017"
"Slc35f2-74819683","Tmem29-75080656"
"Mdk-1227","Tspyl4-67936212"
"Filip1-73635796","Xk-71670735"
"9630013P03Rik*-77280434","Tspan32-72129242"
"Rreb1-72340134","Wnt1-112644522"
"Col16a1-74273122","Sox10-79556652"
"Ccr1-73718058","Fkbp10-2220"
"Dpp4-79568049","Slc25a36-67881555"
"Gabra4-71924402","Tbl3-77413694"
"Chrm5-75826557","Stk24-73635773"
"B3galt5-77280578","C130096N06Rik-73635978"
"Gm261-73636032","Mtap1a-76115734"
"Fzd9-73907498","Sirt2-75651224"
"Etv1-73512203","Tbl2-1868"
"Fkbp10-2220","Rasgrp4-76135807"
"Pomc-2493","Rfx1-77371867"
"Fam124a-72472790","Tex261-74047919"
"Fam46a-73520967","Tmem159-76135828"
"B4galt5-73635976","Dtnbp1-75651202"
"Nova1-73931640","Vamp1-75651233"
"Clock-273","Vsnl1-1106"
"2010300C02Rik-70743898","Sox10-79556652"
"Dynlrb1-323592","Selk-74800903"
"Cyr61-80343407","Insrr-71670480"
"2010111I01Rik-71717630","Decr1-74425550"
"Btg1-73718576","Cit-75079801"
"Filip1-73635796","Zscan22-247974"
"Cdh13-77869863","Ntrk1-71670679"
"BC057022-72077480","Pknox2-76135815"
"Clic5-77874610","Sall3-74363352"
"Gabre-75749417","Gpr35-112649690"
"Cyc1-357103","Ddx26b-75988610"
"Cox7b-67870085","Slc17a7-70436317"
"Prlr-72340223","Srsf9-75043152"
"Hrh3-73636034","Rfx1-77371867"
"Gpr156-74641322","Tm2d3-77414123"
"Grin3b-77869800","Rpl23-74819237"
"Npepps-844","Ptn-2507"
"Chst10-74657931","Usp11-355883"
"Gabbr2-71247614","Sub1-356490"
"Nin-76115736","Rftn1-71920515"
"Dnahc9-72472774","Pacrg-74743258"
"Rfx1-77371867","Stat5a-77413690"
"Anxa1-70813897","Eomes-80516770"
"Gstm4-70743872","Rarg-130913"
"N4bp2-74363354","Usp11-355883"
"Ccdc88c-74363346","Rpl8-74749928"
"Ccdc37-74581372","Sox10-79556652"
"Gpr146-2059","Kdr-2347"
"Cstf2-2131","Nol4-76115737"
"B2m-71924291","Ttll6-74363338"
"B2m-71924291","Pde11a-75081007"
"Hrh3-73636034","Slc22a23-72128754"
"Dcbld2-73992944","Fam46a-73520967"
"Cd97-112646460","Sirt2-75651224"
"Eya4-77280436","Tmem176b-77866852"
"Acvrl1-79488929","Ctgf-79556634"
"1600021P15Rik-71924290","Nomo1-1697"
"Cit-75079801","Scnn1a-70562125"
"Ankrd34c-72472747","Med8-112196048"
"Ndrg2-79568051","Rab3c-73521805"
"Nr1h3-112205214","Tex261-74047919"
"Alg14-75081004","Slc35f2-74819683"
"Dner-1699","Slc1a1-71836888"
"Chd7-71836884","Crlf1-72283808"
"P2rx5-75551475","Trim3-73732147"
"LOC545854-73732153","Nfix-77413698"
"Etfa-74581380","Pomp-75774685"
"Mrpl39-673","Tnfaip8-75038412"
"Otx2-112194935","Pmm1-67936010"
"Alg14-75081004","Gabra4-71924402"
"Egr4-74800827","Lims2-75145999"
"Chchd3-67870084","Cux1-79556618"
"Gnal-71670716","Pitpnc1-75144644"
"Clic5-77874610","Sox14-73636036"
"Pacrg-74743258","Ttll6-74363338"
"Gm12429-77340488","Ltb-74363350"
"E330009J07Rik-74658077","Plcd3-77414915"
"S1pr5-112651200","Strada-74819330"
"Cyhr1-77414565","Fam114a2-79583813"
"BC005537-321201","Uaca-74800883"
"Gprc5a-77414145","St6gal1-74658241"
"LOC433436-73636096","Sidt1-71587812"
"LOC433436-73636096","Obfc1-1938"
"Cdk14-71670684","Hrh3-73636034"
"Hrh3-73636034","Kctd16-73636009"
"Klc2-618","Wif1-1111"
"Sap30l-73907495","Slc4a10-1922"
"Pak1-73521001","S100a6-77278967"
"Itpr3-74047776","Ttn-74047746"
"Decr1-74425550","Sh3d19-74425516"
"9630013P03Rik*-77280434","Sytl4-75651223"
"Hdc-71016663","Ntf5-1393"
"Igsf11-72103820","Palm3-74958547"
"Npepps-844","Vti1a-74641238"
"Fkbp10-2220","Gldc-77887886"
"Gpr83-72338696","Tacr1-79591721"
"Dnahc11-73520976","Lrrtm3-73931637"
"Ifit2-74988457","Pus7-79556638"
"Grina-1948","Sema5a-950"
"Pknox2-76135815","Trap1-1966"
"S1pr5-112651200","Sema4g-71587856"
"E330009J07Rik-74658077","Ids-73994671"
"Gpr151-74724649","Sik3-74881867"
"Nol4-76115737","Smpd4-75651226"
"Ndrg2-79568051","Rock2-75988621"
"Col16a1-74273122","Ptn-2507"
"Accn4-71924089","Zfp365-73929873"
"BC057022-72077480","F3-77280341"
"Tmc6-77887880","Tmem29-75080656"
"Dkk4-112647536","Hspbp1-75774674"
"Igf2-2313","Pld3-808"
"Copg2-74819259","Crispld1-72077456"
"Dpp4-79568049","Gsg1l-73636097"
"Pus7-79556638","Tmem204-73769320"
"Chst11-73931625","Svil-77332748"
"Arf1-199390","Cntfr-75651138"
"BC057022-72077480","Oxt-112648396"
"Cks2-80517357","Ids-73994671"
"1200011I18Rik-77414569","Epha1-74640882"
"D630014O11Rik-75080645","Myo10-74743255"
"Chat-252","Sox10-79556652"
"Clip2-2137","Sfn-2561"
"Alg5-75774105","Bnc2-73636164"
"0610010O12Rik-75079788","Dok5-80343394"
"1200011I18Rik-77414569","Tmem29-75080656"
"Stub1-79912552","Styk1-71250308"
"Baalc-73520964","Gabre-75749417"
"Ddx26b-75988610","Hpcal4-73520985"
"Gpr3-74511769","Palmd-74581442"
"Col9a2-74750022","Plcd3-77414915"
"Pla2g16-112650769","Zfand3-77414923"
"Dnajb12-2153","Ikzf1-1144"
"Plk1-2487","Rangap1-2519"
"Chd7-71836884","Cyc1-357103"
"Bmp3-72472749","Gabra4-71924402"
"Dpysl5-73635770","Nr1h3-112205214"
"Nell1-74357567","Sigmar1-112196265"
"Ptrf-73521818","Top2a-1301"
"Ankrd34c-72472747","Pdzd2-74988286"
"Gm261-73636032","Tmem29-75080656"
"Aars-74641317","P2rx7-75551477"
"Bmp4-79556702","Grin3b-77869800"
"Vps35-77869144","Zfp358-2743"
"Gpr88-79567811","Trav3-3-71670720"
"1600021P15Rik-71924290","Paip2-77869857"
"Dnahc9-72472774","Tspan32-72129242"
"B4galt5-73635976","Crlf1-72283808"
"Il17rd-74958537","L3mbtl4-72472779"
"N4bp2-74363354","Sh3d19-74425516"
"B3gnt2-75988600","Pde11a-75081007"
"Slc6a4-79591679","Sox10-79556652"
"Odz4-754","Pcp4-772"
"Slc38a1-75988508","Slc4a10-1922"
"C1ra-77874604","Tcf3-67850951"
"Ece2-77332686","Ttn-74047746"
"Decr1-74425550","Filip1l-74363347"
"Etfa-74581380","Sall3-74363352"
"Mylip-77278965","Tspan2-75144618"
"Cd97-112646460","Cops7b-356493"
"Greb1-71924412","Hiatl1-77414177"
"Kctd16-73636009","Sult1a1-75774114"
"Chrm5-75826557","Eomes-80516770"
"Mrpl39-673","Pdzrn3-71836787"
"Nudt21-2115","Ysk4-75988578"
"Mmgt1-77414585","Pcdhac1-73512189"
"9630013P03Rik*-77280434","St6galnac5-73787946"
"Clic5-77874610","Gdnf-112647321"
"Sfn-2561","Ubash3a-1086"
"Itpr3-74047776","Sh2b3-1633"
"Gpr56-71015815","Scnn1a-70562125"
"Cdk14-71670684","Pla2g16-112650769"
"Pbx3-76085744","Scd1-71836746"
"Pla2g16-112650769","Thsd7a-71924155"
"Mmgt1-77414585","Terf2ip-112196711"
"C1qtnf5-293664","Rarb-75038442"
"Clcn2-72119656","Pip5k1b-77887888"
"Ctgf-79556634","Pcdh7-73521003"
"Gsg1l-73636097","Rnh1-74800925"
"Cxcl14-74272041","Fam114a2-79583813"
"Aars-74641317","Ngb-79556712"
"Gpr137-75651149","Oxt-112648396"
"Alg5-75774105","Vim-79907904"
"4930451C15Rik-74750011","Npy1r-72103807"
"Pacsin1-74047926","Rreb1-72340134"
"Ece2-77332686","Itpr3-74047776"
"Nell1-74357567","Rnf152-75043151"
"Eps8l1-1707","LOC433436-73636096"
"Ctgf-79556634","Trap1-1966"
"7420498E04Rik*-75043148","Htr5b-71247644"
"Dnahc9-72472774","Tac2-77279001"
"B3galt5-77280578","Hpcal4-73520985"
"Icam5-73520989","Rasa4-74425552"
"Mgat5-73931638","Prss39-74749944"
"Cit-75079801","Heatr7a-73992940"
"Rpl23-74819237","Sox2-77280331"
"Gldc-77887886","LOC433740-77340490"
"Ssr2-77869814","Tcf7l1-1424"
"Slc25a36-67881555","Snhg7-1968"
"Abcd1-356086","Zfpm2-71358673"
"Eomes-80516770","Trp53-67855414"
"Acvr1c-71250307","Ttc27-74819241"
"Hrh3-73636034","Pkp2-73997149"
"Palm3-74958547","Rfx1-77371867"
"F3-77280341","Pip5k1b-77887888"
"Prune2-57","Sec14l1-74988453"
"Cdkn1b-112204566","Rbm11-1411"
"Gng2-67936006","Mgat5-73931638"
"Mmel1-76135804","Rspo2-71016632"
"Glp1r-74511737","Gnal-71670716"
"Adora2a-72109410","Fzd9-73907498"
"Htr5b-71247644","P2rx3-75888751"
"B630019K06Rik-74881160","Sema4g-71587856"
"Igsf11-72103820","Smpd4-75651226"
"Cxcl14-74272041","Rps4y2-75934917"
"Ctgf-79556634","Itsn1-1365"
"Gca-74641159","Tmem206-75774106"
"Clic5-77874610","Grik4-75551478"
"Ebpl-112650122","Ptgds-79567709"
"Celsr3-74724639","Vstm2a-71836843"
"Clcn2-72119656","Oxt-112648396"
"Arid5a-75042267","Rpl8-74749928"
"Klc2-618","Ysk4-75988578"
"Ndufb8-74743256","Rcsd1-75934525"
"Alg14-75081004","Sirt2-75651224"
"Gaa-356090","Scarb1-2551"
"Paf1-293469","Stk24-73635773"
"Ascl2-1156","Fgf12-424"
"N4bp2-74363354","Npepps-844"
"Map2k4-276073","P2rx5-75551475"
"Epha1-74640882","Mdk-1227"
"Chrm5-75826557","Dlx2-1482"
"Avil-72340234","Klk8-72129241"
"Mafb-73771240","St6gal1-74658241"
"7420498E04Rik*-75043148","Kalrn-73930821"
"Ccdc37-74581372","Sh3d19-74425516"
"Galm-2249","Rpn2-906"
"Grsf1-73994670","Pdgfd-1910"
"Dtnbp1-75651202","Fkbp10-2220"
"Pcdh7-73521003","Ssr2-77869814"
"C130096N06Rik-73635978","Rps4y2-75934917"
"Ccr1-73718058","LOC433740-77340490"
"Ndrg2-79568051","Vps35-77869144"
"Accn4-71924089","Gabrr2-79589524"
"Jdp2-73930842","Rps4y2-75934917"
"LOC380720-73931422","Mmgt1-77414585"
"Sox11-79912528","Sult1a1-75774114"
"Rasgrp4-76135807","Rps4y2-75934917"
"Adamts18-75651128","Paf1-293469"
"Clcn2-72119656","Nmbr-77332086"
"Baalc-73520964","Rasgrp4-76135807"
"9830001H06Rik-77340458","Fzd9-73907498"
"Nova1-73931640","Tm2d3-77414123"
"LOC381765-74425521","Vim-79907904"
"Golga7b-76097699","Otx2-112194935"
"Nmbr-77332086","Pdgfra-77280309"
"Dlx2-1482","Uaca-74800883"
"F3-77280341","Nomo1-1697"
"Gm261-73636032","Rassf4-74988636"
"Gpnmb-74581367","Mtap-79568030"
"Dpp4-79568049","Ttc27-74819241"
"Gm6753-77340486","Nomo1-1697"
"Cops7b-356493","Ptn-2507"
"Crhbp-80516310","Sssca1-2633"
"Gpnmb-74581367","Il16-71064290"
"Gpr123-71924056","LOC545810-71924492"
"Kcnc2-73512364","Zdhhc2-72128751"
"Acvrl1-79488929","Spock1-72340122"
"B3galt5-77280578","St6galnac5-73787946"
"Scnn1a-70562125","Tmem176b-77866852"
"1200011I18Rik-77414569","2010111I01Rik-71717630"
"Rnh1-74800925","Stard8-73521808"
"Gsg1l-73636097","Tmem176b-77866852"
"Pbx3-76085744","Zfand3-77414923"
"F3-77280341","Stub1-79912552"
"Cpt1c-2117","Pde4dip-1994"
"Bmp3-72472749","Dlx3-350"
"Jdp2-73930842","Slc35c2-2615"
"9030425E11Rik-71924353","Lrrc3-112649047"
"Gpr3-74511769","LOC433093-71924514"
"Apc-74881517","Fzd9-73907498"
"Mycl1-74881158","St8sia6-73929596"
"P2rx7-75551477","Slit2-79591683"
"Anxa1-70813897","Stk24-73635773"
"Efnb3-79556601","Rspo2-71016632"
"Camk1d-73992927","Gdnf-112647321"
"Lrmp-74274684","Mtfp1-75774673"
"Cdh13-77869863","Nol4-76115737"
"Ctsb-67779877","Dtnbp1-75651202"
"Nr1h3-112205214","Sik3-74881867"
"Cdh13-77869863","Rasgrp1-76115742"
"Dpp4-79568049","Nfkbie-2425"
"E130012A19Rik-74363349","Tspan32-72129242"
"Col9a2-74750022","Pgr15l-73615804"
"Itga5-74882636","Tac2-77279001"
"Cd44-224","Slc1a1-71836888"
"Pde1a-782","Slc6a9-1420"
"Jdp2-73930842","Pvrl4-2511"
"Serpinb8-293668","Thrsp-77874606"
"Lrrtm3-73931637","Spock1-72340122"
"Nell1-74357567","Rreb1-72340134"
"Dpysl5-73635770","Gpr146-77371845"
"Gsg1l-73636097","Ttn-74047746"
"9630013P03Rik*-77280434","Chst11-73931625"
"Gabrr1-75551470","Sgk3-75650862"
"Rasgrp1-76115742","Vps35-77869144"
"Cdkn2b-1476","Mup2-680"
"Mtap-79568030","Rfx4-71249068"
"P2rx5-75551475","Utp23-71924008"
"Ndrg2-79568051","Pcdhac1-73512189"
"Copg2-74819259","Pla2g16-112650769"
"Pde11a-75081007","Sytl4-75651223"
