"6330403A02Rik-72340183","Alg2-73931383"
"Hdac6-74819462","Lhcgr-77869818"
"Irak1-2323","Pllp-1880"
"B3gnt2-75988600","Slc8a2-74581450"
"Atp11a-75043137","Rpl8-74749928"
"Ampd3-77371807","Egln1-77340476"
"AI450948-71250311","Rcsd1-75934525"
"Lims2-75145999","Npr1-71670678"
"Gja1-79556642","Zdhhc2-72128751"
"B2m-71924291","Pvrl4-2511"
"Camk1d-73992927","Clic5-77874610"
"Npdc1-715","Rela-2523"
"LOC66376-293468","Pllp-1880"
"Glt8d2-71249079","Pwp2-112645814"
"Aqp2-112195601","Styk1-71250308"
"Scn5a-73907501","Ubl4-75774670"
"B230362M20Rik-77340460","B3gnt2-75988600"
"Galp-79556611","Mdfi-112648831"
"Gng2-67936006","Otof-73788043"
"Chst1-71836872","Thsd7a-71924155"
"Prss12-71836879","Tnfrsf21-71836885"
"Etfa-74581380","Msrb2-76135795"
"Hdac6-74819462","Mdfi-112648831"
"9430020K01Rik-75988537","Syt12-79556632"
"App-106","Ccdc85a-75081006"
"Npffr2-70562070","Prokr1-74724728"
"Gm4887-73931418","Sirpa-73512197"
"Acsl5-73931635","Jdp2-73930842"
"Setbp1-1532","Susd2-75146000"
"C230081A13Rik-73931624","Itgbl1-74988458"
"Hdac6-74819462","Matn4-77371795"
"Ddit4l-71836878","Egln1-77340476"
"BC057022-72077480","Rps5-77868800"
"Dnahc9-72472774","Drd4-112650336"
"Ece2-77332686","Prox1-73520980"
"Bnc2-73636164","LOC381765-74425521"
"Ctxn1-74586669","Pacrg-74743258"
"Fam163b-73520970","Lass4-176962"
"Pcp2-79490073","Rgs2-73635771"
"Cd33-75043153","Med8-112196048"
"Col5a1-75147768","Pdcl-324213"
"Ddx26b-75988610","Npffr2-70562070"
"Mfap1a-74988551","St8sia2-77925023"
"Slc35f3-75084156","Spag16-75080199"
"Gabre-75749417","Sorcs3-75988635"
"Arhgap17-1413","Stard8-73521808"
"Gdnf-112647321","Map2k4-276073"
"Camk1d-73992927","Rpl8-74749928"
"Gcgr-1613","Iqcj-74272918"
"Fam69c-73636086","Gdnf-112647321"
"Pacrg-74743258","Prss39-74749944"
"BC032203-77867708","Bpgm-77414641"
"Clk2-356286","Sult1a1-75774114"
"Dnahc11-73520976","Tnip2-74425540"
"Ece2-77332686","Tmem176b-77866852"
"Fam55c-74658081","Gata2-100"
"Prss39-74749944","Slc35c2-2615"
"Npffr2-70562070","Npr1-71670678"
"Npr1-71670678","St8sia6-73929596"
"B3gnt2-75988600","Phospho1-71670685"
"Klhl1-73520995","Slc29a4-77414149"
"Ddn-73636031","Otx2-112194935"
"Scn1a-77340528","Thbs4-112651416"
"Ctxn1-74586669","Rasgrp4-76135807"
"Sox11-79912528","Wnt5a-79556660"
"Chchd3-67870084","Rmnd1-77371805"
"Htr4-72119658","Sypl-75233089"
"Fam189a1-72340182","Gpr55-79591399"
"Atp11a-75043137","Fam69c-73636086"
"Drd3-75038431","Scn1a-77340528"
"Nxph4-73521000","Txn2-71670705"
"Itgav-74658082","Thsd7a-71924155"
"Ankrd34c-72472747","Grk5-77371851"
"Ddn-73636031","Spata2l-73817441"
"Lct-73931621","Ttc27-74819241"
"Cstf2-2131","Kalrn-73930821"
"Eef1b2-75934526","Panx2-74581443"
"Lphn2-1768","Pde6g-72104173"
"LOC433093-71924514","Mras-72119592"
"Klhl1-73520995","Tm2d3-77414123"
"Cxcl14-74272041","Pde5a-73931641"
"Hmgcr-75079789","Lhx2-79568024"
"Grin2c-75888748","Pcp2-79490073"
"Ddx5-340","Kit-73520994"
"Ptcd1-74882764","Tpr-72104172"
"Ogfrl1-73818756","Prune2-77874616"
"Rps5-77868800","Scn1a-77340528"
"LOC433093-71924514","Pcsk1n-777"
"Egr4-74800827","Zfp790-356855"
"Chd7-71836884","Npffr2-70562070"
"Igfn1-75988547","Styk1-71250308"
"Bcar3-77371769","Epha8-72472794"
"Camk1d-73992927","Pde5a-73931641"
"Susd2-75146000","Vangl1-71670709"
"Ccr1-73718058","Egln1-77340476"
"Epha8-72472794","Tcea1-227534"
"Entpd2-73732144","Fez2-74272477"
"L1cam-620","Rcn2-73997151"
"Slc25a25-544516","Wnt5a-79556660"
"Csrp3-77332671","Plcd3-77414915"
"Pcp2-79490073","Sirpa-73512197"
"Jdp2-73930842","Ltk-75988666"
"Grb7-112204995","Slc38a1-75988508"
"Dhrs3-112650553","Sh2b3-80517009"
"BC032203-77867708","Cap1-323396"
"Gpr89-67881554","Pknox2-76135815"
"Kank4-76085741","Sap30l-73907495"
"Heatr7a-73992940","LOC381765-74425521"
"Itga3-598","Lrrtm3-73931637"
"Bsdc1-74988722","Satb1-927"
"Cited1-74641326","Lass4-176962"
"Eif3j-321196","Vdr-112204135"
"Lct-73931621","Taok1-74819235"
"Gpr108-1619","Slc20a1-1571"
"1600021P15Rik-71924290","Klhl4-76115731"
"Ccr1-73718058","Susd2-75146000"
"Ankrd6-71247671","C230081A13Rik-73931624"
"Ntrk1-71670679","Stat5a-77413690"
"Abtb1-1659","St3gal3-2567"
"158303","Mapk13-2397"
"Dynlrb1-323592","Vldlr-121089"
"Calml3-79490064","Inpp1-67870434"
"Otx2-112194935","Pcdhac1-73512189"
"Hmgcr-75079789","Palm3-74958547"
"Gabrr2-79589524","L1cam-620"
"B3gat1-73818755","Sypl-75233089"
"Acan-77869840","Trip4-1924"
"Lass4-176962","Synpo-75080644"
"Csf2rb2-73992937","Styk1-71250308"
"Otc-74581369","Ppp1r1a-75773706"
"Neurod2-75651126","Sult1a1-75774114"
"1500032L24Rik-75651168","Ndrg2-79568051"
"Atp9b-74272466","Lass4-176962"
"9630013P03Rik*-77280434","Rasgrp4-76135807"
"Slc29a4-77414149","Tpr-72104172"
"Cyp26b1-79568022","Sccpdh-73635772"
"Atp6v1c2-74881265","Pwp2-112645814"
"Gpr55-79591399","Tpr-72104172"
"Arl5a-74274688","Dlx6as1-79912544"
"Itgav-74658082","Mmgt1-77414585"
"Msrb2-76135795","Pvrl4-2511"
"Ero1lb-72340145","Zfand3-77414923"
"Epha8-72472794","Lzic-276064"
"S1pr5-112651200","Slc22a23-72128754"
"B4galnt3-73636090","Celf3-74641324"
"B3gnt2-75988600","BC032203-77867708"
"Nol4-76115737","Vps35-77869144"
"Acvrl1-79488929","Bcar3-77371769"
"Slc12a2-74882926","Wnt5a-79556660"
"Acan-77869840","Tmeff1-77395095"
"Ciao1-2051","Gabrg2-474"
"Hmgcs1-80517057","Lphn2-1768"
"Gm12429-77340488","Prss12-71836879"
"Prox1-73520980","Tspo-2071"
"Mapk3-32576","Tspyl4-67936212"
"Cks2-80517357","Prox1-73520980"
"Fbln7-73929875","Ttpal-74641323"
"9630013P03Rik*-77280434","Kcna6-74819554"
"Manea-74882656","Zfp189-79490078"
"Chst11-73931625","Fam46a-75042237"
"Cds2-250","Prnp-1405"
"Etv3-1494","Prss39-74749944"
"Irx1-2325","Ybx2-75080250"
"Lphn2-1768","Mras-72119592"
"Atp10b-73635826","Scn5a-73907501"
"1500002O20Rik-1954","Col27a1-74272916"
"Ero1lb-72340145","Rasgrp1-76115742"
"Lims2-75145999","Sox14-73636036"
"B3galt5-77280578","Etv3-1494"
"Ltbp3-76115733","Nrgn-69153759"
"Msrb2-76135795","Vangl1-71670709"
"Atp9b-74272466","B4galnt3-73636090"
"Abtb1-1659","Sytl3-2653"
"Bpgm-77414641","Irx1-2325"
"6720456B07Rik-74988744","Mras-72119592"
"Gm4887-73931418","Slc35f3-75084156"
"Alg2-73931383","L1cam-620"
"B4galt5-73635976","Vangl1-71670709"
"Matn4-77371795","Prox1-73520980"
"Chst11-73931625","Sorcs3-75988635"
"Cxcl14-74272041","Myo10-74743255"
"Fez2-74272477","Vstm2b-77869820"
"6330403A02Rik-72340183","LOC433258-73931636"
"Atp10b-73635826","Plxnd1-77340482"
"Ccr1-73718058","Pitpnc1-75144644"
"Alg5-75774105","Gprc5a-77414145"
"App-106","Rcsd1-75934525"
"Apba2-2031","Cds2-250"
"Hdac6-74819462","Itpr3-74047776"
"Hrh3-73636034","Inpp1-67870434"
"Magi1-73519705","Txn2-71670705"
"Atp9b-74272466","Vezt-74819329"
"Grk5-77371851","Itgav-74658082"
"Prune2-77874616","Tmem176b-77866852"
"Prmt2-577","Zim2-76135811"
"Aqp9-2037","Galr2-80517343"
"Cap1-323396","Vav3-76085746"
"Cyc1-357103","Rpl8-74749928"
"AI450948-71250311","Sox10-79556652"
"Ampd3-77371807","St8sia3-73929595"
"Dcbld2-73992944","Heatr7a-73992940"
"Rab3c-73521805","Scd1-71836746"
"LOC436099-73512350","Tmem176b-77866852"
"Camk1d-73992927","Myo10-74743255"
"Celf3-74641324","St6galnac6-74047902"
"Ptcd1-74882764","Synpo-75080644"
"Cit-75079801","Gng7-77371857"
"Pttg1-293036","Rasgrp1-76115742"
"Slc16a2-73929597","St6galnac6-74047902"
"Asb8-276276","St8sia6-73929596"
"B2m-71924291","Sorcs3-75988635"
"Mras-72119592","Vezt-74819329"
"Ampd3-77371807","Pde5a-73931641"
"Pbx3-76085744","Slc25a25-544516"
"Ltk-75988666","Npr1-71670678"
"Ina-71836833","Myc-112194721"
"Ctla4-75079745","Inpp1-67870434"
"Tspyl4-67936212","Whrn-77371813"
"B3gat1-73818755","Vwa3a-72472789"
"Bnc2-73636164","Lct-73931621"
"Ddx26b-75988610","Ssrp1-74819346"
"Armc2-74988750","Esr1-79591677"
"Anln-33","Asb6-1599"
"Aars-74641317","Etv3-1494"
"Bpgm-77414641","Cxcl14-74272041"
"Rasgrp4-76135807","Sccpdh-73635772"
"Bnc2-73636164","Gsg1l-73636097"
"Entpd2-73732144","Rcsd1-75934525"
"6720456B07Rik-74988744","Fam163b-73520970"
"Plcd3-77414915","Slc35a4-112647750"
"Dcbld2-73992944","Tmem176b-77866852"
"D0H4S114-72472773","Pomp-75774685"
"B4galnt3-73636090","Sirpa-73512197"
"Htr3a-74724760","Plxnd1-77340482"
"Adrb1-77340494","Gabre-75749417"
"Agtr1a-2021","Slc5a3-976"
"Prox1-73520980","Sh2b3-1633"
"Acvr1c-71250307","Bnc2-73636164"
"Il17rd-74958537","Thsd7a-71924155"
"9030425E11Rik-71924353","Sacm1l-74882832"
"C030034I22Rik-72472751","Cd44-79556644"
"C130096N06Rik-73635978","Mgat2-74988614"
"Otof-73788043","Prss39-74749944"
"Kank4-76085741","LOC433740-77340490"
"Cryzl1-304","Tm2d3-77414123"
"B4galt5-73635976","Hectd1-357092"
"Lrrtm3-73931637","Scn1a-77340528"
"Bsdc1-74988722","Itga5-74882636"
"Ankrd34c-72472747","Ntrk1-71670679"
"Gm4887-73931418","Mrc1-74581428"
"Etfa-74581380","Pdcl-324213"
"B630019K06Rik-74881160","Pop4-77869859"
"Dkkl1-70634395","Pcnt-1255"
"Gpr56-71015815","Txn2-71670705"
"Mafb-73771240","Slc25a36-67881555"
"Cks2-80517357","Scn5a-73907501"
"Cdkn1b-112204566","Htr2b-79556708"
"Mmgt1-77414585","Pcsk1-2470"
"Rab3c-73521805","Tmem33-356284"
"Pdzd2-74988286","Pmm1-67936010"
"Slc16a2-73929597","Spag16-75080199"
"1500032L24Rik-75651168","Palm3-74958547"
"Dgkg-343","Sema5b-953"
"B630019K06Rik-74881160","Cstf2-2131"
"Mup5-73997144","Pex14-1397"
"1500002O20Rik-1954","Drd3-75038431"
"Baalc-73520964","Sccpdh-73635772"
"Pacrg-74743258","Sorcs3-75988635"
"Ephb1-72077478","Htr5b-71247644"
"Gpr55-79591399","LOC433093-71924514"
"Ankrd34c-72472747","Rab3c-73521805"
"Etv1-73512203","Itgav-74658082"
"Itga5-74882636","Pde5a-73931641"
"Cdca7-26","Hap1-72007561"
"B2m-71924291","Camk1d-73992927"
"Agrp-72283799","Whrn-77371813"
"Ampd3-77371807","Baalc-73520964"
"Lef1-77866900","Mgat5-73931638"
"Gm12429-77340488","Htr2b-79556708"
"Gpr55-79591399","Tmeff1-77395095"
"Phf1-356287","Zfand5-1140"
"Frs3-2234","Id2-71836806"
"Khdrbs3-73769321","Rmnd1-77371805"
"Pacrg-74743258","St8sia3-73929595"
"Fez2-74272477","Fzd4-77925095"
"LOC381765-74425521","Slc25a36-67881555"
"St6galnac5-73787946","Tspan32-72129242"
"Gpr18-71015809","S1pr5-112651200"
"1600021P15Rik-71924290","Tm7sf3-77874614"
"C230081A13Rik-73931624","Gpr173-74724531"
"Gabre-75749417","Prss39-74749944"
"Paip2-77869857","Rmnd1-77371805"
"6330403A02Rik-72340183","Klhl1-73520995"
"Prokr1-74724728","Ssrp1-74819346"
"B2m-71924291","Slc35c2-2615"
"Ephb1-72077478","Nfix-77413698"
"Oprk1-80517217","Prkg1-73521817"
"Itpr3-74047776","Prune2-77874616"
"Ece2-77332686","Pcp4l1-75084520"
"Foxa1-77869794","Tspo-2071"
"Itpk1-71923998","Panx2-74581443"
"Ebpl-112650122","S1pr5-112651200"
"Samd14-73930839","Spata2l-73817441"
"Glt8d2-71249079","Rcn2-73997151"
"Cblb-74988451","Scd1-71836746"
"Ephb1-72077478","S1pr5-112651200"
"Robo1-73521820","Ubl4-75774670"
"9630013P03Rik*-77280434","Cd44-79556644"
"C130096N06Rik-73635978","Tac2-77279001"
"Cd44-79556644","Grb7-112204995"
"Actr2-67","Lhfpl3-73635972"
"Agrp-72283799","LOC433258-73931636"
"Cyp26b1-79568022","Mgat5-73931638"
"Camk1d-73992927","Prokr1-74724728"
"Celf3-74641324","Whrn-77371813"
"Bsn-73992923","Vim-79907904"
"Ptprm-864","Sfn-2561"
"Pop4-77869859","Smarca2-1972"
"Cttn-70616018","Dtna-77413704"
"Baalc-73520964","Tspan32-72129242"
"Ctxn1-74586669","LOC433740-77340490"
"Klhl4-76115731","Oprk1-80517217"
"Calml3-79490064","Pcdhac1-73512189"
"Myo10-74743255","Prokr1-74724728"
"Pomp-75774685","Rasgrp4-76135807"
"Gm5607-72109337","Ids-73994671"
"Apbb2-73512196","Med8-112196048"
"Slc39a5-76135744","Vps35-77869144"
"Gng7-77371857","Gsg1l-73636097"
"6720456B07Rik-74988744","Gm4887-73931418"
"Snhg7-1968","Tmem176b-77866852"
"Fkbp10-2220","Msrb2-76135795"
"C230081A13Rik-73931624","Ptcd1-74882764"
"Rps4y2-75934917","Slc38a1-75988508"
"Grb7-112204995","LOC433740-77340490"
"Plxna4-75084090","Vstm2a-71836843"
"Ngb-79556712","Sap30l-73907495"
"Fbln7-73929875","St8sia6-73929596"
"Blnk-74819692","Csrp3-77332671"
"Grin2c-75888748","Tm2d3-77414123"
"C1ra-77874604","Trap1-1966"
"Mlx-227539","Styk1-71250308"
"Chst11-73931625","LOC433740-77340490"
"E130012A19Rik-74363349","Inpp5a-73994713"
"Ccr1-73718058","Prss39-74749944"
"Gpr139-79490116","Heg1-74958616"
"Napb-75651234","Rab3c-73521805"
"9630013P03Rik*-77280434","Etfa-74581380"
"Nfkbie-2425","Scnn1a-70562125"
"Pde11a-75081007","Tspan32-72129242"
"Celf3-74641324","Gm4887-73931418"
"Fam114a2-79583813","Prss39-74749944"
"Ctla4-75079745","Hmgcr-75079789"
"LOC433093-71924514","Tcerg1-1872"
"Utp23-71924008","Zfp790-356855"
"Hectd1-357092","Magix-74581446"
"Cdk14-71670684","Vps35-77869144"
"Ccdc85a-75081006","Mup5-73997144"
"Cd44-79556644","Rps4y2-75934917"
"Gatm-1205","Traf2-2691"
"Sh2b3-1633","Slc25a36-67881555"
"Cyc1-357103","D0H4S114-72472773"
"Entpd2-73732144","Gpr173-74724531"
"Grb7-112204995","Heg1-74958616"
"Ngfrap1-1786","Pcp2-79490073"
"Hdc-71016663","Ube2t-276069"
"Kcnh8-70562113","Zfp790-356855"
"Rpl8-74749928","Sgcz-74749942"
"LOC381355-71924491","Syt12-79556632"
"9630013P03Rik*-77280434","Grin2b-74988710"
"Impact-594","Slc31a2-75773700"
"Ndufs8-74819243","Ube2t-276069"
"S1pr5-112651200","Thsd7a-71924155"
"Cd44-79556644","Jdp2-73930842"
"B3galt5-77280578","Inpp5a-73994713"
"Atp6v1c2-74881265","Whrn-77371813"
"Heg1-74958616","Prss39-74749944"
"Gabre-75749417","Rasgrp4-76135807"
"Isl1-596","Taok1-74819235"
"Ccr1-73718058","Map2k4-276073"
"Csf2rb2-73992937","Fbln2-321208"
"Fzd4-77925095","Id2-71836806"
"Apbb2-73512196","LOC545854-73732153"
"Gpr139-79490116","Pacrg-74743258"
"Dag1-355892","Notch3-1788"
"Gpr18-71015809","Tbl2-1868"
"Dnahc9-72472774","Hmx3-74641309"
"Prox1-73520980","Ttc27-74819241"
"Paip2-77869857","Sh2b3-80517009"
"Cstf2-2131","Smarca2-1972"
"Cirh1a-77925143","Il17rb-2317"
"Hbb-b1-67936011","Tcea1-227534"
"Acsl5-73931635","Kcng1-77340480"
"Grin2b-74988710","Pde5a-73931641"
"Pcdhac1-73512189","Tbl2-1868"
"Ddn-73636031","Pomc-2493"
"Glra4-75551476","Tcea1-227534"
"Dnahc9-72472774","Etfa-74581380"
"Hdac6-74819462","Isl1-596"
"Adrb1-77340494","Satb1-927"
"Cited1-74641326","LOC433093-71924514"
"LOC433740-77340490","Rasal2-75147758"
"Ero1lb-72340145","Ube2t-276069"
"Elavl2-72340123","Myc-112194721"
"E130012A19Rik-74363349","Grin2b-74988710"
"Fkbp10-2220","Mgat5-73931638"
"Il17rb-2317","LOC235953-73931419"
"Gdnf-112647321","Slc35c2-2615"
"Baalc-73520964","Pomp-75774685"
"9030425E11Rik-71924353","Sall3-74363352"
"Galnt13-72472803","Hdac6-74819462"
"Cyc1-357103","P2rx7-75551477"
"Hrh3-73636034","Scd1-71836746"
"B4galnt3-73636090","Pde6g-72104173"
"Grn-77371839","Tm2d3-77414123"
"Slc29a4-77414149","Tm2d3-77414123"
"Itga11-74882626","Zdhhc2-72128751"
"Cyp26b1-79568022","Rasgrp4-76135807"
"Adcy9-83","LOC433093-71924514"
"Rnf219-276273","Snhg7-1968"
"Cyc1-357103","Susd2-75146000"
"Eef1b2-75934526","Stoml2-74581379"
"Sorcs3-75988635","Susd2-75146000"
"Etv3-1494","Gnb1-61413"
"Drd4-112650336","Pdcl-324213"
"Entpd2-73732144","Ralyl-72129250"
"Magi1-73519705","Ubl4-75774670"
"Mfap1a-74988551","Pwp2-112645814"
"Nudc-2442","Zfp788-1466"
"Cdk14-71670684","Rab3c-73521805"
"Vav3-76085746","Zfp790-356855"
"Crtc1-71250309","Ppp1r2-73521813"
"Cdkn1b-112204566","Cryzl1-304"
"Ap1b1-356859","Fam65a-75774668"
"Kcna6-74819554","Msrb2-76135795"
"Adrb1-77340494","Bsdc1-74988722"
"Prokr1-74724728","Pvrl4-2511"
"L3mbtl4-72472779","Pcdhac1-73512189"
"Baalc-73520964","Egln1-77340476"
"Inpp5a-73994713","Slc38a1-75988508"
"Ddx26b-75988610","Tac2-77279001"
"Foxa1-77869794","Prune2-77874616"
"Apba2-2031","Lmo4-2385"
"Sorcs3-75988635","Utp23-71924008"
"Neurod2-75651126","Rab3c-73521805"
"Acan-77869840","Impact-594"
"Pfn2-1261","Vsx2-1687"
"B2m-71924291","Susd2-75146000"
"F11r-75773698","Oprd1-112646675"
"Cdkn1a-2085","Nr1d1-1243"
"Irak1-2323","Papola-1251"
"Igsf11-72103820","Rpf2-293465"
"Atp6v1c2-74881265","Mapk3-32576"
"Bcar3-77371769","Pitx1-199398"
"Hectd1-357092","Npr1-71670678"
"Ero1lb-72340145","Spata2l-73817441"
"1500002O20Rik-1954","Aqp2-112195601"
"Acan-77869840","Pgf-121099"
"Apln-67850953","Sh2b3-80517009"
"Etv1-73512203","Slc22a23-72128754"
"Ampd3-77371807","Rps4y2-75934917"
"Ssrp1-74819346","Zfp790-356855"
"Aldh1a1-72103809","Tmem159-76135828"
"C130096N06Rik-73635978","Ppp1r1a-75773706"
"Bsdc1-74988722","Chst11-73931625"
"Spock1-72340122","Tcea1-227534"
"Mmgt1-77414585","Thsd7a-71924155"
"Adcy5-79","Ddx3x-337"
"Cd1d1-219","Prlr-1268"
"Frs3-2234","Ptcd1-74882764"
"Etfa-74581380","Svil-77332748"
"Alg2-73931383","Impact-594"
"Col5a1-75147768","Pacrg-74743258"
"Mfap1a-74988551","Sox10-79556652"
"Gpr55-79591399","Rcsd1-75934525"
"Rasgrp1-76115742","Zfp358-2743"
"Cirh1a-77925143","Csf2rb2-73992937"
"L1cam-620","St8sia2-77925023"
"Il17rb-2317","Vdr-112204135"
"D0H4S114-72472773","Gnb1-61413"
"Heatr7a-73992940","Txn2-71670705"
"9030425E11Rik-71924353","Otof-73788043"
"Calml3-79490064","Nol4-76115737"
"Entpd2-73732144","Erdr1-378"
"6720456B07Rik-74988744","Frs3-2234"
"Fbxo18-293462","Relb-2525"
"D0H4S114-72472773","Prokr1-74724728"
"P2rx3-75888751","Vegfb-75079746"
"Ccdc37-74581372","Cryzl1-304"
"Fut8-72007749","Ralyl-72129250"
"Ccdc85a-75081006","Fut8-72007749"
"Col5a1-75147768","Sccpdh-73635772"
"Ctxn1-74586669","Sgcz-74749942"
"Atp11a-75043137","Col5a1-75147768"
"Grm1-537","Pde1a-782"
"Cwh43-74819236","Nrgn-69153759"
"Cux1-79556618","LOC235953-73931419"
"Myo10-74743255","Setbp1-1532"
"Aldh1a1-72103809","Sh2b3-1633"
"Galnt13-72472803","Tmem176b-77866852"
"6720456B07Rik-74988744","Atp6v1c2-74881265"
"Bpgm-77414641","Pitpnc1-75144644"
"Gnas-509","Negr1-692"
"Nr1d1-1243","Stac2-293472"
"Klhl4-76115731","Trap1-1966"
"Apbb2-73512196","Pttg1-293036"
"Cyc1-357103","Dtnbp1-75651202"
"Cyb5-75043146","Pcp2-79490073"
"Ddx26b-75988610","Kcnh8-70562113"
"LOC545854-73732153","Ntrk1-71670679"
"Midn-71670739","Six3os1-75041431"
"Tm7sf3-77874614","Zdhhc2-72128751"
"C1ra-77874604","Spock1-72340122"
"Hnrpdl-571","Pip4k2c-799"
"Pde9a-785","Slc6a9-1420"
"Gpr137-75651149","Nomo1-1697"
"Cited1-74641326","Mras-72119592"
"Arhgdia-75774677","Tdrd3-77887882"
"Cap1-323396","Fkbp10-2220"
"1110037F02Rik-74988462","Kalrn-73930821"
"Camk1d-73992927","Grb7-112204995"
"Hmx3-74641309","LOC433740-77340490"
"Gldc-77887886","Pvrl4-2511"
"Bcar3-77371769","Fbln2-321208"
"Ccdc85a-75081006","Pcsk2-72080025"
"App-106","Gabrr2-79589524"
"Scn5a-73907501","St6gal1-74658241"
"Mup5-73997144","Vstm2b-77869820"
"Cxcl14-74272041","Grb7-112204995"
"Dlx6as1-79912544","Wif1-74511885"
"Anxa6-77332100","Ltbp3-76115733"
"6330403A02Rik-72340183","Enc1-390"
"Ddn-73636031","Kctd16-73636009"
"B4galnt3-73636090","Ctss-77371797"
"Il17rd-112647967","Vegfb-75079746"
"Gpr137-75651149","Tm7sf3-77874614"
"Mmgt1-77414585","Zfp358-2743"
"Acvr1c-71250307","Tpm3-275873"
"Pdcl-324213","Prokr1-74724728"
"D0H4S114-72472773","Sccpdh-73635772"
"Col5a1-75147768","LOC433740-77340490"
"S100a6-77278967","Slc29a4-77414149"
"Lhx2-79568024","Tmem33-356284"
