Gene1,Gene2
"C130018E23Rik*-75144623","Clta-74819690"
"Anxa1-70813897","BC005537-321201"
"Drd4-112650336","Itpk1-71923998"
"Gpx2-74819652","P2ry14-76135748"
"Kank4-76085741","Slc26a8-2597"
"Mylk3-73992942","Trem2-67870433"
"Nmb-71836874","Tcerg1l-75041511"
"Cpne8-73520974","Ubap1-74957898"
"Synpr-1862","Thra-79912542"
"Anxa1-70813897","Pdgfd-1910"
"6820408C15Rik-74363339","Acaa2-71924375"
"Filip1-73635796","Slc18a2-79591703"
"Mmgt1-77414585","Tnfaip8-75038412"
"Cdk14-71670684","Sap30l-73907495"
"Dlx2-1482","Inpp4b-72080054"
"Mtpn-2411","P2ry14-76135748"
"Anxa1-70813897","Pak1-73521001"
"Gng11-1732","Rprm-75651169"
"Bsdc1-74988722","Ltk-75988666"
"Egr4-74800827","Lrmp-74274684"
"Galnt14-72472804","Ube2h-74583203"
"Elmo1-70743907","Kcnb2-74581424"
"Ltk-75988666","Slc26a8-2597"
"Eef1g-74819238","Xk-71670735"
"Pgr15l-73615804","Stard13-71587846"
"Fbxw2-355882","Igsf5-79488939"
"Sgk3-75650862","Txn2-71670705"
"Creg1-73931627","Tdg-71020392"
"Bcl11a-71836837","Mtfp1-75774673"
"Ltk-75988666","Sccpdh-73635772"
"Csf2rb2-73992937","Nup93-75774679"
"Mtfp1-75774673","Tfam-67936016"
"Gsta4-77278951","P2ry14-76135748"
"Bend6-77280313","Kcnj4-74357568"
"Col25a1-71924301","Hebp1-74988456"
"Arhgap39-73992939","Zscan22-247974"
"Bsdc1-74988722","Zim2-76135811"
"Rftn1-71920515","Serpina3c-74511905"
"Anxa1-70813897","Chrm5-75826557"
"Atp11a-75043137","Fdps-76085745"
"Myc-112194721","Slc7a6-293662"
"Grin3a-73907499","Pla2g16-112650769"
"Chrm5-75826557","LOC434236-73615572"
"Bend6-77280313","Rcsd1-75934525"
"LOC434236-73615572","Sh2b3-80517009"
"C1qa-77371775","Tnnt1-77280576"
"Arhgap39-73992939","Slc18a2-79591703"
"Grsf1-73994670","Myc-112194721"
"Grid1-74724739","Xk-71670735"
"Chrm5-75826557","Mtfp1-75774673"
"Accn4-71924089","Lgi3-73520996"
"Accn4-71924089","Filip1-73635796"
"Arf1-199390","Pdgfd-1910"
"Filip1-73635796","Mtfp1-75774673"
"LOC434300-75988611","Susd2-75146000"
"Gpr37-2271","Prpf6-67850946"
"Rara-1528","Tmem218-1960"
"Aars-74641317","Drd4-112650336"
"Rarres1-75084131","Rasa4-74425552"
"Accn4-71924089","Bend6-77280313"
