Gene1,Gene2
"Cdk5r1-247","Kctd17-72340180"
"Avp-131","ORF63-1247"
"Adam33-75147767","Npnt-71670677"
"Cdh2-79556666","Lrrn1-72129293"
"Lmo2-2383","Trim28-1071"
"Nog-75084476","Postn-77371799"
"Aff4-2363","Gata2-100"
"Bmp3-72472749","Iqcj-74272918"
"Hapln1-77332706","Inhbb-73636087"
"Ccnd2-205","Pcnt-1255"
"C2cd2-1986","Dbr1-2141"
"Crym-73592526","Lhx5-1369"
"Iqcj-74272918","Pole4-75651230"
"Cst3-69120555","E4f1-1199"
"Ltk-75988666","Tinf2-77414587"
"Cldn11-77280580","Dlst-321200"
"B4galt6-2055","Mmaa-1772"
"Cdk5r1-247","Lmo2-2383"
"Ccdc136-324214","Tmod1-75988526"
"Slco3a1-293691","Ube2i-45666"
"Plxnb3-1265","Ptrf-73521818"
"Gabra4-71924402","Pole4-75651230"
"Fam78b-72472750","Lhx8-2379"
"Hs3st1-2305","Rcan1-362"
"Abcd1-356086","Lmo2-2383"
"Hes7-2289","Map4k3-657"
"Hook3-1197","Kif5b-2353"
"Ptrf-73521818","Tcf4-1044"
"Junb-2335","Lrrn1-72129293"
"Col19a1-74658066","Fez2-74272477"
"Slc5a1-2621","Syt11-2649"
"Cpe-1691","Tmod1-75988526"
"Lancl3-73925716","Pcnt-1255"
"Entpd1-393","Fabp3-418"
"Tfap2a-2661","Tmod1-75988526"
"Slc6a11-72472802","Vstm2b-77869820"
"Gata2-100","Gtf3c2-7"
"Csk-75651192","Mef2c-667"
"Ptrf-73521818","Tubb4a-1081"
"Aff4-2363","Tubb4a-1081"
"Ostf1-73907505","Trip4-1924"
"Phactr4-71924214","Ppp2r3d-77414925"
"Cuedc2-79556640","Rplp0-74047927"
"Ptn-2507","Sart3-74819691"
"Cpe-1691","Wnt8a-1115"
"Map4k3-657","Slc6a15-73929609"
"Phox2b-2480","Tubb4a-1081"
"Pfkl-795","Tmem215-73636150"
"Erf-2195","Homer1-1748"
"Chrna2-75551460","Fryl-73512207"
"2010111I01Rik-71717630","Svip-73931622"
"Cadm2-73635999","Gnrh1-75080152"
"Ldb3-2369","Txnip-1084"
"Abcd1-356086","Eps8-1705"
"Alg14-75081004","Rasa4-74425552"
"Acacb-74881515","Ociad2-75041527"
"Gata2-100","Sept7-961"
"Leprotl1-2373","Ncaph2-355887"
"Ccdc136-324214","Tcf4-1044"
"Cpt1a-1478","Slco3a1-293691"
"Ptrf-73521818","Zfp280c-1669"
"Emb-73930836","Fancd2-73635979"
"Pdlim2-2476","Phox2b-2480"
"Hbb-77340464","Postn-77371799"
"Ldhd-74425554","Rbm18-356083"
"Slc20a2-70231308","Slc35f2-74819683"
"Hmox2-75774681","Nsun7-77332090"
"Iqcj-74272918","Rfx4-71249068"
"Mtrr-2413","Zmiz1-74988259"
"Nfix-2423","Txnip-1084"
"Arx-118","Vps35-355884"
"Nmb-71836874","Tnfrsf21-71836885"
"Ntrk2-746","Ywhah-1127"
"Ascl5-ps-74988285","Limk1-640"
"1700086L19Rik-1643","Hnrpdl-571"
"Clic6-1984","Cst3-69120555"
"E4f1-1199","Sept7-961"
"Kcnj9-72119580","Sh3d19-74425516"
"Pck2-71836804","Serinc1-77413696"
"Fam124a-72472790","Npnt-71670677"
"Cdh9-72472764","Tmeff1-77395095"
"Dbr1-2141","Sema7a-955"
"Pdxk-788","Slc41a3-73512484"
"Dusp1-324212","Tmem86b-72472763"
"1700037H04Rik-324211","Slc5a1-2621"
"Chrna2-75551460","Mmp14-74658084"
"D830029A09Rik-72472778","Glra1-72108824"
"Ankrd24-80343396","C1qc-77340474"
"1700037H04Rik-324211","Tubb4a-1081"
"Bdnf-79587720","Cadps-72119581"
"E4f1-1199","Pdlim2-2476"
"Nr3c1-727","Syt7-1035"
"Decr1-74425550","Tmem29-75080656"
"1700037H04Rik-324211","Gcg-75749416"
"Ankrd24-80343396","Col19a1-74658066"
"Gnrh1-75080152","Pgrmc2-74882697"
"Cyp4f15-1189","Emb-73930836"
"Dcn-329","Homer3-356087"
"Cxcl12-308","Ywhah-1127"
"Ascl5-ps-74988285","Lmo2-2383"
"Pitrm1-74273117","Tmie-74957868"
"Cdk5r1-247","Kif5b-2353"
"Rnasek-75934529","Zfp280c-1669"
"Psmc2-356850","Sept5-958"
"Mapre1-2401","Syt7-1035"
"Copa-1689","Junb-2335"
"Cpe-1691","Nmb-71836874"
"Syt4-2651","Tmem29-75080656"
"Rarres1-75084131","Reep5-2159"
"Cd8b1-73732149","Cpt1a-1478"
"Dlx6as1-2000","Klhl1-73520995"
"Dcn-329","Mmaa-1772"
"Shb-71670695","Vti1a-74641238"
"Enpep-73769289","Pcnt-1255"
"Ccdc136-324214","Sept7-961"
"Aldh5a1-77925007","Ifnar1-588"
"Fabp3-418","Gtf2h4-1458"
"Cyp4f15-1189","Mtif2-677"
"Arx-118","Crym-73592526"
"Nfix-2423","Sept7-961"
"Bsg-166","Eps8-1705"
"Grik1-527","Ntrk2-746"
"Ndufv3-12","Satb1-79488931"
"Ascl5-ps-74988285","Syt11-2649"
"Rcan1-362","Sept5-958"
"Plcd3-276272","Tcf25-293034"
"Gnai2-2263","Ncaph2-355887"
"Adam33-75147767","Gpr146-77371845"
"Gtf2h4-1458","Uba6-74819486"
"Phox2b-2480","Sept5-958"
"Pdxk-788","Rnasek-75934529"
"Aff4-2363","Cpe-1691"
"Mpzl1-77332711","Nsun7-77332090"
"Ptrf-73521818","Wnt8b-1890"
"Pls3-355886","Uba6-74819486"
"Ociad2-75041527","Trim28-1071"
"Crls1-1148","Gpx2-74819652"
"Mef2c-667","Nfix-2423"
"Scube3-74988656","Sprn-73512367"
"Cdk5-244","Tmod1-75988526"
"Sept5-958","Tnrc6a-314"
"Fam78b-72472750","Lhx2-2375"
"Cd97-112646460","Rspo2-71016632"
"Map4k3-657","Nfix-2423"
"Dok2-2155","Lamb1-71670482"
"Mtap-79568030","Sh3d19-74425516"
"Cyld-73992938","Ywhaq-1130"
"Rfx4-71249068","Sh3d19-74425516"
"Limk1-640","Tmem86b-72472763"
"Lamb1-71670482","Tnrc6a-314"
"2010300C02Rik-70743898","Pole4-75651230"
"Cdk5-244","Hes1-556"
"Garnl3-73994668","Ldlr-1766"
"5330421K23Rik*-75043138","Bzw1-324215"
"Matk-76135823","Pole4-75651230"
"Chrna1-75551465","Sytl3-2653"
"Gng12-73512194","Shroom1-1315"
"1700037H04Rik-324211","Lancl3-73925716"
"1700037H04Rik-324211","Abhd8-2012"
"Cyp4f15-1189","Slc5a1-2621"
"Insrr-71670480","Slc20a2-70231308"
"Fancd2-73635979","Syt11-2649"
"E130012A19Rik-74363349","Pde11a-75081007"
"Ascl5-ps-74988285","Zfp280c-1669"
"Cdk5r1-247","Lmod2-73636019"
"Insrr-71670480","Sh3d19-74425516"
"Gpr123-71924056","Vti1a-74641238"
"Mx1-1385","Uba6-74819486"
"Cdk5-244","Map4k3-657"
"Lmod2-73636019","Pdlim2-2476"
"Ndufv3-12","Prpsap2-293663"
"1700037H04Rik-324211","Abcd1-356086"
"Csk-75651192","LOC433254-72108822"
"Ldb3-2369","Sept7-961"
"Abhd8-2012","Tcf4-1044"
"E4f1-1199","Reep5-2159"
"Chrna1-75551465","Emb-73930836"
"Fam124a-72472790","Tbl3-77413694"
"Kpnb1-77340472","Sprn-73512367"
