Gene1,Gene2
"Ccdc88c-74363346","Ctxn1-74586669"
"Ddn-73636031","Pbx3-76085744"
"B2m-71924291","Ddx26b-75988610"
"Col24a1-73636093","Zdhhc2-72128751"
"Ankrd34c-72472747","Reps2-76135799"
"C030034I22Rik-72472751","Lims2-75145999"
"Apbb2-73512196","Neurod2-75651126"
"Drd3-75038431","Paip2-77869857"
"Kcnc2-73512364","Sh3bgr-1416"
"LOC545854-73732153","Med8-112196048"
"Chchd3-67870084","Lhx9-112646029"
"Pdgfra-77280309","Rmnd1-77371805"
"Abtb1-1659","Gata2-100"
"Dnahc9-72472774","Itga5-74882636"
"Cblb-74988451","Ddn-73636031"
"Heg1-74958616","Npffr2-70562070"
"Il17ra-73520990","Tm7sf3-77874614"
"Grb7-112204995","Kcng1-77340480"
"Nfix-77413698","Zfp358-2743"
"Bsn-73992923","Cit-75079801"
"B4galt5-73635976","Pvrl3-73521804"
"Clic5-77874610","Cyc1-357103"
"Ccdc88c-74363346","Utp23-71924008"
"Drd4-112650336","Myo10-74743255"
"Utp23-71924008","Vangl1-71670709"
"Sfn-2561","Ubash3a-1086"
"Grik4-75551478","Rps4y2-75934917"
"Prkg1-73521817","Tm7sf3-77874614"
"Eif3j-321196","P2ry14-76135748"
"Fam69c-73636086","Mgat5-73931638"
"Lhx9-112646029","Sh3bgr-1416"
"Gmfb-1726","Olfml2b-1980"
"Fam114a2-79583813","Fbln7-73929875"
"Gm12429-77340488","Slc31a2-75773700"
"Col25a1-71924301","Zfand3-77414923"
"Apbb2-73512196","Foxp1-71249056"
"Aco1-76135819","Rfxank-67881545"
"Clta-74819690","Gpr35-112649690"
"Fam46a-73520967","Slc25a36-67881555"
"1110037F02Rik-74988462","1500032L24Rik-75651168"
"Cdk14-71670684","Ndrg2-79568051"
"Ddx26b-75988610","Tspan32-72129242"
"Gabrr2-79589524","Rcsd1-75934525"
"Pomc-2493","Reps2-76135799"
"Ngb-79556712","Otc-74581369"
"Ctsb-67779877","Kcnh8-70562113"
"Baalc-73520964","Map2k4-276073"
"Aars-74641317","Ctxn1-74586669"
"Gls-500","Slc20a1-1571"
"Ece2-77332686","Robo1-73521820"
"Aars-74641317","Acsl5-73931635"
"Pdcl-324213","Slc38a1-75988508"
"Asb8-276276","Fkbp10-2220"
"Lef1-77866900","Utp23-71924008"
"1500032L24Rik-75651168","Reps2-76135799"
"Htr5b-71247644","Smarca2-1972"
"Cyc1-357103","Fam69c-73636086"
"P2ry14-76135748","Rmnd1-77371805"
"B630019K06Rik-74881160","Hrh3-73636034"
"Ero1lb-72340145","Pbx3-76085744"
"C130096N06Rik-73635978","E130012A19Rik-74363349"
"Scn5a-73907501","Ttc27-74819241"
"LOC380720-73931422","Vps35-77869144"
"Cstf2-2131","Kctd16-73636009"
"Dpp4-79568049","Vim-79907904"
"Copg2-74819259","Pcdhac1-73512189"
"Dcbld2-73992944","Scn5a-73907501"
"Ero1lb-72340145","Pmm1-67936010"
"Ephb1-72077478","Med8-112196048"
"9030425E11Rik-71924353","Map2k4-276073"
"Kank4-76085741","Slc35c2-2615"
"BC057022-72077480","Tcf7l1-1424"
"Pdzd2-74988286","Pla2g16-112650769"
"Ccdc88c-74363346","Slc35c2-2615"
"Cdh13-77869863","Pmm1-67936010"
"Clcn5-75749741","Robo1-73521820"
"Cxcl14-74272041","Vangl1-71670709"
"Drd3-75038431","Gpr137-75651149"
"Nomo1-1697","Stub1-79912552"
"Cirh1a-77925143","Nmbr-77332086"
"Htr5b-71247644","Nfix-77413698"
"Ctxn1-74586669","St8sia3-73929595"
"Ina-71836833","Paip2-77869857"
"Aars-74641317","Mgat5-73931638"
"P2rx3-75888751","Sox11-79912528"
"C130096N06Rik-73635978","Dnahc9-72472774"
"Camk1d-73992927","Sox14-73636036"
"Col5a1-75147768","Ddit4l-71836878"
"Heatr7a-73992940","Tpm3-275873"
"Gabre-75749417","Gdnf-112647321"
"Ntrk1-71670679","P2rx3-75888751"
"1500002O20Rik-1954","Trap1-1966"
"Ccr1-73718058","Pvrl3-73521804"
"B630019K06Rik-74881160","Col25a1-71924301"
"C130096N06Rik-73635978","Ddit4l-71836878"
"Atp10b-73635826","Tspo-2071"
"Col5a1-75147768","Pvrl3-73521804"
"Kcnh8-70562113","Lef1-77866900"
"Clcn2-72119656","Kcnc2-73512364"
"Ddx5-340","Kit-73520994"
"Aars-74641317","Fam69c-73636086"
"L3mbtl4-72472779","Neurod2-75651126"
"Ephb1-72077478","Nol4-76115737"
"Gabre-75749417","Pde11a-75081007"
"Hes7-2289","Phox2b-2480"
"Dpp4-79568049","Nfkbie-2425"
"Cyc1-357103","Pvrl3-73521804"
"Camk1d-73992927","Clic5-77874610"
"Ccr1-73718058","Fbln7-73929875"
"Med8-112196048","Smarca2-1972"
"Fam69c-73636086","Grik4-75551478"
"Crispld1-72077456","Otx2-112194935"
"Cyb5-75043146","Mrc1-74581428"
"Prox1-73520980","Ttc27-74819241"
"Ntrk1-71670679","Tbl2-1868"
"Alg5-75774105","Gprc5a-77414145"
"Col24a1-73636093","Pknox2-76135815"
"Ankrd34c-72472747","Ebpl-112650122"
"Gja1-79556642","Lhx9-112646029"
"Nmbr-77332086","Prkg1-73521817"
"Dnahc11-73520976","Drd3-75038431"
"LOC433740-77340490","Sall3-74363352"
"Acsl5-73931635","Gng2-67936006"
