Gene1,Gene2
"Itpk1-71923998","Pde5a-73931641"
"Golga7b-76097699","Pmm1-67936010"
"9030425E11Rik-71924353","B2m-71924291"
"B630019K06Rik-74881160","Palm3-74958547"
"4930451C15Rik-74750011","Rpl23-74819237"
"Cblb-74988451","Zfp358-2743"
"B3gat1-73818755","Vwa3a-72472789"
"Cap1-323396","Kank4-76085741"
"Csrp3-77332671","Gm5607-72109337"
"Dok4-1486","Tmem109-74988461"
"Cdk14-71670684","LOC380720-73931422"
"Pmm1-67936010","Sema4g-71587856"
"Nfix-77413698","Reps2-76135799"
"Bend6-77280313","Slc7a6-293662"
"Inpp4b-72080054","Trem2-67870433"
"Bcl6-75651139","Cpne8-73520974"
"Palm3-74958547","Ube2t-276069"
"Crhr1-297","Ctsb-67779877"
"Ddx26b-75988610","Mapt-79556696"
"Pmm1-67936010","Tbl2-1868"
"Hrh3-73636034","Pcdhac1-73512189"
"D0H4S114-72472773","Utp23-71924008"
"Col25a1-71924301","Ptgds-79567709"
"Chrm5-75826557","Inpp4b-72080054"
"B3galt5-77280578","Cap1-323396"
"Pdcl-324213","Sacm1l-74882832"
"D0H4S114-72472773","Ttpal-74641323"
"Bcl6-75651139","Pot1b-73925715"
"Accn4-71924089","Pdgfd-1910"
"Bcl11a-71836837","Pak6-75084501"
"Baalc-73520964","Pde5a-73931641"
"Fbxw7-72128750","Vamp1-75651233"
"Plxna2-77280424","Trim3-73732147"
"Caml-79568047","Hs3st2-74988765"
"Itgav-74658082","Palm3-74958547"
"F11r-75773698","Stat5a-77413690"
"Pmm1-67936010","Ube2t-276069"
"Grid1-74724739","Slc6a2-73615562"
"Col25a1-71924301","Thsd7a-71924155"
"Cdh13-77869863","Itgav-74658082"
"Bmp4-79556702","LOC436099-73512350"
"C130096N06Rik-73635978","Dtnbp1-75651202"
"Lct-73931621","Trem2-67870433"
"Bok-71064032","Rnf152-75043151"
"Hrh3-73636034","LOC380720-73931422"
"Pth1r-112202195","Rprm-75651169"
"Ero1lb-72340145","Ndufs8-74819243"
"Copg2-74819259","Mmgt1-77414585"
"Tacr1-79591721","Vps39-74047842"
"B3galt5-77280578","Dnahc9-72472774"
"Grin3a-73907499","Reps2-76135799"
"Nova1-73931640","Rnf152-75043151"
"Ddx26b-75988610","St6galnac5-73787946"
"Fbln7-73929875","Itpk1-71923998"
"E130012A19Rik-74363349","Ngb-79556712"
"Rasgrp1-76115742","Terf2ip-112196711"
"Pomc-2493","Slc39a3-2619"
"Gca-74641159","St6galnac5-73787946"
"Mmgt1-77414585","Tcerg1l-75041511"
"Pcdhac1-73512189","Pttg1-293036"
"Ptgds-79567709","S1pr5-112651200"
"9630013P03Rik*-77280434","Sox14-73636036"
"Cdk14-71670684","Ndrg2-79568051"
"Grk5-77371851","Htr5b-71247644"
"Cstf2-2131","Vps35-77869144"
"B230362M20Rik-77340460","Fkbp10-2220"
"Col5a1-75147768","Ddit4l-71836878"
"1110037F02Rik-74988462","Cblb-74988451"
"Col5a1-75147768","Grik4-75551478"
"1810031K17Rik-227165","Sash1-71924225"
"Ndufs8-74819243","Pla2g16-112650769"
"Galr2-80517343","Grk5-77371851"
"Camk1d-73992927","Etfa-74581380"
"B630019K06Rik-74881160","Nfix-77413698"
"Otx2-112194935","Vps35-77869144"
"Itgav-74658082","Ptgds-79567709"
"Gpr156-74641322","Trps1-75043140"
"9630013P03Rik*-77280434","Rasal1-75774111"
"B3galt5-77280578","Panx2-74581443"
"Ephb1-72077478","Pttg1-293036"
"Itgav-74658082","Smarca2-1972"
"Gpr35-112649690","Plxna2-77280424"
"9030425E11Rik-71924353","Tmem206-75774106"
"Sema4g-71587856","Tbl2-1868"
"Mx2-1778","Ngb-79556712"
"Ccdc88c-74363346","Col5a1-75147768"
"Cxcl12-79907936","Ptgs2-71016664"
"Ptprj-73521803","Sema3c-939"
"Ankrd34c-72472747","Pcdhac1-73512189"
"Agxt2l1-75079777","Zfp365-73929873"
"Creb3l1-112197858","Ifnar1-588"
"Fkbp10-2220","Panx2-74581443"
"Panx2-74581443","Pde11a-75081007"
"LOC380720-73931422","Otx2-112194935"
"Galr2-80517343","Thsd7a-71924155"
"Pdgfd-1910","Stk24-73635773"
"Nfix-77413698","Ntf5-1393"
"Ngb-79556712","Otc-74581369"
"Ntf5-1393","Ptgds-79567709"
"Hiatl1-77414177","Krt73-74750042"
"Ccdc88c-74363346","Tspan32-72129242"
"Kcnh8-70562113","Pacrg-74743258"
"Bend6-77280313","Cpne8-73520974"
"Ngef-72129292","Ola1-293038"
"9030425E11Rik-71924353","Camk1d-73992927"
"C130096N06Rik-73635978","Pacrg-74743258"
"St8sia3-73929595","Svil-77332748"
"B630019K06Rik-74881160","Grk5-77371851"
"Grid1-74724739","Tmem204-73769320"
"Rpl8-74749928","Vangl1-71670709"
"Ltk-75988666","Susd2-75146000"
"Etv1-73512203","Med8-112196048"
"Grsf1-73994670","Lass4-176962"
"Mxra7-77332080","P2rx3-75888751"
"Pla2g16-112650769","Terf2ip-112196711"
"Kcnj4-74357568","Tmem204-73769320"
"Bace1-73520965","Baz1a-73635977"
"Col25a1-71924301","Hdc-71016663"
"Nup93-75774679","Rcsd1-75934525"
"B630019K06Rik-74881160","Ephb1-72077478"
"1110037F02Rik-74988462","S1pr5-112651200"
"D0H4S114-72472773","Dnahc9-72472774"
"LOC545854-73732153","Mmgt1-77414585"
"Grin3b-77869800","Neurl1a-73769327"
"Rnf152-75043151","Wnt1-112644522"
"Scd1-71836746","Slc12a2-74882926"
"Aldh5a1-77925007","Nova1-73931640"
"Cxcl14-74272041","Pde5a-73931641"
"Gca-74641159","Rasal1-75774111"
"Anxa1-70813897","Efcab6-74819465"
"Caml-79568047","Necab1-72472791"
"Ccdc88c-74363346","Pomp-75774685"
"B3galt5-77280578","Baalc-73520964"
"Panx2-74581443","Rasal1-75774111"
"Magix-74581446","Tspan32-72129242"
"Cyc1-357103","Grik4-75551478"
"Lgi3-73520996","Stk24-73635773"
"B230362M20Rik-77340460","Plxna3-1403"
"Fkbp10-2220","Grik4-75551478"
"Pitx2-79556607","Rnf152-75043151"
"Ntf5-1393","Sult1a1-75774114"
"1110037F02Rik-74988462","Sox11-79912528"
"Bmp4-79556702","Vps39-74047842"
"Efcab6-74819465","Grsf1-73994670"
"Bok-71064032","Mchr1-74724669"
"Sox14-73636036","Tmem206-75774106"
"Plxna3-1403","Rps4y2-75934917"
"B2m-71924291","Pde5a-73931641"
"B2m-71924291","Utp23-71924008"
"Kctd16-73636009","Otx2-112194935"
"Grin3a-73907499","Vps35-77869144"
"LOC380720-73931422","Thsd7a-71924155"
"Baz1a-73635977","LOC436099-73512350"
"Cblb-74988451","Tbl2-1868"
"Hiatl1-77414177","Lipm-74272035"
"St6galnac5-73787946","Trim3-73732147"
"Itga11-74882626","Tcea1-227534"
"Ppp1r1a-75773706","Synj2bp-77414884"
"Stk24-73635773","Tmem204-73769320"
"B3galt5-77280578","Sox14-73636036"
"Dlx2-1482","Efcab6-74819465"
"Gabre-75749417","Sox14-73636036"
"Lipm-74272035","Tmem109-74988461"
"Med8-112196048","Sema4g-71587856"
"2310042E22Rik-74357582","Htr2b-79556708"
"Etfa-74581380","Pomp-75774685"
"Rpl23-74819237","Rrad-75080239"
"Arhgdia-75774677","Eef1b2-75934526"
"BC005537-321201","C1qtnf5-293664"
"Kcnj4-74357568","Ngfr-79591691"
"Ndufs8-74819243","Pdzd2-74988286"
"Slc39a3-2619","Thsd7a-71924155"
"Hdc-71016663","LOC545854-73732153"
"Fbln7-73929875","Trim3-73732147"
