Gene1,Gene2
"Bcl6-75651139","Fxyd5-74819694"
"Sema5a-80516967","Tmbim6-2663"
"Aff4-2363","Mmaa-1772"
"Arf3-655120","Col16a1-74273122"
"Rora-2537","Unc5d-71924239"
"Lynx1-655","Ucn3-1091"
"Gnrh1-75080152","Kcnj15-2339"
"Btd-2069","Pafah1b1-2460"
"E130012A19Rik-74363349","Tnip2-74425540"
"Clk2-356286","Ptprt-866"
"Hmx3-74641309","Ppp1r1a-75773706"
"Gnal-71670716","Nrgn-69153759"
"1500002O20Rik-1954","Dnajb12-2153"
"Filip1l-74363347","Myc-112194721"
"Gpr89-67881554","Pcsk2-72080025"
"Galns-70612726","Tyr-2703"
"Rgs3-1822","Slco4a1-2625"
"Col16a1-74273122","Htr1b-584"
"Lzic-276064","Mlx-77414147"
"Col9a2-74750022","Tnip2-74425540"
"Six1-1834","Tmc6-77887880"
"Akap8-91","Trim25-1545"
"Ergic1-1952","Sprr1a-1534"
"Nrf1-2438","Pot1b-73925715"
"Gnrh1-75080152","Itgb5-71920512"
"Copa-1689","Hmg20a-357093"
"Adcy4-77","Tmc6-77887880"
"9430020K01Rik-75988537","Mylk3-73992942"
"Fhdc1-73925717","Zim2-76135811"
"Bcl6-75651139","Pmp22-825"
"Cds2-250","Prnp-1405"
"Npdc1-715","Rbm38-2535"
"Ndufv3-12","Olfm1-760"
"Col27a1-74272916","Ppp1r1a-75773706"
"Ltb-74363350","Taf1d-1317"
"Six1-1834","Slco1a5-67850945"
"9530068E07Rik-74988509","Cbfa2t3-75038485"
"E2f1-2171","Trim9-1074"
"Pcp4-772","Slc16a4-2579"
"Anp32a-94","Cdca7-26"
"Slc35f1-75084145","Tmem215-73636150"
"Ccdc85a-75081006","Fhdc1-73925717"
"Arf1-199390","Usp25-2713"
"Col16a1-74273122","Nr1h3-112205214"
"LOC434300-75988611","Nrip1-739"
"3830406C13Rik-77414919","Cd44-224"
"Copa-1689","Polr1e-75774108"
"Mgat2-74988614","Mlx-77414147"
"En2-74988733","Usp25-2713"
"Nin-76115736","Slc12a2-74882926"
"Tmem215-73636150","Tmem86b-72472763"
"Gpr146-2059","Tmem47-75081394"
"Fxyd5-74819694","Lrsam1-74583161"
"Plp1-79556704","Ptpn2-77413686"
"Rela-2523","Scnn1g-1918"
"Gjb5-2259","Lman2-73718047"
"Kcnmb4-72283793","Rgs16-1567"
"Cct8-2079","Pde9a-785"
"Etv6-1353","Fcrls-1896"
"Rasgrp1-76115742","Slc12a2-74882926"
"Btd-2069","Scube3-74988656"
"Adcy4-77","Znrf1-74581382"
"Epha4-2187","Hmg20a-357093"
"Gm4887-73931418","Sema3f-72007563"
"Filip1l-74363347","Rab1-878"
"Kitl-616","Usp25-2713"
"Rora-2537","Sssca1-79556714"
"Ephb3-1492","Pitrm1-74273117"
"2010300C02Rik-70743898","Sdc3-71358662"
"Kcnj15-2339","Tmem218-1960"
"Nr3c2-730","Tspo-79556668"
"Gm261-73636032","Slc4a10-1922"
"Aqp9-2037","Itgb5-71920512"
"Arf1-199390","Kitl-616"
"Kcng1-77340480","LOC434300-75988611"
"Ldb3-2369","Plxna3-1403"
"Copa-1689","Nrgn-69153759"
"Hook3-1197","Tmem33-356284"
"Trem2-67870433","Usp25-2713"
"Gnrh1-75080152","Stat1-2635"
"Gls-500","Usp25-2713"
"Lrrc55-73931406","Pcdh8-74750019"
"Slc12a8-1836","Slco4a1-2625"
"Gm261-73636032","Traip-77887842"
"Grin2b-74988710","Lims2-75145999"
"Mafb-73771240","Xbp1-1119"
"Vtn-67752116","Wwox-72077451"
"Lims2-75145999","Tyr-79591699"
"Dok2-2155","Rassf4-74988636"
"Npdc1-715","Stat3-2637"
"Htr1b-584","Trem2-67870433"
"Nrf1-2438","Slc7a6-293662"
"Slc7a6-293662","Tfam-67936016"
"Hmg20a-357093","Zfp280c-1669"
"Nrf1-2438","Vtn-67752116"
