Gene1,Gene2
"Dlx1-348","Htr2b-79556708"
"Hectd2-2002","Pdxk-788"
"Mef2c-667","Sytl3-2653"
"Evi5-71670743","Gm4887-73931418"
"Galr2-80517343","Tfap2a-2661"
"Limk1-640","Mmaa-1772"
"Alpk2-74988275","Slc25a27-74988334"
"Fbln7-73929875","Zfp280c-1669"
"BC031353-77371767","Ptrf-73521818"
"Adcy4-77","Igf2-2313"
"Ldb3-2369","Mtif2-677"
"Abcd1-356086","Tcf4-1044"
"Prpf6-67850946","Ptcd2-77414563"
"LOC433254-72108822","Slc6a11-72472802"
"Dlx6as1-2000","Mmaa-1772"
"Laptm4b-75651225","Mm.86217-74641161"
"Ipo4-74658174","Mafb-73771240"
"Copa-1689","Trip4-1924"
"LOC433093-71924514","Tbck-79567760"
"Htr2b-79556708","Kcnj14-67853369"
"Homer3-356087","Rnasek-75934529"
"Ccdc136-324214","Kif5b-2353"
"Frrs1-2557","Garnl3-73994668"
"9430020K01Rik-75988537","D830029A09Rik-72472778"
"Cer1-2091","Fbln7-73929875"
"Aldh5a1-77925007","Slc6a11-72472802"
"Pax6-764","Rbm18-356083"
"Ar-2039","Pcnt-1255"
"Dlx6as1-2000","Dusp1-324212"
"D8Ertd82e-73931630","Gnrh1-75080152"
"Ar-2039","Mmaa-1772"
"Hs3st1-2305","Pcnt-1255"
"Dbi-71836880","Sytl3-2653"
"Pcnt-1255","Rnasek-75934529"
"Dusp1-324212","Galr2-80517343"
"Cdk5r1-247","Cst3-69120555"
"Ptrf-73521818","Rarres1-75084131"
"Acacb-74881515","Mm.86217-74641161"
"Fkbp10-2220","Rarres1-75084131"
"Enpep-73769289","Gabre-75749417"
"Lrrc3-112649047","Slc22a23-72128754"
"Chat-252","Rassf4-74988636"
"E2f4-67855419","Gdi2-491"
"Kcng1-77340480","Myo10-74743255"
"Frrs1-2557","Synpo-75080644"
"Glra1-72108824","Mlx-77414147"
"Robo1-73521820","Sorcs3-75988635"
"Ccnd2-205","Pdxk-788"
"A4galt-71717165","Lrrn1-72129293"
"Btg2-72283802","Cbfa2t3-75038485"
"Acvrl1-79488929","Frrs1-2557"
"Bzw1-324215","Txnip-1084"
"Abhd8-2012","Pip4k2c-799"
"E4f1-1199","Tfap2a-2661"
"Bsg-166","Lhx2-2375"
"Gpr151-74724649","Lhx2-79568024"
"Cadps-72119581","Cd24a-79591541"
"Hes1-556","Lhx2-2375"
"Otud6b-83158","Rfxank-67881545"
"Dbi-71836880","Hnrpdl-571"
"Laptm4b-75651225","Zic1-72103843"
"Otc-74581369","Synpo-75080644"
"Pcp2-77413702","Pfkl-795"
"Capsl-75079776","Synpo-75080644"
"Dlx1-348","Ldb3-2369"
"Acvrl1-79488929","B3gat2-74658033"
"Mlx-77414147","Pitx2-79556607"
"Dnahc11-73520976","Vav3-76085746"
"Abcd1-356086","Rbm18-356083"
"Grik3-75749418","LOC433093-71924514"
"Plxna3-1403","Rbm18-356083"
"Dlx5-1450","Slc4a10-1922"
"Fkbp10-2220","Ldhd-74425554"
"Klc2-618","Trip4-1924"
"Fbln7-73929875","Phox2b-2480"
"Gm261-73636032","Pcnt-1255"
"Htr2b-79556708","Nr5a1-734"
"Esr1-79591677","Yjefn3-74750064"
"AW046396-72340236","Atp10a-72128790"
"BC031353-77371767","Fam46a-75042237"
"Csk-75651192","Rps5-77868800"
"Alpk2-74988275","Cdh13-77869863"
"Mef2c-667","Odz3-752"
"Acacb-74881515","Gcg-75749416"
"7420498E04Rik*-75043148","Vav3-76085746"
"Trip4-1924","Zfp790-356855"
"Fezf2-75651163","Tyr-79591699"
"Arhgap17-1413","Lhx8-2379"
"Nr5a1-734","Sytl3-2653"
"Bpgm-77414641","Tbck-79567760"
"Aqp4-79556722","Triap1-74658242"
"Cdc25b-74274686","Csk-75651192"
"Gm4887-73931418","Pitx2-79556607"
"Klc2-618","Sept7-961"
"Dcn-329","Klc2-618"
"Slc22a23-72128754","Synpo-75080644"
"Ccdc136-324214","Clic6-1984"
"Otc-74581369","Rprm-75651169"
"Aqp4-79556722","Pygb-276075"
"Slc4a10-1922","Trip4-1924"
"Chrna1-75551465","Tnfrsf21-71836885"
"Magix-74581446","Zim2-76135811"
"B4galt3-357099","Greb1-71924412"
"Aff4-2363","Wnt7b-1113"
"Arhgap17-1413","Tcf4-1044"
"Dbi-71836880","Tcf7l1-1424"
"Ets1-2199","Slc35f1-75084145"
"Impact-594","Mtpn-2411"
"Crhr1-297","Lhx8-2379"
"Otc-74581369","Polr1e-75774108"
"B4galt6-2055","Pcnt-1255"
"Col18a1-287","Ppp1r1a-75773706"
"Cst3-69120555","Sytl3-2653"
"Bcl11a-71836837","Frrs1-2557"
"Cd24a-79591541","Emb-73930836"
"Pnck-827","Zic1-72103843"
"Pax6-764","Trip4-1924"
"Acvrl1-79488929","Vamp2-1092"
"Nmb-71836874","Zic1-72103843"
"Ifnar1-588","Mmaa-1772"
"5330421K23Rik*-75043138","Limk1-640"
"Gnal-71670716","Hnrpdl-571"
"Cldn1-70612723","Ldlr-1766"
"F13a1-74882565","Gabre-75749417"
"Ptrf-73521818","Tmem86b-72472763"
"Ccdc136-324214","Coro1c-75651191"
"B3gat2-74658033","Nkx2-1-74988460"
"Ptrf-73521818","Zic1-72103843"
"Dlx1-348","Igf2-2313"
"Hmgcr-75079789","Nol4-76115737"
"Cdc25b-74274686","Zim2-76135811"
"Rarres1-75084131","Slc35f1-75084145"
"Copa-1689","Pcp2-77413702"
"Junb-2335","Trappc10-1063"
"Pnck-827","Slc6a11-72472802"
"Inpp1-67870434","Pafah1b1-2460"
"Gng7-1734","Slc4a10-1922"
"Gnrh1-75080152","Inpp1-67870434"
"Pcnt-1255","Sept5-958"
"Map4k3-657","Yme1l1-356849"
"Atp10a-72128790","Pir-67870113"
"Cdk5-244","Hectd2-2002"
"Cadps-72119581","Pnck-827"
"Ccdc136-324214","Homer3-356087"
"Gnal-71670716","Rbm18-356083"
"Nol4-76115737","Slc22a23-72128754"
