Gene1,Gene2
"Ptprm-864","Sox9-1422"
"Actr2-67","Vim-79907904"
"Camkk2-70743899","Fam195a-1996"
"D930028M14Rik-73512190","Fbln2-321208"
"Adcy4-77","Nr5a1-734"
"Arf1-199390","Bcl6-75651139"
"Cdkn1a-2085","Cnih2-2109"
"Dad1-74819345","Tsc22d1-1051"
"Dkk4-112647536","Mylk3-73992942"
"E2f1-2171","Phyhip-544328"
"LOC545352-74988758","Per1-791"
"Bcl7b-1601","Thpo-2671"
"9430020K01Rik-75988537","Bcl11a-71836837"
"Aqp9-2037","Dok4-1486"
"Il17rd-74958537","Rara-1528"
"Mrpl12-70743841","Wash-1796"
"Fgf12-424","S100b-79591593"
"Hmx3-74641309","Plg-2485"
"Kcne3-2337","Sh2b3-1633"
"Csdc2-77887884","Tmem246-75774671"
"Ephb3-1492","Inpp1-67870434"
"Csk-75651192","Ldhd-74425554"
"Ptprm-864","Wbscr17-1934"
"9430020K01Rik-75988537","D930028M14Rik-73512190"
"Pcnt-1255","Tmem33-356284"
"Ldlr-1766","Tfap2a-2661"
"F3-77280341","Kitl-616"
"Dpysl5-73635770","Vstm2b-77869820"
"Gss-74273307","Mapk14-2399"
"Aff4-2363","Cda-74425539"
"Arhgef2-2043","Efna3-381"
"Cnr1-283","Heg1-74958616"
"Bsg-166","Crhr1-297"
"Grp-1363","Sar1a-321204"
"Dusp1-324212","Pygb-276075"
"Kcng1-77340480","Sox2-77280331"
"Gpc4-1617","Rtn2-909"
"AW046396-72340236","Nr5a1-734"
"Slco4a1-2625","Stmn4-1006"
"Il17rd-74958537","Rpf2-293465"
"gene1","gene2"
"Mgat2-74988614","Pcp2-77413702"
"Ets1-2199","Susd2-75146000"
"Glrx-73931409","Zbtb20-1143"
"Lhx6-635","Pmch-55"
"Gpr139-79490116","Trem2-67870433"
"Fxyd5-74819694","Vtn-67752116"
"Cck-200","Gpr126-73520982"
"Coro1c-75651191","Gm261-73636032"
"Glra1-72108824","Pir-67870113"
"Olfm1-760","Slc36a4-1597"
"Ccdc85a-75081006","Lhx2-79568024"
"Rgs2-73635771","Sema7a-955"
"Axin2-74819487","Cnr1-283"
"Bcl6-75651139","En2-74988733"
"Kcnmb4-72283793","Pitrm1-74273117"
"Lhx2-79568024","Tmem215-73636150"
"Epha4-2187","Mgat2-74988614"
"Gata2-100","Slco1a5-67850945"
"Tmem90b-73931426","Vim-79907904"
"Arf1-199390","Trem2-67870433"
"Bzw1-324215","Pygb-276075"
