Gene1,Gene2
"Apln-67850953","Crym-73592526"
"Gpr151-74724649","Tyr-79591699"
"Dbi-71836880","Zfp280c-1669"
"Dbi-71836880","Rps5-77868800"
"Dpysl5-73635770","Grik3-75749418"
"Coro1c-75651191","Grik3-75749418"
"Dbi-71836880","Gnal-71670716"
"Kctd17-72340180","Wnt7b-1113"
"Egr4-74800827","Myo10-74743255"
"Fam46a-75042237","Filip1l-74363347"
"Fhdc1-73925717","Tyr-79591699"
"Gpr139-79490116","Six3os1-75041431"
"Bpgm-77414641","Tyr-79591699"
"Cul4a-75749399","Ssr2-121097"
"Arhgef2-2043","Hmga1-2295"
"LOC381355-71924491","Zfp61-75749409"
"Kcng1-77340480","Satb1-927"
"Gnal-71670716","Mylk3-73992942"
"Egr4-74800827","Zim2-76135811"
"Epha4-2187","Gnal-71670716"
"Enpep-73769289","Gabre-75749417"
"Fezf2-75651163","Mm.86217-74641161"
"Chst10-74657931","Gpr139-79490116"
"Gm261-73636032","Zbtb20-79568020"
"Pfkl-795","Slc6a15-73929609"
"Ccnd2-205","Phox2b-2480"
"Egr4-74800827","Lims2-75145999"
"Dlx5-1450","Sigmar1-112196265"
"Arx-118","Th-1056"
"Nrbp2-75774686","Pth1r-112202195"
"LOC381355-71924491","Mtpn-2411"
"Lzic-276064","Rprm-75651169"
"Chst10-74657931","Nrbp2-75774686"
"Cct2-356082","Shroom1-1315"
"Kcnj6-609","Rara-1528"
"Aff4-2363","Mmaa-1772"
"Ccdc85a-75081006","Ybx2-75080250"
"Dbh-79907893","Fbxl5-422"
"Dok2-2155","Kcng1-77340480"
"E130012A19Rik-74363349","Phox2b-2480"
"Klhl1-73520995","Wnt8b-1890"
"Gnal-71670716","Hpca-72129291"
"Chrm4-79591641","Pth1r-112202195"
"Pcp2-77413702","Prdx1-836"
"LOC434300-75988611","Ybx2-75080250"
"Ccdc85a-75081006","Chat-252"
"Rassf4-74988636","Slco1a5-67850945"
"Cd44-224","Meis3-74047845"
"Coro1c-75651191","Zim2-76135811"
"Bpgm-77414641","Lrmp-74274684"
"Dnajc12-73718054","Mgat2-74988614"
"Prdx1-836","Traip-77887842"
"Traip-77887842","Zbtb20-79568020"
"Rxrg-917","Shroom1-1315"
"Atp5h-77371785","LOC381355-71924491"
"Bdnf-79587720","Cdc25b-74274686"
"Mylk3-73992942","Prdx1-836"
"Ccdc85a-75081006","Lrmp-74274684"
