Gene1,Gene2
"Mmaa-1772","Rgs2-73635771"
"Bpgm-77414641","Coro1c-75651191"
"Dpysl5-73635770","Zfp280c-1669"
"Pou2f1-1563","Sema3f-72007563"
"Hook3-1197","Rnasek-75934529"
"Grb7-112204995","Six3os1-75041431"
"Bcl11a-71836837","Cd47-357100"
"Chrna4-1173","Igfbpl1-1974"
"Cuedc2-79556640","Hmx3-74641309"
"Epha4-2187","Gm261-73636032"
"Aldh5a1-77925007","Sigmar1-112196265"
"Slc4a10-1922","Susd2-75146000"
"Bsg-166","Cst3-69120555"
"Lims2-75145999","Lrmp-74274684"
"LOC545352-74988758","Rec8-77278975"
"Gpr139-79490116","Wnt5a-79556660"
"Csf2rb2-73992937","Ngb-79556712"
"Magel2-79591571","Rassf4-74988636"
"Dpysl5-73635770","Satb1-927"
"Chat-252","Pfkl-795"
"Ccdc85a-75081006","Satb1-927"
"Bcl11a-71836837","Dkk4-112647536"
"Clec11a-112195815","Nkx2-1-74988460"
"Pgf-121099","Six3os1-75041431"
"E4f1-1199","Oprd1-112646675"
"Filip1l-74363347","Mmaa-1772"
"Ggt7-75145998","Nxph4-73521000"
"Meis3-74047845","Slc6a15-73929609"
"Dbi-71836880","Pfkl-795"
"Junb-2335","Lims2-75145999"
"Gm261-73636032","Slc22a3-73931644"
"Dlx1-348","Tnrc6a-314"
"Leprotl1-2373","Ndufv3-12"
"Greb1-71924412","Impact-594"
"Bdnf-79587720","Tyr-79591699"
"Ccdc85a-75081006","Chat-252"
"Hbb-b1-67936011","Hes7-2289"
"Clcn2-72119656","Zfp932-75774665"
"Bpgm-77414641","Rarres1-75084131"
"Coro1c-75651191","Lims2-75145999"
"Ptgds-851","Trim28-1071"
"Cbln2-70231306","Mtrr-2413"
"Atp5o-1158","Hcrtr1-77868713"
"Egr4-74800827","Gpr151-74724649"
"Cpe-1691","Syt11-2649"
"Rassf4-74988636","Ybx2-75080250"
"Gdf1-75081205","Pam16-2391"
"Cep72-74988742","Ldhd-74425554"
"Hectd1-357092","Mtf2-1510"
"Six3os1-75041431","Usp11-355883"
"Prpf6-67850946","Znrf1-74581382"
"Pcp2-77413702","Rassf4-74988636"
"Egr4-74800827","Tyr-79591699"
"E4f1-1199","Slc22a3-73931644"
"Prpf6-67850946","Tmc6-77887880"
"Bpgm-77414641","Traip-77887842"
"Dhrs3-112650553","Ncaph2-355887"
"Bcl6-75651139","Hmx3-74641309"
"Bdnf-79587720","Zfp280c-1669"
"Lims2-75145999","Zfp280c-1669"
"Cbfb-1168","Hectd1-357092"
"Hes7-2289","Ifnar1-588"
"Csf2rb2-73992937","Filip1-73635796"
"Gm261-73636032","Lhx2-79568024"
"Lrrc3-112649047","Matn4-77371795"
"Esr1-79591677","Yjefn3-74750064"
"Nfix-2423","Slc41a3-73512484"
"Rprm-75651169","Znrf1-74581382"
"Cd44-79556644","Sox2-77280331"
"LOC434300-75988611","Lims2-75145999"
"Grb7-112204995","Leprel4-2547"
"Egr4-74800827","Ybx2-75080250"
"Slc4a10-1922","Ybx2-75080250"
"Egr4-74800827","Zfp280c-1669"
"Ldb3-2369","Tfap2a-2661"
"Crhr1-297","Dnajc12-73718054"
"LOC434300-75988611","Oprd1-112646675"
"Fbln7-73929875","Gcg-75749416"
"Ar-2039","Cd44-224"
"Emb-73930836","Vstm2b-77869820"
"Oprd1-112646675","Tyr-79591699"
"P2rx3-75888751","Sept5-958"
"Acacb-74881515","Ostf1-73907505"
"LOC434300-75988611","Rassf4-74988636"
"Aldh5a1-77925007","Hes7-2289"
"Chst10-74657931","Pth1r-112202195"
"Grik3-75749418","Slc22a3-73931644"
"Agrn-73925722","Atp5h-77371785"
"Fbxl5-422","Prdx1-836"
"Myc-112194721","Pip4k2c-799"
"Bpgm-77414641","Tmem215-73636150"
"Scn5a-73907501","Uchl1-1088"
"Dhrs3-112650553","Rps4y2-75934917"
"Ar-2039","Cdkn1a-80343383"
"Bcl11a-71836837","Dlx2-1482"
"Rprm-75651169","Synpr-1862"
"B4galt6-2055","Cd44-224"
"Epn3-74357584","Usp21-2711"
"Gpr151-74724649","Myo10-74743255"
"Fabp3-418","Slc6a3-978"
"Egr4-74800827","Gdf1-75081205"
"Myo10-74743255","Rassf4-74988636"
"Stat5a-77413690","Ywhaq-1130"
"Pdlim2-2476","Tubb4a-1081"
"Gdf1-75081205","LOC434300-75988611"
"Chat-252","Myo10-74743255"
"Enpp2-77413700","Thbs4-112651416"
"Creb3l1-112197858","Hmgcr-75079789"
"1700037H04Rik-324211","Gabre-75749417"
"Cd33-75043153","Ngb-79556712"
"Mx1-1385","Pias4-77414895"
"Gpr151-74724649","Grin2b-74988710"
"Gabrq-79591569","Ptprcap-121091"
"Nrip1-739","Six1-1834"
"Glra1-72108824","Ier2-71836849"
"Enpep-73769289","Htr2b-79556708"
"Fhdc1-73925717","Tyr-79591699"
"Gm261-73636032","Zfp280c-1669"
"Enpp2-77413700","Gtf2h4-1458"
"Hs3st1-2305","Mmaa-1772"
"Grin2b-74988710","Pcp2-77413702"
"Capsl-75079776","LOC433740-77340490"
"Magix-74581446","Ociad2-75041527"
"LOC434300-75988611","Slc22a3-73931644"
"Rarres1-75084131","Ybx2-75080250"
"Lrmp-74274684","Traip-77887842"
"Synpr-1862","Tmc6-77887880"
"Scn5a-73907501","Slc26a10-74273116"
"Bpgm-77414641","Mmaa-1772"
"Hes7-2289","Nxph4-73521000"
"Dbi-71836880","Zfp280c-1669"
"Igfn1-75988547","Iyd-71015205"
"Cyp26b1-79568022","Ggt7-75145998"
"Fhdc1-73925717","Slco1a5-67850945"
"Dbi-71836880","LOC434300-75988611"
"Ywhaq-1130","Zfp932-75774665"
"Abhd8-2012","B4galt6-2055"
"Chat-252","Rassf4-74988636"
"Ociad2-75041527","Ostf1-73907505"
"Arhgdia-75774677","Syt11-2649"
"Setd4-1798","Zim2-76135811"
"Acacb-74881515","Gng7-1734"
"Os9-876","Trhr-1303"
"Gnal-71670716","Zfp280c-1669"
"Creb3l1-112197858","Nkx2-1-74988460"
"Filip1l-74363347","Kcng1-77340480"
"Dkk4-112647536","Ier2-71836849"
"Igfn1-75988547","Pcnt-1255"
"Synpr-1862","Znrf1-74581382"
"Gata2-100","Grik3-75749418"
"Lrmp-74274684","Vstm2b-77869820"
"Bdnf-79587720","Oprd1-112646675"
"Leprel4-2547","Pgf-121099"
"Fam46a-75042237","Nr4a2-732"
"Gata2-100","Rgs2-73635771"
"Bpgm-77414641","Epha4-2187"
"Cxcl12-308","Hectd1-357092"
"Casc1-75038484","Filip1-73635796"
"Tmem215-73636150","Tyr-79591699"
"Rgs2-73635771","Susd2-75146000"
"Khdrbs3-73769321","Rxrg-917"
"4931408A02Rik-112645384","Vdr-112204135"
"Bpgm-77414641","Ybx2-75080250"
"Myo10-74743255","Tyr-79591699"
"Arhgdia-75774677","Plxna3-1403"
"Filip1l-74363347","Pfkl-795"
"Gpr139-79490116","Pcsk1-2470"
"Cacng8-72108823","Tspo-79556668"
"Grin2b-74988710","Myo10-74743255"
"Filip1l-74363347","Lims2-75145999"
"Ccdc85a-75081006","Mgat2-74988614"
"Magix-74581446","Ostf1-73907505"
"Gcg-75749416","Mm.86217-74641161"
"Csf2rb2-73992937","Wnt5a-79556660"
"Fezf2-75651163","Myo10-74743255"
"Dpysl5-73635770","Mmaa-1772"
"Chrm4-79591641","Susd4-75774678"
"Lhx2-79568024","Mmaa-1772"
"Bcl6-75651139","Ncaph2-355887"
"Dpysl5-73635770","Lhx2-79568024"
"Gnal-71670716","Tyr-79591699"
"Psmc2-356850","Trappc10-1063"
"Bpgm-77414641","Gdf1-75081205"
"Arhgdia-75774677","Htr2b-79556708"
"Dnahc11-73520976","Sytl3-2653"
"F13a1-74882565","Nin-76115736"
"Ccnd2-205","Eif3j-321196"
"gene1","gene2"
"Pcnt-1255","Tmem86b-72472763"
"Cpe-1691","Junb-2335"
"5330421K23Rik*-75043138","P2rx3-75888751"
"Krt73-74750042","Sigmar1-112196265"
"Crh-292","Fkbp6-2222"
"Pam16-2391","Pcp2-77413702"
"Dbh-79907893","Ptgds-851"
"Dnajc16-870","Letmd1-1635"
"Ccdc37-74581372","Grb7-112204995"
"Igfn1-75988547","Mylk3-73992942"
"Lims2-75145999","Magel2-79591571"
"Gabre-75749417","Meis3-74047845"
"Postn-77371799","Snca-986"
"1700086L19Rik-1643","Zim2-76135811"
"Chat-252","Slco1a5-67850945"
"Egr4-74800827","Myo10-74743255"
"Fezf2-75651163","Rgs2-73635771"
"Alox8-73718055","Hmx3-74641309"
"Dlx2-1482","Ier2-71836849"
"Terf2ip-112196711","Wnt8b-1890"
"Dpysl5-73635770","LOC434300-75988611"
"Junb-2335","Nmb-71836874"
"Dbh-79907893","Fkbp10-2220"
