Gene1,Gene2
"Gabra4-71924402","Mtap-79568030"
"Bmp3-72472749","Tspyl4-67936212"
"Heg1-74958616","Otof-73788043"
"Chrm5-75826557","Lgi3-73520996"
"9630013P03Rik*-77280434","St8sia3-73929595"
"Ntf5-1393","Pmm1-67936010"
"Nol4-76115737","Zfp358-2743"
"9130024F11Rik-1313","Tsc2-1431"
"C030034I22Rik-72472751","Lims2-75145999"
"Htr5b-71247644","Ptgds-79567709"
"Pitx2-79556607","Stra6-75041492"
"Ctsb-67779877","Fam69c-73636086"
"Gpnmb-74581367","Gpr146-77371845"
"Ece2-77332686","Gm2a-74988549"
"Gpr151-74724649","Syt4-2651"
"Cdh13-77869863","Mmgt1-77414585"
"Gabrg1-75551469","Il17rb-2317"
"9630013P03Rik*-77280434","Cxcl14-74272041"
"Grid1-74724739","Pdgfd-1910"
"Rarb-75038442","Xk-71670735"
"Grk5-77371851","Med8-112196048"
"Sox14-73636036","Svil-77332748"
"2010300C02Rik-70743898","Gpr151-74724649"
"Ddit4l-71836878","Prss39-74749944"
"Grk5-77371851","Tbl2-1868"
"Gm17746-73931423","Vwa3a-72472789"
"Nfkbie-2425","Ogfrl1-73818756"
"P2ry14-76135748","Trap1-1966"
"2010300C02Rik-70743898","Rasa4-74425552"
"Fam69c-73636086","Itga5-74882636"
"Fkbp10-2220","Trim3-73732147"
"Gabre-75749417","Prss39-74749944"
"Nol4-76115737","S1pr5-112651200"
"Clcn5-75749741","Snhg7-1968"
"Col5a1-75147768","Pomp-75774685"
"Etv1-73512203","Golga7b-76097699"
"Pdzd2-74988286","Thsd7a-71924155"
"Htr2b-79556708","Sema3c-939"
"Adora2a-72109410","Matk-76135823"
"Bmp3-72472749","Serinc1-77413696"
"Pvalb-79556738","Sh3bgr-1416"
"Pomp-75774685","St6galnac5-73787946"
"Gja1-79556642","Tcf7l1-1424"
"Mtap-79568030","Sh3d19-74425516"
"Apc-74881517","Gpr123-71924056"
"1500002O20Rik-1954","Dlx5-1450"
"Ankrd34c-72472747","Zfp358-2743"
"Pdgfd-1910","Trem2-67870433"
"Pkp2-73997149","Pmm1-67936010"
"Grin2b-74988710","Susd2-75146000"
"Apc-74881517","Tbl3-77413694"
"Calml3-79490064","Hmgcr-75079789"
"Npy1r-72103807","Ramp1-1912"
"Pla2g16-112650769","Pmm1-67936010"
"Ptprj-73521803","Uggt1-74957909"
"Ece2-77332686","Sh2b3-1633"
"Kctd16-73636009","Scd1-71836746"
"B3galt5-77280578","Dtnbp1-75651202"
"Mtap-79568030","Vti1a-74641238"
"Sacm1l-74882832","Zfp790-356855"
"Ndufs8-74819243","Tbl2-1868"
"Chst1-71836872","Rasgrp1-76115742"
"Ankrd34c-72472747","B630019K06Rik-74881160"
"Apbb2-73512196","Foxp1-71249056"
"Htr5b-71247644","Pttg1-293036"
"St8sia3-73929595","Vangl1-71670709"
"Gpr123-71924056","Tex261-74047919"
"Nkx2-1-74988460","Pitx2-79556607"
"Ptprk-74743303","Tspyl4-67936212"
"Ptcd1-74882764","Tacr1-79591721"
"Gpr146-77371845","Insrr-71670480"
"Fam124a-72472790","Fzd9-73907498"
"Hdc-71016663","LOC380720-73931422"
"Greb1-71924412","Palmd-74581442"
"Kctd16-73636009","Ptgds-79567709"
"Etfa-74581380","Gabre-75749417"
"Htr2b-79556708","Rpl23-74819237"
"Decr1-74425550","Dpysl5-73635770"
"Serinc1-77413696","Tmem29-75080656"
"Pcdhac1-73512189","Pdzd2-74988286"
"Cblb-74988451","Ntf5-1393"
"Ephb1-72077478","Ndrg2-79568051"
"Bsn-73992923","Plcd3-77414915"
"Kctd16-73636009","Thsd7a-71924155"
"Gja1-79556642","Pdgfra-77280309"
"Kcnj9-72119580","Shb-71670695"
"Mmgt1-77414585","Ndufs8-74819243"
"Accn4-71924089","Bend6-77280313"
"Fam124a-72472790","Kcnj9-72119580"
"Pck2-71836804","Syt4-2651"
"Gpr83-72338696","Ptprj-73521803"
"Gpr137-75651149","Tcf7l1-1424"
"Foxp1-71249056","Vegfb-75079746"
"Bsdc1-74988722","Kcng1-77340480"
"Dcbld2-73992944","Tmem176b-77866852"
"Thsd7a-71924155","Zfp358-2743"
"Gsta4-77278951","Mtpn-2411"
"AI450948-71250311","Scube3-74988656"
"Bnc2-73636164","Dpp4-79568049"
"Col5a1-75147768","Kcnh8-70562113"
"Dpysl5-73635770","Sox10-79556652"
"Chd7-71836884","Trim3-73732147"
"Myo10-74743255","Susd2-75146000"
"Ctsb-67779877","E130012A19Rik-74363349"
"Lgi3-73520996","Tfam-67936016"
"Bok-71064032","Ptp4a1-75079765"
"Pdgfd-1910","Tmem204-73769320"
"Drd3-75038431","Tm7sf3-77874614"
"B630019K06Rik-74881160","Cdk14-71670684"
"B230362M20Rik-77340460","Camk1d-73992927"
"Gpr156-74641322","Lipm-74272035"
"Dhrs3-112650553","Myc-112194721"
"Nol4-76115737","Terf2ip-112196711"
"N4bp2-74363354","Tbl3-77413694"
"Aars-74641317","Pacrg-74743258"
"Klf7-112202624","Ptp4a1-75079765"
"Aars-74641317","Sox14-73636036"
"Ddit4l-71836878","Rpl8-74749928"
"Ndufs8-74819243","Pkp2-73997149"
"Med8-112196048","Rasgrp1-76115742"
"C130096N06Rik-73635978","Kank4-76085741"
"Dpy19l1-75042226","St6gal1-74658241"
"Etv1-73512203","Med8-112196048"
"Chd7-71836884","Jdp2-73930842"
"Decr1-74425550","Tmem29-75080656"
"B4galt5-73635976","Sox14-73636036"
"Cdk14-71670684","Kalrn-73930821"
"Adora2a-72109410","Mtap1a-76115734"
"1600021P15Rik-71924290","Pip5k1b-77887888"
"Ankrd34c-72472747","Cdk14-71670684"
"Gpr151-74724649","Tspyl4-67936212"
"Pacrg-74743258","Svil-77332748"
"Ephb1-72077478","Pla2g16-112650769"
"Reps2-76135799","Slc12a2-74882926"
"Kalrn-73930821","LOC545854-73732153"
"Ccdc88c-74363346","E130012A19Rik-74363349"
"Ola1-293038","Uggt1-74957909"
"Baz1a-73635977","Ptprj-73521803"
"Cblb-74988451","Zfp358-2743"
"Atp10b-73635826","LOC381765-74425521"
"Bok-71064032","Caml-79568047"
"Aars-74641317","B4galt5-73635976"
"C130096N06Rik-73635978","Camk1d-73992927"
"1500002O20Rik-1954","Lrrtm3-73931637"
"Ankrd34c-72472747","Palm3-74958547"
"Cyc1-357103","Etfa-74581380"
"Kcnc2-73512364","Nomo1-1697"
"Ctsb-67779877","Otc-74581369"
"Pus7-79556638","Tmem204-73769320"
"Pacsin1-74047926","Ptp4a1-75079765"
"St8sia3-73929595","Ttll6-74363338"
"B3gnt2-75988600","Svil-77332748"
"Apc-74881517","Rassf4-74988636"
"Cyp39a1-77874608","Dnahc11-73520976"
"Bok-71064032","Emp1-77280421"
"Etfa-74581380","Klhl36-77371861"
"Map2k4-276073","Pde5a-73931641"
"Acvrl1-79488929","Gpr137-75651149"
"Map2k4-276073","Utp23-71924008"
"Epha1-74640882","Ptprk-74743303"
"B4galt5-73635976","Pde5a-73931641"
"Sema3c-939","Uggt1-74957909"
"Col24a1-73636093","Tnip2-74425540"
"Bmp4-79556702","Ngef-72129292"
"1200011I18Rik-77414569","9830001H06Rik-77340458"
"Ero1lb-72340145","Golga7b-76097699"
"Mtap-79568030","Ptprk-74743303"
"B3galt5-77280578","Sox14-73636036"
"Gpnmb-74581367","Tbl3-77413694"
"Arhgap39-73992939","Nup93-75774679"
