gene1,gene2
"Rec8-77278975","Tspo-79556668"
"9330182L06Rik-75081005","Cbfb-1168"
"Ccdc136-324214","Cd44-224"
"3110082D06Rik-74581400","Chst10-74657931"
"Cul4a-75749399","Mx1-1385"
"LOC545352-74988758","Pnrc1-2501"
"Cacng8-72108823","Gbx2-77868786"
"Ankrd24-80343396","Lmx1b-1508"
"Filip1-73635796","Gtf2h4-1458"
"Col19a1-74658066","Kcnj6-609"
"Ppp1r7-832","Syap1-1858"
"Rgs2-73635771","Zfp790-356855"
"Cnr2-2111","Tcf19-2659"
"Fhdc1-73925717","Tnrc6a-314"
"Lpl-649","Rara-1528"
"Cyld-73992938","Rmnd1-77371805"
"Bpgm-77414641","Nfix-2423"
"Ankrd24-80343396","Avp-131"
"3830406C13Rik-77414919","D830029A09Rik-72472778"
"Cul4a-75749399","Shroom1-1315"
"Clstn1-73769319","Trhr-1303"
"Bpgm-77414641","Nxph4-73521000"
"Cd33-75043153","Kcnj6-609"
"Bzw1-324215","Lrmp-74274684"
"Pde4d-1259","Stc1-2639"
"Ccdc85a-75081006","Dlx6as1-2000"
"Cst3-69120555","Lims2-75145999"
"Avp-131","Shroom1-1315"
"Col9a2-74750022","Tubb4a-1081"
"Prdx1-836","Ybx2-75080250"
"Gtf2h4-1458","LOC545352-74988758"
"Lrig1-1371","Pde1b-1257"
"Gng7-1734","Slc22a3-73931644"
"Fzd5-1500","Traf5-2693"
"Aldh5a1-77925007","Slc10a3-74047876"
"Grin2b-74988710","Pdlim2-2476"
"Hdc-71016663","Nubp1-74819687"
"Ero1lb-72340145","Meis3-74047845"
"Slc35b4-75774107","Sqrdl-74047907"
"C1qc-77340474","Hectd1-357092"
"Cd24a-79591541","Gdf1-75081205"
"Fbxo18-293462","Ugp2-2705"
"Clic6-1984","Kcng1-77340480"
"Lpl-649","Ppp2r3d-77414925"
"Alox8-73718055","Grb7-112204995"
"Mri1-75773703","Vstm2b-77869820"
"Nxph4-73521000","P2rx3-75888751"
"Fkbp6-2222","Prpsap2-293663"
"Hbb-77340464","Leprotl1-2373"
"Hmox2-75774681","Thbs4-112651416"
"Hcrtr1-77868713","Ppp2r3d-77414925"
"Mtif2-677","Sun1-74425548"
"Cbln2-70231306","Fabp3-418"
"Myo10-74743255","Prdx1-836"
"Arx-118","Hmox2-75774681"
"Cdk5r1-247","Fhdc1-73925717"
"Grb7-112204995","Ssr2-121097"
"Iscu-74819565","Leprel4-2547"
"Lims2-75145999","Tcf7l1-1424"
"Cep72-74988742","Fam46a-75042237"
"Col9a2-74750022","Prdx1-836"
"Map2k4-276073","Npy-717"
"Entpd1-393","Thbs4-112651416"
"Ccdc85a-75081006","Nfix-2423"
"Bpgm-77414641","Zfand3-77414923"
"Apln-67850953","Ywhaq-1130"
"Mtrr-2413","Ywhah-1127"
"Lrmp-74274684","Tnrc6a-314"
"Hebp1-74988456","Spata2l-73817441"
"Cacng8-72108823","Nrgn-736"
"Dkk4-112647536","Tnip2-74425540"
"Ccdc136-324214","Dpysl5-73635770"
"Hnrpdl-571","N4bp2-74363354"
"Lpl-649","Shroom1-1315"
"Enpp2-77413700","Fn3krp-74819239"
"Cysltr1-75651227","Klhl36-77371861"
"Esr1-79591677","Mgat2-74988614"
"Chrm4-79591641","Smpd1-67881552"
"Oprd1-112646675","Ptgds-851"
"Setd4-1798","Slc10a3-74047876"
"Mapre1-2401","Mtrr-2413"
"Il17rd-112647967","Scn1a-77340528"
"1700037H04Rik-324211","E2f4-67855419"
"Gnai2-2263","Rps4y2-75934917"
"Aph1a-1990","Top2a-1301"
"Galp-79556611","ORF63-1247"
"N4bp2-74363354","Nxph4-73521000"
"Fabp3-418","Kcna1-73994714"
"Clic6-1984","Tyr-79591699"
"Dpysl5-73635770","Eif3j-321196"
"Cuedc2-79556640","Vps35-355884"
"Galp-79556611","Grik1-527"
"Camk4-75038464","Emb-73930836"
"Dnajc12-73718054","Fancd2-73635979"
"Smpd1-67881552","Stat5a-77413690"
"Cd44-224","Dusp1-324212"
"Bcl6-75651139","Ptprcap-121091"
"Grik1-527","Ssr2-121097"
"Mylk-74819252","Net1-74581396"
"Creb3l1-112197858","Znrf1-74581382"
"Ero1lb-72340145","Nkd1-74586666"
"Dnajc12-73718054","Ldhd-74425554"
"Apln-67850953","Avp-131"
"Cul4a-75749399","Syt7-1035"
"Magel2-79591571","Slc35f1-75084145"
"Oxt-112648396","Pias4-77414895"
"Kcna1-73994714","Rapgef4-74749895"
"Arhgdia-75774677","Scn3b-73512195"
"Impact-594","Lrrc3-112649047"
"Fkbp6-2222","Stub1-79912552"
"Nin-76115736","Nkd1-74586666"
"Ankrd24-80343396","Fn3krp-74819239"
"LOC433254-72108822","Slc22a3-73931644"
"Ero1lb-72340145","LOC434300-75988611"
"Avp-131","Cbln2-70231306"
"Atp5h-77371785","Dbr1-2141"
"Reep5-2159","Susd2-75146000"
"Gnal-71670716","Meis3-74047845"
"Ndufv3-12","Ptprcap-121091"
"Nog-75084476","Zfp932-75774665"
"3110082D06Rik-74581400","Hbb-77340464"
"Ptprcap-121091","Rxrg-917"
"Rec8-77278975","Spata2l-73817441"
"Kcnj6-609","Ptger4-112203056"
"Gsto1-74511807","Rps15-75774687"
"Adcy4-73512495","Ier2-71836849"
"Cst3-69120555","Tyr-79591699"
"Cer1-2091","Dnajc12-73718054"
"Scn5a-73907501","Ywhaq-1130"
"Hkdc1-70634299","Nfix-2423"
"Cul4a-75749399","ORF63-1247"
"Iscu-74819565","Th-1056"
"Cdc25b-74274686","Slc10a3-74047876"
"Chrm4-79591641","Hebp1-74988456"
"Ndufv3-12","Syt7-1035"
"Eps8-1705","Ggt7-75145998"
"Chrm4-79591641","Rmnd1-77371805"
"Lrmp-74274684","Rnasek-75934529"
"Casc1-75038484","Phactr4-71924214"
"Cyld-73992938","Fam196a-75042244"
"3110082D06Rik-74581400","Uba6-74819486"
"Gtf2h4-1458","Zfp932-75774665"
"0610010F05Rik-74957923","Tcf4-1044"
"Atp5o-1158","Prpsap2-293663"
"Hnrpdl-571","Oprd1-112646675"
"Aire-1327","Mgp-1229"
"Dcaf4-2717","Slc13a3-2575"
"Acacb-74881515","Gdf1-75081205"
"Camk4-75038464","LOC433254-72108822"
"Camk4-75038464","Gdf1-75081205"
"Net1-74581396","Six1-1834"
"Clcn2-72119656","Ncaph2-355887"
"Arhgdia-75774677","Cyp26b1-79568022"
"Rgs2-73635771","Trappc10-1063"
"Gng12-73512194","Pwp2-112645814"
"Cd33-75043153","Leprel4-2547"
"Abhd8-2012","Lrmp-74274684"
"Dlx6as1-2000","Slc22a3-73931644"
"Chat-252","Emb-73930836"
"LOC434300-75988611","Nkd1-74586666"
"D830029A09Rik-72472778","Impact-594"
"Cacng8-72108823","Spata2l-73817441"
"5330421K23Rik*-75043138","Fhdc1-73925717"
"Limk1-640","Slc22a3-73931644"
"Gbx2-77868786","Vps35-355884"
"Arx-118","Stub1-79912552"
"Agrn-73925722","Klf7-112202624"
"Alox8-73718055","Mx1-1385"
"Filip1l-74363347","Meis3-74047845"
"Ankrd24-80343396","Casc1-75038484"
"Mgat2-74988614","Tmem86b-72472763"
"Dusp6-75650864","Gpr139-79490116"
"Apln-67850953","Gbx2-77868786"
"Grik4-75551478","Tnfaip8-75038412"
"Cyp26b1-79568022","Lancl3-73925716"
"Hmx3-74641309","Usp11-355883"
"Cpne8-73520974","Cul4a-75749399"
"Dlx6as1-79912544","Pfkfb2-1399"
"Hpca-72129291","Sun1-74425548"
"Lhx2-2375","N4bp2-74363354"
"Nin-76115736","Tyr-79591699"
"Dpysl5-73635770","Ldb3-2369"
"LOC434300-75988611","Tmod1-75988526"
"Nmbr-77332086","Ywhaq-1130"
"Casc1-75038484","Rec8-77278975"
"Col19a1-74658066","Mx1-1385"
"Epha4-2187","Nkd1-74586666"
"Scand1-2549","Slc16a14-2577"
"Kcna1-73994714","Snca-986"
"Adamts8-73925719","Gmpr-74581368"
"Ngb-79556712","Syt7-1035"
"Cmbl-1651","Frs3-2234"
"Gng7-1734","LOC434300-75988611"
"Gsto1-74511807","Rps4y2-75934917"
"Gabrq-79591569","Uchl1-1088"
"Scn5a-73907501","Snca-986"
"Pomp-75774685","Tdg-71020392"
"Crym-73592526","Six3os1-75041431"
"Oprk1-80517217","Sema3a-937"
"Dbh-79907893","Gdf1-75081205"
"Susd4-75774678","Tspo-79556668"
"Satb1-79488931","Thbs4-112651416"
"Enpp2-77413700","Hectd1-357092"
"Egr4-74800827","Hes1-556"
"Igfn1-75988547","Magix-74581446"
"Bpgm-77414641","Txnip-1084"
"Aldh1l1-1724","Gprc5a-77414145"
"Gdi2-491","Ostf1-73907505"
"Fgf15-1715","Hmga1-2295"
"Lmo2-2383","Susd2-75146000"
"Smpd1-67881552","Zfp932-75774665"
"1700037H04Rik-324211","Nkd1-74586666"
"Gabrq-79591569","Slc6a3-978"
"Fkbp6-2222","Six3os1-75041431"
"Casc1-75038484","Thbs4-112651416"
"Hectd1-357092","Rapgef4-74749895"
"Rapgef4-74749895","Slc35c2-2615"
"Ppp2r3d-77414925","Stat5a-77413690"
"Cd24a-79591541","Traip-77887842"
"Lpl-649","Six3os1-75041431"
"Pde1b-1257","Tgfb3-2667"
"Fhdc1-73925717","Lhx8-2379"
"Hmx3-74641309","Tnfrsf11a-199393"
"Dlx5-1450","Lhx2-79568024"
"Lamb1-71670482","Traip-77887842"
"Fabp3-418","Nmbr-77332086"
"Hkdc1-70634299","Tcf7l1-1424"
"Ccdc37-74581372","Fabp3-418"
"Hectd1-357092","Ppapdc1a-74881927"
"Copg2-74819259","Crh-292"
"Cbfb-1168","Six3os1-75041431"
"Bzw1-324215","Meis3-74047845"
"Cntn1-414","Fzd5-1500"
"Cd1d1-219","Rapgef4-74749895"
"Emb-73930836","Sun1-74425548"
"BC031353-77371767","Gdi2-491"
"Myo10-74743255","Pcdh8-74750019"
"Mylk3-73992942","Zfand3-77414923"
"Filip1-73635796","Ptprcap-121091"
"Dnajc16-870","Ezr-2715"
"Abhd8-2012","Pcdh8-74750019"
"Leprel4-2547","Satb1-79488931"
"LOC545352-74988758","Lpl-649"
"Alpk2-74988275","Pcdh8-74750019"
"Gpr151-74724649","Ptgds-851"
"E2f4-67855419","LOC433254-72108822"
"Slco1a5-67850945","Tmem86b-72472763"
"Crh-292","Hbb-77340464"
"9330182L06Rik-75081005","Crh-292"
"Dnajc12-73718054","Laptm4b-75651225"
"Chrm4-79591641","Zfp932-75774665"
"Dlx2-1482","Klf7-112202624"
"Arhgdia-75774677","Kctd17-72340180"
"Cyp4f15-1189","Nkd1-74586666"
"Dbh-79907893","Setd4-1798"
"Grb7-112204995","Ntrk2-746"
"Avp-131","Cul4a-75749399"
"Klhl1-73520995","Slc10a3-74047876"
"Camk4-75038464","E4f1-1199"
"Crh-292","Iscu-74819565"
"Ankrd24-80343396","Nrgn-736"
"Adck4-70743880","Atp11c-74047410"
"Hmox2-75774681","Ntrk2-746"
"Ankrd24-80343396","Pnrc1-2501"
"Fabp3-418","Pias4-77414895"
"Camk4-75038464","Cyp26b1-79568022"
"Arhgef2-2043","Slc6a1-476"
"Grin2b-74988710","Tcf7l1-1424"
"Abhd8-2012","Dnajc12-73718054"
"Grik4-75551478","Zfp61-75749409"
"ORF63-1247","Prpsap2-293663"
"Ptgds-851","Scn3b-73512195"
"Fabp3-418","Slc35c2-2615"
"Htr5b-71247644","Tle1-1061"
"Alpk2-74988275","Satb1-927"
"Agrn-73925722","Mtpn-2411"
"Cysltr1-75651227","Yme1l1-356849"
"Apln-67850953","Gsto1-74511807"
"Enpep-73769289","Nin-76115736"
"Atp5h-77371785","Creb3l1-112197858"
"Cd24a-79591541","Nin-76115736"
"Fezf2-75651163","Hes7-2289"
"Cbfb-1168","Enpp2-77413700"
"Pcdh8-74750019","Scn3b-73512195"
"Gm261-73636032","Setd4-1798"
"Cadps-72119581","Rassf4-74988636"
"Ncaph2-355887","Nog-75084476"
"Ntrk2-746","Tnfrsf11a-199393"
"Dcn-329","Hkdc1-70634299"
"Cul4a-75749399","Uchl1-1088"
"Camk4-75038464","Tmem215-73636150"
"Nin-76115736","Ybx2-75080250"
"Il11ra1-2315","Rorb-2539"
"Phactr4-71924214","Vps35-355884"
"Chat-252","Gabre-75749417"
"Lmod2-73636019","Rassf4-74988636"
"Mri1-75773703","Rcan1-362"
"Camk4-75038464","Hook3-1197"
"Kctd17-72340180","Zfand3-77414923"
"Laptm4b-75651225","Mgat2-74988614"
"Gsto1-74511807","Mtrr-2413"
"9330182L06Rik-75081005","Gnai2-2263"
"Evi5-71670743","Fbxo2-2210"
"Dbi-71836880","Zfand3-77414923"
"Iscu-74819565","Usp21-2711"
"Ehbp1l1-73817932","Oprk1-80517217"
"Lmx1b-1508","Nog-75084476"
"Camk4-75038464","Gdi2-491"
"Setd4-1798","Ybx2-75080250"
"Cbln2-70231306","Rxrg-917"
"Bcl6-75651139","Fkbp6-2222"
"Clcn2-72119656","Pwp2-112645814"
"Eps8-1705","Lrmp-74274684"
"Cd44-224","Gng7-1734"
"Alkbh6-77414882","Nrip1-739"
"Evi5-71670743","Nrip1-739"
"C1qc-77340474","Crym-73592526"
"Hnrpdl-571","Pcdh8-74750019"
"Adamts1-69","Cyfip1-74819653"
"Drd2-357","Fzd8-470"
"Gpr151-74724649","Sept7-961"
"Alpk2-74988275","Magel2-79591571"
"C1qc-77340474","Grik1-527"
"Arhgdia-75774677","Yjefn3-74750064"
"Ccdc85a-75081006","Rcan1-362"
"Ntrk2-746","Wnt5a-79556660"
"Clcn2-72119656","Ywhaq-1130"
"Nol4-76115737","Sox2-77280331"
"Enpep-73769289","Myc-112194721"
"Jund-606","Ptprt-866"
"Cep72-74988742","Slc6a15-73929609"
"Chrm4-79591641","Hmox2-75774681"
"Dbnl-74819497","Nrgn-736"
"3110082D06Rik-74581400","Fam196a-75042244"
"Cyp4f15-1189","Myo10-74743255"
"Kcng1-77340480","Ntf5-1393"
"Rara-1528","Wnt5a-79556660"
"Camk4-75038464","Mgat2-74988614"
"Gdf1-75081205","Nkd1-74586666"
"Ero1lb-72340145","Nin-76115736"
"Chst10-74657931","Shroom1-1315"
"Cacng8-72108823","Hectd1-357092"
"Gsto1-74511807","Slc26a10-74273116"
"Fbxl5-422","Myo10-74743255"
"Dcn-329","Tyr-79591699"
"Pigy-276271","Scn1a-77340528"
"Ezr-2715","Top2a-1301"
"Camk4-75038464","Hpca-72129291"
"Cdh11-232","Kdr-2347"
"Mx1-1385","Zfp932-75774665"
"Gldc-77887886","Tnip2-74425540"
"Cst3-69120555","Kcng1-77340480"
"Arhgdia-75774677","Gpr151-74724649"
"Slc22a3-73931644","Zfand3-77414923"
"3110082D06Rik-74581400","Gabrq-79591569"
"Hmox2-75774681","Rara-1528"
"Cd1d1-219","Khdrbs3-73769321"
"Htr5b-71247644","Lrp5-653"
"Cct8-2079","Cntn1-414"
"Six3os1-75041431","Usp21-2711"
"Bpgm-77414641","Wnt7b-1113"
"Prpsap2-293663","Usp21-2711"
"Pafah1b1-2460","Stxbp1-1009"
"Scn5a-73907501","Usp21-2711"
"Fam195a-1996","Pde4d-1259"
"Gabrq-79591569","Ntrk2-746"
"Enpp2-77413700","Ntrk2-746"
"Lhx2-79568024","Nr4a2-732"
"Col9a2-74750022","Cyp26b1-79568022"
"Dlx1-348","Lhx2-79568024"
"Khdrbs3-73769321","Ywhah-1127"
"Pfkfb2-1399","Ryk-2541"
"Ero1lb-72340145","N4bp2-74363354"
"Cuedc2-79556640","Pwp2-112645814"
"9330182L06Rik-75081005","Rapgef4-74749895"
"Enpp2-77413700","Nrgn-736"
"Apln-67850953","Th-1056"
"Mtpn-2411","Nol4-76115737"
"Prpsap2-293663","Ywhah-1127"
"Plcd3-276272","Sox2-77280331"
"Cysltr1-75651227","Kif5b-2353"
"Myo10-74743255","Tmod1-75988526"
"Mapre1-2401","Susd4-75774678"
"Avp-131","Ccdc37-74581372"
"Dok1-75042248","Spata2l-73817441"
"Gpr151-74724649","Pdlim2-2476"
"Letmd1-1635","Mx2-1778"
"Map4k3-657","Tyr-79591699"
"Grik1-527","Postn-77371799"
"Col14a1-74658056","Otc-74581369"
"Magel2-79591571","Ostf1-73907505"
"Nkd1-74586666","Satb1-927"
"Fezf2-75651163","Ntf5-1393"
"Cenpf-1631","Map3k7-2393"
"Letmd1-1635","Pknox1-1401"
"Krt73-74750042","Satb1-927"
"Cbfb-1168","Rapgef4-74749895"
"Ascl5-ps-74988285","Myo10-74743255"
"Col14a1-74658056","Greb1-71924412"
