gene1,gene2
"Cpt1a-1478","Prlr-1268"
"Gnb1-61413","Pomp-75774685"
"St8sia6-73929596","Yme1l1-356849"
"Dtnbp1-75651202","Vav3-76085746"
"Atp11a-75043137","Ctxn1-74586669"
"Oprd1-112646675","Otx2-112194935"
"Pkig-2483","Tat-2657"
"Dennd5a-1526","Mapre2-659"
"Atp11a-75043137","Ngb-79556712"
"Erdr1-378","Mup5-73997144"
"LOC433093-71924514","Prss12-71836879"
"Ecel1-70231305","Inhba-70431432"
"Plxna2-70431431","Ufsp1-72007932"
"6720456B07Rik-74988744","St6galnac6-74047902"
"Pwp2-112645814","St8sia2-77925023"
"Enc1-390","Mrc1-74581428"
"Slc35c2-2615","Yme1l1-356849"
"Nr5a1-734","Ppp3ca-73817435"
"Jdp2-73930842","Kcna6-74819554"
"Pttg1-293036","Tmem33-356284"
"Ptcd1-74882764","Vezt-74819329"
"Ctsb-67779877","Egr4-74800827"
"Foxp1-71249056","Sox11-79912528"
"Ap1b1-356859","LOC433093-71924514"
"B3gnt2-75988600","Sap30l-73907495"
"Cd44-79556644","Pomp-75774685"
"Gtf2h4-1458","Ms4a6b-293474"
"C230081A13Rik-73931624","Mapk3-32576"
"Gng4-515","Sebox-756"
"C130096N06Rik-73635978","Egln1-77340476"
"Myo10-74743255","Pdcl-324213"
"Ngfrap1-1786","Sirpa-73512197"
"Ap1b1-356859","Rcn2-73997151"
"Heg1-74958616","Pde11a-75081007"
"Fam65a-75774668","Mras-72119592"
"Dhrs3-112650553","Pvalb-79556738"
"Pde6g-72104173","Slc35f3-75084156"
"Ndufs8-74819243","Wnt5a-79556660"
"Col5a1-75147768","Sorcs3-75988635"
"Gabre-75749417","Hectd1-357092"
"Gng7-1734","Ms4a6b-293474"
"Foxp1-71249056","Nol4-76115737"
"Bsdc1-74988722","Vav3-76085746"
"Pvrl3-73521804","Vav3-76085746"
"Apbb2-73512196","Sult1a1-75774114"
"Grn-77371839","Ptcd1-74882764"
"Dmbx1-1484","Scn1a-77340528"
"Cdhr1-72104186","Ngb-79556712"
"Gm5607-72109337","Itpr3-74047776"
"Ap1b1-356859","Mapk3-32576"
"Dcbld2-73992944","Isl1-596"
"Slc29a4-77414149","Tm2d3-77414123"
"Fgfr3-448","Traip-77887842"
"Klhl24-1982","Psmd4-2503"
"Mras-72119592","S100a6-77278967"
"Slc31a2-75773700","Slc35f3-75084156"
"Mapk13-2397","Traf2-2691"
"P2rx3-75888751","Spata2l-73817441"
"Cnp-1175","Tacr3-1297"
"Cd47-357100","E2f6-2173"
"Foxa1-77869794","Galp-79556611"
"1110037F02Rik-74988462","Sorbs1-74425572"
"Ptcd1-74882764","Tm2d3-77414123"
"Heg1-74958616","Myo10-74743255"
"Krt73-74750042","Ttc27-74819241"
"Lef1-77866900","Ybx2-75080250"
"Htr5b-71247644","Vegfb-75079746"
"Nes-1387","Setd5-37"
"Enpp2-70613967","Pfn2-1261"
"Agrp-72283799","Itgbl1-74988458"
"Heg1-74958616","Msrb2-76135795"
"Fzd4-77925095","Trip4-1924"
"Pxn-1814","Synj1-1287"
"Dcbld2-73992944","Kank2-112644736"
"Hmx3-74641309","Otc-74581369"
"Fzd4-77925095","St8sia2-77925023"
"LOC436099-73512350","Pgr15l-73615804"
"Apln-67850953","Lhx9-112646029"
"Gabre-75749417","Gnb1-61413"
"Acan-77869840","Cited1-74641326"
"BC057022-72077480","Dmbx1-1484"
"Gnas-509","Ugp2-2705"
"Bhlhe40-356488","Sbk1-71836807"
"C230081A13Rik-73931624","Ctss-77371797"
"App-106","Pcsk1n-777"
"Mfap1a-74988551","Pex14-1397"
"Acan-77869840","Fez2-74272477"
"Edc3-77414911","Erdr1-378"
"Ndufs8-74819243","Sorbs1-74425572"
"Cd44-79556644","St8sia3-73929595"
"Neurod2-75651126","Pttg1-293036"
"Ampd3-77371807","Npffr2-70562070"
"Egln1-77340476","Ngb-79556712"
"6720456B07Rik-74988744","Rgs2-73635771"
"Acan-77869840","Mfap1a-74988551"
"Hnrpdl-571","Os9-876"
"Itgav-74658082","Samd14-73930839"
"Fam189a1-72340182","Synpo-75080644"
"Hmgcr-75079789","LOC380720-73931422"
"Cdkn1b-112204566","Ctss-77371797"
"App-106","Pex14-1397"
"Mageh1-17","Sccpdh-73635772"
"Cd81-226","Lmo4-2385"
"Hunk-2307","Ppm1a-2497"
"Ssrp1-74819346","Zfp790-356855"
"Lass4-176962","Sirpa-73512197"
"Gm12429-77340488","Slc16a2-73929597"
"Grn-77371839","Slc29a4-77414149"
"Cryzl1-304","Tm2d3-77414123"
"Gng7-77371857","Itpr3-74047776"
"Cryzl1-304","Frs3-2234"
"Etv3-1494","Fdps-76085745"
"Baalc-73520964","Yme1l1-356849"
"B4galt5-73635976","Zfp790-356855"
"Fgd3-72472800","Fibcd1-72472801"
"Krt73-74750042","Tmem176b-77866852"
"Frs3-2234","Fut8-72007749"
"Dtnbp1-75651202","Fdps-76085745"
"Ccr1-73718058","Egln1-77340476"
"Edc3-77414911","Trip4-1924"
"AI450948-71250311","Rcsd1-75934525"
"Dbndd2-45668","Sfn-2561"
"Rasal2-75147758","Slc8a2-74581450"
"Htr3a-74724760","LOC436099-73512350"
"Gnb1-61413","Yme1l1-356849"
"6720456B07Rik-74988744","Acan-77869840"
"Ankrd6-71247671","Fam65a-75774668"
"Neurod2-75651126","Pkp2-73997149"
"Htr2b-79556708","Ralyl-72129250"
"Grin2b-74988710","Npffr2-70562070"
"Slc31a2-75773700","Slc9a3r2-74657980"
"6720456B07Rik-74988744","Sox10-79556652"
"Itgbl1-74988458","Pgf-121099"
"Ctss-77371797","Rcn2-73997151"
"Gpr173-74724531","Ngfrap1-1786"
"Atp10b-73635826","Susd4-75774678"
"Samd11-70928360","Zic1-72103843"
"Asb8-276276","Rasal2-75147758"
"Neurod2-75651126","Pdzd2-74988286"
"Irx1-2325","Pvrl4-2511"
"Mageh1-17","Ttll6-74363338"
"Chd7-71836884","Kcna6-74819554"
"Itgav-74658082","Slc25a25-544516"
"Cd33-75043153","Chst1-71836872"
"Fam69c-73636086","Npr1-71670678"
"Mlec-73930854","Slc16a2-73929597"
"Mup5-73997144","S100a6-77278967"
"B230362M20Rik-77340460","Ppp1r1a-75773706"
"LOC433258-73931636","Mup5-73997144"
"Ap1b1-356859","Prss12-71836879"
"Fam46a-75042237","Sap30l-73907495"
"Hmgcr-75079789","Samd14-73930839"
"Spata2l-73817441","Ube2t-276069"
"Blnk-74819692","Mdfi-112648831"
"S1pr5-112651200","Vegfb-75079746"
"Hgf-77867710","St6gal1-74658241"
"Ankrd34c-72472747","Hmgcr-75079789"
"Pcsk1-2470","Rab3c-73521805"
"Ankrd6-71247671","Tspyl4-67936212"
"Camk1d-73992927","Cd44-79556644"
"6720456B07Rik-74988744","LOC433093-71924514"
"Ddit4l-71836878","Egr4-74800827"
"Klf7-112202624","LOC433258-73931636"
"Hmx3-74641309","Pomp-75774685"
"Fam114a2-79583813","Ppp1r1a-75773706"
"Etfa-74581380","Npffr2-70562070"
"Atp6v1b2-129","Wnt8a-1115"
"Chd7-71836884","Yme1l1-356849"
"Etv3-1494","LOC433740-77340490"
"Itga5-74882636","Tpbg-76085743"
"Ccdc37-74581372","Whrn-77371813"
"Ccdc88c-74363346","Sorcs3-75988635"
"Pdcl-324213","Pitpnc1-75144644"
"Irx1-2325","Mgat2-74988614"
"Svil-77332748","Synj2bp-77414884"
"Cd164-75749771","Dlx6as1-2000"
"Ecel1-70231305","Tmem196-74511946"
"Gpr139-79490116","Setbp1-1532"
"Fbln7-73929875","Ssrp1-74819346"
"Arhgef2-2043","Klhl24-1982"
"Grik4-75551478","Sap30l-73907495"
"Kifc2-614","Tsc22d1-1051"
"Arhgap17-1413","Cks2-80517357"
"Panx2-74581443","Tnfrsf11a-199393"
"Ccr1-73718058","Ssrp1-74819346"
"Cdkn1b-112204566","Impact-594"
"Slc29a4-77414149","St8sia2-77925023"
"Ciao1-2051","Pip4k2c-799"
"Syt3-1026","Tle3-2681"
"LOC545854-73732153","Lhx2-79568024"
"Cxcl14-74272041","Mageh1-17"
"Foxp1-71249056","Zfp358-2743"
"Otc-74581369","Pdcl-324213"
"LOC433093-71924514","Ptcd1-74882764"
"B2m-71924291","Npr1-71670678"
"Smarca2-1972","Tmem33-356284"
"Kcng1-77340480","Pdcl-324213"
"Npr1-71670678","Sccpdh-73635772"
"AI450948-71250311","Pde6g-72104173"
"Pdzd2-74988286","Tmem33-356284"
"Hmgcr-75079789","Zfp358-2743"
"St8sia3-73929595","Yme1l1-356849"
"Foxp1-71249056","Rasgrp1-76115742"
"Hmgcs1-80517057","Pcsk1n-777"
"Chd7-71836884","Npr1-71670678"
"Ndrg2-1237","Ppm1a-2497"
"Camk1d-73992927","Setbp1-1532"
"Grik3-75749418","Stmn4-1006"
"Dennd5a-1526","Tbr1-1041"
"Egln1-77340476","Otof-73788043"
"Id2-71836806","Spag16-75080199"
"Ankfn1-74047714","Tsg101-74047878"
"Fam65a-75774668","Sirpa-73512197"
"Cyhr1-77414565","Dpy19l3-71836886"
"Col25a1-71924301","Neurod2-75651126"
"Lhcgr-77869818","Nxph4-73521000"
"Slc25a25-544516","Ube2t-276069"
"1500032L24Rik-75651168","Lhx2-79568024"
"Cpe-1691","Synj1-1287"
"Kcnh8-70562113","Pdcl-324213"
"Camk1d-73992927","Heg1-74958616"
"Fam114a2-79583813","Grin2b-74988710"
"Ap1b1-356859","L1cam-620"
"Grn-77371839","Hmgcs1-80517057"
"Atp10b-73635826","Lhcgr-77869818"
"Gnb1-61413","Otof-73788043"
"Aqp2-112195601","Dnahc11-73520976"
"Aqp2-112195601","F3-77280341"
"Prokr1-74724728","Sccpdh-73635772"
"Sh2b3-1633","Txn2-71670705"
"Pfn2-1261","Sema5b-953"
"Bcar3-77371769","Prkg1-73521817"
"Ppapdc1a-74881927","Whrn-77371813"
"Grn-77371839","Mlec-73930854"
"Dmbx1-1484","Stub1-79912552"
"Cyb5-75043146","Pgf-121099"
"Kcnn4-130911","Resp18-71015810"
"Grn-77371839","Mras-72119592"
"Pomp-75774685","Sacm1l-74882832"
"Cpe-1691","Rela-2523"
"Ccdc88c-74363346","Otof-73788043"
"Irx1-2325","Kcng1-77340480"
"Ddn-73636031","Il17rd-112647967"
"Mapk3-32576","Pex14-1397"
"Mrc1-74581428","Mup5-73997144"
"Adcy9-83","Mup5-73997144"
"6720456B07Rik-74988744","Fez2-74272477"
"D0H4S114-72472773","Otof-73788043"
"Atp9b-74272466","Edc3-77414911"
"Acan-77869840","Glt8d2-71249079"
"6330403A02Rik-72340183","Fez2-74272477"
"Trp53i11-73521826","Tubb4a-1081"
"Pomp-75774685","Slc38a1-75988508"
"Cyb5-75043146","Pex14-1397"
"Lhcgr-77869818","Snhg7-1968"
"Ero1lb-72340145","Foxp1-71249056"
"Entpd2-73732144","Rgs2-73635771"
"Ciao1-2051","Zim2-76135811"
"Grin2c-75888748","Whrn-77371813"
"Cyp26b1-79568022","Fdps-76085745"
"Itgbl1-74988458","LOC433258-73931636"
"Ecel1-70231305","Ppp1r2-73521813"
"Mageh1-17","Pacrg-74743258"
"D11Wsu47e-74819575","Whrn-77371813"
"Ccdc88c-74363346","Npffr2-70562070"
"Gatm-1205","Ugp2-2705"
"Fdps-76085745","LOC433740-77340490"
"Ccdc85a-75081006","D11Wsu47e-74819575"
"Kank2-112644736","Tmem176b-77866852"
"Prkar2a-77332735","Vldlr-121089"
"Crispld1-72077456","Wnt5a-79556660"
"Htr2b-79556708","Klf7-112202624"
"Clk2-356286","Gpr18-71015809"
"Flcn-227163","Ifnar1-588"
"9630013P03Rik*-77280434","Fam46a-75042237"
"Acvr1c-71250307","Hgf-77867710"
"Il17rd-112647967","Vps35-77869144"
