gene1,gene2
"Agap3-2089","Ssr1-2631"
"Prkg1-73521817","Spink8-72129253"
"Pcsk1-2470","Pkig-2483"
"Bmp4-79556702","Galr2-80517343"
"7420498E04Rik*-75043148","Kcnj14-67853369"
"Gcgr-1613","Gpr101-79591639"
"Gabarap-2245","Slc6a4-79591679"
"AW046396-72340236","Zfp423-1607"
"Pam16-2391","Slc25a27-74988334"
"Lrp1b-71670740","Serinc1-77413696"
"Apoe-79490110","LOC436099-73512350"
"Plk5-74988743","Tmie-74957868"
"Hip1-2293","Tiam1-1059"
"LOC433088-71924504","Tat-2657"
"BC032203-77867708","Wwox-72077451"
"AI450948-71250311","Pknox2-76135815"
"Ncaph2-355887","Rbbp6-170"
"Psme1-76115739","Pvrl3-73521804"
"Esr1-79591677","Hip1-2293"
"Bhlhe40-356488","Slc5a1-2621"
"Bhlhe40-356488","Plxdc1-814"
"Cuedc2-79556640","Rims3-75042242"
"Fbln7-73929875","Wnt11-2727"
"Fam124a-72472790","Mef2a-199392"
"Dbp-1193","Fgd5-74357548"
"Lrrc1-74581426","Tmem108-71358589"
"Pole4-75651230","Sart3-74819691"
"Bhlhe40-356488","Rps5-77868800"
"Gng2-67936006","Sh3d19-74425516"
"Abcd1-356086","Tiam1-1059"
"Rapgef6-75041528","Rfx4-71249068"
"Mafb-73771240","Sla-2569"
"Drd1a-352","Ncaph2-355887"
"Lhcgr-77869818","Park2-2462"
"Dusp1-324212","Pnrc2-2491"
"Isyna1-75145997","Nr2f2-112646890"
"3110047P20Rik-73771233","Tnc-71717115"
"Oit1-227164","Pigq-356489"
"Srprb-1536","Zbtb20-79568020"
"Ap2b1-96","Thbs4-77874596"
"Bcl11a-71836837","Ube3a-79591689"
"Gabra4-71924402","Irx1-2325"
"Prkcq-77869867","Srsf9-75043152"
"Emb-73930836","Pax6-764"
"Meis1-74047866","Syn1-227540"
"Prdx1-836","Pvr-71670694"
"Arhgap17-1413","Med30-248329"
"Stk17b-79488957","Tspyl4-67936212"
"Nr3c1-727","Prdx4-74819229"
"Pitx2-79556607","Sema7a-955"
"Iyd-71015205","Tspo-79556668"
"Fcrls-1896","Pltp-74581394"
"Mtap-79568030","Nrtn-741"
"Ndel1-1514","Zfand3-293694"
"Rbbp6-170","Rora-900"
"Cbs-1335","Efemp2-2177"
"Exosc8-74658079","Ntrk1-71670679"
"Aldh1a1-72103809","Mef2a-199392"
"Fcrls-1896","Kcnf1-71358578"
"Gnal-71670716","Rad23b-881"
"Chrna1-75551465","Kcnj14-67853369"
"Acsl5-73931635","Scube1-73512351"
"Lepr-73930822","Serpina9-71670728"
"Camk2g-189","Matk-76135823"
"Mfsd6-75651167","Npnt-71670677"
"Isyna1-75145997","Odz3-79908833"
"Calcb-72338699","Lhx5-1369"
"Adamts4-71836845","Pcp2-77413702"
"Gng2-77414160","Ly6g6e-77280582"
"Sema7a-955","Tm7sf3-77874614"
"Atp5s-323589","Tspo-2071"
"Il4ra-77413692","Prdx1-836"
"Col18a1-287","LOC436099-73512350"
"Hs6st3-73520986","Matk-76135823"
"Pigq-356489","Tmem91-75651161"
"Sik3-74881867","Zbtb20-1143"
"Adcy4-77","Prdx1-836"
"Nr1h3-112205214","Wnt5a-79556660"
"Npr3-73931412","Pvrl3-73521804"
"Cadps-72119581","Sf3b2-74988735"
"Gsta4-77278951","Pknox2-76135815"
"Dnahc11-73520976","Hip1-2293"
"Actr10-64","Klc2-618"
"Nrtn-741","Tbl3-77413694"
"Apc-74881517","Slc29a4-77414149"
"Dab1-74750263","Il4ra-77413692"
"Fam69c-73636086","Vcam1-77414897"
"Gabra4-71924402","Tsen34-1944"
"Bmp3-72472749","Cpt1c-2117"
"Iqcj-74272918","Odz3-79908833"
"Lmo1-1373","Tmem215-73636150"
"Lhx5-1369","Mcm6-71358638"
"Car12-72081406","Itpkb-73520992"
"Iqcj-74272918","Kcnb2-74581424"
"Mgll-72129243","Syne2-74640880"
"Rasa4-74425552","Stk17b-79488957"
"Med30-248329","Plxdc1-814"
"Adipor1-61210","Hkdc1-70634299"
"Adam33-75147767","Rapgef6-75041528"
"Mapk13-2397","Mdk-1227"
"Foxd3-1496","Sccpdh-73635772"
"Prmt2-577","Syt11-2649"
"Cr1l-2125","D11Ertd759e-74881365"
"Cckbr-70560342","Chrm4-261"
"7420498E04Rik*-75043148","Gng7-1734"
"Cr1l-2125","Rai14-73521806"
"Akr1c18-74425542","Gpc6-1736"
"1810031K17Rik-227165","2010111I01Rik-71717630"
"Pvrl3-73521804","Slc16a6-2581"
"Bcl2l12-71064289","Sostdc1-77874602"
"Aldh1a1-72103809","Hdc-71016663"
"Sparc-73512200","Yme1l1-356849"
"Nrp1-74272479","Prss23-70634118"
"Nr3c1-727","Usp21-2711"
"Cpt1a-1478","Itga7-73520991"
"Adrb1-77340494","Sla-2569"
"Lhx2-2375","Rnaseh2c-67870083"
"Dlx3-350","Gng2-77414160"
"Cckbr-70560342","Fam105a-74819326"
"Acpl2-80343348","Lrp1b-71670740"
"Cck-77869074","P2rx4-75551474"
"A830036E02Rik-74512028","Spink8-72129253"
