gene1,gene2
"Dner-1699","Sidt1-71587812"
"Mycl1-74881158","Sall3-74363352"
"Gpr3-74511769","Klf7-112202624"
"Abcd1-356086","Wif1-1111"
"Arid5a-75042267","Crlf1-72283808"
"Otc-74581369","P2rx5-75551475"
"Cux1-79556618","Oxt-112648396"
"Gm261-73636032","Pitpnc1-75144644"
"Clcn5-75749741","Gpr56-71015815"
"Ntrk1-71670679","Rock2-75988621"
"Nfkbie-2425","Ttn-74047746"
"Accn1-73930838","Pcsk2-72080025"
"Caml-79568047","Sssca1-79556714"
"Elavl2-72340123","Itsn1-1365"
"Pld3-808","Sema4d-945"
"Sebox-756","Wif1-74511885"
"Glrb-498","Ikzf1-1144"
"Calb1-71717640","Lmod2-73636019"
"Med23-112649261","Rpl23-74819237"
"Itsn1-1365","Tbr1-79591351"
"Col16a1-74273122","Glp1r-74511737"
"7420498E04Rik*-75043148","Sult1a1-75774114"
"Aplnr-1661","Eps8l1-1707"
"Gtf2f1-67870080","Zdhhc2-72128751"
"Calcr-75080999","Med23-112649261"
"Ina-71836833","Tbr1-79591351"
"Sntb1-71670741","St6gal1-74658241"
"Cux1-79556618","Tbr1-79591351"
"Btg1-73718576","Galnt13-72472803"
"Cd44-224","Sidt1-71587812"
"Cox7b-67870085","Hhip-71358556"
"Itsn1-1365","Prkg1-73521817"
"Nmbr-77332086","Pcdh7-73521003"
"Ano1-1472","Dok1-75042248"
"Gnal-71670716","Pitpnc1-75144644"
"Jund-606","Kcnb2-74581424"
"Atpif1-75774682","Tbl3-77413694"
"Bid-71836838","Sssca1-2633"
"H2-T23-75749388","Il17rd-74958537"
"Abcd1-356086","Ripply3-367"
"LOC66376-293468","Pgrmc1-2478"
"BC057022-72077480","Tbr1-79591351"
"Mycl1-74881158","Rps4y2-75934917"
"Ascl2-1156","LOC66376-293468"
"6330407J23Rik-1988","Cacna1h-72119638"
"B230362M20Rik-77340460","Mycl1-74881158"
"Serpinb8-293668","Thrsp-77874606"
"Btg1-73718576","Tmem159-76135828"
"Obfc1-1938","Ripply3-367"
"Aplnr-1661","Slc1a1-71836888"
"Dlx6as1-79912544","Ysk4-75988578"
"Arap2-74881937","Hbb-b2-77371773"
"Foxb2-1609","Zfpm2-71358673"
"7420498E04Rik*-75043148","Sox11-79912528"
"Matn4-77371795","Osbpl3-70231995"
"Gabrb1-2247","Lynx1-655"
"Meis2-1231","Slitrk6-73992918"
"7420498E04Rik*-75043148","Otx2-112194935"
"Iqgap2-73615573","Npy1r-72103807"
"Kcnb2-74581424","Marcksl1-670"
"Fkbp10-2220","Serpinb6a-74425564"
"Dapk1-72472784","Rdh5-75042255"
"Itsn1-1365","Spock1-72340122"
"Cck-77869074","Clk2-356286"
"Ctsb-67779877","Slit2-79591683"
"Ctgf-79556634","Tcf7l1-1424"
"Ccdc88c-74363346","Rufy4-75041573"
"B2m-71924291","Sytl4-75651223"
"Lrrc3-112649047","Sytl4-75651223"
"AI450948-71250311","Npepps-844"
"Galns-70612726","Klc2-618"
"Oxt-112648396","Styk1-71250308"
"1200016E24Rik-1591","Alg5-75774105"
"Gls-500","Ms4a6b-293474"
"Barx2-2057","Pvr-119504"
"Gm6753-77340486","Pknox2-76135815"
"Atpif1-75774682","Slc22a3-73931644"
"Dlx3-350","Dpysl5-73635770"
"Mycl1-74881158","Serpinb6a-74425564"
"Pgf-121099","Tmem218-1960"
"Crlf1-72283808","D0H4S114-72472773"
"Pcdh7-73521003","Rmnd1-77371805"
"St8sia6-73929596","Sytl4-75651223"
"Rufy4-75041573","Sox14-73636036"
"Btg1-73718576","St6gal1-74658241"
"Gtf2f1-67870080","Pcdh7-73521003"
"Rufy4-75041573","Vangl1-71670709"
"Glp1r-74511737","Gpr146-77371845"
"Pomc-2493","Tmem64-77414589"
"1200016E24Rik-1591","St6gal1-74658241"
"Calcrl-74988670","Sssca1-79556714"
"Aplnr-1661","Lmo4-2385"
"Slc25a22-1639","Wif1-1111"
"Kcnv2-1764","Ttn-74047746"
"Crlf1-72283808","Gpr35-112649690"
"Npepps-844","Ptbp1-356857"
"2610028E06Rik-71020430","Pcp4-772"
"Aplnr-1661","Lpl-649"
"Cyp39a1-77874608","Gtf2f1-67870080"
"Lyst-73994715","Med23-112649261"
"Rock2-75988621","Zfpm2-75651162"
"Bcas1-77371831","Dpysl5-73635770"
"Mgat5-73931638","P2rx5-75551475"
"Grin3b-77869800","Pcdh8-74750019"
"Parva-75077213","Ptprk-74743303"
"Cd44-224","Lmo4-2385"
"Adamts18-75651128","Pdgfd-1910"
"Dpf3-72129252","Gas1-2251"
"Mmel1-76135804","Pitpnc1-75144644"
"E330009J07Rik-74658077","Snhg7-1968"
"1200016E24Rik-1591","Vim-79907904"
"Cdh13-77869863","Rock2-75988621"
"Barx2-2057","Fam195a-1996"
"Epha7-402","Sema4a-942"
"Ascl2-1156","LOC433436-73636096"
"Ctgf-79556634","Gm6753-77340486"
"9630013P03Rik*-77280434","Lrrc3-112649047"
"Gpnmb-74581367","Parva-75077213"
"Gabrb2-472","Nudt21-2115"
"Nr1h3-112205214","Parva-75077213"
"Slit2-79591683","Tspan32-72129242"
"Npepps-844","Thrsp-77874606"
"Adra2b-74724532","Tac1-1038"
"Chd2-255","Nr1d1-1243"
"AI450948-71250311","Gpnmb-74581367"
"Hmgcr-75079789","Uqcrh-77340502"
"Gabra4-71924402","Sirt2-75651224"
"B4galt6-2055","Pdk3-2474"
"Robo1-73521820","Ttn-74047746"
"Atpif1-75774682","Rassf4-74988636"
"Crh-292","Trim28-1071"
"Hpcal4-73520985","P2rx5-75551475"
"Mrpl39-673","Pdzrn3-71836787"
"Hspb1-74363357","Ysk4-75988578"
"Glp1r-74511737","Rspo2-71016632"
"Gabrb2-472","Klc2-618"
"Nrg1-74743257","Smpd1-77413684"
"Sirt2-75651224","Syt4-2651"
"Dnahc11-73520976","Gtf2f1-67870080"
"Kcnh8-70562113","Serpinb6a-74425564"
"Hpcal4-73520985","Mycl1-74881158"
"Notum-73732151","Tbr1-79591351"
"Ctsb-67779877","Sytl4-75651223"
"A830073O21Rik-74819036","Otof-73788043"
"AI450948-71250311","Filip1l-74363347"
"Col9a2-74750022","Pgr15l-73615804"
"Pitpnc1-75144644","Sh3d19-74425516"
"Amotl1-75038463","Entpd2-73732144"
"Gng7-1734","Kcnc1-72108825"
"Pck2-71836804","Scube3-74988656"
"Pcdhac1-73512189","Rock2-75988621"
"Chchd3-67870084","Tbr1-79591351"
"Ctgf-79556634","Gja1-79556642"
"Galns-70612726","Obfc1-1938"
"Sirt2-75651224","Usp11-355883"
"P2ry14-76135748","Pcdh7-73521003"
"Il17rb-2317","Tcf3-67850951"
"Sema3c-939","Tmem91-75651161"
"Bcas1-77371831","Slc35f2-74819683"
"Acta1-60","Klc2-618"
"E2f6-2173","Fam195a-1996"
"Gpr156-74641322","Gpr3-74511769"
"Cckbr-70560342","Gabrr1-75551470"
"Rock2-75988621","Terf2ip-112196711"
"Abhd11-1577","Ntng1-71924185"
"Obfc1-1938","Slc1a1-71836888"
"Barx2-2057","Olig2-2448"
"Ccdc37-74581372","Glp1r-74511737"
"Trim28-1071","Ugp2-2705"
"Col9a2-74750022","Prox1-73520980"
"Ctgf-79556634","Il17ra-73520990"
"Eif2ak3-2181","Grin1-1585"
"Prlr-72340223","Tmem109-74988461"
"Nudt21-2115","Rela-2523"
"Acta1-60","Cd44-224"
"P2rx5-75551475","Tspan32-72129242"
"Ptbp1-356857","Ptn-2507"
"Gm6753-77340486","Ina-71836833"
"Etfa-74581380","Rufy4-75041573"
"Gpr35-112649690","Sytl4-75651223"
"Med23-112649261","Wdfy2-72109399"
"Glp1r-74511737","Pitpnc1-75144644"
"Chd7-71836884","Slit2-79591683"
"Atp5a1-1579","Fbrs-2207"
"Dvl2-112649476","Slc6a15-73929609"
"Ccdc88c-74363346","Slit2-79591683"
"Lrrc3-112649047","Ttll6-74363338"
"Fzd5-1500","Grina-1948"
"Fam136a-1964","Heatr7a-73992940"
"Ccdc137-1978","Gprc5a-77414145"
"Btg1-73718576","Dcbld2-73992944"
"Itga5-74882636","Slit2-79591683"
"Cul4a-75749399","Isyna1-75145997"
"Smpd4-75651226","Zfp358-2743"
"Col16a1-74273122","Efnb3-79556601"
"Gm10413-73929885","Parva-75077213"
"Apc-74881517","Pitpnc1-75144644"
"Aplnr-1661","Dner-1699"
"Gmfb-1726","Tbl3-248328"
"Lmo4-2385","Lpl-649"
"Calb1-71717640","Fgf12-424"
"Cysltr1-75651227","Txnrd1-74988746"
"Gpr3-74511769","Ifnar1-588"
"Atpif1-75774682","Mtap-79568030"
"2610028E06Rik-71020430","Dbh-326"
"Gpr3-74511769","Tm2d3-77414123"
"Rasgrp1-76115742","Strada-74819330"
"Acta1-60","Zfpm2-71358673"
"Rarg-130913","Sidt1-71587812"
"Atpif1-75774682","Decr1-74425550"
"Bcas1-77371831","Dbi-71836880"
"Barx2-2057","Ei24-2179"
"Med23-112649261","Ptcd1-74882764"
"Sema4a-942","Slc32a1-1098"
"Chml-74047442","Mcl1-112647104"
"Ptprd-855","Yme1l1-356849"
"Rufy4-75041573","Trim3-73732147"
"Fam195a-1996","Olig2-2448"
"Eif4a3-2143","Nr4a2-732"
"Dner-1699","Slc29a1-1838"
"Gpr137-75651149","Oxt-112648396"
"7420498E04Rik*-75043148","B630019K06Rik-74881160"
"LOC545352-74988758","Tmc1-75041514"
"Dach2-74819331","Pde1c-1804"
"Ifit2-74988457","Trp53-67855414"
"Fam136a-1964","Galnt13-72472803"
"Adcyap1-74511882","Parvb-77332713"
"Gstm4-70743872","Sidt1-71587812"
"Dpysl5-73635770","Pitpnc1-75144644"
"Caml-79568047","Gpr3-74511769"
"Elavl2-72340123","Gtf2f1-67870080"
"Ctgf-79556634","Dlx5-1450"
"Aplnr-1661","Gstm4-70743872"
"Mex3d-75041562","Pcdh8-74750019"
"Elavl2-72340123","Tcf3-67850951"
"Runx2-79556626","Slc8a1-73635975"
"Chst10-74657931","Npepps-844"
"Atp10b-73635826","Col9a2-74750022"
"Gnal-71670716","Scube3-74988656"
"Oxt-112648396","Rps5-77868800"
"Mylk-74819252","Pmch-55"
"Chst11-73931625","Sytl4-75651223"
"Cpne8-73520974","Trp53-67855414"
"E330009J07Rik-74658077","LOC381765-74425521"
"9630013P03Rik*-77280434","Crlf1-72283808"
"Ccdc137-1978","Magi1-73519705"
"Atpif1-75774682","Chst10-74657931"
"Rprm-71836875","Stoml2-74581379"
"Kctd16-73636009","Rock2-75988621"
"Serpinb6a-74425564","Sox14-73636036"
"7420498E04Rik*-75043148","Rasgrp1-76115742"
"Fam136a-1964","Hdac6-74819462"
"Ssr2-77869814","Thbs4-112651416"
"Il17rb-2317","Tbr1-79591351"
"Asb8-276276","Slit2-79591683"
"Fam195a-1996","Hes1-556"
"Rela-2523","Slc29a1-1838"
"P2rx4-75551474","Tyr-79591699"
"Spock1-72340122","Tbr1-79591351"
"AI450948-71250311","Gpr123-71924056"
"Fgf12-424","Gstm4-70743872"
"1200016E24Rik-1591","Magi1-73519705"
"Parvb-77332713","Pou4f1-74641304"
"LOC433436-73636096","Sidt1-71587812"
"Aplnr-1661","Nudt21-2115"
"Bcas1-77371831","Six1-1834"
"Tmem91-75651161","Vps39-74047842"
"Pcdh8-74750019","Slc2a6-71670696"
"Epha1-74640882","Parva-75077213"
"Foxb2-1609","Meis2-1231"
"Dnahc11-73520976","Tbr1-79591351"
"Hspb1-74363357","Sidt1-71587812"
"Phox2b-2480","Slc25a22-1639"
"Cox7b-67870085","Nr1d2-1245"
"B4galt6-2055","Fgf12-424"
"Glp1r-74511737","Kcnj9-72119580"
"Chml-74047442","Rxrg-917"
"Itgav-74658082","Strada-74819330"
"Chd7-71836884","Sytl4-75651223"
"Olig2-2448","Plxnc1-820"
"Gjb2-1359","Lancl3-73925716"
"Abcd1-356086","Rarg-130913"
"Filip1l-74363347","Npepps-844"
"Clta-74819690","Ctxn1-74586669"
"Mecp2-79908808","Spock1-72340122"
"AI450948-71250311","Gabra4-71924402"
"Lhx1-633","Sema4d-945"
"Acan-77869840","Il16-71064290"
"Arid5a-75042267","Pvrl3-73521804"
"Mtap1a-76115734","Npepps-844"
"Dlx6as1-79912544","Foxb2-1609"
"Paip2-77869857","Tbr1-79591351"
"Bmp3-72472749","Npepps-844"
"Sirt2-75651224","Slc35f2-74819683"
"Cox7b-67870085","Syn1-227540"
"Cebpa-80343361","Iqgap2-73615573"
"Spata2l-73817441","Uqcrh-77340502"
"Gria1-79591719","Iqsec3-73636153"
"Adamts18-75651128","Sub1-356490"
