gene1,gene2
"Gxylt2-73931405","Kcnn4-130911"
"Cox4i1-73992933","Ngef-72119591"
"Cnr2-2111","Tbr1-1041"
"Cox4i1-73992933","Ergic1-1952"
"Ccr1-73718058","Kcnq5-72128745"
"Agtr1b-74724627","Cox4i1-73992933"
"Myb-1512","Oaz2-748"
"Cox4i1-73992933","Iffo2-322962"
"Kcnn4-130911","Trim16-73931416"
"Cox4i1-73992933","Igfbpl1-1974"
"Cox4i1-73992933","Ngfr-705"
"Cox4i1-73992933","Sdccag3-2075"
"Arf3-655120","Cox4i1-73992933"
"Gabra5-72077453","Pvrl4-2511"
"Rbm38-2535","Slc35a3-2609"
"Cox4i1-73992933","Sytl5-73930809"
"Cox4i1-73992933","Lphn2-1768"
"Cox4i1-73992933","Ptpn18-2509"
"Cox4i1-73992933","Usp25-2713"
"Cdca7-26","Cox4i1-73992933"
"Cox4i1-73992933","Ucn3-1091"
"Cox4i1-73992933","Hgf-558"
"Fam114a2-1992","Tmem90b-73931426"
"Fam114a2-1992","Gnat1-2265"
"Fhl1-2218","Slc35a3-2609"
"Cox4i1-73992933","Tsc22d1-1051"
"Cox4i1-73992933","Srpr-1593"
"Npepps-844","Slc39a14-1846"
"Cox4i1-73992933","Cryzl1-304"
"Eya4-77280436","Rnf219-276273"
"Fmnl1-75041433","Zfp238-2741"
"Rhobtb3-74583162","Slc25a1-2587"
"Cox4i1-73992933","Enox2-70928339"
"Cox4i1-73992933","Trim25-1545"
"Npdc1-715","Rhobtb3-74583162"
"Oxct1-77869796","Ucn-1435"
"Arg2-70928338","Ugp2-2705"
"Cct8-2079","Cox4i1-73992933"
"Neurod6-698","Pttg1ip-1956"
"Cox4i1-73992933","Hoxd9-1623"
"Mecp2-79908808","Vwa5b2-73636029"
"Ms4a6b-293474","Slc39a14-1846"
"Cpt1a-1478","Pttg1ip-1956"
"Cox4i1-73992933","Prlr-1268"
"Cd4-74819249","Rora-79488937"
"Cplx1-67752308","Ybx1-743"
"Cox4i1-73992933","Raf1-1816"
"Oxct1-77869796","Syt5-1029"
"Cox4i1-73992933","S100b-79591593"
"Calcb-72338699","Tpd52l1-74357570"
"Cdkn2d-1603","Cox4i1-73992933"
"Gabrb3-75551468","Kcns3-77371817"
"Cox4i1-73992933","Oxtr-75081001"
"Cox4i1-73992933","Pparg-2495"
"Hspb8-1181","Tmem22-74511956"
"Cox4i1-73992933","Fgfr2-445"
"Arg2-70928338","Myb-1512"
"Hars-554","Rnf219-276273"
"Rhobtb3-74583162","Trhr-1303"
"Oaz2-748","Ugp2-2705"
"Cdh4-2083","Slc35a3-2609"
"Cox4i1-73992933","Grb10-522"
"Slc13a3-2575","Srfbp1-1653"
"Cox4i1-73992933","Wif1-1111"
"Crlf2-1882","Flrt3-73931404"
"Pttg1ip-1956","Ube2i-45666"
"Prkg1-73521817","Vwa5b2-73636029"
"Cox4i1-73992933","Itm2c-77414652"
"Cox4i1-73992933","Stmn4-1006"
"Cox4i1-73992933","Pvalb-868"
"Cox4i1-73992933","Kdr-2347"
"Cox4i1-73992933","Syt13-1864"
"Cox4i1-73992933","Sobp-71920521"
"Cox4i1-73992933","Gls-500"
"Cox4i1-73992933","Gli3-1615"
"Cox4i1-73992933","Runx2-1278"
"Cox4i1-73992933","Dpysl4-1345"
"Olfml2b-1980","Tbr1-1041"
"Chst2-266","Cox4i1-73992933"
"Cox4i1-73992933","Papola-1251"
"Brd8-1673","Cox4i1-73992933"
"Slc25a1-2587","Slc35a3-2609"
"Cox4i1-73992933","Hepacam-35"
"Cox4i1-73992933","Serpini1-963"
"Cox4i1-73992933","Kdm4b-2331"
"Cox4i1-73992933","Rarg-130913"
"Myb-1512","Ugp2-2705"
"Pde4a-1806","Tbr1-1041"
"Foxg1-2230","Tmem22-74511956"
"Rad51-293471","Sntb1-71670741"
"Aif1-75080249","Gxylt2-73931405"
"Npepps-844","Zfp788-1466"
"Cox4i1-73992933","Prune2-57"
"Ntrk1-71670679","Tcerg1l-75041511"
"Cox4i1-73992933","Mapre2-659"
"Arf3-110","Npy-717"
"Ccr1-73718058","Stxbp2-75774667"
"Celf4-73592527","Oaz2-748"
"Cox4i1-73992933","Szt2-1446"
"Foxg1-2230","Kcnn4-130911"
"Cox4i1-73992933","Dmwd-2151"
"Agpat3-85","Cox4i1-73992933"
"Cox4i1-73992933","Sema5a-80516967"
"Lman2-73718047","Lrig1-1371"
"Cox4i1-73992933","Sdc3-71358662"
"Cox4i1-73992933","Sfrp1-2563"
"Cox4i1-73992933","Kirrel3-71920516"
"Cnih2-2109","Cox4i1-73992933"
"Cox4i1-73992933","Ppp1r3b-75084111"
"Cox4i1-73992933","Yeats2-74988249"
