Gene1,Gene2
"Apbb1-2033","Fat4-74363356",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Alox8-73718055","Gm12429-77340488",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"LOC434300-75988611","Slc22a3-73931644",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Casc1-75038484","Pcsk1-2470",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fat4-74363356","Mtap1a-76115734",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bcl2l12-71064289","C030046I01Rik-74881890",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ap1b1-356859","Dach2-74819331",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bsdc1-74988722","Insrr-71670480",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Kcnj4-74357568","Zim2-76135811",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Greb1-71924412","Klf7-112202624",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ampd3-77371807","Sik3-74881867",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Mtap-79568030","Syt4-2651",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Rasgrp4-76135807","Scube3-74988656",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Acpl2-80343348","Adora2a-72109410",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fndc3b-74988759","P2rx4-75551474",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"C030034I22Rik-72472751","Kcnj9-72119580",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"LOC235953-73931419","Ppp1r1a-75773706",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Filip1l-74363347","Grin2b-74988710",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bmp3-72472749","Sik3-74881867",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Gpr139-79490116","Nomo1-1697",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Alox8-73718055","Ssrp1-74819346",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ly6h-71924388","Tmx4-74882217",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Casc1-75038484","Zfp365-73929873",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fat4-74363356","LOC545810-71924492",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fezf2-75651163","Gpr151-74724649",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nicn1-75773512","Snd1-77869128",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Sh3d19-74425516","Tmem29-75080656",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Apbb1-2033","Synj2bp-77414884",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cda-74425539","Mlx-77414147",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Hes1-556","Rbmx-75043154",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nnat-77887874","Vti1a-74641238",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Col12a1-73817431","Upp1-71836877",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Sap30l-73907495","Synj2bp-77414884",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Adora2a-72109410","Hgf-77867710",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Mtap1a-76115734","Shb-71670695",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"BC032203-77867708","Slc6a4-79591679",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bpgm-77414641","Lrmp-74274684",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Erf-2195","Gpr108-1619",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ccdc85a-75081006","Grik3-75749418",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nceh1-74881744","Sytl3-2653",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bpgm-77414641","Slc22a3-73931644",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ncaph2-355887","Nomo1-1697",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Exosc8-74658079","Upp1-71836877",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Dlx3-350","Tmem218-1960",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Alg14-75081004","Ctla4-75079745",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Gm261-73636032","Pcp2-77413702",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Gpnmb-74581367","Smpd1-77413684",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cnih3-39","Mx1-1385",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bsg-166","Sf3b2-74988735",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"2010111I01Rik-71717630","Stc1-2639",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"LOC235953-73931419","Sox10-79556652",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Slc35f2-74819683","Syt4-2651",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Pck2-71836804","Tbl3-77413694",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"2010111I01Rik-71717630","Shb-71670695",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Acpl2-80343348","LOC545810-71924492",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Aplnr-1661","Slc31a2-75773700",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Csrp2bp-276275","Sccpdh-73635772",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Gpr151-74724649","Susd2-75146000",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"BC031353-77371767","Bsg-166",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fbxl5-422","Reep5-2159",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Foxd3-1496","Rorb-2539",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cadps2-73817429","Vti1a-74641238",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fam124a-72472790","Mdk-1227",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Adamts8-73925719","Rai14-73521806",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bmp3-72472749","C030034I22Rik-72472751",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Fat4-74363356","Sap30l-73907495",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"BC032203-77867708","Fzd9-73907498",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Matk-76135823","Pck2-71836804",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Hpca-72129291","Med30-248329",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Bdnf-79587720","Pde11a-75081007",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Gpr151-74724649","Ybx2-75080250",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ctla4-75079745","Tex261-74047919",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Rasa4-74425552","Sccpdh-73635772",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
