Gene1,Gene2
"Enox2-70928339","Pmaip1-823",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ephb6-2191","Hgf-558",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Serpini1-963","Ttc3-1079",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gss-74273307","Syt1-1014",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"9930013L23Rik-72128775","Slc2a3-1840",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Col18a1-287","Ergic1-1952",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Arf3-655120","Srp54a-2629",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Akap8-91","Runx2-1278",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Col18a1-287","Slc2a3-1840",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Aldh1l1-1724","Cdkn2c-1683",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Apba2-2031","Prkcb-72129247",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Abhd8-2012","Dok2-2155",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Chst2-266","Dad1-74819345",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Slc12a8-1836","Tyr-2703",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cdca7-26","Tyr-2703",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Rgs16-1567","Sobp-71920521",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gjb5-2259","Ucn3-1091",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Klhl1-73520995","Lancl3-73925716",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ptrf-73521818","Scn3b-73512195",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Bsg-166","Hook3-1197",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hgf-558","Ppm1a-2497",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cryzl1-304","Olfm1-760",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Anp32a-94","Olfm1-760",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Pmaip1-823","Sema5a-80516967",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Prlr-1268","Serpini1-963",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gm6740-1902","Kdr-2347",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Dkk1-2149","Slc26a8-2597",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Clock-273","Rora-2537",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gm6740-1902","Kcne3-2337",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Fgfr2-445","Madcam1-2389",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hepacam-35","St3gal3-2567",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Dph2-2161","Enox2-70928339",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gpr146-2059","Ntf3-2440",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Pfkl-795","Sytl3-2653",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Aldh1l1-1724","Olfm1-760",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Mif-2407","Ryk-2541",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Sfn-2561","Zfand5-1140",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"E2f4-1195","Lhx6-635",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Igfbpl1-1974","Thap1-44",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Kctd17-72340180","Mm.86217-74641161",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Tnrc6a-314","Trip4-1924",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"9930013L23Rik-72128775","Raf1-1816",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cdkn2b-1476","Prkcb-72129247",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Efna3-381","Fam89b-1898",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Itgb5-71920512","Tyr-2703",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Gpc4-1617","Ubxn11-322",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Dcn-329","Nfix-2423",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Dkk1-2149","Omg-2450",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Nr1d1-1243","Rgs16-1567",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Bcl7b-1601","Tomm70a-320",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Copa-1689","Pam16-2391",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Abhd8-2012","Hnrpdl-571",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cct8-2079","Itm2c-77414652",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Efna1-1347","Oxtr-75081001",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Mif-2407","Serpina3n-75043155",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cpe-1691","Tcf4-1044",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hnrpdl-571","Mef2c-667",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ghitm-1207","Htr1b-584",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Arhgef2-2043","Cmtm3-2099",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Abhd8-2012","Sept7-961",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hepacam-35","Iffo2-322962",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Dcaf4-2717","Thpo-2671",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cx3cl1-2135","Il17rc-2319",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Kcnmb4-72283793","Med24-2675",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ryk-2541","Zbtb48-1940",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Agtr1b-74724627","Kirrel3-71920516",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ltb-74363350","Tbc1d1-71670698",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Madcam1-2389","Slc26a8-2597",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cdh13-234","Cx3cl1-2135",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Syt13-1864","Szt2-1446",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cry2-302","Ttc3-1079",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Camkk2-70743899","Per2-793",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Irx2-1752","Nr3c2-730",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hgf-558","Pmaip1-823",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Itgb5-71920512","Pcdhga12-770",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ghitm-1207","Mrpl12-70743841",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cnih2-2109","Hmga1-2295",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Apba2-2031","Syt1-1014",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Edc3-77414911","Lepre1-2371",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Pcdhb17-1908","Taf1d-1317",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Meis2-1231","Plcz1-74988296",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"9930013L23Rik-72128775","Serpina3n-75043155",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ptpn18-2509","Usp25-2713",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ascl5-ps-74988285","Dlx1-348",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Hmga1-2295","Stmn2-74819695",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Prkcb-72129247","Xbp1-1119",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Cct8-2079","Pmch-55",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Chst2-266","Nr3c2-730",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Itgb5-71920512","Per2-793",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Brd8-1673","Eif2ak3-2181",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Ephb6-2191","Wnt4-1444",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
"Greb1-71924412","Srsf9-75043152",[1098]_DEN_cleanedPairs90,[136]_DEN_cleanedPairs90
