Gene1,Gene2
"Lrmp-74274684","Upp1-71836877",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Adam19-74272054","Suv39h2-1538",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Dhrs3-112650553","Unc13c-2707",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Gnal-71670716","Polr1e-75774108",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Ccdc85a-75081006","Sh3d19-74425516",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Htr4-72119658","Mgat4c-70301085",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Itgb5-71920512","Kcna6-74819554",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Pdp1-74357581","Pvalb-868",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Accn4-71924089","Slc25a27-74988334",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Cdc27-293466","Csdc2-77887884",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"P2ry6-1800","Rfx1-77371867",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"D11Wsu47e-74819575","Gm626-73931634",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Fam19a4-72472752","Lman2-73718047",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Fam120c-74581430","Slit3-73929858",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Bid-71836838","Wwox-72077451",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Gabrr2-79589524","LOC434368-74819253",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Kcnj9-72119580","N4bp2-74363354",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Aff4-2363","Usp11-77869130",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Foxi1-2232","Pkp2-73997149",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Glra3-73788474","Rasa2-73512192",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Inpp4b-72080054","Pot1b-73925715",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Gm17746-73931423","Prkcq-77869867",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Btbd3-71016618","Gng11-1732",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Adora2a-72109410","Mxi1-74819343",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Anxa4-70436730","Tmem246-75774671",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Oprd1-112646675","Prosapip1-71064051",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Hspbp1-75774674","Ndufb8-74743256",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Egln1-77340476","Gba-1611",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"3100002H09Rik-77340484","Sema3f-72007563",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
"Galns-70612726","Hmx3-74641309",[143]_DEN_cleanedPairs90,[939]_DEN_cleanedPairs90
