Gene1,Gene2
"Aars-74641317","Tmem206-75774106",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Pdcl-324213","Sacm1l-74882832",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Adrb1-77340494","P2rx7-75551477",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gca-74641159","Pde5a-73931641",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cxcl12-79907936","Pdgfd-1910",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Rfx4-71249068","Tmc6-77887880",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Hapln1-77332706","Pafah1b1-2460",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Insrr-71670480","Pias4-77414895",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"9830001H06Rik-77340458","Tex261-74047919",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Spint2-74047774","Thbs2-73929578",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cd44-224","Nrtn-741",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Arf1-199390","Lct-73931621",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"C030046I01Rik-74881890","Rgnef-74272892",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Decr1-74425550","Tex261-74047919",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Fbln7-73929875","Sox14-73636036",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ccr1-73718058","D0H4S114-72472773",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gca-74641159","Ttll6-74363338",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ephb1-72077478","Terf2ip-112196711",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Col9a2-74750022","Tmx4-74882217",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cep72-74988742","Fam46a-73520967",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Atp5h-77371785","Pafah1b1-2460",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Pafah1b1-2460","Tmeff1-77395095",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ccdc37-74581372","N4bp2-74363354",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"2010300C02Rik-70743898","Matk-76135823",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Eef1g-74819238","Xk-71670735",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Emp1-77280421","Nkx2-1-74988460",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Fam69c-73636086","Sox14-73636036",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"BC005537-321201","Sox2ot-74658020",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Mmp14-74658084","Sprn-73512367",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Pkp2-73997149","Sox11-79912528",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Flot1-67752111","Ppapdc1a-74881927",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Bmp4-79556702","Ptprj-73521803",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Pmm1-67936010","Reps2-76135799",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Pmm1-67936010","Pttg1-293036",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ap2s1-71836889","Ipo4-74658174",[1048]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
