Gene1,Gene2
"Bmp3-72472749","Rassf4-74988636",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Ctxn1-74586669","Vangl1-71670709",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Col16a1-74273122","Gm261-73636032",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Dlst-321200","Fndc3b-74988759",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Chd7-71836884","Kcnh8-70562113",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Hapln1-77332706","Sostdc1-77874602",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"2010300C02Rik-70743898","N4bp2-74363354",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Gabrr2-79589524","Stk24-73635773",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Fryl-73512207","Gnrh1-75080152",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Pias4-77414895","Tspyl4-67936212",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Bsdc1-74988722","C030034I22Rik-72472751",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Arf1-199390","Efcab6-74819465",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Mafb-73771240","Nrtn-741",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"C230081A13Rik-73931624","Cdh9-72472764",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Adora2a-72109410","Mmel1-76135804",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Mef2c-79567505","Nkd1-74586666",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Bsdc1-74988722","Lims2-75145999",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"LOC235953-73931419","Pias4-77414895",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Mtap-79568030","Pck2-71836804",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Hapln1-77332706","Tmie-74957868",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Hbb-b2-77371773","Nrtn-741",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Ptbp1-356857","Slc22a3-73931644",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Cldn11-77280580","Frzb-79556658",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"2610109H07Rik-74272038","Zfp932-75774665",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Kcnj9-72119580","Sik3-74881867",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Fzd9-73907498","Mtap1a-76115734",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Gpr89-67881554","Pak6-75084501",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Myc-112194721","Zscan22-247974",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Lef1-77866900","St8sia6-73929596",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
"Icam5-73520989","Rfx4-71249068",[978]_DEN_cleanedPairs90,[143]_DEN_cleanedPairs90
