Gene1,Gene2
"Cyp26b1-79568022","Fkbp10-2220",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"E130012A19Rik-74363349","Lims2-75145999",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"E130012A19Rik-74363349","Fam46a-75042237",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"B4galt6-2055","Reep5-2159",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Gabre-75749417","Zfp790-356855",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Cdh13-77869863","Ntf5-1393",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Apln-67850953","Clcn2-72119656",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Yme1l1-356849","Zfp790-356855",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Gpr139-79490116","Rps4y2-75934917",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Grin2b-74988710","Pde11a-75081007",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Fam46a-75042237","Lims2-75145999",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Gldc-77887886","Setbp1-1532",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Gpr139-79490116","Grb7-112204995",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Fam46a-75042237","Fbln7-73929875",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Cd44-79556644","Clic5-77874610",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Ntf5-1393","Tmem33-356284",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Clcn2-72119656","Khdrbs3-73769321",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Hmx3-74641309","Slc35c2-2615",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Eif3j-321196","Tcf7l1-1424",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Gtf2h4-1458","Ssr2-121097",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Dlx6as1-2000","Sun1-74425548",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Apln-67850953","Thbs4-112651416",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Khdrbs3-73769321","Thbs4-112651416",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Dnahc11-73520976","Eif3j-321196",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Bpgm-77414641","Fbln7-73929875",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Clcn2-72119656","Thbs4-112651416",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Atp6v1b2-129","Snap91-984",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
"Khdrbs3-73769321","Nmbr-77332086",[1107]_DEN_cleanedPairs90,[661]_DEN_cleanedPairs90
