Gene1,Gene2
"Asb6-1599","Palmd-74581442",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cck-200","Hgf-558",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cryzl1-304","Hes6-1504",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cdkn1a-2085","Sart3-74819691",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Slc4a10-1922","Znrf1-74581382",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Eif2ak3-2181","Wash-1796",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Kcnh3-74641310","Stx1a-2645",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Grp-1363","Wash-1796",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cdkn1a-2085","Wwox-72077451",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Edc3-77414911","Igfbpl1-1974",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Grik3-75749418","Nrip1-739",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Dok2-2155","Sytl3-2653",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Pvalb-868","Srp54a-2629",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Chst2-266","Wash-1796",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Atxn1-932","Lepre1-2371",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gm4887-73931418","Vezt-74819329",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Nr2f1-720","Ppm1a-2497",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Junb-2335","Rassf4-74988636",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Epha4-2187","Prpf6-67850946",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cck-200","Plp1-79556704",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cx3cl1-2135","Rtn2-909",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cdc27-293466","Galns-70612726",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gabra6-75551467","Slc12a8-1836",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Plg-2485","Slc36a4-1597",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Galns-70612726","Plk2-74743272",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gm4887-73931418","Syt11-2649",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Foxi1-2232","Phyhip-544328",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Grik3-75749418","Ybx2-75080250",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cd47-357100","D930028M14Rik-73512190",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gdf1-75081205","Hmg20a-357093",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cry2-302","Lepre1-2371",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Bdnf-79587720","Prpf6-67850946",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Ankrd54-1677","D8Ertd82e-73931630",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Dmwd-2151","Rasal2-71670719",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cnih2-2109","Pcsk2-72080025",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gm10413-73929885","Lrsam1-74583161",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Ldlr-1766","Wnt8a-1115",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Chrna4-1173","Kcne3-2337",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Ankrd54-1677","Sfrp1-2563",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Magel2-79591571","Six1-1834",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Gca-74641159","Tpbg-76085743",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Neurod2-75651126","Sigmar1-112196265",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Oxtr-75081001","Zbtb20-1143",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Irx2-1752","Nudc-2442",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Eif4a3-2143","Ptpn18-2509",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Cyp26b1-79568022","Ephb3-1492",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Atxn1-932","Pde9a-785",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Ascl5-ps-74988285","Cd47-357100",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Axin2-74819487","S100b-79591593",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Chat-252","Pam16-2391",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Slc4a10-1922","Tmc6-77887880",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Hes3-2287","Unc5d-71924239",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Dnahc11-73520976","Tacr1-79591721",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Epha4-2187","Nol4-76115737",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Dnajb12-2153","Sart3-74819691",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Lrsam1-74583161","Pmp22-825",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
"Rgs16-1567","Wash-1796",[939]_DEN_cleanedPairs90,[1098]_DEN_cleanedPairs90
