Gene1,Gene2
"Nin-76115736","Sigmar1-112196265",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Nkx2-1-74988460","Srsf9-75043152",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Creb3l1-112197858","Slc25a25-544516",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Lzic-276064","Prpf6-67850946",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Greb1-71924412","Nkx2-1-74988460",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cdh13-77869863","Zfand3-77414923",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gpr151-74724649","Grik3-75749418",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cd44-224","Meis3-74047845",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Acan-77869840","Rgs2-73635771",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dpysl5-73635770","LOC434300-75988611",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"P2rx3-75888751","Terf2ip-112196711",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cdh13-77869863","Yme1l1-356849",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Bpgm-77414641","Kcng1-77340480",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Eps8l2-74658244","Mmgt1-77414585",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dbi-71836880","Traip-77887842",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"P2rx3-75888751","Yme1l1-356849",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"LOC434300-75988611","N4bp2-74363354",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"LOC545352-74988758","Susd4-75774678",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Nkx2-1-74988460","Pitx2-79556607",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"P2rx3-75888751","Zfand3-77414923",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Acan-77869840","Grik3-75749418",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Greb1-71924412","Pitx2-79556607",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Rbm18-356083","Slc16a4-2579",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Kcng1-77340480","Lims2-75145999",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
