Gene1,Gene2
"Kcnj9-72119580","Mdk-1227"
"Gca-74641159","Utp23-71924008"
"2010111I01Rik-71717630","Gpr151-74724649"
"Aars-74641317","Ttll6-74363338"
"Chst10-74657931","Cops7b-356493"
"Etv1-72119595","Pth1r-112202195"
"Gpr83-72338696","Grin3b-77869800"
"Dlx2-1482","Rarb-75038442"
"Ccdc37-74581372","Insrr-71670480"
"Adora2a-72109410","Mtap-79568030"
"LOC545854-73732153","Ndufs8-74819243"
"Prkar2a-77332735","Vwa3a-72472789"
"Gpr18-71015809","Nol4-76115737"
"Matk-76135823","Tbl3-77413694"
"Hdc-71016663","Rasgrp1-76115742"
"Trem2-67870433","Uaca-74800883"
"Pkp2-73997149","Sult1a1-75774114"
"Galr2-80517343","LOC545854-73732153"
"9030425E11Rik-71924353","Mgat5-73931638"
"9830001H06Rik-77340458","N4bp2-74363354"
"Eef1g-74819238","Nup93-75774679"
"Mef2c-79567505","Sart3-74819691"
"Grid1-74724739","Zfp365-73929873"
"Cyr61-80343407","Rasa4-74425552"
"Cxcl12-79907936","Pip4k2c-799"
"Golga7b-76097699","Grk5-77371851"
"Hpcal1-74581395","Slc4a10-1922"
"Bmp3-72472749","Serinc1-77413696"
"Palm3-74958547","Rasgrp1-76115742"
"Asb8-276276","Ctsb-67779877"
"Arf1-199390","Tmem204-73769320"
"Gbx2-77868786","Hapln1-77332706"
"Gabrr2-79589524","Stk24-73635773"
"Chgb-70743886","Gprasp1-70743888"
"Efnb3-79556601","Gpr151-74724649"
"Atp5h-77371785","Fam46a-73520967"
"Bok-71064032","Rnf152-75043151"
"Jdp2-73930842","Lef1-77866900"
"Grik3-75749418","Tbl3-77413694"
"Emp1-77280421","Ifnar1-588"
"Golga7b-76097699","Med8-112196048"
"Inhbb-73636087","Ipo4-74658174"
"Asb8-276276","Kank4-76085741"
"Pacsin1-74047926","Tmem109-74988461"
"Gabrr2-79589524","Xk-71670735"
"Ly6h-71924388","Nxn-72007747"
"Gng2-67936006","Ttll6-74363338"
"Bmp3-72472749","N4bp2-74363354"
"2010111I01Rik-71717630","Ttc9b-71249081"
"Adora2a-72109410","Fam124a-72472790"
"Gng7-77371857","Pias4-77414895"
"Cep72-74988742","Inhbb-73636087"
"Eomes-80516770","Sox2ot-74658020"
"Bsdc1-74988722","Myo10-74743255"
"Adora2a-72109410","Apc-74881517"
"Rgs2-73635771","Tmem29-75080656"
"Meis3-74047845","Opn1sw-75773699"
"Rasa4-74425552","Sh3d19-74425516"
"Jdp2-73930842","Kcnh8-70562113"
"Ankrd34c-72472747","Kctd16-73636009"
"E130012A19Rik-74363349","Utp23-71924008"
"Slx1b-74819688","Thbs2-73929578"
"Fam114a2-79583813","Kcnh8-70562113"
"Ipo4-74658174","Ly6h-71924388"
"LOC545352-74988758","Ptcd1-74882764"
"Ddn-73636031","Ephb1-72077478"
"Tacr1-79591721","Wdfy2-72109399"
"2010300C02Rik-70743898","Kcnj9-72119580"
"Fam69c-73636086","Itpk1-71923998"
"Gpr123-71924056","Tex261-74047919"
"Cep72-74988742","Hbb-b2-77371773"
"Ddx26b-75988610","St6galnac5-73787946"
"Ccr1-73718058","Ctxn1-74586669"
"Gabbr2-71247614","Rarb-75038442"
"Kpnb1-77340472","Pgrmc2-74882697"
"Fryl-73512207","Gbx2-77868786"
"B3gnt2-75988600","Map2k4-276073"
"Nkx2-1-74988460","Trav3-3-71670720"
"Lct-73931621","Tmem204-73769320"
"9630013P03Rik*-77280434","Col5a1-75147768"
"Fryl-73512207","Mef2c-79567505"
"Galr2-80517343","Mxra7-77332080"
"Cks2-80517357","Opn1sw-75773699"
"Bok-71064032","Klk8-72129241"
"B3gnt2-75988600","Fam69c-73636086"
"Ccdc85a-75081006","LOC434300-75988611"
"Ntf5-1393","Sema4g-71587856"
"Anxa1-70813897","Mylk3-73992942"
"Pou2f1-1563","Scube3-74988656"
"Mdk-1227","Ttc9b-71249081"
"Pcdhac1-73512189","Sema4g-71587856"
"Bcl6-75651139","Dlx2-1482"
"Hdc-71016663","LOC545854-73732153"
"B3galt5-77280578","Gldc-77887886"
"Mtap1a-76115734","Tspyl4-67936212"
"Bcl6-75651139","Gabrr2-79589524"
"Sh3d19-74425516","Tmem29-75080656"
"Bmp3-72472749","LOC545810-71924492"
"1110037F02Rik-74988462","Pkp2-73997149"
"Baz1a-73635977","Uggt1-74957909"
"Gpr151-74724649","Syt4-2651"
"Kctd16-73636009","Pttg1-293036"
"Decr1-74425550","Fam124a-72472790"
