Gene1,Gene2
"Bmp3-72472749","Npnt-71670677"
"Grk5-77371851","Itgav-74658082"
"Kcnh8-70562113","Mgat5-73931638"
"Nrbp2-75774686","Satb1-79488931"
"Dyrk1a-79907941","Palm3-74958547"
"Mtap-79568030","Slc20a2-70231308"
"BC032203-77867708","Synj2bp-77414884"
"Rfx4-71249068","Tex261-74047919"
"Rasa4-74425552","Sh3d19-74425516"
"Gsg1l-73636097","Snhg7-1968"
"Hrh3-73636034","Reps2-76135799"
"Grid1-74724739","Tfam-67936016"
"Gpnmb-74581367","Iqcj-74272918"
"Pcdhac1-73512189","Reps2-76135799"
"Ltbp3-76115733","Selk-74800903"
"Msrb2-76135795","P2rx7-75551477"
"Chst1-71836872","Dyrk1a-79907941"
"Ids-73994671","LOC381765-74425521"
"Med8-112196048","S1pr5-112651200"
"C1qc-77340474","Nog-75084476"
"Rpl8-74749928","Tspan32-72129242"
"Epn3-74357584","Rplp0-74047927"
"Grin3b-77869800","Ptcd1-74882764"
"Eya4-77280436","Gsg1l-73636097"
"Crls1-1148","Fryl-73512207"
"Kcnh8-70562113","Stxbp2-75774667"
"B230362M20Rik-77340460","Kcnh8-70562113"
"Hmox2-75774681","Zmiz1-74988259"
"Hars-554","Ogfrl1-73818756"
"Itgav-74658082","Sox11-79912528"
"Itpk1-71923998","Mapt-79556696"
"Kcnq5-72128745","Svil-77332748"
"Sh3bgr-1416","Trap1-1966"
"B3gnt2-75988600","Cyc1-357103"
"Mapk13-2397","Ptn-2507"
"Cblb-74988451","Pla2g16-112650769"
"Itgav-74658082","Pmm1-67936010"
"Snhg7-1968","Ttc27-74819241"
"Agap3-2089","BC100451-73615805"
"Nnat-77887874","Npnt-71670677"
"Fat4-74363356","Kcnj9-72119580"
"Adora2a-72109410","Ptprk-74743303"
"Ly6h-71924388","Pitrm1-74273117"
"Apbb1-2033","Ogt-758"
"Mef2c-79567505","Tmie-74957868"
"Agxt2l1-75079777","Gabbr2-71247614"
"Dpysl5-73635770","Rassf4-74988636"
"Alk-77371829","Grsf1-73994670"
"Mchr1-74724669","Wnt1-112644522"
"Npy1r-72103807","Rpl23-74819237"
"Gpnmb-74581367","Serinc1-77413696"
"Neurl1a-73769327","Rrad-75080239"
"Ankrd10-2027","Zfand3-293694"
"Rpl8-74749928","Utp23-71924008"
"Dbh-326","Prox1-73520980"
"Elmod1-71924269","Pitrm1-74273117"
"Ngef-72129292","Rrad-75080239"
"Nog-75084476","Rps15-75774687"
"Syt4-2651","Tspyl4-67936212"
"9030425E11Rik-71924353","Ttpal-74641323"
"Nfix-77413698","Zfp358-2743"
"Ndufs8-74819243","Vps35-77869144"
"Dpy19l1-75042226","Ids-73994671"
"Grsf1-73994670","Slc6a2-73615562"
"Enpp2-77413700","Ndufv3-12"
"B230362M20Rik-77340460","Ctsb-67779877"
"Foxp1-71249056","Vegfb-75079746"
"Kcnj9-72119580","Npnt-71670677"
"C1ra-77874604","Gja1-79556642"
"Lass4-176962","Trem2-67870433"
"Ndufv3-12","Satb1-79488931"
"Dnahc9-72472774","Map2k4-276073"
"Fam69c-73636086","Tspan32-72129242"
"LOC545810-71924492","Smpd1-77413684"
"Kctd16-73636009","Scd1-71836746"
"Epn3-74357584","Nrbp2-75774686"
"B4galt5-73635976","St8sia6-73929596"
"Mtrr-2413","Rplp0-74047927"
"Ano6-77887878","Fryl-73512207"
"9330182L06Rik-75081005","Mpzl1-77332711"
"Slc25a36-67881555","Stard8-73521808"
"Cuedc2-79556640","Iscu-74819565"
"Cd8b1-73732149","Lhx4-2377"
"Gpr151-74724649","Rgs2-73635771"
"Anapc16-293463","Uck1-293666"
"Doc2g-74881341","Grin3b-77869800"
"Baz1a-73635977","Neurl1a-73769327"
"Gabrg1-75551469","P2ry14-76135748"
"LOC545810-71924492","Vti1a-74641238"
"Map2k4-276073","Prss39-74749944"
"Ltn1-2747","Neurod6-698"
"Col25a1-71924301","Nfix-77413698"
"Otx2-112194935","Pkp2-73997149"
"2010300C02Rik-70743898","Vti1a-74641238"
"Npnt-71670677","Slc20a2-70231308"
"Rgnef-74272892","Sprn-73512367"
"Slc6a2-73615562","Stk24-73635773"
"Col19a1-74658066","Hmox2-75774681"
"Samd14-73930839","Sorbs1-74425572"
"BC057022-72077480","Gabrg1-75551469"
