Gene1,Gene2
"Cd6-112205643","Cdc27-293466"
"Cpne8-73520974","Rmnd1-77371805"
"Tmeff1-77395095","Ubl4-75774670"
"H2-T23-75749388","Pole4-75651230"
"Slc6a4-79591679","Tbl3-77413694"
"Gpnmb-74581367","Synj2bp-77414884"
"7420498E04Rik*-75043148","Ascl5-ps-74988285"
"Rgs2-73635771","Satb1-927"
"9830001H06Rik-77340458","Gpr123-71924056"
"Pax6-764","Rad23b-881"
"Apc-74881517","Fat4-74363356"
"Nr2f2-112646890","Smpd1-77413684"
"Hmx3-74641309","Spsb4-75773701"
"Clec11a-112195815","Pitx2-79556607"
"1700086L19Rik-1643","Mylk3-73992942"
"Hpcal1-74581395","Smpd1-77413684"
"Greb1-71924412","Slc25a25-544516"
"Decr1-74425550","Tspyl4-67936212"
"Apbb1-2033","BC032203-77867708"
"Ly6g6e-77280582","Ogt-758"
"Adora2a-72109410","Ptprk-74743303"
"Cyr61-80343407","Rasa4-74425552"
"BC032203-77867708","Stc1-2639"
"Aplnr-1661","Ube2i-45666"
"Fzd9-73907498","Vti1a-74641238"
"Adamts4-71836845","Hs3st1-2305"
"LOC434300-75988611","Lrmp-74274684"
"Fezf2-75651163","Lhx2-79568024"
"Nnat-77887874","Tmem29-75080656"
"Aldh1a1-72103809","Matk-76135823"
"Ets1-2199","Gnal-71670716"
"Car7-74511736","Rai14-73521806"
"Gpr146-77371845","LOC235953-73931419"
"Fabp3-418","Hectd1-357092"
"Epha1-74640882","LOC235953-73931419"
"Pafah1b1-2460","Tmeff1-77395095"
"Asb11-71836891","Fgd5-74357548"
"F2rl1-199391","Ly6h-71924388"
"Cdc42ep3-75146001","Chrnb3-70436747"
"Hgf-77867710","Smpd1-77413684"
"Kcnj4-74357568","Pip4k2c-799"
"9830001H06Rik-77340458","Gpnmb-74581367"
"Actr10-64","Arhgap17-1413"
"Acacb-74881515","Crhr1-297"
"Acsl5-73931635","Slc16a6-2581"
"Ampd3-77371807","Rfx4-71249068"
"Etv1-72119595","Serinc1-77413696"
"2010111I01Rik-71717630","Decr1-74425550"
"Serinc1-77413696","Sh3d19-74425516"
"Cd6-112205643","Pdgfd-1910"
"Slc35f2-74819683","Smpd1-77413684"
"Alg14-75081004","Apc-74881517"
"Mdk-1227","Tspyl4-67936212"
"Bcl11a-71836837","Eps8l2-74658244"
"Rasgrp4-76135807","Ubl4-75774670"
"Capsl-75079776","Rnf19a-73931414"
"Mast4-73929897","Upp1-71836877"
"Elmod1-71924269","Thnsl1-74988343"
"Brs3-70560328","Itpkb-73520992"
"Hmgcr-75079789","Klf7-112202624"
"Hectd2-2002","Tmem215-73636150"
"Cadps-72119581","Clic6-1984"
"Abhd8-2012","Dbh-79907893"
"Actr10-64","Wnt11-2727"
"Bpgm-77414641","Fezf2-75651163"
"Adora2a-72109410","Fam124a-72472790"
"Alg14-75081004","Ptprk-74743303"
"Atp5o-1158","Iyd-71015205"
"Arhgap17-1413","Crhr1-297"
"Smpd1-77413684","Synj2bp-77414884"
"Btg2-72283802","Prkch-73520406"
"Fzd9-73907498","Smpd1-77413684"
"158303","Csrp2bp-276275"
"Ptprk-74743303","Serinc1-77413696"
"Galr2-80517343","Ldb3-2369"
"158303","Nnat-77887874"
"Aplnr-1661","Plcb1-75084969"
"158303","Acpl2-80343348"
"Ikzf1-1144","Zfp365-73929873"
"Krt73-74750042","Vav3-76085746"
"2010300C02Rik-70743898","Stc1-2639"
"Mdk-1227","Syt4-2651"
"Apc-74881517","Tmem29-75080656"
"Apbb1-2033","Tex261-74047919"
"Hmgcr-75079789","Srsf9-75043152"
"Aldh1a1-72103809","LOC235953-73931419"
"Bmp3-72472749","LOC235953-73931419"
"2010111I01Rik-71717630","Kcnj9-72119580"
"158303","Tbl3-77413694"
"Blnk-74819692","Gm12429-77340488"
"Emp1-77280421","Stra6-75041492"
"Hbb-b1-67936011","Ifnar1-588"
"Aldh1a1-72103809","Stc1-2639"
"Cdk5-244","Pdxk-788"
"Etv1-72119595","Zfp189-79490078"
"Prkcq-71670693","Tmem176b-77866852"
"Epha1-74640882","Mdk-1227"
"Matk-76135823","Nr2f2-112646890"
"BC031353-77371767","Gcg-75749416"
"Nr2f2-112646890","Slc35f2-74819683"
"Slc31a2-75773700","Ube2i-45666"
"Grb7-112204995","Pth1r-112202195"
"2010300C02Rik-70743898","Ampd3-77371807"
"Ctla4-75079745","Ltk-75988666"
"Aldh1a1-72103809","Tex261-74047919"
"Mdk-1227","Tex261-74047919"
"2010111I01Rik-71717630","Sik3-74881867"
"Epha1-74640882","Stc1-2639"
"Nomo1-1697","Tspo-79556668"
"C030034I22Rik-72472751","Mdk-1227"
"Ldlr-1766","Slc12a2-74882926"
"Sap30l-73907495","Slc35f2-74819683"
"Mmaa-1772","Pcp2-77413702"
"Traip-77887842","Ybx2-75080250"
"Matk-76135823","Mdk-1227"
"Lix1-643","Rfx7-1998"
"Etv1-72119595","Nr2f2-112646890"
"Ngb-79556712","Nrbp2-75774686"
"Alg14-75081004","Hgf-77867710"
"Csrp2bp-276275","Mtap-79568030"
"Bmp3-72472749","Mtap1a-76115734"
"Epha1-74640882","Etv1-72119595"
"Scube3-74988656","Tpbg-76085743"
"Apbb1-2033","C030034I22Rik-72472751"
"Matk-76135823","Zfp189-79490078"
"Gpr146-77371845","Nnat-77887874"
"Adam33-75147767","Apc-74881517"
"Gm261-73636032","Gnal-71670716"
"Flrt2-73931417","Iqcj-74272918"
"Cyp4f15-1189","Tmem215-73636150"
"Gpr108-1619","Svip-73931622"
"Bmp3-72472749","Slc6a4-79591679"
"Fzd9-73907498","Sap30l-73907495"
"Dbh-79907893","Slc25a27-74988334"
"Klf7-112202624","Pitx2-79556607"
"Rasa4-74425552","Shb-71670695"
"Uba6-74819486","Wnt2b-1589"
"Chrna1-75551465","Tcf4-1044"
"Dbp-1193","Tnc-71717115"
"2010300C02Rik-70743898","Acpl2-80343348"
"Bmp3-72472749","Decr1-74425550"
"Acpl2-80343348","Zfp189-79490078"
"Pck2-71836804","Vti1a-74641238"
"Adam33-75147767","Kcnj9-72119580"
"Rgnef-74272892","Tm2d3-83167"
"Ampd3-77371807","Tex261-74047919"
"Egflam-74047441","P2rx4-75551474"
"Hgf-77867710","Rasa4-74425552"
"Kcnj4-74357568","Nr4a2-732"
"Bhlhe40-356488","Ccnd2-205"
"Nnat-77887874","Vti1a-74641238"
"Lpar1-79556595","Ndufb8-74743256"
"Aldh1a1-72103809","Tspyl4-67936212"
"Hcrtr2-80517329","Mafb-73771240"
"Tcf7l1-1424","Tiam1-1059"
"Insrr-71670480","Stc1-2639"
"Slc6a4-79591679","Tex261-74047919"
"Gnb1-61413","Mx1-1385"
"Insrr-71670480","Zfp189-79490078"
"Gm5607-72109337","Srprb-1536"
"Apbb1-2033","Etv1-72119595"
"Camk2g-189","Dach2-74819331"
"BC031353-77371767","Ostf1-73907505"
"Apc-74881517","Slc35f2-74819683"
"Filip1l-74363347","Slc22a3-73931644"
"Epha1-74640882","Gpnmb-74581367"
"Csrp2bp-276275","Gpr123-71924056"
"Gpr123-71924056","Rfx4-71249068"
"Bsdc1-74988722","Synj2bp-77414884"
"D930028M14Rik-73512190","Prkcq-77869867"
"Rasa4-74425552","Slc35f2-74819683"
"Adora2a-72109410","Gpr146-77371845"
"Ddc-334","Yme1l1-356849"
"Polr1e-75774108","Rprm-75651169"
"Asb11-71836891","Slc28a3-70927425"
"Gata2-100","Slc6a11-72472802"
"Fam124a-72472790","Tmem29-75080656"
"Apbb1-2033","Pck2-71836804"
"Hpcal1-74581395","Nnat-77887874"
"Chat-252","Lrmp-74274684"
"Bpgm-77414641","Grik3-75749418"
"Fzd9-73907498","Mdk-1227"
"Hgf-77867710","Mtap-79568030"
"Aff4-2363","Dlx6as1-2000"
"Epha1-74640882","Vti1a-74641238"
"Clip4-75774680","Pgrmc2-74882697"
"AI450948-71250311","Rgnef-74272892"
"Ltk-75988666","Ptprk-74743303"
"Fat4-74363356","Smpd1-77413684"
"Shb-71670695","Stc1-2639"
"Hpca-72129291","Sf3b2-74988735"
"Fhdc1-73925717","Lhx2-79568024"
"Decr1-74425550","Mdk-1227"
"Tspyl4-67936212","Zfp189-79490078"
"BC032203-77867708","Nnat-77887874"
"Fat4-74363356","Ppp1r1a-75773706"
"Fzd6-74047775","Tmem176b-77866852"
"Cdk5-244","Tmem86b-72472763"
"Slit3-73929858","Spock3-70634298"
"Bsdc1-74988722","Gabra4-71924402"
"Nr5a1-734","Vav3-76085746"
"Adam33-75147767","Sap30l-73907495"
"Adora2a-72109410","Kcnj9-72119580"
"Shb-71670695","Sox10-79556652"
"Fat4-74363356","Stc1-2639"
"Dlx5-1450","Rad23b-881"
"Aldh1a1-72103809","Decr1-74425550"
"C030034I22Rik-72472751","Sox10-79556652"
"9830001H06Rik-77340458","C030034I22Rik-72472751"
"Flrt2-73931417","Pigq-356489"
"Dpysl5-73635770","Lrmp-74274684"
"Gtf2i-2277","Mpv17l2-74988601"
"2010300C02Rik-70743898","Apc-74881517"
"Pcnt-1255","Tmem86b-72472763"
"2010300C02Rik-70743898","Serinc1-77413696"
"Cd97-112646460","Tmc1-75041514"
"Csrp2bp-276275","LOC545810-71924492"
"Col24a1-73636093","Kcna6-74819554"
"Epha1-74640882","Serinc1-77413696"
"Alg14-75081004","Apbb1-2033"
"Kcnj9-72119580","Nr2f2-112646890"
"Apc-74881517","Decr1-74425550"
"Acpl2-80343348","Nnat-77887874"
"Kcnj9-72119580","Vti1a-74641238"
"Csrp2bp-276275","Matk-76135823"
"Fat4-74363356","Vti1a-74641238"
"2010300C02Rik-70743898","Etv1-72119595"
"2010300C02Rik-70743898","Hpcal1-74581395"
"9830001H06Rik-77340458","Ptprk-74743303"
"Arf1-199390","Cuedc2-79556640"
"Aldh5a1-77925007","Krt73-74750042"
"Prkcq-77869867","Zfp61-75749409"
"Aldh1a1-72103809","Sh3d19-74425516"
"Fam81a-73732150","Tgfb2-70927304"
"Acpl2-80343348","Vti1a-74641238"
"Grik3-75749418","Susd2-75146000"
"Gpnmb-74581367","Ltk-75988666"
"Decr1-74425550","Stc1-2639"
"Kcnh8-70562113","Prkcq-71670693"
"Ppp1r1a-75773706","Slc35f2-74819683"
"Apbb1-2033","Fzd9-73907498"
"Cacng8-72108823","Iscu-74819565"
"Fezf2-75651163","Satb1-927"
"Ccdc85a-75081006","Grin2b-74988710"
"Insrr-71670480","Shb-71670695"
"Adamts8-73925719","Rai14-73521806"
"Cd47-357100","Dlx2-1482"
"Ikzf1-1144","Trp53-67855414"
"Acpl2-80343348","Bmp3-72472749"
"Mtap-79568030","Pck2-71836804"
"Efemp2-2177","Lhcgr-77869818"
"158303","Sh3d19-74425516"
"Dlx3-350","Rorb-2539"
"Fam78b-72472750","Ldhd-74425554"
"Aldh1a1-72103809","Gpr146-77371845"
"Fzd9-73907498","Nnat-77887874"
"158303","Etv1-72119595"
"Nkx2-1-74988460","Syap1-1858"
"Eps8-1705","Mtif2-677"
"Cdk5r1-247","Kctd17-72340180"
"Rasa4-74425552","Stc1-2639"
"Acpl2-80343348","Syt4-2651"
"Ctla4-75079745","Tspyl4-67936212"
"Fezf2-75651163","Grin2b-74988710"
"Clec11a-112195815","Nkx2-1-74988460"
"Coro1c-75651191","Gnal-71670716"
"Pck2-71836804","Smpd1-77413684"
"Filip1l-74363347","Rgs2-73635771"
"2010111I01Rik-71717630","Epha1-74640882"
"LOC235953-73931419","Mtap-79568030"
"Apc-74881517","Pck2-71836804"
"Aldh1a1-72103809","Serinc1-77413696"
"Grik3-75749418","Rassf4-74988636"
"Acpl2-80343348","Gpnmb-74581367"
"Gpr101-79591639","Limk1-640"
"Cck-77869074","Sprn-73512367"
"Adam33-75147767","Hgf-77867710"
"LOC545810-71924492","Tbl3-77413694"
"Egflam-74047441","Tm2d3-83167"
"BC032203-77867708","Tbl3-77413694"
"Apc-74881517","Sik3-74881867"
"E4f1-1199","Pcp2-77413702"
"Nnat-77887874","Smpd1-77413684"
"Pak6-75084501","Pcnt-1255"
"Gabra4-71924402","Smpd1-77413684"
"Etv3-1494","Rara-1528"
"Ephb3-1492","Inpp1-67870434"
"158303","Adora2a-72109410"
"2010111I01Rik-71717630","Insrr-71670480"
"Ltk-75988666","Sap30l-73907495"
"Dcn-329","Ostf1-73907505"
"Gpr108-1619","Ntm-77866868"
"Csrp2bp-276275","Ctla4-75079745"
"Kpna4-2359","Npnt-71670677"
"Shb-71670695","Syt4-2651"
"Mx1-1385","Usp11-355883"
"Klf7-112202624","Syap1-1858"
"Aldh1a1-72103809","Sap30l-73907495"
"Lmod2-73636019","Tmod1-75988526"
"Gabra4-71924402","Tspyl4-67936212"
"Creb3l1-112197858","Pitx2-79556607"
"Ar-2039","Limk1-640"
"Alg14-75081004","Pck2-71836804"
"Ampd3-77371807","Etv1-72119595"
"Alg14-75081004","Zfp189-79490078"
"Ptprk-74743303","Smpd1-77413684"
"Gpr146-77371845","Tex261-74047919"
"Anxa3-72283800","Il31ra-74881366"
"Car9-74988271","Foxb1-79908799"
"2010111I01Rik-71717630","Ppp1r1a-75773706"
"Hpcal1-74581395","Syt4-2651"
"Atp6v1c2-74881265","Rai14-73521806"
"Gpr146-77371845","Rfx4-71249068"
"Rasa4-74425552","Rfx4-71249068"
"Gpr123-71924056","Synj2bp-77414884"
"Dnahc12-74988273","Iqgap2-73615573"
"Coro1c-75651191","Pam16-2391"
"Fam124a-72472790","Sox10-79556652"
"BC032203-77867708","Etv1-72119595"
"Ampd3-77371807","Gpr146-77371845"
"Fhdc1-73925717","Satb1-927"
"Gpr146-77371845","Sh3d19-74425516"
"Defb1-73718051","Spink8-72129253"
"Insrr-71670480","Pck2-71836804"
"Gpnmb-74581367","Shb-71670695"
"Grin2b-74988710","Slc22a3-73931644"
"Adra2b-74724532","Kank2-112644736"
