Gene1,Gene2
"Pdzd2-74988286","Sema4g-71587856"
"Gpr89-67881554","Slc18a2-79591703"
"Cblb-74988451","LOC380720-73931422"
"B2m-71924291","St8sia3-73929595"
"Arhgap17-1413","LOC381765-74425521"
"Otx2-112194935","Smarca2-1972"
"Ctsb-67779877","Sgcz-74749942"
"Fam114a2-79583813","Prss39-74749944"
"Mgat5-73931638","Pde11a-75081007"
"B230362M20Rik-77340460","Kank4-76085741"
"Dcbld2-73992944","LOC381765-74425521"
"B3gnt2-75988600","Dnahc9-72472774"
"Etfa-74581380","Fam114a2-79583813"
"Rnh1-74800925","Tmem159-76135828"
"Ntf5-1393","Pttg1-293036"
"LOC381765-74425521","Vim-79907904"
"B3gnt2-75988600","Rpl8-74749928"
"Htr5b-71247644","Med8-112196048"
"F3-77280341","Fbln2-321208"
"Htr5b-71247644","Pcdhac1-73512189"
"Ddx26b-75988610","Gabre-75749417"
"Drd3-75038431","Styk1-71250308"
"Otc-74581369","Pde11a-75081007"
"Cstf2-2131","Pmm1-67936010"
"Dlx5-1450","F3-77280341"
"Pla2g16-112650769","Pttg1-293036"
"Gpr137-75651149","Trap1-1966"
"B230362M20Rik-77340460","Ddit4l-71836878"
"Kcnh8-70562113","Utp23-71924008"
"C130096N06Rik-73635978","Pomp-75774685"
"Cxcl14-74272041","E130012A19Rik-74363349"
"Drd3-75038431","F3-77280341"
"Cyc1-357103","Vangl1-71670709"
"Heatr7a-73992940","Htr3a-74724760"
"Pip5k1b-77887888","Tm7sf3-77874614"
"Etv1-73512203","Palm3-74958547"
"B3galt5-77280578","Mgat5-73931638"
"Jdp2-73930842","Ttpal-74641323"
"Scd1-71836746","Slc12a2-74882926"
"Camk1d-73992927","Prss39-74749944"
"Ltk-75988666","Ybx2-75080250"
"Itgav-74658082","Sox11-79912528"
"Pomc-2493","Pttg1-293036"
"C130096N06Rik-73635978","Sox14-73636036"
"Dpp4-79568049","St6gal1-74658241"
"Fam114a2-79583813","Ttpal-74641323"
"Cxcl14-74272041","Ddit4l-71836878"
"Mgat5-73931638","Pde5a-73931641"
"1600021P15Rik-71924290","Dnahc11-73520976"
"F3-77280341","Gpr137-75651149"
"B2m-71924291","Pde5a-73931641"
"Ero1lb-72340145","Otx2-112194935"
"Ccdc88c-74363346","St8sia3-73929595"
"Nfkbie-2425","Plcd3-77414915"
"Mmgt1-77414585","Napb-75651234"
"Gprc5a-77414145","St6gal1-74658241"
"Ttc27-74819241","Vim-79907904"
"Gsg1l-73636097","Tspo-2071"
"F3-77280341","Trap1-1966"
"Ids-73994671","Ttc27-74819241"
"B230362M20Rik-77340460","Ccdc88c-74363346"
"9630013P03Rik*-77280434","D0H4S114-72472773"
"Cyp39a1-77874608","Trap1-1966"
"Grk5-77371851","Pla2g16-112650769"
"Foxp1-71249056","Vegfb-75079746"
"Dtnbp1-75651202","Tspan32-72129242"
"1110037F02Rik-74988462","Napb-75651234"
"B630019K06Rik-74881160","Terf2ip-112196711"
"Atp10b-73635826","Cit-75079801"
"Atp10b-73635826","Gm2a-74988549"
"Gm17746-73931423","Prkar2a-77332735"
"Gprc5a-77414145","Itpr3-74047776"
"Crhr1-297","Cyc1-357103"
"Htr5b-71247644","Terf2ip-112196711"
"Pla2g16-112650769","Pomc-2493"
"9630013P03Rik*-77280434","Kcnh8-70562113"
"Ndufs8-74819243","Zfp358-2743"
"Mgat5-73931638","Otc-74581369"
"Gsg1l-73636097","Itpr3-74047776"
"Hdc-71016663","Hrh3-73636034"
"Col5a1-75147768","Kcnh8-70562113"
"Camk1d-73992927","Mgat5-73931638"
"Aars-74641317","Sox14-73636036"
"Hdc-71016663","Slc12a2-74882926"
"B230362M20Rik-77340460","D0H4S114-72472773"
"Cblb-74988451","Etv1-73512203"
"Ndrg2-79568051","Pomc-2493"
"Ntf5-1393","Sema4g-71587856"
"Heatr7a-73992940","Rnh1-74800925"
"Chst1-71836872","Itgav-74658082"
"Nol4-76115737","Ptgds-79567709"
"C1ra-77874604","P2ry14-76135748"
