Gene1,Gene2
"Kank4-76085741","Kcnh8-70562113"
"Hdc-71016663","LOC380720-73931422"
"Rgs2-73635771","Sox10-79556652"
"Aldh1a1-72103809","Gng7-77371857"
"Cdhr1-72104186","Drd4-112650336"
"Ap1b1-356859","Entpd2-73732144"
"Ctxn1-74586669","Tpbg-76085743"
"Fam46a-75042237","Tpbg-76085743"
"Csf2rb2-73992937","Slc18a2-79591703"
"Etv3-1494","Sorcs3-75988635"
"Cap1-323396","Fam46a-75042237"
"Col24a1-73636093","Styk1-71250308"
"Slc38a1-75988508","Susd2-75146000"
"Ddn-73636031","Stat5a-77413690"
"Drd4-112650336","Ybx2-75080250"
"Clic5-77874610","Hmx3-74641309"
"Arhgap17-1413","Susd4-75774678"
"Ctbp2-70615583","Fbxo9-74800954"
"Itgbl1-74988458","Tmem86b-72472763"
"Aars-74641317","Gdnf-112647321"
"Azin1-74047917","Stard13-71587846"
"Rasgrp1-76115742","Sorbs1-74425572"
"Entpd2-73732144","Gm4887-73931418"
"App-106","Lrrc38-72340184"
"BC032203-77867708","Sap30l-73907495"
"Armc2-74988750","Vldlr-121089"
"Fbln2-321208","Vdr-112204135"
"Frs3-2234","Mup5-73997144"
"Itga5-74882636","Pacrg-74743258"
"Col27a1-74272916","Oprk1-80517217"
"Egr4-74800827","Slc38a1-75988508"
"Grb7-112204995","P2rx7-75551477"
"Acan-77869840","Id2-71836806"
"Baalc-73520964","Gnb1-61413"
"P2rx4-75551474","Slc30a3-73788094"
"Akap13-74581373","Tgfbr2-74819696"
"Gpr89-67881554","Vdr-112204135"
"Acvr1c-71250307","Fam46a-73520967"
"Grin2b-74988710","St8sia3-73929595"
"Jdp2-73930842","Sorcs3-75988635"
"Heg1-74958616","Sall3-74363352"
"Dhrs3-112650553","Fbln2-321208"
"Egln1-77340476","Fdps-76085745"
"Ghitm-1207","Papola-1251"
"Frrs1-2557","Pxn-1814"
"BC032203-77867708","Ybx2-75080250"
"Grb7-112204995","Kcng1-77340480"
"Tmem176b-77866852","Tpm3-275873"
"Il17rd-74958537","Tmem109-74988461"
"Grp-79591637","Uqcrh-77340502"
"Atp11a-75043137","Kcng1-77340480"
"Rasgrp4-76135807","Satb1-927"
"Kank4-76085741","Pde11a-75081007"
"Egln1-77340476","Slc38a1-75988508"
"BC032203-77867708","Myo10-74743255"
"Il17rd-74958537","Vegfb-75079746"
"Dhrs3-112650553","Slc18a2-79591703"
"Grin2b-74988710","Susd2-75146000"
"Cblb-74988451","Slc39a5-76135744"
"Oprk1-80517217","Zdhhc2-72128751"
"Slc38a1-75988508","Synj2bp-77414884"
"Cct2-356082","Psap-846"
"Fam46a-75042237","Fkbp10-2220"
"Egln1-77340476","Setbp1-1532"
"Ltk-75988666","Ybx2-75080250"
"Lphn2-1768","Slc35f3-75084156"
"Cd81-226","Gabarap-2245"
"Oprk1-80517217","Tcea1-227534"
"App-106","St6galnac6-74047902"
"Ppp1r1a-75773706","Vangl1-71670709"
"Mgat2-74988614","St8sia3-73929595"
"Azin1-74047917","Ostf1-73907505"
"B2m-71924291","St8sia3-73929595"
"Gpr89-67881554","Slc18a2-79591703"
"Hmx3-74641309","Ssrp1-74819346"
"Hmgcr-75079789","Ptgds-79567709"
"Fam65a-75774668","Tmem86b-72472763"
"Sap30l-73907495","Setbp1-1532"
"Col27a1-74272916","LOC235953-73931419"
"Atp11a-75043137","Vangl1-71670709"
"Dhrs3-112650553","Gja1-79556642"
"Tspyl4-67936212","Vstm2b-77869820"
"Agrp-72283799","Ap1b1-356859"
"BC032203-77867708","Egln1-77340476"
"Grb7-112204995","Mgat2-74988614"
"Cblb-74988451","L3mbtl4-72472779"
"Grb7-112204995","Susd2-75146000"
"Sccpdh-73635772","Susd2-75146000"
"Akap2-1448","Rgs4-1569"
"Cblb-74988451","Tmem109-74988461"
"Tmem33-356284","Wnt5a-79556660"
"Cd44-79556644","Pvrl4-2511"
"Pcp4l1-75084520","Plxnd1-77340482"
"Kcng1-77340480","Lims2-75145999"
"Dclk3-72079921","Rnf144b-71836839"
"Klhl24-1982","Xbp1-1119"
"Sccpdh-73635772","Setbp1-1532"
"Grk5-77371851","Palm3-74958547"
"Ampd3-77371807","Bpgm-77414641"
"Grin2b-74988710","P2rx7-75551477"
"Mc3r-74511790","P2rx5-75551475"
"Kcnh8-70562113","Sall3-74363352"
"Fam65a-75774668","Itgbl1-74988458"
"Ing4-357097","Paip2-357095"
"Sap30l-73907495","Ybx2-75080250"
"Drd4-112650336","Rasgrp4-76135807"
"Cux1-79556618","Pknox2-76135815"
"C030034I22Rik-72472751","Setbp1-1532"
"Fut8-72007749","Sox10-79556652"
"Sall3-74363352","Tpbg-76085743"
"Baalc-73520964","Grin2b-74988710"
"Ngb-79556712","Slc8a2-74581450"
"Lims2-75145999","Sccpdh-73635772"
"Egr4-74800827","Mgat2-74988614"
"Acvrl1-79488929","Prkg1-73521817"
"Prkg1-73521817","Vdr-112204135"
"Aldh1a1-72103809","Lhcgr-77869818"
"Sccpdh-73635772","St8sia3-73929595"
"Ccdc37-74581372","Glt8d2-71249079"
"Adrb1-77340494","Inpp5a-73994713"
"Ddn-73636031","Pcdhac1-73512189"
"Calml3-79490064","Ebpl-112650122"
"Fbln7-73929875","Kcnh8-70562113"
"Acan-77869840","Atp6v1c2-74881265"
"Ebpl-112650122","Vegfb-75079746"
"Clic5-77874610","Slc8a2-74581450"
"Mmgt1-77414585","Pkp2-73997149"
"Gng2-67936006","Ttll6-74363338"
"Ampd3-77371807","Drd4-112650336"
"Egr4-74800827","Setbp1-1532"
"Rgs14-2529","Traip-77887842"
"Agrp-72283799","Pwp2-112645814"
"Gpr89-67881554","Sh2b3-80517009"
"Cdhr1-72104186","Setbp1-1532"
"Ndufs8-74819243","Ntf5-1393"
"Apbb2-73512196","Il17rd-74958537"
"Vangl1-71670709","Ybx2-75080250"
"Chd7-71836884","Tpbg-76085743"
"Cpt1a-1478","Psmd4-2503"
"Camk2g-189","Ywhae-2739"
"B2m-71924291","Ppp1r1a-75773706"
"Susd2-75146000","Synj2bp-77414884"
"BC032203-77867708","Ppp1r1a-75773706"
"Asb6-1599","Shh-1418"
"Gabre-75749417","Itga5-74882636"
"Apbb2-73512196","Foxp1-71249056"
"Gm2a-74988549","Kank2-112644736"
"Fbln7-73929875","Grik4-75551478"
"Pde5a-73931641","Pvrl4-2511"
"Fmnl1-75041433","Prune2-77874616"
"Cap1-323396","Fam114a2-79583813"
"Arl3-75043143","Fbxo9-74800954"
"C030034I22Rik-72472751","Drd4-112650336"
"Isl1-596","Stard8-73521808"
"Hbb-b1-67936011","Khdrbs3-73769321"
"Rasgrp4-76135807","St8sia3-73929595"
"C030034I22Rik-72472751","Synj2bp-77414884"
"Ehbp1l1-73817932","P2rx4-75551474"
"Bpgm-77414641","Susd2-75146000"
"S100a6-77278967","Slc31a2-75773700"
"Drd4-112650336","Kcng1-77340480"
"Drd4-112650336","Sap30l-73907495"
"Inpp1-67870434","Ptgds-79567709"
"D11Wsu47e-74819575","LOC433258-73931636"
"Kank2-112644736","Prune2-77874616"
"Csf2rb2-73992937","Vdr-112204135"
"Slc38a1-75988508","St8sia3-73929595"
