Gene1,Gene2
"Ogt-758","Ptn-2507"
"Igf2-2313","Ldb3-2369"
"Mtpn-2411","Pou2f1-1563"
"Ogt-758","Rorb-2539"
"Cpt1c-2117","Hs6st3-73520986"
"Mef2a-199392","Oit1-227164"
"Gnal-71670716","Mylk3-73992942"
"Fam120a-75080620","Oit1-227164"
"Enpep-73769289","Nr5a1-734"
"Bsdc1-74988722","Slc35f2-74819683"
"Csrp2bp-276275","Mtap1a-76115734"
"Kcnj15-2339","Tnnt1-77280576"
"Cadm2-73635999","Scube3-74988656"
"2610109H07Rik-74272038","Pld5-77280438"
"Mtap-79568030","Mtap1a-76115734"
"Fam124a-72472790","Ssrp1-74819346"
"Gpr123-71924056","Tspyl4-67936212"
"Bmp3-72472749","Sash1-71924225"
"2010300C02Rik-70743898","Ptprk-74743303"
"Fam124a-72472790","Serinc1-77413696"
"Bcl6-75651139","Six3os1-75041431"
"2010300C02Rik-70743898","Fzd9-73907498"
"F13a1-74882565","Gtf3c2-7"
"Bpgm-77414641","Dpysl5-73635770"
"158303","Dlx3-350"
"Bpgm-77414641","Chat-252"
"Ano6-77887878","Nxn-72007747"
"Col24a1-73636093","Ephb3-1492"
"Mm.86217-74641161","Pnrc2-2491"
"Slc6a4-79591679","Tex261-74047919"
"Ano6-77887878","Cck-77869074"
"Ampd3-77371807","Gabra4-71924402"
"LOC545810-71924492","Ptprk-74743303"
"Aco1-76135819","Ap2s1-71836889"
"Adora2a-72109410","Gabra4-71924402"
"Gpx2-74819652","P2rx7-75551477"
"Ano6-77887878","Tmeff1-77395095"
"Ctla4-75079745","Shb-71670695"
"LOC235953-73931419","Sox10-79556652"
"Ogt-758","Rapgef6-75041528"
"Csf2rb2-73992937","Dhrs3-112650553"
"Chrnb3-70436747","Mtap-79568030"
"Satb1-79488931","Snd1-77869128"
"Actr1a-321206","Chrna2-75551460"
"Epha1-74640882","Serinc1-77413696"
"Aqp9-2037","Tmem218-1960"
"Prlr-72340223","Tmem91-75651161"
"Slc20a2-70231308","Synj2bp-77414884"
"Bsdc1-74988722","Fam124a-72472790"
"C1qa-77371775","Thbs2-73929578"
"Ngfrap1-1786","Rplp0-74047927"
"Grm1-537","Ssr1-2631"
"Apbb1-2033","Ptn-2507"
"1700037H04Rik-324211","A4galt-71717165"
"Bcl6-75651139","Snd1-77869128"
"Elf2-1349","Gnb1-61413"
"2010300C02Rik-70743898","Slc20a2-70231308"
"Fndc3b-74988759","Pfkfb2-1399"
"Mtap1a-76115734","Tex261-74047919"
"Cyr61-80343407","Igsf5-79488939"
"Sprn-73512367","Ube3c-71670707"
"Pck2-71836804","Serinc1-77413696"
"Mtap1a-76115734","Slc35f2-74819683"
"Fam124a-72472790","Slc6a4-79591679"
"Crls1-1148","Ly6h-71924388"
"Pitrm1-74273117","Slc43a2-74425544"
"Car9-74988271","Nptx2-74047773"
"Chrnb3-70436747","Slc20a2-70231308"
"Erf-2195","Rorb-2539"
"Acacb-74881515","Dcn-329"
"9430020K01Rik-75988537","Mlx-77414147"
"Serinc1-77413696","Slc20a2-70231308"
"Pld5-77280438","Ubl4-75774670"
"Ap2s1-71836889","Tmx4-74882217"
"Elmod1-71924269","Pafah1b1-2460"
"Ano6-77887878","Kcnj15-2339"
"Cks2-80517357","Tnnt1-77280576"
"Cadm2-73635999","Pfkfb2-1399"
"Cdk5r1-247","Magix-74581446"
"Chrm4-261","Slc17a7-70436317"
"Kpna4-2359","Prlr-72340223"
"Blnk-74819692","Ssrp1-74819346"
"9830001H06Rik-77340458","LOC235953-73931419"
"Tmem91-75651161","Vldlr-121089"
"Adra2b-74724532","Mtap-79568030"
"Clic5-77874610","Impact-594"
"2010300C02Rik-70743898","Slc6a4-79591679"
"Ppp1r1a-75773706","Slc20a2-70231308"
"Cck-77869074","Thnsl1-74988343"
"Cyr61-80343407","Sox10-79556652"
"2010111I01Rik-71717630","Mdk-1227"
"Acpl2-80343348","Alg14-75081004"
"Apln-67850953","Hebp1-74988456"
"D8Ertd82e-73931630","Ubl4-75774670"
"Elmod1-71924269","Pitpnc1-75144644"
"Bsdc1-74988722","LOC235953-73931419"
"Nrm-75042265","Phospho1-71670685"
"C030034I22Rik-72472751","Tex261-74047919"
"Fam120a-75080620","Mapk13-2397"
"Gm12429-77340488","Sik3-74881867"
"Dlst-321200","Gpx2-74819652"
"Mri1-75773703","Tbp-67850950"
"Crls1-1148","Slc43a2-74425544"
"Aplnr-1661","Tnfrsf25-121096"
"Insrr-71670480","Synj2bp-77414884"
"Rassf4-74988636","Susd2-75146000"
"Phldb2-74512017","Sulf1-75041501"
"Acpl2-80343348","Slc6a4-79591679"
"Kcnj15-2339","Slx1b-74819688"
"Mtap1a-76115734","Sik3-74881867"
"BC032203-77867708","Ptprk-74743303"
"Lhcgr-77869818","Sssca1-79556714"
"2010111I01Rik-71717630","Mtap1a-76115734"
"Prss12-71836879","Tmie-74957868"
"Mmp14-74658084","Slx1b-74819688"
"Drd1a-352","Icmt-585"
"Alg14-75081004","Chrnb3-70436747"
"Adora2a-72109410","Sap30l-73907495"
"Myc-112194721","N6amt1-1233"
"D8Ertd82e-73931630","Scube3-74988656"
"Rad23b-881","Yme1l1-356849"
"Ampd3-77371807","Fam124a-72472790"
"Hpca-72129291","Mylk3-73992942"
"Tex261-74047919","Tspyl4-67936212"
"Epn3-74357584","Rims3-75042242"
"C030046I01Rik-74881890","Tnnt1-77280576"
"C030034I22Rik-72472751","Kcnj9-72119580"
"Fat4-74363356","Igsf5-79488939"
"Gpx2-74819652","Lrrc55-73931406"
"Rgnef-74272892","Tmx4-74882217"
"Slc31a2-75773700","Slco3a1-293691"
"Hbb-b2-77371773","Shh-1418"
"LOC433740-77340490","Tnip2-74425540"
"Plxnd1-77340482","Tpbg-76085743"
"Cdh9-72472764","Spint2-74047774"
"P2rx7-75551477","Pafah1b1-2460"
"Ssrp1-74819346","Tbl3-77413694"
"Acpl2-80343348","LOC235953-73931419"
"Ephb3-1492","Slx1b-74819688"
"Gabra4-71924402","Rfx4-71249068"
"Actr1a-321206","Pknox2-76135815"
"Acpl2-80343348","Syt4-2651"
"Pax6-764","Prdx1-836"
"Cldn11-77280580","Sostdc1-77874602"
"Gnal-71670716","Prdx1-836"
"Ampd3-77371807","Tspyl4-67936212"
"Aco1-76135819","Pitpnc1-75144644"
"Fat4-74363356","Insrr-71670480"
"158303","Fam120a-75080620"
"2610109H07Rik-74272038","Fam46a-73520967"
"Decr1-74425550","Gpnmb-74581367"
"Cadm2-73635999","Lrrc55-73931406"
"Ap2s1-71836889","Thbs2-73929578"
"Acpl2-80343348","Tmem29-75080656"
"Aldh1a1-72103809","Cyr61-80343407"
"Fryl-73512207","Gnrh1-75080152"
"Adra2b-74724532","Synj2bp-77414884"
"Adrb1-77340494","Pld5-77280438"
"P2rx7-75551477","Pitrm1-74273117"
"Elmod1-71924269","Hbb-b2-77371773"
"LOC235953-73931419","Slc20a2-70231308"
"Hpca-72129291","Pcp2-77413702"
"Fndc3b-74988759","Prrx2-1522"
"Itga3-598","Tnip2-74425540"
"Slc35f2-74819683","Tex261-74047919"
"Ephb3-1492","Prrx2-1522"
"Sccpdh-73635772","Sh3d19-74425516"
"Ampd3-77371807","Odz3-79908833"
"Apbb1-2033","Erf-2195"
"Ampd3-77371807","Bsdc1-74988722"
"Kcnj9-72119580","LOC235953-73931419"
"Gm261-73636032","Pcp2-77413702"
"Hbb-b2-77371773","Inhbb-73636087"
"Ephb3-1492","Spint2-74047774"
"LOC545810-71924492","Serinc1-77413696"
"Shb-71670695","Syt4-2651"
"Cck-77869074","Rgnef-74272892"
"Cks2-80517357","Rgnef-74272892"
"Gnrh1-75080152","Thbs2-73929578"
"Ano6-77887878","Sostdc1-77874602"
"Alox8-73718055","Lrp1b-71670740"
"Clip4-75774680","Slx1b-74819688"
"Ptprk-74743303","Syt4-2651"
"Sash1-71924225","Sh3d19-74425516"
"Lrrc55-73931406","Rasgrp4-76135807"
"Ap2s1-71836889","Dlst-321200"
"Hkdc1-70634299","Rassf4-74988636"
"Gabra4-71924402","Serinc1-77413696"
"Inhbb-73636087","Tpbg-76085743"
"Gpr123-71924056","Igsf5-79488939"
"Slco3a1-293691","Traf2-2691"
"Cks2-74512038","LOC436099-73512350"
"Kcna6-74819554","Prrx2-1522"
"Mafb-73771240","Tmie-74957868"
"Elmod1-71924269","Tpbg-76085743"
"P2rx7-75551477","Prrx2-1522"
"Fat4-74363356","Rfx4-71249068"
"Pam16-2391","Zfp280c-1669"
"Blnk-74819692","Gpr146-77371845"
"Pck2-71836804","Vti1a-74641238"
"Ptprk-74743303","Rasa4-74425552"
"Sox10-79556652","Tmem29-75080656"
"D8Ertd82e-73931630","Rasgrp4-76135807"
"Chat-252","Susd2-75146000"
"Col24a1-73636093","Gpx2-74819652"
"Apbb1-2033","Mapk13-2397"
"Thnsl1-74988343","Ube3c-71670707"
"158303","Vldlr-121089"
"Fryl-73512207","Kcnj15-2339"
"Clip4-75774680","Gnrh1-75080152"
"Mef2c-79567505","Plxnd1-77340482"
"C1qa-77371775","Mmp14-74658084"
"Sik3-74881867","Tex261-74047919"
"Lims2-75145999","Tyr-79591699"
"Adra2b-74724532","Bsdc1-74988722"
"Dlx3-350","Pcdhb2-74743271"
"Gpr123-71924056","Pck2-71836804"
"Klhl1-73520995","Tmem215-73636150"
"Alg14-75081004","BC032203-77867708"
"C030034I22Rik-72472751","Ssrp1-74819346"
"Camk2g-189","Sart3-74819691"
"Alg14-75081004","LOC235953-73931419"
"BC032203-77867708","Odz3-79908833"
"Axin1-2053","Sap30l-73907495"
"Etv1-72119595","Gabarap-2245"
"Kpnb1-77340472","Ly6h-71924388"
"Aqp4-79556722","Capsl-75079776"
"D8Ertd82e-73931630","Nxn-72007747"
"Cort-72472766","Upp1-71836877"
"Adam19-74272054","Mxra7-77332080"
"LOC235953-73931419","Sash1-71924225"
"Fat4-74363356","Slc35f2-74819683"
"Fam46a-73520967","Nxn-72007747"
"Rfx4-71249068","Sap30l-73907495"
"Mafb-73771240","Tmx4-74882217"
"Fndc3b-74988759","Tnnt1-77280576"
"Inpp1-67870434","Sprn-73512367"
"LOC235953-73931419","Ppp1r1a-75773706"
"LOC432928-73931424","Lepr-73930822"
"Pgrmc2-74882697","Ubl4-75774670"
"Pip4k2c-799","Zfp280c-1669"
"Atp5h-77371785","Clic5-77874610"
"Mmp14-74658084","Tpbg-76085743"
"Rfx4-71249068","Sccpdh-73635772"
"Tacr3-1297","Txnip-1084"
"2610109H07Rik-74272038","Col24a1-73636093"
"Sik3-74881867","Tspyl4-67936212"
"Sccpdh-73635772","Shb-71670695"
"Rgnef-74272892","Scube3-74988656"
"Odz3-79908833","Zfp189-79490078"
"Kctd17-72340180","Mm.86217-74641161"
"2010300C02Rik-70743898","Apc-74881517"
"Clip4-75774680","Spint2-74047774"
"Alg14-75081004","Slc20a2-70231308"
"Fam120a-75080620","Ptn-2507"
"Cldn11-77280580","Clip4-75774680"
"Acpl2-80343348","Mdk-1227"
"Kpnb1-77340472","Pafah1b1-2460"
"Spint2-74047774","Tmx4-74882217"
"Chrm4-261","Fam105a-74819326"
"Slc20a2-70231308","Slc35f2-74819683"
"Nicn1-75773512","Pth1r-112202195"
"Bpgm-77414641","Fezf2-75651163"
"Kcnj15-2339","Ly6h-71924388"
"Mdk-1227","Sccpdh-73635772"
"Gm12429-77340488","Rasa4-74425552"
"F13a1-74882565","Icosl-1217"
"Bmp3-72472749","Chrnb3-70436747"
"Mapk13-2397","Mef2a-199392"
"Cdh9-72472764","Kcna6-74819554"
"Btd-2069","Fndc3b-74988759"
"Odz3-79908833","Vti1a-74641238"
"Lrmp-74274684","Myo10-74743255"
"Fam124a-72472790","Slc35f2-74819683"
"Htr5b-71247644","Ifltd1-74425566"
"Bmp3-72472749","LOC235953-73931419"
"BC032203-77867708","Gpnmb-74581367"
"Mmp14-74658084","Prrx2-1522"
"Mdk-1227","Synj2bp-77414884"
"Mcl1-112647104","Nrtn-741"
"Cdk5r1-247","Ldhd-74425554"
"Ano6-77887878","Thnsl1-74988343"
"Junb-2335","Slc25a27-74988334"
"Mapk13-2397","Ogt-758"
"Dbi-71836880","Pcp2-77413702"
"Chrnb3-70436747","Serinc1-77413696"
"Ampd3-77371807","Kcnj9-72119580"
"Mafb-73771240","Slx1b-74819688"
"Insrr-71670480","Mtap1a-76115734"
"Adora2a-72109410","C030034I22Rik-72472751"
"Serinc1-77413696","Vti1a-74641238"
"Adra2b-74724532","Gpr146-77371845"
"Apc-74881517","Cyr61-80343407"
"Tmod1-75988526","Wnt6-2735"
"Blnk-74819692","Slc35f2-74819683"
"Hebp1-74988456","Tgfb2-77869842"
"Ampd3-77371807","Gm12429-77340488"
"2610109H07Rik-74272038","C030046I01Rik-74881890"
"Gm261-73636032","Zbtb20-79568020"
"2610109H07Rik-74272038","Pgrmc2-74882697"
"Kcna6-74819554","Prss12-71836879"
"Cebpa-80343361","Tm2d3-83167"
"D8Ertd82e-73931630","Fam46a-73520967"
"BC032203-77867708","Matk-76135823"
"Elmod1-71924269","Slc43a2-74425544"
"Mgat2-74988614","Myc-112194721"
"Ly6h-71924388","Nxn-72007747"
"9330182L06Rik-75081005","Pgf-77869838"
"Ltk-75988666","Tex261-74047919"
"Ctla4-75079745","Fzd9-73907498"
"Adora2a-72109410","Syt4-2651"
"Postn-77371799","Rps4y2-75934917"
"Slc6a15-73929609","Wnt6-2735"
"D8Ertd82e-73931630","Tmx4-74882217"
"Aco1-76135819","Adrb1-77340494"
"Cpt1c-2117","Ogt-758"
"Mtap-79568030","Tmem29-75080656"
"Fam124a-72472790","Shb-71670695"
"Igsf5-79488939","Ltk-75988666"
"Clip4-75774680","Elmod1-71924269"
"Cks2-80517357","Pitpnc1-75144644"
"Ano6-77887878","Ube3c-71670707"
"Clip4-75774680","Prss12-71836879"
"Apc-74881517","Odz3-79908833"
"Ly6h-71924388","Scube3-74988656"
"Fam124a-72472790","Igsf5-79488939"
"Ppp1r1a-75773706","Vti1a-74641238"
"Mtap1a-76115734","Tbl3-77413694"
"Prmt2-577","Tnrc6a-314"
"Clta-74819690","Ephb3-1492"
"Pax6-764","Zic1-72103843"
"Aqp9-2037","Tsen34-1944"
"Gpr123-71924056","Mdk-1227"
"Kcna6-74819554","Spint2-74047774"
"Col24a1-73636093","Slc43a2-74425544"
