Gene1,Gene2
"Grm1-537","Lix1-643"
"Epha1-74640882","Npnt-71670677"
"Cadm2-73635999","Tmeff1-77395095"
"Aldh1a1-72103809","Hgf-77867710"
"Fam196a-75042244","Ptger4-112203056"
"Svip-73931622","Syt4-2651"
"Serinc1-77413696","Smpd1-77413684"
"Mtap1a-76115734","Svip-73931622"
"Fam124a-72472790","Mtap-79568030"
"Gpr123-71924056","Shb-71670695"
"Cd8b1-73732149","Tnfrsf25-121096"
"Fat4-74363356","Sh3d19-74425516"
"Fryl-73512207","Ipo4-74658174"
"Ap1b1-356859","Dach2-74819331"
"Apbb1-2033","Ptn-2507"
"Adra2b-74724532","Odz3-79908833"
"Kcna1-73994714","Postn-77371799"
"Pck2-71836804","Pole4-75651230"
"Nsun7-77332090","Ptger4-112203056"
"Apbb1-2033","Tmem91-75651161"
"Kpnb1-77340472","Spint2-74047774"
"Gabrb3-75551468","Ndufa10-74658173"
"Bcl11a-71836837","Cbfa2t3-75038485"
"Ndufv3-12","Tgfb2-77869842"
"2010111I01Rik-71717630","LOC545810-71924492"
"Slx1b-74819688","Tm2d3-83167"
"C1qc-77340474","Cbln2-70231306"
"Kcnj15-2339","Slx1b-74819688"
"Cdh9-72472764","Sprn-73512367"
"Gpx2-74819652","Tmx4-74882217"
"2010300C02Rik-70743898","9830001H06Rik-77340458"
"Adam33-75147767","Pck2-71836804"
"Alg14-75081004","Rfx4-71249068"
"Galnt13-72472803","Mafb-73771240"
"Apc-74881517","Gpr123-71924056"
"2010300C02Rik-70743898","Gabra4-71924402"
"Mtap-79568030","Sox10-79556652"
"Ndufv3-12","Nsun7-77332090"
"Adora2a-72109410","Syt4-2651"
"Epha1-74640882","LOC545810-71924492"
"Kpna4-2359","Mef2a-199392"
"Gnrh1-75080152","Thbs2-73929578"
"Ipo4-74658174","Pitrm1-74273117"
"Mdk-1227","Slc35f2-74819683"
"Col5a3-74272917","Hapln1-77332706"
"Ano6-77887878","Elmod1-71924269"
"Spint2-74047774","Tmx4-74882217"
"C1qc-77340474","Nog-75084476"
"Kcnj15-2339","Scube3-74988656"
"Nrm-75042265","Sh3d19-74425516"
"Fam124a-72472790","Mdk-1227"
"Ankrd10-2027","Suv39h2-1538"
"BC100451-73615805","Fam105a-74819326"
"Nsun7-77332090","Prrg2-276063"
"Tmem91-75651161","Tsen34-1944"
"Epn3-74357584","Kcna1-73994714"
"Dbndd2-45668","Traf2-2691"
"Dyrk1b-71717583","Slc10a3-74047876"
"Gpnmb-74581367","Iqcj-74272918"
"Nr5a1-734","Slc35f1-75084145"
"Fam124a-72472790","Tspyl4-67936212"
"Kcnj9-72119580","Ntm-77866868"
"Apc-74881517","Matk-76135823"
"Hbb-b2-77371773","Thnsl1-74988343"
"Ipo4-74658174","Tmx4-74882217"
"Apbb1-2033","Kpna4-2359"
"Ly6h-71924388","Pitrm1-74273117"
"Elmod1-71924269","Thbs2-73929578"
"Chrna2-75551460","Sostdc1-77874602"
"Gpx2-74819652","Tm2d3-83167"
"Fat4-74363356","Gpr146-77371845"
"Mtrr-2413","Zmiz1-74988259"
"Npnt-71670677","Syt4-2651"
"Cep78-322963","Gng12-73512194"
"Chrna2-75551460","Ipo4-74658174"
"Mdk-1227","Nrm-75042265"
"Cpt1c-2117","Donson-2157"
"Nxn-72007747","Spint2-74047774"
"Npnt-71670677","Tspyl4-67936212"
"Chrna2-75551460","Pgrmc2-74882697"
"Ano6-77887878","Gabrb3-75551468"
"C030046I01Rik-74881890","Gnrh1-75080152"
"Dok1-75042248","Ngfrap1-1786"
"Fndc3b-74988759","Pafah1b1-2460"
"Decr1-74425550","Serinc1-77413696"
"Sik3-74881867","Tspyl4-67936212"
"Pole4-75651230","Sh3d19-74425516"
"Apc-74881517","Ntm-77866868"
"Mafb-73771240","Plxnd1-77340482"
"Kcnj9-72119580","Svip-73931622"
"Cacng8-72108823","Nsun7-77332090"
"Hapln1-77332706","Spint2-74047774"
"Kpnb1-77340472","Nxn-72007747"
