Gene1,Gene2
"Icam5-73520989","Suv39h2-1538"
"Entpd1-393","ORF63-1247"
"A4galt-71717165","Csk-75651192"
"Chrna2-75551460","Inhbb-73636087"
"Cd24a-79591541","Sept5-958"
"Dlx1-348","Junb-2335"
"Csk-75651192","Limk1-640"
"Abcd1-356086","Ldhd-74425554"
"Elf2-1349","Snca-986"
"Nog-75084476","Ptger4-112203056"
"Hbb-b2-77371773","Mmp14-74658084"
"Bsg-166","Dok2-2155"
"1700037H04Rik-324211","Clic6-1984"
"B4galt6-2055","Slc41a3-73512484"
"Gnai2-2263","Uba6-74819486"
"Icmt-585","Snca-986"
"Cbln2-70231306","Mpzl1-77332711"
"Ccnd2-205","Dbh-79907893"
"Pnrc1-2501","Th-1056"
"Cpe-1691","Zbtb20-79568020"
"Adora2a-72109410","Serinc1-77413696"
"Cer1-2091","Tmod1-75988526"
"Frrs1-2557","Slc35b4-75774107"
"Cd24a-79591541","Nmb-71836874"
"Hectd2-2002","Sytl3-2653"
"Lmo2-2383","Syt11-2649"
"Gpr123-71924056","Npnt-71670677"
"Gcg-75749416","Pdxk-788"
"Cdh2-79556666","Trappc10-1063"
"Dok2-2155","Txnip-1084"
"Junb-2335","Mmaa-1772"
"Ccdc136-324214","Sept7-961"
"Lmx1b-1508","Syt7-1035"
"Hpca-72129291","Scn3b-73512195"
"Hnrpdl-571","Mef2c-667"
"Rcan1-362","Trip4-1924"
"C030046I01Rik-74881890","Chrna2-75551460"
"Kctd17-72340180","Vstm2b-77869820"
"Fryl-73512207","Tmeff1-77395095"
"Lhx8-2379","Syt6-1032"
"Gabrb3-75551468","Pitrm1-74273117"
"D930028M14Rik-73512190","Glra1-72108824"
"Ccnd2-205","Zfp280c-1669"
"Nr4a2-732","Rcan1-362"
"Bzw1-324215","Hpca-72129291"
"Bzw1-324215","LOC433254-72108822"
"Cd24a-79591541","Cst3-69120555"
"Pdxk-788","Plxnb3-1265"
"Atp10a-72128790","Otud6b-83158"
"Mlx-77414147","Plcd3-276272"
"Ankrd10-2027","Dbndd2-45668"
"Chrna1-75551465","Slc6a15-73929609"
"AW046396-72340236","Creb3l1-112197858"
"Dcn-329","Rnasek-75934529"
"Dlx6as1-2000","Emb-73930836"
"Fancd2-73635979","LOC433254-72108822"
"Acacb-74881515","Vstm2b-77869820"
"Mon1b-74958566","Zic1-72103843"
"Bdnf-79587720","Lhx8-2379"
"Ankrd10-2027","Icam5-73520989"
"2010111I01Rik-71717630","Npnt-71670677"
"Lamb1-71670482","Pfkl-795"
"Ipo4-74658174","Mmp14-74658084"
"C2cd2-1986","D930028M14Rik-73512190"
"Plxnb3-1265","Trappc10-1063"
"B4galt6-2055","Csk-75651192"
"Lrrn1-72129293","Ociad2-75041527"
"Hnrpdl-571","Rnasek-75934529"
"Cks2-80517357","Mafb-73771240"
"Hes7-2289","Phox2b-2480"
"9330182L06Rik-75081005","Hbb-77340464"
"Agap3-2089","Traf2-2691"
"Cer1-2091","Wnt8a-1115"
"Bzw1-324215","Vstm2b-77869820"
"Ly6h-71924388","Tmx4-74882217"
"Copa-1689","Tnfrsf21-71836885"
"Acacb-74881515","Nfix-2423"
"Dcn-329","Slc16a4-2579"
"Aff4-2363","Lrrn1-72129293"
"Junb-2335","Lancl3-73925716"
"Pam16-2391","Phox2b-2480"
"Mtap1a-76115734","Npnt-71670677"
"Hnrpdl-571","Lmo2-2383"
"Ndufa10-74658173","Slc43a2-74425544"
"Map4k3-657","Tcf4-1044"
"Ccdc136-324214","Gata2-100"
"Cdc25b-74274686","Syt6-1032"
"5330421K23Rik*-75043138","Ptrf-73521818"
"Mmaa-1772","Zfp280c-1669"
"Hook3-1197","Kif5b-2353"
"Lpl-649","Uba6-74819486"
"Camk2g-189","Erf-2195"
"Fabp3-418","Snca-986"
"Nmb-71836874","Slc6a11-72472802"
"Copa-1689","Dlx6as1-2000"
"Cadps-72119581","Ccnd2-205"
"E4f1-1199","Plxnb3-1265"
"Mmp14-74658084","Sostdc1-77874602"
"Prpsap2-293663","Satb1-79488931"
"Grik1-527","Ptprcap-121091"
"Mtf2-1510","Uchl1-1088"
"Cldn1-70612723","Ldlr-1766"
"Fat4-74363356","LOC545810-71924492"
"Aff4-2363","Lhx8-2379"
"B4galt6-2055","Dlx6as1-2000"
"Aff4-2363","Bzw1-324215"
"Cdh2-79556666","Cpe-1691"
"Ostf1-73907505","Trip4-1924"
"Csk-75651192","Dlx1-348"
"9330182L06Rik-75081005","Ptger4-112203056"
"Gpr146-77371845","Nrm-75042265"
"Ccdc136-324214","Trappc10-1063"
"Nfix-2423","Ociad2-75041527"
"Mef2c-79567505","Nxn-72007747"
"BC031353-77371767","Chrna1-75551465"
"Gpnmb-74581367","Matk-76135823"
"F13a1-74882565","Reep5-2159"
"Hbb-77340464","Smpd1-67881552"
"Cbfb-1168","Gtf2h4-1458"
"Dlx1-348","LOC433254-72108822"
"Cst3-69120555","Dbh-79907893"
"Cer1-2091","Hs3st1-2305"
"Csk-75651192","Lamb1-71670482"
"Csk-75651192","Laptm4b-75651225"
"Atp10a-72128790","Prkch-73520406"
"LOC545810-71924492","Sik3-74881867"
"Mtif2-677","Ociad2-75041527"
"Ldhd-74425554","Tubb4a-1081"
"Chrna1-75551465","Gcg-75749416"
"Hnrpdl-571","Hs3st1-2305"
"Aqp4-79556722","Capsl-75079776"
"Pgrmc2-74882697","Sprn-73512367"
"Ociad2-75041527","Pdlim2-2476"
"Dusp1-324212","Psmc2-356850"
"Kcna1-73994714","Oxt-112648396"
"Bdnf-79587720","Rnasek-75934529"
"Cadm2-73635999","Ly6h-71924388"
"Ano6-77887878","Tmeff1-77395095"
"Cuedc2-79556640","Epn3-74357584"
"Gnai2-2263","Ywhaq-1130"
"Chrna1-75551465","Sept5-958"
"Alpk2-74988275","Ociad2-75041527"
"Mmaa-1772","Tmem215-73636150"
"Dbh-79907893","Tnrc6a-314"
"Sostdc1-77874602","Tmx4-74882217"
"Cst3-69120555","Trip4-1924"
"Cd1d1-219","Ptprcap-121091"
"Kctd17-72340180","Lhx8-2379"
"Alpk2-74988275","Reep5-2159"
"B4galt6-2055","Cpe-1691"
"Cst3-69120555","Lrrn1-72129293"
"Kcnj6-609","Ncaph2-355887"
"Dbndd2-45668","Grm1-537"
"Lmod2-73636019","Slc41a3-73512484"
"1700086L19Rik-1643","Mmaa-1772"
"1700037H04Rik-324211","Txnip-1084"
"Smpd1-77413684","Svip-73931622"
"Abhd8-2012","Cadps-72119581"
"Cacng8-72108823","Mtrr-2413"
"Mmp14-74658084","Pafah1b1-2460"
