"","gene1","gene2"
"1","Snap47-3","Snap47-3"
"2","Nvl-5","Nvl-5"
"3","Gtf3c2-7","Gtf3c2-7"
"4","Gata2-100","Gtf3c2-7"
"5","Bsg-166","Gtf3c2-7"
"6","Cdk5-244","Gtf3c2-7"
"7","Tnrc6a-314","Gtf3c2-7"
"8","Dcn-329","Gtf3c2-7"
"9","Dlx1-348","Gtf3c2-7"
"10","Hes1-556","Gtf3c2-7"
"11","Klc2-618","Gtf3c2-7"
"12","Limk1-640","Gtf3c2-7"
"13","Pax6-764","Gtf3c2-7"
"14","Pdxk-788","Gtf3c2-7"
"15","Pfkl-795","Gtf3c2-7"
"16","Rad23b-881","Gtf3c2-7"
"17","Sept5-958","Gtf3c2-7"
"18","Sept7-961","Gtf3c2-7"
"19","Tiam1-1059","Gtf3c2-7"
"20","Trim28-1071","Gtf3c2-7"
"21","Tubb4a-1081","Gtf3c2-7"
"22","Wnt8a-1115","Gtf3c2-7"
"23","Cyp4f15-1189","Gtf3c2-7"
"24","Hook3-1197","Gtf3c2-7"
"25","E4f1-1199","Gtf3c2-7"
"26","Lmo1-1373","Gtf3c2-7"
"27","Cpe-1691","Gtf3c2-7"
"28","Clic6-1984","Gtf3c2-7"
"29","Hectd2-2002","Gtf3c2-7"
"30","B4galt6-2055","Gtf3c2-7"
"31","Cer1-2091","Gtf3c2-7"
"32","Reep5-2159","Gtf3c2-7"
"33","Ets1-2199","Gtf3c2-7"
"34","Hes7-2289","Gtf3c2-7"
"35","Hs3st1-2305","Gtf3c2-7"
"36","Kif5b-2353","Gtf3c2-7"
"37","Aff4-2363","Gtf3c2-7"
"38","Lmo2-2383","Gtf3c2-7"
"39","Slc16a4-2579","Gtf3c2-7"
"40","Slc5a1-2621","Gtf3c2-7"
"41","Syt11-2649","Gtf3c2-7"
"42","Tfap2a-2661","Gtf3c2-7"
"43","1700037H04Rik-324211","Gtf3c2-7"
"44","Ccdc136-324214","Gtf3c2-7"
"45","Bzw1-324215","Gtf3c2-7"
"46","Rbm18-356083","Gtf3c2-7"
"47","Abcd1-356086","Gtf3c2-7"
"48","Homer3-356087","Gtf3c2-7"
"49","Psmc2-356850","Gtf3c2-7"
"50","Cst3-69120555","Gtf3c2-7"
"51","Pcdh9-10","Pcdh9-10"
"52","Ndufv3-12","Ndufv3-12"
"53","Shroom1-1315","Ndufv3-12"
"54","Mtrr-2413","Ndufv3-12"
"55","Prrg2-276063","Ndufv3-12"
"56","Prpsap2-293663","Ndufv3-12"
"57","Smpd1-67881552","Ndufv3-12"
"58","Cbln2-70231306","Ndufv3-12"
"59","Cacng8-72108823","Ndufv3-12"
"60","Gng12-73512194","Ndufv3-12"
"61","Kcna1-73994714","Ndufv3-12"
"62","Rplp0-74047927","Ndufv3-12"
"63","Fez2-74272477","Ndufv3-12"
"64","Epn3-74357584","Ndufv3-12"
"65","Col19a1-74658066","Ndufv3-12"
"66","Iscu-74819565","Ndufv3-12"
"67","Zmiz1-74988259","Ndufv3-12"
"68","Fam196a-75042244","Ndufv3-12"
"69","9330182L06Rik-75081005","Ndufv3-12"
"70","Nog-75084476","Ndufv3-12"
"71","Hmox2-75774681","Ndufv3-12"
"72","Nrbp2-75774686","Ndufv3-12"
"73","Rec8-77278975","Ndufv3-12"
"74","Nsun7-77332090","Ndufv3-12"
"75","Mpzl1-77332711","Ndufv3-12"
"76","Hbb-77340464","Ndufv3-12"
"77","C1qc-77340474","Ndufv3-12"
"78","Postn-77371799","Ndufv3-12"
"79","Enpp2-77413700","Ndufv3-12"
"80","Satb1-79488931","Ndufv3-12"
"81","Cuedc2-79556640","Ndufv3-12"
"82","Gabrq-79591569","Ndufv3-12"
"83","Ankrd24-80343396","Ndufv3-12"
"84","Ptger4-112203056","Ndufv3-12"
"85","Oxt-112648396","Ndufv3-12"
"86","Mageh1-17","Mageh1-17"
"87","Npr1-71670678","Mageh1-17"
"88","Scn4b-73636111","Mageh1-17"
"89","Sacm1l-74882832","Mageh1-17"
"90","Sypl-75233089","Mageh1-17"
"91","Cdca7-26","Cdca7-26"
"92","Anln-33","Cdca7-26"
"93","Hepacam-35","Cdca7-26"
"94","Thap1-44","Cdca7-26"
"95","9130024F11Rik-51","Cdca7-26"
"96","Pmch-55","Cdca7-26"
"97","Prune2-57","Cdca7-26"
"98","Acta1-60","Cdca7-26"
"99","Actr2-67","Cdca7-26"
"100","Agpat3-85","Cdca7-26"
"101","Akap8-91","Cdca7-26"
"102","Anp32a-94","Cdca7-26"
"103","Usp48-149","Cdca7-26"
"104","Bcan-154","Cdca7-26"
"105","Cdh13-234","Cdca7-26"
"106","Cds2-250","Cdca7-26"
"107","Chst2-266","Cdca7-26"
"108","Clock-273","Cdca7-26"
"109","Col18a1-287","Cdca7-26"
"110","Cry2-302","Cdca7-26"
"111","Cryzl1-304","Cdca7-26"
"112","Tomm70a-320","Cdca7-26"
"113","Ubxn11-322","Cdca7-26"
"114","Dgkg-343","Cdca7-26"
"115","Ripply3-367","Cdca7-26"
"116","Efna3-381","Cdca7-26"
"117","Efna5-383","Cdca7-26"
"118","Fgf12-424","Cdca7-26"
"119","Fgf13-427","Cdca7-26"
"120","Fgfr2-445","Cdca7-26"
"121","Gabrb2-472","Cdca7-26"
"122","Gad1-479","Cdca7-26"
"123","Gls-500","Cdca7-26"
"124","Gnao1-506","Cdca7-26"
"125","Grb10-522","Cdca7-26"
"126","Hgf-558","Cdca7-26"
"127","Htr1b-584","Cdca7-26"
"128","Lhx6-635","Cdca7-26"
"129","Lynx1-655","Cdca7-26"
"130","Mapre2-659","Cdca7-26"
"131","Mcm3ap-665","Cdca7-26"
"132","Ndrg3-690","Cdca7-26"
"133","Ngfr-705","Cdca7-26"
"134","Nr3c2-730","Cdca7-26"
"135","Olfm1-760","Cdca7-26"
"136","Pcdhga12-770","Cdca7-26"
"137","Pde9a-785","Cdca7-26"
"138","Per1-791","Cdca7-26"
"139","Per2-793","Cdca7-26"
"140","Pmaip1-823","Cdca7-26"
"141","Pmp22-825","Cdca7-26"
"142","Psap-846","Cdca7-26"
"143","Pvalb-868","Cdca7-26"
"144","Rfx1-895","Cdca7-26"
"145","Serpini1-963","Cdca7-26"
"146","Sod1-994","Cdca7-26"
"147","Stmn4-1006","Cdca7-26"
"148","Syt1-1014","Cdca7-26"
"149","Syt13-1020","Cdca7-26"
"150","Syt2-1023","Cdca7-26"
"151","Syt3-1026","Cdca7-26"
"152","Tsc22d1-1051","Cdca7-26"
"153","Trim9-1074","Cdca7-26"
"154","Ttc3-1079","Cdca7-26"
"155","Ucn3-1091","Cdca7-26"
"156","Vsnl1-1106","Cdca7-26"
"157","Wif1-1111","Cdca7-26"
"158","Xbp1-1119","Cdca7-26"
"159","Zfand5-1140","Cdca7-26"
"160","Chrna4-1173","Cdca7-26"
"161","Ctps-1185","Cdca7-26"
"162","Dbp-1193","Cdca7-26"
"163","E2f4-1195","Cdca7-26"
"164","Ghitm-1207","Cdca7-26"
"165","Gng3-1209","Cdca7-26"
"166","Gphn-1211","Cdca7-26"
"167","Meis2-1231","Cdca7-26"
"168","Nr1d1-1243","Cdca7-26"
"169","Papola-1251","Cdca7-26"
"170","Prlr-1268","Cdca7-26"
"171","Runx2-1278","Cdca7-26"
"172","Taf1d-1317","Cdca7-26"
"173","Dpysl4-1345","Cdca7-26"
"174","Efna1-1347","Cdca7-26"
"175","Etv6-1353","Cdca7-26"
"176","Grp-1363","Cdca7-26"
"177","Mmp15-1383","Cdca7-26"
"178","Prnp-1405","Cdca7-26"
"179","Wnt4-1444","Cdca7-26"
"180","Szt2-1446","Cdca7-26"
"181","Ifngr2-1460","Cdca7-26"
"182","Tsc22d4-1464","Cdca7-26"
"183","Cdkn2b-1476","Cdca7-26"
"184","Hes6-1504","Cdca7-26"
"185","Sprr1a-1534","Cdca7-26"
"186","Trim25-1545","Cdca7-26"
"187","Nfib-1555","Cdca7-26"
"188","Rgs16-1567","Cdca7-26"
"189","Srpr-1593","Cdca7-26"
"190","Slc36a4-1597","Cdca7-26"
"191","Asb6-1599","Cdca7-26"
"192","Bcl7b-1601","Cdca7-26"
"193","Cdkn2d-1603","Cdca7-26"
"194","Gli3-1615","Cdca7-26"
"195","Gpc4-1617","Cdca7-26"
"196","Hoxd9-1623","Cdca7-26"
"197","Vash2-1667","Cdca7-26"
"198","Brd8-1673","Cdca7-26"
"199","Ankrd54-1677","Cdca7-26"
"200","Cdkn2c-1683","Cdca7-26"
"201","Vsx2-1687","Cdca7-26"
"202","Dner-1699","Cdca7-26"
"203","Aldh1l1-1724","Cdca7-26"
"204","Gnaz-1730","Cdca7-26"
"205","Irx2-1752","Cdca7-26"
"206","Kcnab2-1754","Cdca7-26"
"207","Kcnc4-1756","Cdca7-26"
"208","Lphn2-1768","Cdca7-26"
"209","Wash-1796","Cdca7-26"
"210","Raf1-1816","Cdca7-26"
"211","Rgs3-1822","Cdca7-26"
"212","Slc12a8-1836","Cdca7-26"
"213","Slc2a3-1840","Cdca7-26"
"214","Slc6a6-1850","Cdca7-26"
"215","Syngr3-1860","Cdca7-26"
"216","Syt13-1864","Cdca7-26"
"217","Fcrls-1896","Cdca7-26"
"218","Fam89b-1898","Cdca7-26"
"219","Gm6740-1902","Cdca7-26"
"220","Pcdhb17-1908","Cdca7-26"
"221","Scnn1g-1918","Cdca7-26"
"222","Mlxipl-1932","Cdca7-26"
"223","Wbscr17-1934","Cdca7-26"
"224","Zbtb48-1940","Cdca7-26"
"225","Ergic1-1952","Cdca7-26"
"226","Rabep2-1970","Cdca7-26"
"227","Igfbpl1-1974","Cdca7-26"
"228","Fam195a-1996","Cdca7-26"
"229","Anxa11-2029","Cdca7-26"
"230","Apba2-2031","Cdca7-26"
"231","Arhgef2-2043","Cdca7-26"
"232","Gpr146-2059","Cdca7-26"
"233","Sdccag3-2075","Cdca7-26"
"234","Cct8-2079","Cdca7-26"
"235","Cdkn1a-2085","Cdca7-26"
"236","Cmtm3-2099","Cdca7-26"
"237","Cnih2-2109","Cdca7-26"
"238","Cryaa-2127","Cdca7-26"
"239","Cx3cl1-2135","Cdca7-26"
"240","Dkk1-2149","Cdca7-26"
"241","Dmwd-2151","Cdca7-26"
"242","Dph2-2161","Cdca7-26"
"243","E2f1-2171","Cdca7-26"
"244","Eif2ak3-2181","Cdca7-26"
"245","Ephb6-2191","Cdca7-26"
"246","Gjb5-2259","Cdca7-26"
"247","Hmga1-2295","Cdca7-26"
"248","Il17rc-2319","Cdca7-26"
"249","Irf9-2329","Cdca7-26"
"250","Kdm4b-2331","Cdca7-26"
"251","Kcne3-2337","Cdca7-26"
"252","Kdr-2347","Cdca7-26"
"253","Lepre1-2371","Cdca7-26"
"254","Lmo4-2385","Cdca7-26"
"255","Madcam1-2389","Cdca7-26"
"256","Map3k7-2393","Cdca7-26"
"257","Mapk14-2399","Cdca7-26"
"258","Mif-2407","Cdca7-26"
"259","Mtf1-2409","Cdca7-26"
"260","Nkiras2-2429","Cdca7-26"
"261","Nrf1-2438","Cdca7-26"
"262","Ntf3-2440","Cdca7-26"
"263","Omg-2450","Cdca7-26"
"264","Pgrmc1-2478","Cdca7-26"
"265","Plk1-2487","Cdca7-26"
"266","Pparg-2495","Cdca7-26"
"267","Ppm1a-2497","Cdca7-26"
"268","Ptpn18-2509","Cdca7-26"
"269","Rela-2523","Cdca7-26"
"270","Rora-2537","Cdca7-26"
"271","Ryk-2541","Cdca7-26"
"272","Sfn-2561","Cdca7-26"
"273","Sfrp1-2563","Cdca7-26"
"274","St3gal3-2567","Cdca7-26"
"275","Slc19a2-2585","Cdca7-26"
"276","Slc26a8-2597","Cdca7-26"
"277","Srp54a-2629","Cdca7-26"
"278","Stx1a-2645","Cdca7-26"
"279","Tat-2657","Cdca7-26"
"280","Tmbim6-2663","Cdca7-26"
"281","Thpo-2671","Cdca7-26"
"282","Med24-2675","Cdca7-26"
"283","Tulp4-2699","Cdca7-26"
"284","Tyr-2703","Cdca7-26"
"285","Usp25-2713","Cdca7-26"
"286","Dcaf4-2717","Cdca7-26"
"287","Kdelr1-130912","Cdca7-26"
"288","Rarg-130913","Cdca7-26"
"289","Sar1a-321204","Cdca7-26"
"290","Iffo2-322962","Cdca7-26"
"291","Ccng1-324210","Cdca7-26"
"292","Tecr-544902","Cdca7-26"
"293","Arf3-655120","Cdca7-26"
"294","Mrpl12-70743841","Cdca7-26"
"295","Camkk2-70743899","Cdca7-26"
"296","Enox2-70928339","Cdca7-26"
"297","Sdc3-71358662","Cdca7-26"
"298","Ninj1-71670490","Cdca7-26"
"299","Tbc1d1-71670698","Cdca7-26"
"300","Rasal2-71670719","Cdca7-26"
"301","Itgb5-71920512","Cdca7-26"
"302","Kirrel3-71920516","Cdca7-26"
"303","Sobp-71920521","Cdca7-26"
"304","Unc5d-71924239","Cdca7-26"
"305","Wwox-72077451","Cdca7-26"
"306","Pcsk2-72080025","Cdca7-26"
"307","Phf6-72080044","Cdca7-26"
"308","Ngef-72119591","Cdca7-26"
"309","9930013L23Rik-72128775","Cdca7-26"
"310","Prkcb-72129247","Cdca7-26"
"311","Kcnmb4-72283793","Cdca7-26"
"312","Gpr126-73520982","Cdca7-26"
"313","Sytl5-73930809","Cdca7-26"
"314","2310046A06Rik-73931408","Cdca7-26"
"315","Glrx-73931409","Cdca7-26"
"316","Cox4i1-73992933","Cdca7-26"
"317","Rab6a-74047909","Cdca7-26"
"318","Gss-74273307","Cdca7-26"
"319","Ltb-74363350","Cdca7-26"
"320","Lrsam1-74583161","Cdca7-26"
"321","2610019F03Rik-74724511","Cdca7-26"
"322","Agtr1b-74724627","Cdca7-26"
"323","Plk2-74743272","Cdca7-26"
"324","Aldh2-74819240","Cdca7-26"
"325","Dmrt3-74819342","Cdca7-26"
"326","Dad1-74819345","Cdca7-26"
"327","Axin2-74819487","Cdca7-26"
"328","Stmn2-74819695","Cdca7-26"
"329","Yeats2-74988249","Cdca7-26"
"330","Plcz1-74988296","Cdca7-26"
"331","Serpina3n-75043155","Cdca7-26"
"332","Oxtr-75081001","Cdca7-26"
"333","Tmem47-75081394","Cdca7-26"
