"","gene1","gene2"
"334","Ppp1r3b-75084111","Cdca7-26"
"335","Nid1-75084474","Cdca7-26"
"336","Ttbk2-75147759","Cdca7-26"
"337","Gabra6-75551467","Cdca7-26"
"338","Ptpn2-77413686","Cdca7-26"
"339","Itm2c-77414652","Cdca7-26"
"340","Edc3-77414911","Cdca7-26"
"341","Plp1-79556704","Cdca7-26"
"342","S100b-79591593","Cdca7-26"
"343","Oprm1-79912572","Cdca7-26"
"344","Sema5a-80516967","Cdca7-26"
"345","Prkag2-29","Prkag2-29"
"346","Dopey2-31","Dopey2-31"
"347","Morc3-1311","Dopey2-31"
"348","Wnt11-2727","Dopey2-31"
"349","Cdca7-26","Anln-33"
"350","Anln-33","Anln-33"
"351","Hepacam-35","Anln-33"
"352","Thap1-44","Anln-33"
"353","9130024F11Rik-51","Anln-33"
"354","Pmch-55","Anln-33"
"355","Prune2-57","Anln-33"
"356","Acta1-60","Anln-33"
"357","Actr2-67","Anln-33"
"358","Agpat3-85","Anln-33"
"359","Akap8-91","Anln-33"
"360","Anp32a-94","Anln-33"
"361","Usp48-149","Anln-33"
"362","Bcan-154","Anln-33"
"363","Cdh13-234","Anln-33"
"364","Cds2-250","Anln-33"
"365","Chst2-266","Anln-33"
"366","Clock-273","Anln-33"
"367","Col18a1-287","Anln-33"
"368","Cry2-302","Anln-33"
"369","Cryzl1-304","Anln-33"
"370","Tomm70a-320","Anln-33"
"371","Ubxn11-322","Anln-33"
"372","Dgkg-343","Anln-33"
"373","Ripply3-367","Anln-33"
"374","Efna3-381","Anln-33"
"375","Efna5-383","Anln-33"
"376","Fgf12-424","Anln-33"
"377","Fgf13-427","Anln-33"
"378","Fgfr2-445","Anln-33"
"379","Gabrb2-472","Anln-33"
"380","Gad1-479","Anln-33"
"381","Gls-500","Anln-33"
"382","Gnao1-506","Anln-33"
"383","Grb10-522","Anln-33"
"384","Hgf-558","Anln-33"
"385","Htr1b-584","Anln-33"
"386","Lhx6-635","Anln-33"
"387","Lynx1-655","Anln-33"
"388","Mapre2-659","Anln-33"
"389","Mcm3ap-665","Anln-33"
"390","Ndrg3-690","Anln-33"
"391","Ngfr-705","Anln-33"
"392","Nr3c2-730","Anln-33"
"393","Olfm1-760","Anln-33"
"394","Pcdhga12-770","Anln-33"
"395","Pde9a-785","Anln-33"
"396","Per1-791","Anln-33"
"397","Per2-793","Anln-33"
"398","Pmaip1-823","Anln-33"
"399","Pmp22-825","Anln-33"
"400","Psap-846","Anln-33"
"401","Pvalb-868","Anln-33"
"402","Rfx1-895","Anln-33"
"403","Serpini1-963","Anln-33"
"404","Sod1-994","Anln-33"
"405","Stmn4-1006","Anln-33"
"406","Syt1-1014","Anln-33"
"407","Syt13-1020","Anln-33"
"408","Syt2-1023","Anln-33"
"409","Syt3-1026","Anln-33"
"410","Tsc22d1-1051","Anln-33"
"411","Trim9-1074","Anln-33"
"412","Ttc3-1079","Anln-33"
"413","Ucn3-1091","Anln-33"
"414","Vsnl1-1106","Anln-33"
"415","Wif1-1111","Anln-33"
"416","Xbp1-1119","Anln-33"
"417","Zfand5-1140","Anln-33"
"418","Chrna4-1173","Anln-33"
"419","Ctps-1185","Anln-33"
"420","Dbp-1193","Anln-33"
"421","E2f4-1195","Anln-33"
"422","Ghitm-1207","Anln-33"
"423","Gng3-1209","Anln-33"
"424","Gphn-1211","Anln-33"
"425","Meis2-1231","Anln-33"
"426","Nr1d1-1243","Anln-33"
"427","Papola-1251","Anln-33"
"428","Prlr-1268","Anln-33"
"429","Runx2-1278","Anln-33"
"430","Taf1d-1317","Anln-33"
"431","Dpysl4-1345","Anln-33"
"432","Efna1-1347","Anln-33"
"433","Etv6-1353","Anln-33"
"434","Grp-1363","Anln-33"
"435","Mmp15-1383","Anln-33"
"436","Prnp-1405","Anln-33"
"437","Wnt4-1444","Anln-33"
"438","Szt2-1446","Anln-33"
"439","Ifngr2-1460","Anln-33"
"440","Tsc22d4-1464","Anln-33"
"441","Cdkn2b-1476","Anln-33"
"442","Hes6-1504","Anln-33"
"443","Sprr1a-1534","Anln-33"
"444","Trim25-1545","Anln-33"
"445","Nfib-1555","Anln-33"
"446","Rgs16-1567","Anln-33"
"447","Srpr-1593","Anln-33"
"448","Slc36a4-1597","Anln-33"
"449","Asb6-1599","Anln-33"
"450","Bcl7b-1601","Anln-33"
"451","Cdkn2d-1603","Anln-33"
"452","Gli3-1615","Anln-33"
"453","Gpc4-1617","Anln-33"
"454","Hoxd9-1623","Anln-33"
"455","Vash2-1667","Anln-33"
"456","Brd8-1673","Anln-33"
"457","Ankrd54-1677","Anln-33"
"458","Cdkn2c-1683","Anln-33"
"459","Vsx2-1687","Anln-33"
"460","Dner-1699","Anln-33"
"461","Aldh1l1-1724","Anln-33"
"462","Gnaz-1730","Anln-33"
"463","Irx2-1752","Anln-33"
"464","Kcnab2-1754","Anln-33"
"465","Kcnc4-1756","Anln-33"
"466","Lphn2-1768","Anln-33"
"467","Wash-1796","Anln-33"
"468","Raf1-1816","Anln-33"
"469","Rgs3-1822","Anln-33"
"470","Slc12a8-1836","Anln-33"
"471","Slc2a3-1840","Anln-33"
"472","Slc6a6-1850","Anln-33"
"473","Syngr3-1860","Anln-33"
"474","Syt13-1864","Anln-33"
"475","Fcrls-1896","Anln-33"
"476","Fam89b-1898","Anln-33"
"477","Gm6740-1902","Anln-33"
"478","Pcdhb17-1908","Anln-33"
"479","Scnn1g-1918","Anln-33"
"480","Mlxipl-1932","Anln-33"
"481","Wbscr17-1934","Anln-33"
"482","Zbtb48-1940","Anln-33"
"483","Ergic1-1952","Anln-33"
"484","Rabep2-1970","Anln-33"
"485","Igfbpl1-1974","Anln-33"
"486","Fam195a-1996","Anln-33"
"487","Anxa11-2029","Anln-33"
"488","Apba2-2031","Anln-33"
"489","Arhgef2-2043","Anln-33"
"490","Gpr146-2059","Anln-33"
"491","Sdccag3-2075","Anln-33"
"492","Cct8-2079","Anln-33"
"493","Cdkn1a-2085","Anln-33"
"494","Cmtm3-2099","Anln-33"
"495","Cnih2-2109","Anln-33"
"496","Cryaa-2127","Anln-33"
"497","Cx3cl1-2135","Anln-33"
"498","Dkk1-2149","Anln-33"
"499","Dmwd-2151","Anln-33"
"500","Dph2-2161","Anln-33"
"501","E2f1-2171","Anln-33"
"502","Eif2ak3-2181","Anln-33"
"503","Ephb6-2191","Anln-33"
"504","Gjb5-2259","Anln-33"
"505","Hmga1-2295","Anln-33"
"506","Il17rc-2319","Anln-33"
"507","Irf9-2329","Anln-33"
"508","Kdm4b-2331","Anln-33"
"509","Kcne3-2337","Anln-33"
"510","Kdr-2347","Anln-33"
"511","Lepre1-2371","Anln-33"
"512","Lmo4-2385","Anln-33"
"513","Madcam1-2389","Anln-33"
"514","Map3k7-2393","Anln-33"
"515","Mapk14-2399","Anln-33"
"516","Mif-2407","Anln-33"
"517","Mtf1-2409","Anln-33"
"518","Nkiras2-2429","Anln-33"
"519","Nrf1-2438","Anln-33"
"520","Ntf3-2440","Anln-33"
"521","Omg-2450","Anln-33"
"522","Pgrmc1-2478","Anln-33"
"523","Plk1-2487","Anln-33"
"524","Pparg-2495","Anln-33"
"525","Ppm1a-2497","Anln-33"
"526","Ptpn18-2509","Anln-33"
"527","Rela-2523","Anln-33"
"528","Rora-2537","Anln-33"
"529","Ryk-2541","Anln-33"
"530","Sfn-2561","Anln-33"
"531","Sfrp1-2563","Anln-33"
"532","St3gal3-2567","Anln-33"
"533","Slc19a2-2585","Anln-33"
"534","Slc26a8-2597","Anln-33"
"535","Srp54a-2629","Anln-33"
"536","Stx1a-2645","Anln-33"
"537","Tat-2657","Anln-33"
"538","Tmbim6-2663","Anln-33"
"539","Thpo-2671","Anln-33"
"540","Med24-2675","Anln-33"
"541","Tulp4-2699","Anln-33"
"542","Tyr-2703","Anln-33"
"543","Usp25-2713","Anln-33"
"544","Dcaf4-2717","Anln-33"
"545","Kdelr1-130912","Anln-33"
"546","Rarg-130913","Anln-33"
"547","Sar1a-321204","Anln-33"
"548","Iffo2-322962","Anln-33"
"549","Ccng1-324210","Anln-33"
"550","Tecr-544902","Anln-33"
"551","Arf3-655120","Anln-33"
"552","Mrpl12-70743841","Anln-33"
"553","Camkk2-70743899","Anln-33"
"554","Enox2-70928339","Anln-33"
"555","Sdc3-71358662","Anln-33"
"556","Ninj1-71670490","Anln-33"
"557","Tbc1d1-71670698","Anln-33"
"558","Rasal2-71670719","Anln-33"
"559","Itgb5-71920512","Anln-33"
"560","Kirrel3-71920516","Anln-33"
"561","Sobp-71920521","Anln-33"
"562","Unc5d-71924239","Anln-33"
"563","Wwox-72077451","Anln-33"
"564","Pcsk2-72080025","Anln-33"
"565","Phf6-72080044","Anln-33"
"566","Ngef-72119591","Anln-33"
"567","9930013L23Rik-72128775","Anln-33"
"568","Prkcb-72129247","Anln-33"
"569","Kcnmb4-72283793","Anln-33"
"570","Gpr126-73520982","Anln-33"
"571","Sytl5-73930809","Anln-33"
"572","2310046A06Rik-73931408","Anln-33"
"573","Glrx-73931409","Anln-33"
"574","Cox4i1-73992933","Anln-33"
"575","Rab6a-74047909","Anln-33"
"576","Gss-74273307","Anln-33"
"577","Ltb-74363350","Anln-33"
"578","Lrsam1-74583161","Anln-33"
"579","2610019F03Rik-74724511","Anln-33"
"580","Agtr1b-74724627","Anln-33"
"581","Plk2-74743272","Anln-33"
"582","Aldh2-74819240","Anln-33"
"583","Dmrt3-74819342","Anln-33"
"584","Dad1-74819345","Anln-33"
"585","Axin2-74819487","Anln-33"
"586","Stmn2-74819695","Anln-33"
"587","Yeats2-74988249","Anln-33"
"588","Plcz1-74988296","Anln-33"
"589","Serpina3n-75043155","Anln-33"
"590","Oxtr-75081001","Anln-33"
"591","Tmem47-75081394","Anln-33"
"592","Ppp1r3b-75084111","Anln-33"
"593","Nid1-75084474","Anln-33"
"594","Ttbk2-75147759","Anln-33"
"595","Gabra6-75551467","Anln-33"
"596","Ptpn2-77413686","Anln-33"
"597","Itm2c-77414652","Anln-33"
"598","Edc3-77414911","Anln-33"
"599","Plp1-79556704","Anln-33"
"600","S100b-79591593","Anln-33"
"601","Oprm1-79912572","Anln-33"
"602","Sema5a-80516967","Anln-33"
"603","Cdca7-26","Hepacam-35"
"604","Anln-33","Hepacam-35"
"605","Hepacam-35","Hepacam-35"
"606","Thap1-44","Hepacam-35"
"607","9130024F11Rik-51","Hepacam-35"
"608","Pmch-55","Hepacam-35"
"609","Prune2-57","Hepacam-35"
"610","Acta1-60","Hepacam-35"
"611","Actr2-67","Hepacam-35"
"612","Agpat3-85","Hepacam-35"
"613","Akap8-91","Hepacam-35"
"614","Anp32a-94","Hepacam-35"
"615","Usp48-149","Hepacam-35"
"616","Bcan-154","Hepacam-35"
"617","Cdh13-234","Hepacam-35"
"618","Cds2-250","Hepacam-35"
"619","Chst2-266","Hepacam-35"
"620","Clock-273","Hepacam-35"
"621","Col18a1-287","Hepacam-35"
"622","Cry2-302","Hepacam-35"
"623","Cryzl1-304","Hepacam-35"
"624","Tomm70a-320","Hepacam-35"
"625","Ubxn11-322","Hepacam-35"
"626","Dgkg-343","Hepacam-35"
"627","Ripply3-367","Hepacam-35"
"628","Efna3-381","Hepacam-35"
"629","Efna5-383","Hepacam-35"
"630","Fgf12-424","Hepacam-35"
"631","Fgf13-427","Hepacam-35"
"632","Fgfr2-445","Hepacam-35"
"633","Gabrb2-472","Hepacam-35"
"634","Gad1-479","Hepacam-35"
"635","Gls-500","Hepacam-35"
"636","Gnao1-506","Hepacam-35"
"637","Grb10-522","Hepacam-35"
"638","Hgf-558","Hepacam-35"
"639","Htr1b-584","Hepacam-35"
"640","Lhx6-635","Hepacam-35"
"641","Lynx1-655","Hepacam-35"
"642","Mapre2-659","Hepacam-35"
"643","Mcm3ap-665","Hepacam-35"
"644","Ndrg3-690","Hepacam-35"
"645","Ngfr-705","Hepacam-35"
"646","Nr3c2-730","Hepacam-35"
"647","Olfm1-760","Hepacam-35"
"648","Pcdhga12-770","Hepacam-35"
"649","Pde9a-785","Hepacam-35"
"650","Per1-791","Hepacam-35"
"651","Per2-793","Hepacam-35"
"652","Pmaip1-823","Hepacam-35"
"653","Pmp22-825","Hepacam-35"
"654","Psap-846","Hepacam-35"
"655","Pvalb-868","Hepacam-35"
"656","Rfx1-895","Hepacam-35"
"657","Serpini1-963","Hepacam-35"
"658","Sod1-994","Hepacam-35"
"659","Stmn4-1006","Hepacam-35"
"660","Syt1-1014","Hepacam-35"
"661","Syt13-1020","Hepacam-35"
"662","Syt2-1023","Hepacam-35"
"663","Syt3-1026","Hepacam-35"
"664","Tsc22d1-1051","Hepacam-35"
"665","Trim9-1074","Hepacam-35"
"666","Ttc3-1079","Hepacam-35"
"667","Ucn3-1091","Hepacam-35"
"668","Vsnl1-1106","Hepacam-35"
"669","Wif1-1111","Hepacam-35"
"670","Xbp1-1119","Hepacam-35"
"671","Zfand5-1140","Hepacam-35"
"672","Chrna4-1173","Hepacam-35"
"673","Ctps-1185","Hepacam-35"
"674","Dbp-1193","Hepacam-35"
"675","E2f4-1195","Hepacam-35"
"676","Ghitm-1207","Hepacam-35"
"677","Gng3-1209","Hepacam-35"
"678","Gphn-1211","Hepacam-35"
"679","Meis2-1231","Hepacam-35"
"680","Nr1d1-1243","Hepacam-35"
"681","Papola-1251","Hepacam-35"
"682","Prlr-1268","Hepacam-35"
"683","Runx2-1278","Hepacam-35"
"684","Taf1d-1317","Hepacam-35"
"685","Dpysl4-1345","Hepacam-35"
"686","Efna1-1347","Hepacam-35"
"687","Etv6-1353","Hepacam-35"
"688","Grp-1363","Hepacam-35"
"689","Mmp15-1383","Hepacam-35"
