"","gene1","gene2"
"345","Ccnl2-211","Ccnl2-211"
"346","Gtf3c2-7","Cd1d1-219"
"347","Cd1d1-219","Cd1d1-219"
"348","Sept5-958","Cd1d1-219"
"349","Tsc22d4-1464","Cd1d1-219"
"350","Cpt1a-1478","Cd1d1-219"
"351","Mapre1-2401","Cd1d1-219"
"352","Nprl2-2701","Cd1d1-219"
"353","Cd44-224","Cd44-224"
"354","Nrtn-741","Cd44-224"
"355","Ppp1r7-832","Cd44-224"
"356","Pou2f1-1563","Cd44-224"
"357","Cpt1c-2117","Cd44-224"
"358","Elmod1-71924269","Cd44-224"
"359","Ly6h-71924388","Cd44-224"
"360","Cdh9-72472764","Cd44-224"
"361","Fryl-73512207","Cd44-224"
"362","Sprn-73512367","Cd44-224"
"363","Fam46a-73520967","Cd44-224"
"364","Cadm2-73635999","Cd44-224"
"365","Inhbb-73636087","Cd44-224"
"366","Col24a1-73636093","Cd44-224"
"367","Mafb-73771240","Cd44-224"
"368","Thbs2-73929578","Cd44-224"
"369","C230081A13Rik-73931624","Cd44-224"
"370","Spint2-74047774","Cd44-224"
"371","Meis3-74047845","Cd44-224"
"372","2610109H07Rik-74272038","Cd44-224"
"373","Rgnef-74272892","Cd44-224"
"374","Pitrm1-74273117","Cd44-224"
"375","Tnip2-74425540","Cd44-224"
"376","Slc43a2-74425544","Cd44-224"
"377","Nkd1-74586666","Cd44-224"
"378","Ndufa10-74658173","Cd44-224"
"379","Ipo4-74658174","Cd44-224"
"380","Rapgef4-74749895","Cd44-224"
"381","Mylk-74819252","Cd44-224"
"382","Gpx2-74819652","Cd44-224"
"383","Slx1b-74819688","Cd44-224"
"384","Sart3-74819691","Cd44-224"
"385","C030046I01Rik-74881890","Cd44-224"
"386","Tmx4-74882217","Cd44-224"
"387","Pgrmc2-74882697","Cd44-224"
"388","Tmie-74957868","Cd44-224"
"389","0610010F05Rik-74957923","Cd44-224"
"390","Thnsl1-74988343","Cd44-224"
"391","Scube3-74988656","Cd44-224"
"392","Cep72-74988742","Cd44-224"
"393","Fndc3b-74988759","Cd44-224"
"394","A130014H13Rik-75041574","Cd44-224"
"395","Cacna2d1-75042246","Cd44-224"
"396","Gnrh1-75080152","Cd44-224"
"397","Zfp932-75774665","Cd44-224"
"398","Clip4-75774680","Cd44-224"
"399","Hapln1-77332706","Cd44-224"
"400","Kpnb1-77340472","Cd44-224"
"401","Atp5h-77371785","Cd44-224"
"402","Tmeff1-77395095","Cd44-224"
"403","Gbx2-77868786","Cd44-224"
"404","Sostdc1-77874602","Cd44-224"
"405","Ano6-77887878","Cd44-224"
"406","Mef2c-79567505","Cd44-224"
"407","Actc1-62","Cd81-226"
"408","Cd81-226","Cd81-226"
"409","Hspb7-579","Cd81-226"
"410","Nudt9-2444","Cd81-226"
"411","Mtap4-71587919","Cd81-226"
"412","Ica1-75988482","Cd81-226"
"413","Cdh11-232","Cdh11-232"
"414","Cdh13-234","Cdh13-234"
"415","Cdh2-236","Cdh2-236"
"416","Cdh6-238","Cdh6-238"
"417","Cdk5-244","Cdk5-244"
"418","Cdk5r1-247","Cdk5r1-247"
"419","Agpat3-85","Cds2-250"
"420","Cds2-250","Cds2-250"
"421","Slc36a2-1069","Cds2-250"
"422","Trpc4-1305","Cds2-250"
"423","Kcnc4-1756","Cds2-250"
"424","Slc29a1-1838","Cds2-250"
"425","Ldlrap1-2010","Cds2-250"
"426","Cnih2-2109","Cds2-250"
"427","Hoxb13-2299","Cds2-250"
"428","Leprel4-2547","Cds2-250"
"429","Sbf1-276264","Cds2-250"
"430","Adamts16-276267","Cds2-250"
"431","Cct2-356082","Cds2-250"
"432","B4galt3-357099","Cds2-250"
"433","Chat-252","Chat-252"
"434","Mdk-1227","Chat-252"
"435","Syt4-2651","Chat-252"
"436","Slco1a5-67850945","Chat-252"
"437","Tspyl4-67936212","Chat-252"
"438","2010300C02Rik-70743898","Chat-252"
"439","Rfx4-71249068","Chat-252"
"440","Ttc9b-71249081","Chat-252"
"441","Insrr-71670480","Chat-252"
"442","Shb-71670695","Chat-252"
"443","2010111I01Rik-71717630","Chat-252"
"444","Pck2-71836804","Chat-252"
"445","Gpr123-71924056","Chat-252"
"446","Gabra4-71924402","Chat-252"
"447","LOC545810-71924492","Chat-252"
"448","Aldh1a1-72103809","Chat-252"
"449","Adora2a-72109410","Chat-252"
"450","Kcnj9-72119580","Chat-252"
"451","Bmp3-72472749","Chat-252"
"452","Fam124a-72472790","Chat-252"
"453","Icam5-73520989","Chat-252"
"454","Dpysl5-73635770","Chat-252"
"455","Rgs2-73635771","Chat-252"
"456","Fzd9-73907498","Chat-252"
"457","Fhdc1-73925717","Chat-252"
"458","LOC235953-73931419","Chat-252"
"459","Tex261-74047919","Chat-252"
"460","N4bp2-74363354","Chat-252"
"461","Sh3d19-74425516","Chat-252"
"462","Decr1-74425550","Chat-252"
"463","Rasa4-74425552","Chat-252"
"464","Gpnmb-74581367","Chat-252"
"465","Ccdc37-74581372","Chat-252"
"466","Epha1-74640882","Chat-252"
"467","Vti1a-74641238","Chat-252"
"468","Gpr151-74724649","Chat-252"
"469","Ptprk-74743303","Chat-252"
"470","Slc35f2-74819683","Chat-252"
"471","Apc-74881517","Chat-252"
"472","Sik3-74881867","Chat-252"
"473","Rassf4-74988636","Chat-252"
"474","Tmem29-75080656","Chat-252"
"475","Alg14-75081004","Chat-252"
"476","Ccdc85a-75081006","Chat-252"
"477","Grik3-75749418","Chat-252"
"478","LOC434300-75988611","Chat-252"
"479","Mtap1a-76115734","Chat-252"
"480","Mmel1-76135804","Chat-252"
"481","Matk-76135823","Chat-252"
"482","Chn2-77280428","Chat-252"
"483","9830001H06Rik-77340458","Chat-252"
"484","Gpr146-77371845","Chat-252"
"485","Gng7-77371857","Chat-252"
"486","Tbl3-77413694","Chat-252"
"487","Serinc1-77413696","Chat-252"
"488","1200011I18Rik-77414569","Chat-252"
"489","Pias4-77414895","Chat-252"
"490","Acan-77869840","Chat-252"
"491","Tmc6-77887880","Chat-252"
"492","Efnb3-79556601","Chat-252"
"493","Sox10-79556652","Chat-252"
"494","Mtap-79568030","Chat-252"
"495","Slc6a4-79591679","Chat-252"
"496","Cyr61-80343407","Chat-252"
"497","Oprk1-80517217","Chat-252"
"498","Chd2-255","Chd2-255"
"499","Chrd-257","Chrd-257"
"500","Chrm4-261","Chrm4-261"
"501","Chst2-266","Chst2-266"
"502","Clock-273","Clock-273"
"503","Clu-275","Clu-275"
"504","Cnih-278","Cnih-278"
"505","Obfc1-1938","Cnih-278"
"506","Agtr1a-2021","Cnih-278"
"507","Cdkn1a-2085","Cnih-278"
"508","Gnpnat1-2267","Cnih-278"
"509","Kcnj16-2341","Cnih-278"
"510","Rela-2523","Cnih-278"
"511","Cnr1-283","Cnr1-283"
"512","Col18a1-287","Col18a1-287"
"513","Syt6-1032","Col18a1-287"
"514","Fgfr4-1581","Col18a1-287"
"515","Grin1-1585","Col18a1-287"
"516","Gli3-1615","Col18a1-287"
"517","Wnt8b-1890","Col18a1-287"
"518","Cmtm4-2101","Col18a1-287"
"519","E2f6-2173","Col18a1-287"
"520","Lat-2367","Col18a1-287"
"521","Pax9-2466","Col18a1-287"
"522","Slc19a2-2585","Col18a1-287"
"523","Thpo-2671","Col18a1-287"
"524","Mocs1-323590","Col18a1-287"
"525","Ptprv-73817436","Col18a1-287"
"526","Stard7-74800953","Col18a1-287"
"527","Col6a1-290","Col6a1-290"
"528","Crh-292","Crh-292"
"529","Crhr1-297","Crhr1-297"
"530","Cry2-302","Cry2-302"
"531","Cryzl1-304","Cryzl1-304"
"532","Ndrg2-1237","Cryzl1-304"
"533","Cxcl12-308","Cxcl12-308"
"534","Tnrc6a-314","Tnrc6a-314"
"535","Iffo2-322962","Tnrc6a-314"
"536","Srgap3-316","Srgap3-316"
"537","Gls-500","Srgap3-316"
"538","Gnao1-506","Srgap3-316"
"539","Gpr85-1738","Srgap3-316"
"540","Ngfrap1-1786","Srgap3-316"
"541","Lrfn2-75041454","Srgap3-316"
"542","Lrrc4-75041463","Srgap3-316"
"543","Adra1a-75042247","Srgap3-316"
"544","D16Ertd472e-318","D16Ertd472e-318"
"545","Ubash3a-1086","D16Ertd472e-318"
"546","Tomm70a-320","Tomm70a-320"
"547","Cpe-1691","Tomm70a-320"
"548","Eps8l1-1707","Tomm70a-320"
"549","Gmfb-1726","Tomm70a-320"
"550","Barx2-2057","Tomm70a-320"
"551","Bmp7-2065","Tomm70a-320"
"552","Ppm1g-2499","Tomm70a-320"
"553","Rora-2537","Tomm70a-320"
"554","Sytl3-2653","Tomm70a-320"
"555","Stac-73788116","Tomm70a-320"
"556","Gm5083-73930833","Tomm70a-320"
"557","Ubxn11-322","Ubxn11-322"
"558","Tsc22d1-1051","Ubxn11-322"
"559","Trim28-1071","Ubxn11-322"
"560","Ywhaq-1130","Ubxn11-322"
"561","Heatr7a-73992940","Ubxn11-322"
"562","Prl2c2-75077152","Ubxn11-322"
"563","Dbh-326","Dbh-326"
"564","Gtf3c2-7","Dcn-329"
"565","Aqp4-108","Dcn-329"
"566","Dcn-329","Dcn-329"
"567","Fgfr1-440","Dcn-329"
"568","Mapre1-2401","Dcn-329"
"569","Ltn1-2747","Dcn-329"
"570","Ddc-334","Ddc-334"
"571","Ddx3x-337","Ddx3x-337"
"572","Ddx5-340","Ddx5-340"
"573","Ctps-1185","Ddx5-340"
"574","Eif4a3-2143","Ddx5-340"
"575","Dgkg-343","Dgkg-343"
"576","Dkk3-346","Dkk3-346"
"577","Dlx1-348","Dlx1-348"
"578","Aldh1a2-2025","Dlx1-348"
"579","Dlx3-350","Dlx3-350"
"580","Ogt-758","Dlx3-350"
"581","Cbr3-2077","Dlx3-350"
"582","Ptn-2507","Dlx3-350"
"583","Drd1a-352","Drd1a-352"
"584","Drd2-357","Drd2-357"
"585","Rcan1-362","Rcan1-362"
"586","Ripply3-367","Ripply3-367"
"587","Acsbg1-369","Acsbg1-369"
"588","Erdr1-378","Erdr1-378"
"589","Efna3-381","Efna3-381"
"590","Efna5-383","Efna5-383"
"591","Enc1-390","Enc1-390"
"592","Entpd1-393","Entpd1-393"
"593","Epha7-402","Epha7-402"
"594","Eps8l3-404","Eps8l3-404"
"595","Ewsr1-408","Ewsr1-408"
"596","Extl3-411","Extl3-411"
"597","Cntn1-414","Cntn1-414"
"598","Fabp3-418","Fabp3-418"
"599","Aplnr-1661","Fabp3-418"
"600","Fbxl5-422","Fbxl5-422"
"601","Fgf12-424","Fgf12-424"
"602","Nbr1-1235","Fgf12-424"
"603","Gjb6-2261","Fgf12-424"
"604","Fgf13-427","Fgf13-427"
"605","Slc11a2-2571","Fgf13-427"
"606","Aqp4-108","Fgfr1-440"
"607","Dcn-329","Fgfr1-440"
"608","Fgfr1-440","Fgfr1-440"
"609","Ltn1-2747","Fgfr1-440"
"610","Fgfr2-445","Fgfr2-445"
"611","Btg3-168","Fgfr3-448"
"612","Fgfr3-448","Fgfr3-448"
"613","Samsn1-925","Fgfr3-448"
"614","Fzd3-466","Fzd3-466"
"615","Fzd8-470","Fzd8-470"
"616","Gabrb2-472","Gabrb2-472"
"617","Slc20a1-1571","Gabrb2-472"
"618","Gjb5-2259","Gabrb2-472"
"619","Actr2-67","Gabrg2-474"
"620","Gabrg2-474","Gabrg2-474"
"621","Gng4-515","Gabrg2-474"
"622","Lsamp-625","Gabrg2-474"
"623","Kdm4b-2331","Gabrg2-474"
"624","Slc6a1-476","Slc6a1-476"
"625","Gad1-479","Gad1-479"
"626","Lhx2-2375","Gad1-479"
"627","Stat3-2637","Gad1-479"
"628","Gas5-483","Gas5-483"
"629","Gata2-485","Gata2-485"
"630","Gdi2-491","Gdi2-491"
"631","Ghrh-496","Ghrh-496"
"632","Glrb-498","Glrb-498"
"633","Srgap3-316","Gls-500"
"634","Gls-500","Gls-500"
"635","Gnao1-506","Gls-500"
"636","Gpr85-1738","Gls-500"
"637","Ngfrap1-1786","Gls-500"
"638","Il10ra-75041443","Gls-500"
"639","Lrfn2-75041454","Gls-500"
"640","Lrrc4-75041463","Gls-500"
"641","Adra1a-75042247","Gls-500"
"642","Glud1-503","Glud1-503"
"643","Srgap3-316","Gnao1-506"
"644","Gls-500","Gnao1-506"
"645","Gnao1-506","Gnao1-506"
"646","Pde4d-1259","Gnao1-506"
"647","Vsx2-1687","Gnao1-506"
"648","Gpr85-1738","Gnao1-506"
"649","Ngfrap1-1786","Gnao1-506"
"650","Slc12a8-1836","Gnao1-506"
"651","Wbscr17-1934","Gnao1-506"
"652","Axin2-74819487","Gnao1-506"
"653","Lrrc4-75041463","Gnao1-506"
"654","Lrrn3-75041464","Gnao1-506"
"655","Adra1a-75042247","Gnao1-506"
"656","Gnas-509","Gnas-509"
"657","Vsnl1-1106","Gnas-509"
"658","Slc24a2-71924238","Gnas-509"
"659","Atp8a1-74881560","Gnas-509"
"660","Gnb2-512","Gnb2-512"
"661","Gabrg2-474","Gng4-515"
"662","Gng4-515","Gng4-515"
"663","Tubb4a-1081","Gng4-515"
"664","Grb10-522","Grb10-522"
"665","Grik1-527","Grik1-527"
"666","Grm1-537","Grm1-537"
"667","Grm3-539","Grm3-539"
"668","Hap1-549","Hap1-549"
"669","Hap1-552","Hap1-552"
"670","Hars-554","Hars-554"
"671","Hes1-556","Hes1-556"
"672","Hgf-558","Hgf-558"
"673","Hist1h2bc-560","Hist1h2bc-560"
"674","Pmaip1-823","Hist1h2bc-560"
"675","Rtn2-909","Hist1h2bc-560"
"676","Syt12-1291","Hist1h2bc-560"
"677","1500002O20Rik-1954","Hist1h2bc-560"
"678","Olfml2b-1980","Hist1h2bc-560"
