"","gene1","gene2"
"407","Fam65a-75774668","Adcy9-83"
"408","Grin2c-75888748","Adcy9-83"
"409","Rcsd1-75934525","Adcy9-83"
"410","S100a6-77278967","Adcy9-83"
"411","Gm12429-77340488","Adcy9-83"
"412","Ctss-77371797","Adcy9-83"
"413","Whrn-77371813","Adcy9-83"
"414","Grn-77371839","Adcy9-83"
"415","Tmeff1-77395095","Adcy9-83"
"416","Tm2d3-77414123","Adcy9-83"
"417","Slc29a4-77414149","Adcy9-83"
"418","Edc3-77414911","Adcy9-83"
"419","Vstm2b-77869820","Adcy9-83"
"420","Acan-77869840","Adcy9-83"
"421","Gjc1-77887876","Adcy9-83"
"422","St8sia2-77925023","Adcy9-83"
"423","Fzd4-77925095","Adcy9-83"
"424","Pcp2-79490073","Adcy9-83"
"425","Sox10-79556652","Adcy9-83"
"426","Htr2b-79556708","Adcy9-83"
"427","Gabrr2-79589524","Adcy9-83"
"428","Gpr55-79591399","Adcy9-83"
"429","Hmgcs1-80517057","Adcy9-83"
"430","Klf7-112202624","Adcy9-83"
"431","Cdkn1b-112204566","Adcy9-83"
"432","Pwp2-112645814","Adcy9-83"
"433","Agpat3-85","Agpat3-85"
"434","Hspb7-579","Agpat3-85"
"435","Rrp1-713","Agpat3-85"
"436","Sod1-994","Agpat3-85"
"437","Ttc3-1079","Agpat3-85"
"438","Apba2-2031","Agpat3-85"
"439","Fbxo2-2210","Agpat3-85"
"440","Irf9-2329","Agpat3-85"
"441","Ran-2517","Agpat3-85"
"442","Agt-87","Agt-87"
"443","Snap47-3","Mllt11-89"
"444","Mllt11-89","Mllt11-89"
"445","Crabp1-1179","Mllt11-89"
"446","Trhr-1303","Mllt11-89"
"447","Nr4a1-1792","Mllt11-89"
"448","Anln-33","Akap8-91"
"449","Adcy2-73","Akap8-91"
"450","Akap8-91","Akap8-91"
"451","Cd1d1-219","Akap8-91"
"452","Clu-275","Akap8-91"
"453","D16Ertd472e-318","Akap8-91"
"454","Cntn1-414","Akap8-91"
"455","Gad1-479","Akap8-91"
"456","Grb10-522","Akap8-91"
"457","Grm1-537","Akap8-91"
"458","Hap1-552","Akap8-91"
"459","Pde1a-782","Akap8-91"
"460","Pde9a-785","Akap8-91"
"461","Ptprm-864","Akap8-91"
"462","Ubash3a-1086","Akap8-91"
"463","Xbp1-1119","Akap8-91"
"464","Ctps-1185","Akap8-91"
"465","Gphn-1211","Akap8-91"
"466","Nr1d1-1243","Akap8-91"
"467","Prlr-1268","Akap8-91"
"468","Cytip-1270","Akap8-91"
"469","Shh-1418","Akap8-91"
"470","Slc6a9-1420","Akap8-91"
"471","Cpt1a-1478","Akap8-91"
"472","Asb6-1599","Akap8-91"
"473","Hoxd9-1623","Akap8-91"
"474","Syt13-1864","Akap8-91"
"475","Klhl24-1982","Akap8-91"
"476","Arhgef2-2043","Akap8-91"
"477","Cdkn1a-2085","Akap8-91"
"478","Psmd4-2503","Akap8-91"
"479","Sfn-2561","Akap8-91"
"480","Tmbim6-2663","Akap8-91"
"481","Dbndd2-45668","Akap8-91"
"482","Stac2-293472","Akap8-91"
"483","Anp32a-94","Anp32a-94"
"484","Hes1-556","Anp32a-94"
"485","Gatm-1205","Anp32a-94"
"486","Kpna1-2357","Anp32a-94"
"487","Actr10-64","Ap2b1-96"
"488","Ap2b1-96","Ap2b1-96"
"489","Gata2-100","Gata2-100"
"490","Olfm1-760","Gata2-100"
"491","Pgrmc1-797","Gata2-100"
"492","Reln-890","Gata2-100"
"493","Trim28-1071","Gata2-100"
"494","Ndrg2-1237","Gata2-100"
"495","Gtf2h4-1458","Gata2-100"
"496","Foxb2-1609","Gata2-100"
"497","Abtb1-1659","Gata2-100"
"498","Gng7-1734","Gata2-100"
"499","Six1-1834","Gata2-100"
"500","Eif5a-2183","Gata2-100"
"501","Hunk-2307","Gata2-100"
"502","Nr2e3-2434","Gata2-100"
"503","Ppm1a-2497","Gata2-100"
"504","St3gal3-2567","Gata2-100"
"505","Slc25a1-2587","Gata2-100"
"506","Sytl3-2653","Gata2-100"
"507","Ssr2-121097","Gata2-100"
"508","Ms4a6b-293474","Gata2-100"
"509","Accn4-71924089","Gata2-100"
"510","Fam55c-74658081","Gata2-100"
"511","Postn-77371799","Gata2-100"
"512","Adcy9-83","App-106"
"513","App-106","App-106"
"514","Cryzl1-304","App-106"
"515","Erdr1-378","App-106"
"516","Enc1-390","App-106"
"517","Impact-594","App-106"
"518","L1cam-620","App-106"
"519","Pcsk1n-777","App-106"
"520","Pex14-1397","App-106"
"521","Lphn2-1768","App-106"
"522","Ngfrap1-1786","App-106"
"523","Tcerg1-1872","App-106"
"524","Trip4-1924","App-106"
"525","Ankrd33-2006","App-106"
"526","Frs3-2234","App-106"
"527","Mapk3-32576","App-106"
"528","Pgf-121099","App-106"
"529","Lass4-176962","App-106"
"530","Ap1b1-356859","App-106"
"531","Tspyl4-67936212","App-106"
"532","Glt8d2-71249079","App-106"
"533","Id2-71836806","App-106"
"534","Tnfrsf21-71836885","App-106"
"535","LOC433093-71924514","App-106"
"536","Pcsk2-72080025","App-106"
"537","Tpr-72104172","App-106"
"538","Pde6g-72104173","App-106"
"539","Mras-72119592","App-106"
"540","Ralyl-72129250","App-106"
"541","Agrp-72283799","App-106"
"542","Fam189a1-72340182","App-106"
"543","6330403A02Rik-72340183","App-106"
"544","Lrrc38-72340184","App-106"
"545","Tmem86b-72472763","App-106"
"546","Sirpa-73512197","App-106"
"547","Fam163b-73520970","App-106"
"548","Klhl1-73520995","App-106"
"549","Rgs2-73635771","App-106"
"550","B4galnt3-73636090","App-106"
"551","Entpd2-73732144","App-106"
"552","Slc16a2-73929597","App-106"
"553","Mlec-73930854","App-106"
"554","Alg2-73931383","App-106"
"555","Gm4887-73931418","App-106"
"556","C230081A13Rik-73931624","App-106"
"557","LOC433258-73931636","App-106"
"558","Mup5-73997144","App-106"
"559","Rcn2-73997151","App-106"
"560","St6galnac6-74047902","App-106"
"561","Atp9b-74272466","App-106"
"562","Fez2-74272477","App-106"
"563","Mrc1-74581428","App-106"
"564","Celf3-74641324","App-106"
"565","Slc9a3r2-74657980","App-106"
"566","Gpr173-74724531","App-106"
"567","Vezt-74819329","App-106"
"568","Atp6v1c2-74881265","App-106"
"569","Ppapdc1a-74881927","App-106"
"570","Ptcd1-74882764","App-106"
"571","Itgbl1-74988458","App-106"
"572","Mfap1a-74988551","App-106"
"573","6720456B07Rik-74988744","App-106"
"574","Cyb5-75043146","App-106"
"575","Synpo-75080644","App-106"
"576","Ccdc85a-75081006","App-106"
"577","Fam65a-75774668","App-106"
"578","Grin2c-75888748","App-106"
"579","Rcsd1-75934525","App-106"
"580","S100a6-77278967","App-106"
"581","Gm12429-77340488","App-106"
"582","Ctss-77371797","App-106"
"583","Whrn-77371813","App-106"
"584","Grn-77371839","App-106"
"585","Tmeff1-77395095","App-106"
"586","Tm2d3-77414123","App-106"
"587","Slc29a4-77414149","App-106"
"588","Edc3-77414911","App-106"
"589","Vstm2b-77869820","App-106"
"590","Acan-77869840","App-106"
"591","Gjc1-77887876","App-106"
"592","St8sia2-77925023","App-106"
"593","Fzd4-77925095","App-106"
"594","Pcp2-79490073","App-106"
"595","Sox10-79556652","App-106"
"596","Htr2b-79556708","App-106"
"597","Gabrr2-79589524","App-106"
"598","Gpr55-79591399","App-106"
"599","Klf7-112202624","App-106"
"600","Cdkn1b-112204566","App-106"
"601","Pwp2-112645814","App-106"
"602","Aqp4-108","Aqp4-108"
"603","Shroom1-1315","Aqp4-108"
"604","Lmo1-1373","Aqp4-108"
"605","Slc27a4-1920","Aqp4-108"
"606","Arf3-110","Arf3-110"
"607","Rtn2-909","Arf3-110"
"608","Samsn1-925","Arf3-110"
"609","Tff1-1049","Arf3-110"
"610","Arl5a-74274688","Arf3-110"
"611","Wif1-74511885","Arf3-110"
"612","Dlx6as1-79912544","Arf3-110"
"613","Arhgap5-113","Arhgap5-113"
"614","Atp6v0a1-126","Arhgap5-113"
"615","Calm1-179","Arhgap5-113"
"616","Arx-118","Arx-118"
"617","Wnt9b-1892","Arx-118"
"618","Arxes1-45841","Arx-118"
"619","Atp5j-124","Atp5j-124"
"620","Actc1-62","Atp6v0a1-126"
"621","Arhgap5-113","Atp6v0a1-126"
"622","Atp6v0a1-126","Atp6v0a1-126"
"623","Calm1-179","Atp6v0a1-126"
"624","Stxbp1-1009","Atp6v0a1-126"
"625","Acta1-60","Atp6v1b2-129"
"626","Atp6v1b2-129","Atp6v1b2-129"
"627","Acot7-145","Atp6v1b2-129"
"628","Car8-191","Atp6v1b2-129"
"629","Ndn-688","Atp6v1b2-129"
"630","Npdc1-715","Atp6v1b2-129"
"631","Pcdhga12-770","Atp6v1b2-129"
"632","Psap-846","Atp6v1b2-129"
"633","Slc5a3-976","Atp6v1b2-129"
"634","Snap91-984","Atp6v1b2-129"
"635","Stmn4-1006","Atp6v1b2-129"
"636","Syt3-1026","Atp6v1b2-129"
"637","Wnt8a-1115","Atp6v1b2-129"
"638","Gatm-1205","Atp6v1b2-129"
"639","Ghitm-1207","Atp6v1b2-129"
"640","Papola-1251","Atp6v1b2-129"
"641","Prnp-1405","Atp6v1b2-129"
"642","Cpe-1691","Atp6v1b2-129"
"643","Gnaz-1730","Atp6v1b2-129"
"644","Gpr85-1738","Atp6v1b2-129"
"645","Kcnab2-1754","Atp6v1b2-129"
"646","Pllp-1880","Atp6v1b2-129"
"647","Olfml2b-1980","Atp6v1b2-129"
"648","Fam195a-1996","Atp6v1b2-129"
"649","Agtr1a-2021","Atp6v1b2-129"
"650","Chga-2093","Atp6v1b2-129"
"651","Dmwd-2151","Atp6v1b2-129"
"652","Dnajb12-2153","Atp6v1b2-129"
"653","Irak1-2323","Atp6v1b2-129"
"654","Leprel4-2547","Atp6v1b2-129"
"655","Ugp2-2705","Atp6v1b2-129"
"656","Ywhae-2739","Atp6v1b2-129"
"657","LOC66376-293468","Atp6v1b2-129"
"658","Paf1-293469","Atp6v1b2-129"
"659","Abcd1-356086","Atp6v1b2-129"
"660","Atp2a2-74881549","Atp6v1b2-129"
"661","Avp-131","Avp-131"
"662","Tmem50b-133","Tmem50b-133"
"663","Pnck-827","Tmem50b-133"
"664","Islr2-142","Islr2-142"
"665","Ndufv3-12","Bace2-143"
"666","9130024F11Rik-71","Bace2-143"
"667","Adcy5-79","Bace2-143"
"668","Bace2-143","Bace2-143"
"669","Ddx3x-337","Bace2-143"
"670","Gcgr-1613","Bace2-143"
"671","Iqcj-74272918","Bace2-143"
"672","Atp6v1b2-129","Acot7-145"
"673","Acot7-145","Acot7-145"
"674","Gpr85-1738","Acot7-145"
"675","Pllp-1880","Acot7-145"
"676","Atp2a2-74881549","Acot7-145"
"677","Pofut2-147","Pofut2-147"
"678","Prune2-57","Usp48-149"
