"","gene1","gene2"
"1","Snap47-3","Snap47-3"
"2","Mllt11-89","Snap47-3"
"3","Crabp1-1179","Snap47-3"
"4","Trhr-1303","Snap47-3"
"5","Rwdd2b-1587","Snap47-3"
"6","Nr4a1-1792","Snap47-3"
"7","Nvl-5","Nvl-5"
"8","Gtf3c2-7","Gtf3c2-7"
"9","Pcdh9-10","Pcdh9-10"
"10","Nrcam-172","Pcdh9-10"
"11","Ndufv3-12","Ndufv3-12"
"12","9130024F11Rik-71","Ndufv3-12"
"13","Adcy5-79","Ndufv3-12"
"14","Bace2-143","Ndufv3-12"
"15","Ddx3x-337","Ndufv3-12"
"16","Gcgr-1613","Ndufv3-12"
"17","Iqcj-74272918","Ndufv3-12"
"18","Mageh1-17","Mageh1-17"
"19","Satb1-927","Mageh1-17"
"20","Etv3-1494","Mageh1-17"
"21","Setbp1-1532","Mageh1-17"
"22","Fkbp10-2220","Mageh1-17"
"23","Irx1-2325","Mageh1-17"
"24","Pvrl4-2511","Mageh1-17"
"25","Slc35c2-2615","Mageh1-17"
"26","Gnb1-61413","Mageh1-17"
"27","Map2k4-276073","Mageh1-17"
"28","Asb8-276276","Mageh1-17"
"29","Cap1-323396","Mageh1-17"
"30","Pdcl-324213","Mageh1-17"
"31","Yme1l1-356849","Mageh1-17"
"32","Zfp790-356855","Mageh1-17"
"33","Hectd1-357092","Mageh1-17"
"34","Cyc1-357103","Mageh1-17"
"35","Ctsb-67779877","Mageh1-17"
"36","Gng2-67936006","Mageh1-17"
"37","Npffr2-70562070","Mageh1-17"
"38","Kcnh8-70562113","Mageh1-17"
"39","Npr1-71670678","Mageh1-17"
"40","Phospho1-71670685","Mageh1-17"
"41","Vangl1-71670709","Mageh1-17"
"42","Ddit4l-71836878","Mageh1-17"
"43","Chd7-71836884","Mageh1-17"
"44","Utp23-71924008","Mageh1-17"
"45","B2m-71924291","Mageh1-17"
"46","9030425E11Rik-71924353","Mageh1-17"
"47","Cdhr1-72104186","Mageh1-17"
"48","Tspan32-72129242","Mageh1-17"
"49","C030034I22Rik-72472751","Mageh1-17"
"50","D0H4S114-72472773","Mageh1-17"
"51","Dnahc9-72472774","Mageh1-17"
"52","Baalc-73520964","Mageh1-17"
"53","Pvrl3-73521804","Mageh1-17"
"54","Sccpdh-73635772","Mageh1-17"
"55","B4galt5-73635976","Mageh1-17"
"56","C130096N06Rik-73635978","Mageh1-17"
"57","Sox14-73636036","Mageh1-17"
"58","Fam69c-73636086","Mageh1-17"
"59","Ccr1-73718058","Mageh1-17"
"60","St6galnac5-73787946","Mageh1-17"
"61","Otof-73788043","Mageh1-17"
"62","Sap30l-73907495","Mageh1-17"
"63","St8sia3-73929595","Mageh1-17"
"64","St8sia6-73929596","Mageh1-17"
"65","Fbln7-73929875","Mageh1-17"
"66","Jdp2-73930842","Mageh1-17"
"67","Chst11-73931625","Mageh1-17"
"68","Acsl5-73931635","Mageh1-17"
"69","Mgat5-73931638","Mageh1-17"
"70","Pde5a-73931641","Mageh1-17"
"71","Camk1d-73992927","Mageh1-17"
"72","Inpp5a-73994713","Mageh1-17"
"73","Cxcl14-74272041","Mageh1-17"
"74","Ttll6-74363338","Mageh1-17"
"75","Ccdc88c-74363346","Mageh1-17"
"76","E130012A19Rik-74363349","Mageh1-17"
"77","Sall3-74363352","Mageh1-17"
"78","Otc-74581369","Mageh1-17"
"79","Etfa-74581380","Mageh1-17"
"80","Magix-74581446","Mageh1-17"
"81","Slc8a2-74581450","Mageh1-17"
"82","Ctxn1-74586669","Mageh1-17"
"83","Hmx3-74641309","Mageh1-17"
"84","Aars-74641317","Mageh1-17"
"85","Ttpal-74641323","Mageh1-17"
"86","Prokr1-74724728","Mageh1-17"
"87","Myo10-74743255","Mageh1-17"
"88","Pacrg-74743258","Mageh1-17"
"89","Rpl8-74749928","Mageh1-17"
"90","Sgcz-74749942","Mageh1-17"
"91","Prss39-74749944","Mageh1-17"
"92","Egr4-74800827","Mageh1-17"
"93","Ssrp1-74819346","Mageh1-17"
"94","Kcna6-74819554","Mageh1-17"
"95","Itga5-74882636","Mageh1-17"
"96","Sacm1l-74882832","Mageh1-17"
"97","Heg1-74958616","Mageh1-17"
"98","Mgat2-74988614","Mageh1-17"
"99","Grin2b-74988710","Mageh1-17"
"100","Bsdc1-74988722","Mageh1-17"
"101","Fam46a-75042237","Mageh1-17"
"102","Atp11a-75043137","Mageh1-17"
"103","Ybx2-75080250","Mageh1-17"
"104","Pde11a-75081007","Mageh1-17"
"105","Pitpnc1-75144644","Mageh1-17"
"106","Lims2-75145999","Mageh1-17"
"107","Susd2-75146000","Mageh1-17"
"108","Rasal2-75147758","Mageh1-17"
"109","Col5a1-75147768","Mageh1-17"
"110","P2rx7-75551477","Mageh1-17"
"111","Grik4-75551478","Mageh1-17"
"112","Dtnbp1-75651202","Mageh1-17"
"113","Gabre-75749417","Mageh1-17"
"114","Ppp1r1a-75773706","Mageh1-17"
"115","Pomp-75774685","Mageh1-17"
"116","Rps4y2-75934917","Mageh1-17"
"117","Slc38a1-75988508","Mageh1-17"
"118","B3gnt2-75988600","Mageh1-17"
"119","Ddx26b-75988610","Mageh1-17"
"120","Sorcs3-75988635","Mageh1-17"
"121","Ltk-75988666","Mageh1-17"
"122","Kank4-76085741","Mageh1-17"
"123","Tpbg-76085743","Mageh1-17"
"124","Fdps-76085745","Mageh1-17"
"125","Vav3-76085746","Mageh1-17"
"126","Msrb2-76135795","Mageh1-17"
"127","Rasgrp4-76135807","Mageh1-17"
"128","Tac2-77279001","Mageh1-17"
"129","9630013P03Rik*-77280434","Mageh1-17"
"130","B3galt5-77280578","Mageh1-17"
"131","Svil-77332748","Mageh1-17"
"132","B230362M20Rik-77340460","Mageh1-17"
"133","Egln1-77340476","Mageh1-17"
"134","Kcng1-77340480","Mageh1-17"
"135","LOC433740-77340490","Mageh1-17"
"136","Adrb1-77340494","Mageh1-17"
"137","Ampd3-77371807","Mageh1-17"
"138","Bpgm-77414641","Mageh1-17"
"139","Synj2bp-77414884","Mageh1-17"
"140","Lef1-77866900","Mageh1-17"
"141","BC032203-77867708","Mageh1-17"
"142","Clic5-77874610","Mageh1-17"
"143","Gldc-77887886","Mageh1-17"
"144","Gpr139-79490116","Mageh1-17"
"145","Cd44-79556644","Mageh1-17"
"146","Ngb-79556712","Mageh1-17"
"147","Cyp26b1-79568022","Mageh1-17"
"148","Fam114a2-79583813","Mageh1-17"
"149","Grb7-112204995","Mageh1-17"
"150","Gdnf-112647321","Mageh1-17"
"151","Drd4-112650336","Mageh1-17"
"152","Cdca7-26","Cdca7-26"
"153","9130024F11Rik-51","Cdca7-26"
"154","Cd81-226","Cdca7-26"
"155","Ripply3-367","Cdca7-26"
"156","Syt3-1026","Cdca7-26"
"157","Apba2-2031","Cdca7-26"
"158","Gabarap-2245","Cdca7-26"
"159","Nrsn1-71358557","Cdca7-26"
"160","Hap1-72007561","Cdca7-26"
"161","Prkag2-29","Prkag2-29"
"162","Dopey2-31","Dopey2-31"
"163","Anln-33","Anln-33"
"164","Akap8-91","Anln-33"
"165","Cd1d1-219","Anln-33"
"166","D16Ertd472e-318","Anln-33"
"167","Cntn1-414","Anln-33"
"168","Gad1-479","Anln-33"
"169","Grb10-522","Anln-33"
"170","Grm1-537","Anln-33"
"171","Hap1-552","Anln-33"
"172","Pde1a-782","Anln-33"
"173","Pde9a-785","Anln-33"
"174","Ptprm-864","Anln-33"
"175","Xbp1-1119","Anln-33"
"176","Ctps-1185","Anln-33"
"177","Gphn-1211","Anln-33"
"178","Nr1d1-1243","Anln-33"
"179","Prlr-1268","Anln-33"
"180","Slc6a9-1420","Anln-33"
"181","Cpt1a-1478","Anln-33"
"182","Asb6-1599","Anln-33"
"183","Hoxd9-1623","Anln-33"
"184","Arhgef2-2043","Anln-33"
"185","Psmd4-2503","Anln-33"
"186","Sfn-2561","Anln-33"
"187","Tmbim6-2663","Anln-33"
"188","Dbndd2-45668","Anln-33"
"189","Stac2-293472","Anln-33"
"190","Hepacam-35","Hepacam-35"
"191","Krtap12-1-1367","Hepacam-35"
"192","Setd5-37","Setd5-37"
"193","Srgap3-316","Setd5-37"
"194","Nes-1387","Setd5-37"
"195","Cnih3-39","Cnih3-39"
"196","Thap1-44","Thap1-44"
"197","Cdca7-26","9130024F11Rik-51"
"198","9130024F11Rik-51","9130024F11Rik-51"
"199","Nes-1387","9130024F11Rik-51"
"200","Apba2-2031","9130024F11Rik-51"
"201","Ran-2517","9130024F11Rik-51"
"202","Mansc1-53","Mansc1-53"
"203","Ddx5-340","Mansc1-53"
"204","Fgfr3-448","Mansc1-53"
"205","Gabrg2-474","Mansc1-53"
"206","Gng4-515","Mansc1-53"
"207","Hnrpdl-571","Mansc1-53"
"208","Prmt2-577","Mansc1-53"
"209","Sebox-756","Mansc1-53"
"210","Pip4k2c-799","Mansc1-53"
"211","Os9-876","Mansc1-53"
"212","Dok4-1486","Mansc1-53"
"213","Ciao1-2051","Mansc1-53"
"214","Pnrc2-2491","Mansc1-53"
"215","Relb-2525","Mansc1-53"
"216","Rgs14-2529","Mansc1-53"
"217","Fbxo18-293462","Mansc1-53"
"218","Vtn-67752116","Mansc1-53"
"219","Kit-73520994","Mansc1-53"
"220","Zim2-76135811","Mansc1-53"
"221","Traip-77887842","Mansc1-53"
"222","Acpl2-80343348","Mansc1-53"
"223","Pmch-55","Pmch-55"
"224","Prune2-57","Prune2-57"
"225","Usp48-149","Prune2-57"
"226","Acta1-60","Acta1-60"
"227","Atp6v1b2-129","Acta1-60"
"228","Gnas-509","Acta1-60"
"229","Ndrg3-690","Acta1-60"
"230","Psap-846","Acta1-60"
"231","Slc5a3-976","Acta1-60"
"232","Stmn4-1006","Acta1-60"
"233","Stxbp1-1009","Acta1-60"
"234","Prnp-1405","Acta1-60"
"235","Cpe-1691","Acta1-60"
"236","Dner-1699","Acta1-60"
"237","Pllp-1880","Acta1-60"
"238","Tmem218-1960","Acta1-60"
"239","Fam195a-1996","Acta1-60"
"240","Agtr1a-2021","Acta1-60"
"241","Dnajb12-2153","Acta1-60"
"242","Irak1-2323","Acta1-60"
"243","158303","Acta1-60"
"244","Pdk3-2474","Acta1-60"
"245","Srp54a-2629","Acta1-60"
"246","Ugp2-2705","Acta1-60"
"247","Ywhae-2739","Acta1-60"
"248","Paf1-293469","Acta1-60"
"249","Actc1-62","Actc1-62"
"250","Atp6v0a1-126","Actc1-62"
"251","Calm2-182","Actc1-62"
"252","Cd81-226","Actc1-62"
"253","Cds2-250","Actc1-62"
"254","Npdc1-715","Actc1-62"
"255","Psap-846","Actc1-62"
"256","Syt3-1026","Actc1-62"
"257","Papola-1251","Actc1-62"
"258","Prnp-1405","Actc1-62"
"259","Slc2a3-1840","Actc1-62"
"260","Olfml2b-1980","Actc1-62"
"261","Fam195a-1996","Actc1-62"
"262","Dnajb12-2153","Actc1-62"
"263","Fbxo2-2210","Actc1-62"
"264","Gabarap-2245","Actc1-62"
"265","Hdgf-2285","Actc1-62"
"266","Irak1-2323","Actc1-62"
"267","158303","Actc1-62"
"268","Satb1-2545","Actc1-62"
"269","Tle3-2681","Actc1-62"
"270","Traf5-2693","Actc1-62"
"271","Cct2-356082","Actc1-62"
"272","Actr10-64","Actr10-64"
"273","Ap2b1-96","Actr10-64"
"274","Actr2-67","Actr2-67"
"275","Dgkg-343","Actr2-67"
"276","Sema5b-953","Actr2-67"
"277","Gng3-1209","Actr2-67"
"278","Pfn2-1261","Actr2-67"
"279","Mmp15-1383","Actr2-67"
"280","Vsx2-1687","Actr2-67"
"281","Slc2a4-2599","Actr2-67"
"282","Enpp2-70613967","Actr2-67"
"283","Lhfpl3-73635972","Actr2-67"
"284","Adamts1-69","Adamts1-69"
"285","Ndufv3-12","9130024F11Rik-71"
"286","9130024F11Rik-71","9130024F11Rik-71"
"287","Adcy5-79","9130024F11Rik-71"
"288","Bace2-143","9130024F11Rik-71"
"289","Ddx3x-337","9130024F11Rik-71"
"290","Gcgr-1613","9130024F11Rik-71"
"291","Iqcj-74272918","9130024F11Rik-71"
"292","Adcy2-73","Adcy2-73"
"293","Akap8-91","Adcy2-73"
"294","Cd1d1-219","Adcy2-73"
"295","Clu-275","Adcy2-73"
"296","D16Ertd472e-318","Adcy2-73"
"297","Cntn1-414","Adcy2-73"
"298","Grb10-522","Adcy2-73"
"299","Grm1-537","Adcy2-73"
"300","Hap1-552","Adcy2-73"
"301","Pde1a-782","Adcy2-73"
"302","Pde9a-785","Adcy2-73"
"303","Xbp1-1119","Adcy2-73"
"304","Ctps-1185","Adcy2-73"
"305","Gphn-1211","Adcy2-73"
"306","Nr1d1-1243","Adcy2-73"
"307","Prlr-1268","Adcy2-73"
"308","Slc6a9-1420","Adcy2-73"
"309","Cpt1a-1478","Adcy2-73"
"310","Asb6-1599","Adcy2-73"
"311","Klhl24-1982","Adcy2-73"
"312","Arhgef2-2043","Adcy2-73"
"313","Cdkn1a-2085","Adcy2-73"
"314","Psmd4-2503","Adcy2-73"
"315","Sfn-2561","Adcy2-73"
"316","Tmbim6-2663","Adcy2-73"
"317","Dbndd2-45668","Adcy2-73"
"318","Adcy3-75","Adcy3-75"
"319","Crabp1-1179","Adcy3-75"
"320","Trhr-1303","Adcy3-75"
"321","Gabrb1-2247","Adcy3-75"
"322","Ptrf-73521818","Adcy3-75"
"323","Adcy4-77","Adcy4-77"
"324","Ndufv3-12","Adcy5-79"
"325","9130024F11Rik-71","Adcy5-79"
"326","Adcy5-79","Adcy5-79"
"327","Bace2-143","Adcy5-79"
"328","Ddx3x-337","Adcy5-79"
"329","Gcgr-1613","Adcy5-79"
"330","Iqcj-74272918","Adcy5-79"
"331","Adcy6-81","Adcy6-81"
"332","Adcy9-83","Adcy9-83"
"333","App-106","Adcy9-83"
"334","Cryzl1-304","Adcy9-83"
"335","Erdr1-378","Adcy9-83"
"336","Enc1-390","Adcy9-83"
"337","Impact-594","Adcy9-83"
"338","L1cam-620","Adcy9-83"
"339","Pcsk1n-777","Adcy9-83"
"340","Pex14-1397","Adcy9-83"
"341","Lphn2-1768","Adcy9-83"
"342","Ngfrap1-1786","Adcy9-83"
"343","Tcerg1-1872","Adcy9-83"
"344","Trip4-1924","Adcy9-83"
"345","Ankrd33-2006","Adcy9-83"
"346","Frs3-2234","Adcy9-83"
"347","Mapk3-32576","Adcy9-83"
"348","Pgf-121099","Adcy9-83"
"349","Lass4-176962","Adcy9-83"
"350","Ap1b1-356859","Adcy9-83"
"351","Tspyl4-67936212","Adcy9-83"
"352","Ankrd6-71247671","Adcy9-83"
"353","Glt8d2-71249079","Adcy9-83"
"354","AI450948-71250311","Adcy9-83"
"355","Id2-71836806","Adcy9-83"
"356","Prss12-71836879","Adcy9-83"
"357","Tnfrsf21-71836885","Adcy9-83"
"358","LOC433093-71924514","Adcy9-83"
"359","Fut8-72007749","Adcy9-83"
"360","Pcsk2-72080025","Adcy9-83"
"361","Tpr-72104172","Adcy9-83"
"362","Pde6g-72104173","Adcy9-83"
"363","Mras-72119592","Adcy9-83"
"364","Ralyl-72129250","Adcy9-83"
"365","Agrp-72283799","Adcy9-83"
"366","Fam189a1-72340182","Adcy9-83"
"367","6330403A02Rik-72340183","Adcy9-83"
"368","Lrrc38-72340184","Adcy9-83"
"369","Tmem86b-72472763","Adcy9-83"
"370","Sirpa-73512197","Adcy9-83"
"371","Fam163b-73520970","Adcy9-83"
"372","Klhl1-73520995","Adcy9-83"
"373","Rgs2-73635771","Adcy9-83"
"374","B4galnt3-73636090","Adcy9-83"
"375","Entpd2-73732144","Adcy9-83"
"376","Slc16a2-73929597","Adcy9-83"
"377","Mlec-73930854","Adcy9-83"
"378","Alg2-73931383","Adcy9-83"
"379","Gm4887-73931418","Adcy9-83"
"380","C230081A13Rik-73931624","Adcy9-83"
"381","LOC433258-73931636","Adcy9-83"
"382","Mup5-73997144","Adcy9-83"
"383","Rcn2-73997151","Adcy9-83"
"384","St6galnac6-74047902","Adcy9-83"
"385","Atp9b-74272466","Adcy9-83"
"386","Fez2-74272477","Adcy9-83"
"387","Ccdc37-74581372","Adcy9-83"
"388","Mrc1-74581428","Adcy9-83"
"389","Celf3-74641324","Adcy9-83"
"390","Cited1-74641326","Adcy9-83"
"391","Slc9a3r2-74657980","Adcy9-83"
"392","Gpr173-74724531","Adcy9-83"
"393","Vezt-74819329","Adcy9-83"
"394","D11Wsu47e-74819575","Adcy9-83"
"395","Atp6v1c2-74881265","Adcy9-83"
"396","Ppapdc1a-74881927","Adcy9-83"
"397","Ptcd1-74882764","Adcy9-83"
"398","Itgbl1-74988458","Adcy9-83"
"399","Mfap1a-74988551","Adcy9-83"
"400","6720456B07Rik-74988744","Adcy9-83"
"401","Cyb5-75043146","Adcy9-83"
"402","Spag16-75080199","Adcy9-83"
"403","Synpo-75080644","Adcy9-83"
"404","Ccdc85a-75081006","Adcy9-83"
"405","Slc35f3-75084156","Adcy9-83"
"406","Slc31a2-75773700","Adcy9-83"
