"","gene1","gene2"
"182","Sash1-71924225","Setd5-37"
"183","Greb1-71924412","Setd5-37"
"184","Serpina3k-72081514","Setd5-37"
"185","Fbxw7-72128750","Setd5-37"
"186","LOC381076-72338724","Setd5-37"
"187","Avil-72340234","Setd5-37"
"188","AW046396-72340236","Setd5-37"
"189","D830029A09Rik-72472778","Setd5-37"
"190","Necab1-72472791","Setd5-37"
"191","Gng13-73615561","Setd5-37"
"192","Khdrbs3-73769321","Setd5-37"
"193","Map3k15-73788441","Setd5-37"
"194","Gpr116-73907496","Setd5-37"
"195","Lrrc55-73931406","Setd5-37"
"196","Trim16-73931416","Setd5-37"
"197","Dusp5-73931633","Setd5-37"
"198","Nova1-73931640","Setd5-37"
"199","Pacsin1-74047926","Setd5-37"
"200","Lipm-74272035","Setd5-37"
"201","Nell1-74357567","Setd5-37"
"202","Igsf21-74357578","Setd5-37"
"203","Serpina3c-74511905","Setd5-37"
"204","Palmd-74581442","Setd5-37"
"205","Pou4f1-74641304","Setd5-37"
"206","Gpr156-74641322","Setd5-37"
"207","Adra2b-74724532","Setd5-37"
"208","Mchr1-74724669","Setd5-37"
"209","6430709H04Rik-74750012","Setd5-37"
"210","Krt73-74750042","Setd5-37"
"211","Gpx2-74819652","Setd5-37"
"212","Fxyd5-74819694","Setd5-37"
"213","Ifit2-74988457","Setd5-37"
"214","Nkx2-1-74988460","Setd5-37"
"215","Tmem109-74988461","Setd5-37"
"216","LOC214238-74988751","Setd5-37"
"217","Hs3st2-74988765","Setd5-37"
"218","Casc1-75038484","Setd5-37"
"219","Stra6-75041492","Setd5-37"
"220","Trps1-75043140","Setd5-37"
"221","Rnf152-75043151","Setd5-37"
"222","Srsf9-75043152","Setd5-37"
"223","Ptp4a1-75079765","Setd5-37"
"224","Alg14-75081004","Setd5-37"
"225","Slc35f1-75084145","Setd5-37"
"226","P2rx2-75551473","Setd5-37"
"227","Adamts18-75651128","Setd5-37"
"228","Vamp1-75651233","Setd5-37"
"229","Cul4a-75749399","Setd5-37"
"230","Arsa-75749415","Setd5-37"
"231","Slc31a2-75773700","Setd5-37"
"232","Gabrp-75888749","Setd5-37"
"233","9430020K01Rik-75988537","Setd5-37"
"234","Klhl4-76115731","Setd5-37"
"235","Nin-76115736","Setd5-37"
"236","P2ry14-76135748","Setd5-37"
"237","Gsta4-77278951","Setd5-37"
"238","Mfsd2a-77280315","Setd5-37"
"239","Emp1-77280421","Setd5-37"
"240","Ly6g6e-77280582","Setd5-37"
"241","Gm12429-77340488","Setd5-37"
"242","Hiatl1-77414177","Setd5-37"
"243","Ptn-77866882","Setd5-37"
"244","Hcrtr1-77868713","Setd5-37"
"245","Aldh5a1-77925007","Setd5-37"
"246","Igsf5-79488939","Setd5-37"
"247","Pitx2-79556607","Setd5-37"
"248","Caml-79568047","Setd5-37"
"249","Odz3-79908833","Setd5-37"
"250","Stc2-80343330","Setd5-37"
"251","Kiss1r-80343334","Setd5-37"
"252","Creb3l1-112197858","Setd5-37"
"253","Wnt1-112644522","Setd5-37"
"254","Dkk4-112647536","Setd5-37"
"255","Nkain4-112648182","Setd5-37"
"256","Lrrc3-112649047","Setd5-37"
"257","Cnih3-39","Cnih3-39"
"258","Lhx4-2377","Cnih3-39"
"259","Thap1-44","Thap1-44"
"260","Slc26a8-2597","Thap1-44"
"261","Cdca7-26","9130024F11Rik-51"
"262","9130024F11Rik-51","9130024F11Rik-51"
"263","Fbxl5-422","9130024F11Rik-51"
"264","Mansc1-53","Mansc1-53"
"265","Tsc22d1-1051","Mansc1-53"
"266","Ubash3a-1086","Mansc1-53"
"267","Grin1-1585","Mansc1-53"
"268","Rps6ka2-70301276","Mansc1-53"
"269","Fstl1-71016596","Mansc1-53"
"270","Mapk8-71063715","Mansc1-53"
"271","Tiam1-72283789","Mansc1-53"
"272","Galnt14-72472804","Mansc1-53"
"273","Atp6v1d-74047915","Mansc1-53"
"274","Azin1-74047917","Mansc1-53"
"275","Srp14-74750021","Mansc1-53"
"276","Pmch-55","Pmch-55"
"277","Slc38a4-2617","Pmch-55"
"278","Chrnb3-70436747","Pmch-55"
"279","LOC432928-73931424","Pmch-55"
"280","Prune2-57","Prune2-57"
"281","Acta1-60","Acta1-60"
"282","Actc1-62","Actc1-62"
"283","Pdgfa-1516","Actc1-62"
"284","Pttg1ip-1956","Actc1-62"
"285","Actr10-64","Actr10-64"
"286","Slc10a4-71670742","Actr10-64"
"287","Actr2-67","Actr2-67"
"288","Adamts1-69","Adamts1-69"
"289","Cdk5r1-247","Adamts1-69"
"290","Crhr1-297","Adamts1-69"
"291","Ptgds-851","Adamts1-69"
"292","Satb1-927","Adamts1-69"
"293","Sbno1-930","Adamts1-69"
"294","Plxna3-1403","Adamts1-69"
"295","E130016E03Rik-1488","Adamts1-69"
"296","Myb-1512","Adamts1-69"
"297","Mx2-1778","Adamts1-69"
"298","Fkbp10-2220","Adamts1-69"
"299","Optn-2452","Adamts1-69"
"300","Gabpb1-121098","Adamts1-69"
"301","Map2k4-276073","Adamts1-69"
"302","Cap1-323396","Adamts1-69"
"303","Clk2-356286","Adamts1-69"
"304","Cyc1-357103","Adamts1-69"
"305","Ctsb-67779877","Adamts1-69"
"306","Gng2-67936006","Adamts1-69"
"307","Kcnh8-70562113","Adamts1-69"
"308","Phospho1-71670685","Adamts1-69"
"309","Vangl1-71670709","Adamts1-69"
"310","Sbk1-71836807","Adamts1-69"
"311","Plekhb1-71836842","Adamts1-69"
"312","Ddit4l-71836878","Adamts1-69"
"313","Chd7-71836884","Adamts1-69"
"314","Dpy19l3-71836886","Adamts1-69"
"315","Itpk1-71923998","Adamts1-69"
"316","Utp23-71924008","Adamts1-69"
"317","B2m-71924291","Adamts1-69"
"318","9030425E11Rik-71924353","Adamts1-69"
"319","LOC433088-71924504","Adamts1-69"
"320","Gabra5-72077453","Adamts1-69"
"321","Adssl1-72104185","Adamts1-69"
"322","Sipa1l2-72118960","Adamts1-69"
"323","Kcnq5-72128745","Adamts1-69"
"324","Tspan32-72129242","Adamts1-69"
"325","C030034I22Rik-72472751","Adamts1-69"
"326","D0H4S114-72472773","Adamts1-69"
"327","Dnahc9-72472774","Adamts1-69"
"328","Baalc-73520964","Adamts1-69"
"329","Sccpdh-73635772","Adamts1-69"
"330","Adamts19-73635973","Adamts1-69"
"331","B4galt5-73635976","Adamts1-69"
"332","C130096N06Rik-73635978","Adamts1-69"
"333","Sox14-73636036","Adamts1-69"
"334","Fam69c-73636086","Adamts1-69"
"335","Trim3-73732147","Adamts1-69"
"336","Mafb-73771240","Adamts1-69"
"337","St6galnac5-73787946","Adamts1-69"
"338","Ehbp1l1-73817932","Adamts1-69"
"339","St8sia3-73929595","Adamts1-69"
"340","St8sia6-73929596","Adamts1-69"
"341","Fbln7-73929875","Adamts1-69"
"342","Jdp2-73930842","Adamts1-69"
"343","Mgat5-73931638","Adamts1-69"
"344","Pde5a-73931641","Adamts1-69"
"345","Pgbd5-73931642","Adamts1-69"
"346","Camk1d-73992927","Adamts1-69"
"347","Cxcl14-74272041","Adamts1-69"
"348","Ttll6-74363338","Adamts1-69"
"349","Ccdc88c-74363346","Adamts1-69"
"350","E130012A19Rik-74363349","Adamts1-69"
"351","Jup-74425547","Adamts1-69"
"352","Otc-74581369","Adamts1-69"
"353","Etfa-74581380","Adamts1-69"
"354","Panx2-74581443","Adamts1-69"
"355","Magix-74581446","Adamts1-69"
"356","Gca-74641159","Adamts1-69"
"357","Aars-74641317","Adamts1-69"
"358","Ttpal-74641323","Adamts1-69"
"359","Eps8l2-74658244","Adamts1-69"
"360","Myo10-74743255","Adamts1-69"
"361","Pacrg-74743258","Adamts1-69"
"362","Rpl8-74749928","Adamts1-69"
"363","Sgcz-74749942","Adamts1-69"
"364","Prss39-74749944","Adamts1-69"
"365","Il13ra1-74819256","Adamts1-69"
"366","Clta-74819690","Adamts1-69"
"367","Itga5-74882636","Adamts1-69"
"368","Grin2b-74988710","Adamts1-69"
"369","Bsdc1-74988722","Adamts1-69"
"370","C530008M17Rik-75080646","Adamts1-69"
"371","Pde11a-75081007","Adamts1-69"
"372","C130018E23Rik*-75144623","Adamts1-69"
"373","Pitpnc1-75144644","Adamts1-69"
"374","Lims2-75145999","Adamts1-69"
"375","Susd2-75146000","Adamts1-69"
"376","Col5a1-75147768","Adamts1-69"
"377","P2rx7-75551477","Adamts1-69"
"378","Grik4-75551478","Adamts1-69"
"379","Dtnbp1-75651202","Adamts1-69"
"380","H2-T23-75749388","Adamts1-69"
"381","Gabre-75749417","Adamts1-69"
"382","Tmem206-75774106","Adamts1-69"
"383","Rasal1-75774111","Adamts1-69"
"384","Stxbp2-75774667","Adamts1-69"
"385","Pomp-75774685","Adamts1-69"
"386","Rps4y2-75934917","Adamts1-69"
"387","Rap2b-75934918","Adamts1-69"
"388","B3gnt2-75988600","Adamts1-69"
"389","Ddx26b-75988610","Adamts1-69"
"390","LOC434300-75988611","Adamts1-69"
"391","Rasl11a-75988636","Adamts1-69"
"392","Ltk-75988666","Adamts1-69"
"393","Kank4-76085741","Adamts1-69"
"394","Msrb2-76135795","Adamts1-69"
"395","Rasgrp4-76135807","Adamts1-69"
"396","Zim2-76135811","Adamts1-69"
"397","Tac2-77279001","Adamts1-69"
"398","Plxna2-77280424","Adamts1-69"
"399","9630013P03Rik*-77280434","Adamts1-69"
"400","B3galt5-77280578","Adamts1-69"
"401","Svil-77332748","Adamts1-69"
"402","B230362M20Rik-77340460","Adamts1-69"
"403","Kcng1-77340480","Adamts1-69"
"404","LOC433740-77340490","Adamts1-69"
"405","Adrb1-77340494","Adamts1-69"
"406","Klhl36-77371861","Adamts1-69"
"407","Tinf2-77414587","Adamts1-69"
"408","Tmem64-77414589","Adamts1-69"
"409","Bpgm-77414641","Adamts1-69"
"410","Lef1-77866900","Adamts1-69"
"411","Lamc1-77868319","Adamts1-69"
"412","Acat2-77869798","Adamts1-69"
"413","Clic5-77874610","Adamts1-69"
"414","Traip-77887842","Adamts1-69"
"415","Gldc-77887886","Adamts1-69"
"416","Mapt-79556696","Adamts1-69"
"417","Ngb-79556712","Adamts1-69"
"418","Tbck-79567760","Adamts1-69"
"419","Tbr1-79591351","Adamts1-69"
"420","Grb7-112204995","Adamts1-69"
"421","Gpr35-112649690","Adamts1-69"
"422","Drd4-112650336","Adamts1-69"
"423","9130024F11Rik-71","9130024F11Rik-71"
"424","Setd5-37","Adcy2-73"
"425","Adcy2-73","Adcy2-73"
"426","Col18a1-287","Adcy2-73"
"427","Fgfr3-448","Adcy2-73"
"428","Gls-500","Adcy2-73"
"429","Hgf-558","Adcy2-73"
"430","Ifnar1-588","Adcy2-73"
"431","Nr5a1-734","Adcy2-73"
"432","Pmp22-825","Adcy2-73"
"433","Prdx1-836","Adcy2-73"
"434","Npepps-844","Adcy2-73"
"435","Nr1d2-1245","Adcy2-73"
"436","Ifngr2-1460","Adcy2-73"
"437","Dok4-1486","Adcy2-73"
"438","Ephb3-1492","Adcy2-73"
"439","Rgs4-1569","Adcy2-73"
"440","Syap1-1858","Adcy2-73"
"441","Tcea3-1870","Adcy2-73"
"442","Cmtm3-2099","Adcy2-73"
"443","Eif2ak3-2181","Adcy2-73"
"444","Pam16-2391","Adcy2-73"
"445","Mtpn-2411","Adcy2-73"
"446","Nkiras2-2429","Adcy2-73"
"447","Pax3-2464","Adcy2-73"
"448","Slc11a2-2571","Adcy2-73"
"449","Slc16a6-2581","Adcy2-73"
"450","Tat-2657","Adcy2-73"
"451","Tnfrsf1a-2689","Adcy2-73"
"452","Ywhab-2737","Adcy2-73"
"453","1810031K17Rik-227165","Adcy2-73"
"454","Rpl11-276067","Adcy2-73"
"455","Fbxw2-355882","Adcy2-73"
"456","Apln-67850953","Adcy2-73"
"457","Kcnj14-67853369","Adcy2-73"
"458","Hbb-b1-67936011","Adcy2-73"
"459","Gpr161-70562045","Adcy2-73"
"460","Cish-70634310","Adcy2-73"
"461","Bok-71064032","Adcy2-73"
"462","Ryr1-71247657","Adcy2-73"
"463","Ier2-71836849","Adcy2-73"
"464","Mybpc1-71920513","Adcy2-73"
"465","Rftn1-71920515","Adcy2-73"
"466","Sash1-71924225","Adcy2-73"
"467","Greb1-71924412","Adcy2-73"
"468","Serpina3k-72081514","Adcy2-73"
"469","Fbxw7-72128750","Adcy2-73"
"470","LOC381076-72338724","Adcy2-73"
"471","Avil-72340234","Adcy2-73"
"472","AW046396-72340236","Adcy2-73"
"473","Necab1-72472791","Adcy2-73"
"474","Gng13-73615561","Adcy2-73"
"475","Khdrbs3-73769321","Adcy2-73"
"476","Gpr116-73907496","Adcy2-73"
"477","Fzd9-73907498","Adcy2-73"
"478","Lrrc55-73931406","Adcy2-73"
"479","Trim16-73931416","Adcy2-73"
"480","Dusp5-73931633","Adcy2-73"
"481","Nova1-73931640","Adcy2-73"
"482","Hc-73992912","Adcy2-73"
"483","Ppp2r5d-74047908","Adcy2-73"
"484","Ogfod1-74047922","Adcy2-73"
"485","Pacsin1-74047926","Adcy2-73"
"486","Lipm-74272035","Adcy2-73"
"487","Nell1-74357567","Adcy2-73"
"488","Igsf21-74357578","Adcy2-73"
"489","Serpina3c-74511905","Adcy2-73"
"490","Palmd-74581442","Adcy2-73"
"491","Pou4f1-74641304","Adcy2-73"
"492","Ak4-74641312","Adcy2-73"
"493","Gpr156-74641322","Adcy2-73"
"494","Thbs3-74657923","Adcy2-73"
"495","Adra2b-74724532","Adcy2-73"
"496","Mchr1-74724669","Adcy2-73"
"497","6430709H04Rik-74750012","Adcy2-73"
"498","Krt73-74750042","Adcy2-73"
"499","Fxyd5-74819694","Adcy2-73"
"500","Atp6v1c2-74881265","Adcy2-73"
"501","Cyp4v3-74882196","Adcy2-73"
"502","Hspb6-74882616","Adcy2-73"
"503","Ifit2-74988457","Adcy2-73"
"504","Nkx2-1-74988460","Adcy2-73"
"505","Tmem109-74988461","Adcy2-73"
"506","LOC214238-74988751","Adcy2-73"
"507","Hs3st2-74988765","Adcy2-73"
"508","Casc1-75038484","Adcy2-73"
"509","Hspa1l-75041442","Adcy2-73"
"510","Stra6-75041492","Adcy2-73"
"511","Rassf6-75041561","Adcy2-73"
"512","Gbe1-75042250","Adcy2-73"
"513","Scara3-75042270","Adcy2-73"
"514","Trps1-75043140","Adcy2-73"
"515","Rnf152-75043151","Adcy2-73"
"516","Srsf9-75043152","Adcy2-73"
"517","Ptp4a1-75079765","Adcy2-73"
"518","Tns3-75080694","Adcy2-73"
"519","Fam84b-75081395","Adcy2-73"
"520","Slc35f1-75084145","Adcy2-73"
"521","P2rx2-75551473","Adcy2-73"
"522","Adamts18-75651128","Adcy2-73"
"523","Vamp1-75651233","Adcy2-73"
"524","Cul4a-75749399","Adcy2-73"
"525","Arsa-75749415","Adcy2-73"
"526","Slc31a2-75773700","Adcy2-73"
"527","Gabrp-75888749","Adcy2-73"
"528","9430020K01Rik-75988537","Adcy2-73"
"529","Klhl4-76115731","Adcy2-73"
"530","Nin-76115736","Adcy2-73"
"531","P2ry14-76135748","Adcy2-73"
"532","Gsta4-77278951","Adcy2-73"
"533","Mfsd2a-77280315","Adcy2-73"
"534","Emp1-77280421","Adcy2-73"
"535","Ly6g6e-77280582","Adcy2-73"
"536","Gm12429-77340488","Adcy2-73"
"537","Mme-77371755","Adcy2-73"
"538","Hiatl1-77414177","Adcy2-73"
"539","Ptn-77866882","Adcy2-73"
"540","Hcrtr1-77868713","Adcy2-73"
"541","Aldh5a1-77925007","Adcy2-73"
"542","Igsf5-79488939","Adcy2-73"
"543","Kcnj2-79490118","Adcy2-73"
"544","Pitx2-79556607","Adcy2-73"
"545","Mef2c-79567505","Adcy2-73"
"546","Caml-79568047","Adcy2-73"
"547","Chrm4-79591641","Adcy2-73"
"548","Odz3-79908833","Adcy2-73"
"549","Kiss1-79912608","Adcy2-73"
"550","Pcp4-79912613","Adcy2-73"
"551","Stc2-80343330","Adcy2-73"
"552","Creb3l1-112197858","Adcy2-73"
"553","Wnt1-112644522","Adcy2-73"
"554","Dkk4-112647536","Adcy2-73"
"555","Nkain4-112648182","Adcy2-73"
"556","Adcy3-75","Adcy3-75"
"557","Adcy4-77","Adcy4-77"
"558","Adcy5-79","Adcy5-79"
"559","Adcy6-81","Adcy6-81"
"560","Adcy9-83","Adcy9-83"
"561","Agpat3-85","Agpat3-85"
"562","Agt-87","Agt-87"
"563","Mllt11-89","Mllt11-89"
"564","Akap8-91","Akap8-91"
"565","Anp32a-94","Anp32a-94"
"566","Ubash3a-1086","Anp32a-94"
"567","Hectd2-2002","Anp32a-94"
"568","Btbd11-73769325","Anp32a-94"
"569","Isyna1-75145997","Anp32a-94"
"570","Prosc-76115741","Anp32a-94"
"571","Oprm1-79912572","Anp32a-94"
"572","Ap2b1-96","Ap2b1-96"
"573","Chrm4-261","Ap2b1-96"
"574","Gata2-100","Gata2-100"
"575","App-106","App-106"
"576","Srgap3-316","App-106"
"577","Tsc22d3-74581366","App-106"
"578","Kiss1-79912608","App-106"
"579","Aqp4-108","Aqp4-108"
"580","Arf3-110","Arf3-110"
"581","Pcdhga12-770","Arf3-110"
"582","Sox8-74988736","Arf3-110"
"583","Arhgap5-113","Arhgap5-113"
"584","Arx-118","Arx-118"
"585","Atp5j-124","Atp5j-124"
"586","Atp6v0a1-126","Atp6v0a1-126"
"587","Atp6v1b2-129","Atp6v1b2-129"
"588","Avp-131","Avp-131"
"589","Tmem50b-133","Tmem50b-133"
"590","Islr2-142","Islr2-142"
"591","Bace2-143","Bace2-143"
"592","Kcnj6-609","Bace2-143"
"593","Rfx1-895","Bace2-143"
"594","Zbtb20-1143","Bace2-143"
"595","Nudt21-2115","Bace2-143"
"596","Lhx8-2379","Bace2-143"
"597","Ephx2-70813923","Bace2-143"
"598","Dsel-71249745","Bace2-143"
"599","Ninj1-71670490","Bace2-143"
"600","D830029A09Rik-72472778","Bace2-143"
"601","Stac-73788116","Bace2-143"
"602","Fgd5-74357548","Bace2-143"
"603","6820408C15Rik-74363339","Bace2-143"
"604","Pcdhb18-74581445","Bace2-143"
"605","Glipr1-74586665","Bace2-143"
"606","Fam105a-74819326","Bace2-143"
"607","Hspb8-77866850","Bace2-143"
"608","Tmem176b-77866852","Bace2-143"
"609","Gpr55-79591399","Bace2-143"
"610","Kiss1r-80343334","Bace2-143"
"611","Acot7-145","Acot7-145"
"612","Pofut2-147","Pofut2-147"
"613","Usp48-149","Usp48-149"
"614","Pou6f2-71249067","Usp48-149"
"615","Gbe1-75042250","Usp48-149"
"616","Bcan-154","Bcan-154"
"617","Hlf-565","Bcan-154"
"618","Bsg-166","Bsg-166"
"619","Btg3-168","Btg3-168"
"620","Rfx1-895","Btg3-168"
"621","Foxb2-1609","Btg3-168"
"622","Kcne3-2337","Btg3-168"
"623","Pam16-2391","Btg3-168"
"624","Slc19a2-2585","Btg3-168"
"625","Tat-2657","Btg3-168"
"626","Thpo-2671","Btg3-168"
"627","Dcaf4-2717","Btg3-168"
"628","Mageh1-17","Rbbp6-170"
"629","Rbbp6-170","Rbbp6-170"
"630","Mrpl39-673","Rbbp6-170"
"631","Scg2-934","Rbbp6-170"
"632","Cbfb-1168","Rbbp6-170"
"633","Gmps-1361","Rbbp6-170"
"634","Ntf5-1393","Rbbp6-170"
"635","Folr2-1717","Rbbp6-170"
"636","Tbl2-1868","Rbbp6-170"
"637","Slc4a10-1922","Rbbp6-170"
"638","Smarca2-1972","Rbbp6-170"
"639","Ar-2039","Rbbp6-170"
"640","Cstf2-2131","Rbbp6-170"
"641","Il17rc-2319","Rbbp6-170"
"642","Mapk14-2399","Rbbp6-170"
"643","Pomc-2493","Rbbp6-170"
"644","Slc39a3-2619","Rbbp6-170"
"645","Zfp358-2743","Rbbp6-170"
"646","Ube2t-276069","Rbbp6-170"
"647","Pttg1-293036","Rbbp6-170"
"648","Actr1a-321206","Rbbp6-170"
"649","Map2k5-323585","Rbbp6-170"
"650","Eif2d-323588","Rbbp6-170"
"651","Pdcl-324213","Rbbp6-170"
"652","Yme1l1-356849","Rbbp6-170"
"653","Pmm1-67936010","Rbbp6-170"
"654","Gpr18-71015809","Rbbp6-170"
