"","gene1","gene2"
"426","Chrm4-261","Chrm4-261"
"427","Chst2-266","Chst2-266"
"428","Clock-273","Clock-273"
"429","Fgf13-427","Clock-273"
"430","Vsnl1-1106","Clock-273"
"431","Ntf3-2440","Clock-273"
"432","Clu-275","Clu-275"
"433","Npy-717","Clu-275"
"434","Rbm4-888","Clu-275"
"435","Pigp-2165","Clu-275"
"436","Cnih-278","Cnih-278"
"437","Cnr1-283","Cnr1-283"
"438","Col18a1-287","Col18a1-287"
"439","Col6a1-290","Col6a1-290"
"440","Crh-292","Crh-292"
"441","Hes1-556","Crh-292"
"442","Trim28-1071","Crh-292"
"443","Grin1-1585","Crh-292"
"444","Pde4dip-1994","Crh-292"
"445","Rfx7-1998","Crh-292"
"446","Barx2-2057","Crh-292"
"447","Ei24-2179","Crh-292"
"448","Eif2ak3-2181","Crh-292"
"449","Gnat1-2265","Crh-292"
"450","Olig2-2448","Crh-292"
"451","Crhr1-297","Crhr1-297"
"452","Cry2-302","Cry2-302"
"453","Cryzl1-304","Cryzl1-304"
"454","2310046A06Rik-73931408","Cryzl1-304"
"455","Cxcl12-308","Cxcl12-308"
"456","Tnrc6a-314","Tnrc6a-314"
"457","Srgap3-316","Srgap3-316"
"458","Kifc2-614","Srgap3-316"
"459","Gpr85-1738","Srgap3-316"
"460","Bace2-143","D16Ertd472e-318"
"461","Btg3-168","D16Ertd472e-318"
"462","Chd2-255","D16Ertd472e-318"
"463","D16Ertd472e-318","D16Ertd472e-318"
"464","Dgkg-343","D16Ertd472e-318"
"465","Hap1-552","D16Ertd472e-318"
"466","Pde1a-782","D16Ertd472e-318"
"467","Ubash3a-1086","D16Ertd472e-318"
"468","Ctps-1185","D16Ertd472e-318"
"469","Gphn-1211","D16Ertd472e-318"
"470","Nr1d1-1243","D16Ertd472e-318"
"471","Prlr-1268","D16Ertd472e-318"
"472","Cytip-1270","D16Ertd472e-318"
"473","Slc6a9-1420","D16Ertd472e-318"
"474","Arhgef2-2043","D16Ertd472e-318"
"475","Clip2-2137","D16Ertd472e-318"
"476","Psmd4-2503","D16Ertd472e-318"
"477","Sfn-2561","D16Ertd472e-318"
"478","Stac2-293472","D16Ertd472e-318"
"479","Tomm70a-320","Tomm70a-320"
"480","Ubxn11-322","Ubxn11-322"
"481","Dbh-326","Dbh-326"
"482","Odz4-754","Dbh-326"
"483","Pcp4-772","Dbh-326"
"484","2610028E06Rik-71020430","Dbh-326"
"485","Dcn-329","Dcn-329"
"486","Ddc-334","Ddc-334"
"487","Ddx3x-337","Ddx3x-337"
"488","Rtn2-909","Ddx3x-337"
"489","Arl5a-74274688","Ddx3x-337"
"490","Mansc1-53","Ddx5-340"
"491","Ddx5-340","Ddx5-340"
"492","Fgfr3-448","Ddx5-340"
"493","Sebox-756","Ddx5-340"
"494","Kit-73520994","Ddx5-340"
"495","Wif1-74511885","Ddx5-340"
"496","Il13ra1-74819256","Ddx5-340"
"497","Zim2-76135811","Ddx5-340"
"498","Chd2-255","Dgkg-343"
"499","D16Ertd472e-318","Dgkg-343"
"500","Dgkg-343","Dgkg-343"
"501","Pde1a-782","Dgkg-343"
"502","Nr1d1-1243","Dgkg-343"
"503","Cytip-1270","Dgkg-343"
"504","Slc6a9-1420","Dgkg-343"
"505","Psmd4-2503","Dgkg-343"
"506","Stac2-293472","Dgkg-343"
"507","Dkk3-346","Dkk3-346"
"508","Dlx1-348","Dlx1-348"
"509","Chat-252","Dlx3-350"
"510","Dlx3-350","Dlx3-350"
"511","Npepps-844","Dlx3-350"
"512","Mdk-1227","Dlx3-350"
"513","Six1-1834","Dlx3-350"
"514","Ptn-2507","Dlx3-350"
"515","Syt4-2651","Dlx3-350"
"516","Serpinb8-293668","Dlx3-350"
"517","Usp11-355883","Dlx3-350"
"518","Cops7b-356493","Dlx3-350"
"519","Ptbp1-356857","Dlx3-350"
"520","Hmg20a-357093","Dlx3-350"
"521","Tspyl4-67936212","Dlx3-350"
"522","2010300C02Rik-70743898","Dlx3-350"
"523","Rspo2-71016632","Dlx3-350"
"524","Il16-71064290","Dlx3-350"
"525","Rfx4-71249068","Dlx3-350"
"526","Ttc9b-71249081","Dlx3-350"
"527","AI450948-71250311","Dlx3-350"
"528","Insrr-71670480","Dlx3-350"
"529","Shb-71670695","Dlx3-350"
"530","Gnal-71670716","Dlx3-350"
"531","2010111I01Rik-71717630","Dlx3-350"
"532","Pck2-71836804","Dlx3-350"
"533","Dbi-71836880","Dlx3-350"
"534","Gpr123-71924056","Dlx3-350"
"535","Gabra4-71924402","Dlx3-350"
"536","LOC545810-71924492","Dlx3-350"
"537","Adora2a-72109410","Dlx3-350"
"538","Kcnj9-72119580","Dlx3-350"
"539","Bmp3-72472749","Dlx3-350"
"540","Fam124a-72472790","Dlx3-350"
"541","Icam5-73520989","Dlx3-350"
"542","Dpysl5-73635770","Dlx3-350"
"543","Rgs2-73635771","Dlx3-350"
"544","Gm261-73636032","Dlx3-350"
"545","Fzd9-73907498","Dlx3-350"
"546","Gm10413-73929885","Dlx3-350"
"547","Slc22a3-73931644","Dlx3-350"
"548","Tex261-74047919","Dlx3-350"
"549","Col16a1-74273122","Dlx3-350"
"550","Filip1l-74363347","Dlx3-350"
"551","N4bp2-74363354","Dlx3-350"
"552","Sh3d19-74425516","Dlx3-350"
"553","Decr1-74425550","Dlx3-350"
"554","Rasa4-74425552","Dlx3-350"
"555","Glp1r-74511737","Dlx3-350"
"556","Gpnmb-74581367","Dlx3-350"
"557","Ccdc37-74581372","Dlx3-350"
"558","Epha1-74640882","Dlx3-350"
"559","Vti1a-74641238","Dlx3-350"
"560","Chst10-74657931","Dlx3-350"
"561","Gpr151-74724649","Dlx3-350"
"562","Ptprk-74743303","Dlx3-350"
"563","Slc35f2-74819683","Dlx3-350"
"564","Apc-74881517","Dlx3-350"
"565","Sik3-74881867","Dlx3-350"
"566","Rassf4-74988636","Dlx3-350"
"567","Scube3-74988656","Dlx3-350"
"568","Parva-75077213","Dlx3-350"
"569","Tmem29-75080656","Dlx3-350"
"570","Alg14-75081004","Dlx3-350"
"571","Pitpnc1-75144644","Dlx3-350"
"572","Sirt2-75651224","Dlx3-350"
"573","Atpif1-75774682","Dlx3-350"
"574","LOC434300-75988611","Dlx3-350"
"575","Mtap1a-76115734","Dlx3-350"
"576","Mmel1-76135804","Dlx3-350"
"577","Matk-76135823","Dlx3-350"
"578","9830001H06Rik-77340458","Dlx3-350"
"579","Bcas1-77371831","Dlx3-350"
"580","Gpr146-77371845","Dlx3-350"
"581","Tbl3-77413694","Dlx3-350"
"582","Serinc1-77413696","Dlx3-350"
"583","1200011I18Rik-77414569","Dlx3-350"
"584","Pias4-77414895","Dlx3-350"
"585","Acan-77869840","Dlx3-350"
"586","Thrsp-77874606","Dlx3-350"
"587","Tmc6-77887880","Dlx3-350"
"588","Efnb3-79556601","Dlx3-350"
"589","Sox10-79556652","Dlx3-350"
"590","Mtap-79568030","Dlx3-350"
"591","Slc6a4-79591679","Dlx3-350"
"592","Cyr61-80343407","Dlx3-350"
"593","Nr1h3-112205214","Dlx3-350"
"594","Cd97-112646460","Dlx3-350"
"595","Drd1a-352","Drd1a-352"
"596","Drd2-357","Drd2-357"
"597","Grm3-539","Drd2-357"
"598","Pkia-805","Drd2-357"
"599","Nr1d2-1245","Drd2-357"
"600","Foxd3-1496","Drd2-357"
"601","Aurka-2643","Drd2-357"
"602","Syn1-227540","Drd2-357"
"603","Cox7b-67870085","Drd2-357"
"604","Hhip-71358556","Drd2-357"
"605","Hs6st3-73520986","Drd2-357"
"606","Itga7-73520991","Drd2-357"
"607","Dbnl-74819497","Drd2-357"
"608","Tmem246-75774671","Drd2-357"
"609","Pcp2-79490073","Drd2-357"
"610","Rcan1-362","Rcan1-362"
"611","Acta1-60","Ripply3-367"
"612","Cd44-224","Ripply3-367"
"613","Ripply3-367","Ripply3-367"
"614","Fgf12-424","Ripply3-367"
"615","Gabrb2-472","Ripply3-367"
"616","Klc2-618","Ripply3-367"
"617","Lpl-649","Ripply3-367"
"618","Per2-793","Ripply3-367"
"619","Wif1-1111","Ripply3-367"
"620","Ascl2-1156","Ripply3-367"
"621","Meis2-1231","Ripply3-367"
"622","Foxb2-1609","Ripply3-367"
"623","Slc25a22-1639","Ripply3-367"
"624","Aplnr-1661","Ripply3-367"
"625","Dner-1699","Ripply3-367"
"626","Eps8l1-1707","Ripply3-367"
"627","Pxn-1814","Ripply3-367"
"628","Slc29a1-1838","Ripply3-367"
"629","Obfc1-1938","Ripply3-367"
"630","B4galt6-2055","Ripply3-367"
"631","Nudt21-2115","Ripply3-367"
"632","Hes7-2289","Ripply3-367"
"633","Lmo4-2385","Ripply3-367"
"634","Pdk3-2474","Ripply3-367"
"635","Pgrmc1-2478","Ripply3-367"
"636","Phox2b-2480","Ripply3-367"
"637","Rela-2523","Ripply3-367"
"638","Rarg-130913","Ripply3-367"
"639","LOC66376-293468","Ripply3-367"
"640","Abcd1-356086","Ripply3-367"
"641","Galns-70612726","Ripply3-367"
"642","Gstm4-70743872","Ripply3-367"
"643","Zfpm2-71358673","Ripply3-367"
"644","Sidt1-71587812","Ripply3-367"
"645","Slc1a1-71836888","Ripply3-367"
"646","Lmod2-73636019","Ripply3-367"
"647","LOC433436-73636096","Ripply3-367"
"648","Hspb1-74363357","Ripply3-367"
"649","Ysk4-75988578","Ripply3-367"
"650","Dlx6as1-79912544","Ripply3-367"
"651","Acsbg1-369","Acsbg1-369"
"652","Erdr1-378","Erdr1-378"
"653","Efna3-381","Efna3-381"
"654","Efna5-383","Efna5-383"
"655","Enc1-390","Enc1-390"
"656","Entpd1-393","Entpd1-393"
"657","Epha7-402","Epha7-402"
"658","Sema4a-942","Epha7-402"
"659","Slc32a1-1098","Epha7-402"
"660","AI606473-1468","Epha7-402"
"661","Pla2g12a-1518","Epha7-402"
"662","Eps8l3-404","Eps8l3-404"
"663","Traf2-2691","Eps8l3-404"
"664","Arf3-110","Ewsr1-408"
"665","Ctnnb1-196","Ewsr1-408"
"666","Ewsr1-408","Ewsr1-408"
"667","Gnb2-512","Ewsr1-408"
"668","Reln-890","Ewsr1-408"
"669","Pnrc2-2491","Ewsr1-408"
"670","Ezr-2715","Ewsr1-408"
"671","Extl3-411","Extl3-411"
"672","Cntn1-414","Cntn1-414"
"673","Asb6-1599","Cntn1-414"
"674","Fabp3-418","Fabp3-418"
"675","Fbxl5-422","Fbxl5-422"
"676","Acta1-60","Fgf12-424"
"677","Cd44-224","Fgf12-424"
"678","Ripply3-367","Fgf12-424"
"679","Fgf12-424","Fgf12-424"
"680","Gabrb2-472","Fgf12-424"
"681","Klc2-618","Fgf12-424"
"682","Lpl-649","Fgf12-424"
"683","Per2-793","Fgf12-424"
"684","Wif1-1111","Fgf12-424"
