"","gene1","gene2"
"1","Snap47-3","Snap47-3"
"2","Mllt11-89","Snap47-3"
"3","Lynx1-655","Snap47-3"
"4","Rwdd2b-1587","Snap47-3"
"5","Nr4a1-1792","Snap47-3"
"6","Gabrb1-2247","Snap47-3"
"7","Nvl-5","Nvl-5"
"8","Gtf3c2-7","Gtf3c2-7"
"9","Pcdh9-10","Pcdh9-10"
"10","Btg3-168","Pcdh9-10"
"11","Ubash3a-1086","Pcdh9-10"
"12","Ctps-1185","Pcdh9-10"
"13","Gphn-1211","Pcdh9-10"
"14","Prlr-1268","Pcdh9-10"
"15","Arhgef2-2043","Pcdh9-10"
"16","Clip2-2137","Pcdh9-10"
"17","Sfn-2561","Pcdh9-10"
"18","Ndufv3-12","Ndufv3-12"
"19","Mageh1-17","Mageh1-17"
"20","Gata2-485","Mageh1-17"
"21","Hlf-565","Mageh1-17"
"22","Ptprd-855","Mageh1-17"
"23","Pdcl-324213","Mageh1-17"
"24","Yme1l1-356849","Mageh1-17"
"25","Zfp790-356855","Mageh1-17"
"26","Npr1-71670678","Mageh1-17"
"27","Sap30l-73907495","Mageh1-17"
"28","Hpcal1-74581395","Mageh1-17"
"29","Sacm1l-74882832","Mageh1-17"
"30","Atp11a-75043137","Mageh1-17"
"31","Rasal2-75147758","Mageh1-17"
"32","Slc38a1-75988508","Mageh1-17"
"33","Fdps-76085745","Mageh1-17"
"34","Cdca7-26","Cdca7-26"
"35","E2f6-2173","Cdca7-26"
"36","Hdgf-2285","Cdca7-26"
"37","Ywhae-2739","Cdca7-26"
"38","Dlst-321200","Cdca7-26"
"39","Prkag2-29","Prkag2-29"
"40","Dopey2-31","Dopey2-31"
"41","Anln-33","Anln-33"
"42","Hepacam-35","Hepacam-35"
"43","Setd5-37","Setd5-37"
"44","Tac1-1038","Setd5-37"
"45","F2r-1711","Setd5-37"
"46","Rorb-2539","Setd5-37"
"47","1810031K17Rik-227165","Setd5-37"
"48","Slco3a1-293691","Setd5-37"
"49","Fbxw2-355882","Setd5-37"
"50","Sash1-71924225","Setd5-37"
"51","Ltb-74363350","Setd5-37"
"52","Adra2b-74724532","Setd5-37"
"53","Fxyd5-74819694","Setd5-37"
"54","Itgbl1-74988458","Setd5-37"
"55","Slc31a2-75773700","Setd5-37"
"56","Hspbp1-75774674","Setd5-37"
"57","Gm12429-77340488","Setd5-37"
"58","Hcrtr1-77868713","Setd5-37"
"59","Snd1-77869128","Setd5-37"
"60","Odz3-79908833","Setd5-37"
"61","Dkk4-112647536","Setd5-37"
"62","Cnih3-39","Cnih3-39"
"63","Thap1-44","Thap1-44"
"64","Aldh1l1-1724","Thap1-44"
"65","9130024F11Rik-51","9130024F11Rik-51"
"66","Apba2-2031","9130024F11Rik-51"
"67","Fbxo2-2210","9130024F11Rik-51"
"68","Mansc1-53","Mansc1-53"
"69","Ddx5-340","Mansc1-53"
"70","Fgfr3-448","Mansc1-53"
"71","Sebox-756","Mansc1-53"
"72","Kit-73520994","Mansc1-53"
"73","Wif1-74511885","Mansc1-53"
"74","Il13ra1-74819256","Mansc1-53"
"75","Zim2-76135811","Mansc1-53"
"76","Pmch-55","Pmch-55"
"77","Sssca1-2633","Pmch-55"
"78","Tm2d3-83167","Pmch-55"
"79","Pigq-356489","Pmch-55"
"80","Pcdh20-71670738","Pmch-55"
"81","Bid-71836838","Pmch-55"
"82","Sema3f-72007563","Pmch-55"
"83","Diras1-72103819","Pmch-55"
"84","Entpd2-73732144","Pmch-55"
"85","Mal2-73994717","Pmch-55"
"86","Mylk-74819252","Pmch-55"
"87","Il31ra-74881366","Pmch-55"
"88","Cdkn1a-80343383","Pmch-55"
"89","Crhbp-80516310","Pmch-55"
"90","Prune2-57","Prune2-57"
"91","Sec14l1-74988453","Prune2-57"
"92","Acta1-60","Acta1-60"
"93","Cd44-224","Acta1-60"
"94","Ripply3-367","Acta1-60"
"95","Fgf12-424","Acta1-60"
"96","Gabrb2-472","Acta1-60"
"97","Klc2-618","Acta1-60"
"98","Lpl-649","Acta1-60"
"99","Per2-793","Acta1-60"
"100","Wif1-1111","Acta1-60"
"101","Ascl2-1156","Acta1-60"
"102","Meis2-1231","Acta1-60"
"103","Foxb2-1609","Acta1-60"
"104","Slc25a22-1639","Acta1-60"
"105","Aplnr-1661","Acta1-60"
"106","Dner-1699","Acta1-60"
"107","Eps8l1-1707","Acta1-60"
"108","Pxn-1814","Acta1-60"
"109","Slc29a1-1838","Acta1-60"
"110","Obfc1-1938","Acta1-60"
"111","B4galt6-2055","Acta1-60"
"112","Nudt21-2115","Acta1-60"
"113","Hes7-2289","Acta1-60"
"114","Lmo4-2385","Acta1-60"
"115","Pdk3-2474","Acta1-60"
"116","Pgrmc1-2478","Acta1-60"
"117","Phox2b-2480","Acta1-60"
"118","Rela-2523","Acta1-60"
"119","Rarg-130913","Acta1-60"
"120","LOC66376-293468","Acta1-60"
"121","Abcd1-356086","Acta1-60"
"122","Galns-70612726","Acta1-60"
"123","Gstm4-70743872","Acta1-60"
"124","Zfpm2-71358673","Acta1-60"
"125","Sidt1-71587812","Acta1-60"
"126","Calb1-71717640","Acta1-60"
"127","Slc1a1-71836888","Acta1-60"
"128","Lmod2-73636019","Acta1-60"
"129","LOC433436-73636096","Acta1-60"
"130","Hspb1-74363357","Acta1-60"
"131","Ysk4-75988578","Acta1-60"
"132","Dlx6as1-79912544","Acta1-60"
"133","Actc1-62","Actc1-62"
"134","Actr10-64","Actr10-64"
"135","Ap2b1-96","Actr10-64"
"136","Actr2-67","Actr2-67"
"137","Adamts1-69","Adamts1-69"
"138","Sprr1a-1534","Adamts1-69"
"139","9130024F11Rik-71","9130024F11Rik-71"
"140","Adcy2-73","Adcy2-73"
"141","Adcy3-75","Adcy3-75"
"142","Adcy4-77","Adcy4-77"
"143","Adcy5-79","Adcy5-79"
"144","Adcy6-81","Adcy6-81"
"145","Adcy9-83","Adcy9-83"
"146","Agpat3-85","Agpat3-85"
"147","Apba2-2031","Agpat3-85"
"148","Agt-87","Agt-87"
"149","Mllt11-89","Agt-87"
"150","Lynx1-655","Agt-87"
"151","Crabp1-1179","Agt-87"
"152","Trhr-1303","Agt-87"
"153","Gabrb1-2247","Agt-87"
"154","Snap47-3","Mllt11-89"
"155","Agt-87","Mllt11-89"
"156","Mllt11-89","Mllt11-89"
"157","Lynx1-655","Mllt11-89"
"158","Crabp1-1179","Mllt11-89"
"159","Trhr-1303","Mllt11-89"
"160","Rwdd2b-1587","Mllt11-89"
"161","Nr4a1-1792","Mllt11-89"
"162","Gabrb1-2247","Mllt11-89"
"163","Akap8-91","Akap8-91"
"164","Anp32a-94","Anp32a-94"
"165","Actr10-64","Ap2b1-96"
"166","Ap2b1-96","Ap2b1-96"
"167","Gata2-100","Gata2-100"
"168","Abtb1-1659","Gata2-100"
"169","Slc39a14-1846","Gata2-100"
"170","Nr2e3-2434","Gata2-100"
"171","St3gal3-2567","Gata2-100"
"172","Sytl3-2653","Gata2-100"
"173","Fam55c-74658081","Gata2-100"
"174","Kcns3-77371817","Gata2-100"
"175","App-106","App-106"
"176","Aqp4-108","Aqp4-108"
"177","Fgfr1-440","Aqp4-108"
"178","Slc27a4-1920","Aqp4-108"
"179","Ltn1-2747","Aqp4-108"
"180","Arf3-110","Arf3-110"
"181","Ewsr1-408","Arf3-110"
"182","Gnb2-512","Arf3-110"
"183","Jund-606","Arf3-110"
"184","Marcksl1-670","Arf3-110"
"185","Oit1-227164","Arf3-110"
"186","Cckbr-70560342","Arf3-110"
"187","Pcdhb2-74743271","Arf3-110"
"188","Cyb5-75043146","Arf3-110"
"189","Fam120a-75080620","Arf3-110"
"190","Thbs4-77874596","Arf3-110"
"191","Mcl1-112647104","Arf3-110"
"192","Arhgap5-113","Arhgap5-113"
"193","Calm1-179","Arhgap5-113"
"194","Mup2-680","Arhgap5-113"
"195","Sept5-958","Arhgap5-113"
"196","Cdkn2b-1476","Arhgap5-113"
"197","Fzd4-2241","Arhgap5-113"
"198","Lmo2-2383","Arhgap5-113"
"199","Slc5a1-2621","Arhgap5-113"
"200","Arx-118","Arx-118"
"201","Atp5j-124","Atp5j-124"
"202","Atp6v0a1-126","Atp6v0a1-126"
"203","Atp6v1b2-129","Atp6v1b2-129"
"204","Avp-131","Avp-131"
"205","Tmem50b-133","Tmem50b-133"
"206","Islr2-142","Islr2-142"
"207","Slc4a10-1922","Islr2-142"
"208","Bace2-143","Bace2-143"
"209","Chd2-255","Bace2-143"
"210","D16Ertd472e-318","Bace2-143"
"211","Pde1a-782","Bace2-143"
"212","Nr1d1-1243","Bace2-143"
"213","Cytip-1270","Bace2-143"
"214","Slc6a9-1420","Bace2-143"
"215","Psmd4-2503","Bace2-143"
"216","Stac2-293472","Bace2-143"
"217","Acot7-145","Acot7-145"
"218","Pofut2-147","Pofut2-147"
"219","Sema4a-942","Pofut2-147"
"220","Vipr2-1104","Pofut2-147"
"221","Irx1-2325","Pofut2-147"
"222","Usp48-149","Usp48-149"
"223","Bcan-154","Bcan-154"
"224","Bsg-166","Bsg-166"
"225","Pcdh9-10","Btg3-168"
"226","Btg3-168","Btg3-168"
"227","Chd2-255","Btg3-168"
"228","D16Ertd472e-318","Btg3-168"
"229","Pde1a-782","Btg3-168"
"230","Nr1d1-1243","Btg3-168"
"231","Cytip-1270","Btg3-168"
"232","Slc6a9-1420","Btg3-168"
"233","Psmd4-2503","Btg3-168"
"234","Stac2-293472","Btg3-168"
"235","Rbbp6-170","Rbbp6-170"
"236","Sema4a-942","Rbbp6-170"
"237","Nrcam-172","Nrcam-172"
"238","Arhgap5-113","Calm1-179"
"239","Calm1-179","Calm1-179"
"240","Mup2-680","Calm1-179"
"241","Sept5-958","Calm1-179"
"242","Cdkn2b-1476","Calm1-179"
"243","Fzd4-2241","Calm1-179"
"244","Lmo2-2383","Calm1-179"
"245","Slc5a1-2621","Calm1-179"
"246","Calm2-182","Calm2-182"
"247","Calm3-184","Calm3-184"
"248","Camk2g-189","Camk2g-189"
"249","Car8-191","Car8-191"
"250","Ctnnb1-196","Ctnnb1-196"
"251","Ewsr1-408","Ctnnb1-196"
"252","Gnb2-512","Ctnnb1-196"
"253","Reln-890","Ctnnb1-196"
"254","Atm-1329","Ctnnb1-196"
"255","Cbx5-198","Cbx5-198"
"256","Negr1-692","Cbx5-198"
"257","Cpt1c-2117","Cbx5-198"
"258","Mapk13-2397","Cbx5-198"
"259","Cck-200","Cck-200"
"260","Cckar-203","Cckar-203"
"261","Ccnd2-205","Ccnd2-205"
"262","Ccnl2-211","Ccnl2-211"
"263","Cd1d1-219","Cd1d1-219"
"264","Krtap12-1-1367","Cd1d1-219"
"265","Tsc22d4-1464","Cd1d1-219"
"266","Nprl2-2701","Cd1d1-219"
"267","Acta1-60","Cd44-224"
"268","Cd44-224","Cd44-224"
"269","Ripply3-367","Cd44-224"
"270","Fgf12-424","Cd44-224"
"271","Gabrb2-472","Cd44-224"
"272","Klc2-618","Cd44-224"
"273","Lpl-649","Cd44-224"
"274","Per2-793","Cd44-224"
"275","Wif1-1111","Cd44-224"
"276","Ascl2-1156","Cd44-224"
"277","Meis2-1231","Cd44-224"
"278","Foxb2-1609","Cd44-224"
"279","Slc25a22-1639","Cd44-224"
"280","Aplnr-1661","Cd44-224"
"281","Dner-1699","Cd44-224"
"282","Eps8l1-1707","Cd44-224"
"283","Pxn-1814","Cd44-224"
"284","Slc29a1-1838","Cd44-224"
"285","Obfc1-1938","Cd44-224"
"286","B4galt6-2055","Cd44-224"
"287","Nudt21-2115","Cd44-224"
"288","Hes7-2289","Cd44-224"
"289","Lmo4-2385","Cd44-224"
"290","Pdk3-2474","Cd44-224"
"291","Pgrmc1-2478","Cd44-224"
"292","Phox2b-2480","Cd44-224"
"293","Rela-2523","Cd44-224"
"294","Rarg-130913","Cd44-224"
"295","LOC66376-293468","Cd44-224"
"296","Abcd1-356086","Cd44-224"
"297","Galns-70612726","Cd44-224"
"298","Gstm4-70743872","Cd44-224"
"299","Zfpm2-71358673","Cd44-224"
"300","Sidt1-71587812","Cd44-224"
"301","Calb1-71717640","Cd44-224"
"302","Slc1a1-71836888","Cd44-224"
"303","Lmod2-73636019","Cd44-224"
"304","LOC433436-73636096","Cd44-224"
"305","Hspb1-74363357","Cd44-224"
"306","Ysk4-75988578","Cd44-224"
"307","Dlx6as1-79912544","Cd44-224"
"308","Cd81-226","Cd81-226"
"309","Cdh11-232","Cdh11-232"
"310","Cdh13-234","Cdh13-234"
"311","Cdh2-236","Cdh2-236"
"312","Lancl3-73925716","Cdh2-236"
"313","Cdh6-238","Cdh6-238"
"314","E2f4-67855419","Cdh6-238"
"315","Dcc-72472785","Cdh6-238"
"316","Tgfbr2-74819696","Cdh6-238"
"317","Cdk5-244","Cdk5-244"
"318","Cdk5r1-247","Cdk5r1-247"
"319","Cds2-250","Cds2-250"
"320","Chat-252","Chat-252"
"321","Dlx3-350","Chat-252"
"322","Npepps-844","Chat-252"
"323","Mdk-1227","Chat-252"
"324","Six1-1834","Chat-252"
"325","Ptn-2507","Chat-252"
"326","Syt4-2651","Chat-252"
"327","Serpinb8-293668","Chat-252"
"328","Usp11-355883","Chat-252"
"329","Cops7b-356493","Chat-252"
"330","Ptbp1-356857","Chat-252"
"331","Hmg20a-357093","Chat-252"
"332","Tspyl4-67936212","Chat-252"
"333","2010300C02Rik-70743898","Chat-252"
"334","Rspo2-71016632","Chat-252"
"335","Il16-71064290","Chat-252"
"336","Rfx4-71249068","Chat-252"
"337","Ttc9b-71249081","Chat-252"
"338","AI450948-71250311","Chat-252"
"339","Insrr-71670480","Chat-252"
"340","Shb-71670695","Chat-252"
"341","Gnal-71670716","Chat-252"
"342","2010111I01Rik-71717630","Chat-252"
"343","Pck2-71836804","Chat-252"
"344","Dbi-71836880","Chat-252"
"345","Gpr123-71924056","Chat-252"
"346","Gabra4-71924402","Chat-252"
"347","LOC545810-71924492","Chat-252"
"348","Adora2a-72109410","Chat-252"
"349","Kcnj9-72119580","Chat-252"
"350","Bmp3-72472749","Chat-252"
"351","Fam124a-72472790","Chat-252"
"352","Icam5-73520989","Chat-252"
"353","Dpysl5-73635770","Chat-252"
"354","Rgs2-73635771","Chat-252"
"355","Gm261-73636032","Chat-252"
"356","Fzd9-73907498","Chat-252"
"357","Gm10413-73929885","Chat-252"
"358","Slc22a3-73931644","Chat-252"
"359","Tex261-74047919","Chat-252"
"360","Col16a1-74273122","Chat-252"
"361","Filip1l-74363347","Chat-252"
"362","N4bp2-74363354","Chat-252"
"363","Sh3d19-74425516","Chat-252"
"364","Decr1-74425550","Chat-252"
"365","Rasa4-74425552","Chat-252"
"366","Glp1r-74511737","Chat-252"
"367","Gpnmb-74581367","Chat-252"
"368","Ccdc37-74581372","Chat-252"
"369","Epha1-74640882","Chat-252"
"370","Vti1a-74641238","Chat-252"
"371","Chst10-74657931","Chat-252"
"372","Gpr151-74724649","Chat-252"
"373","Ptprk-74743303","Chat-252"
"374","Slc35f2-74819683","Chat-252"
"375","Apc-74881517","Chat-252"
"376","Sik3-74881867","Chat-252"
"377","Rassf4-74988636","Chat-252"
"378","Scube3-74988656","Chat-252"
"379","Parva-75077213","Chat-252"
"380","Tmem29-75080656","Chat-252"
"381","Alg14-75081004","Chat-252"
"382","Pitpnc1-75144644","Chat-252"
"383","Sirt2-75651224","Chat-252"
"384","Atpif1-75774682","Chat-252"
"385","LOC434300-75988611","Chat-252"
"386","Mtap1a-76115734","Chat-252"
"387","Mmel1-76135804","Chat-252"
"388","Matk-76135823","Chat-252"
"389","9830001H06Rik-77340458","Chat-252"
"390","Bcas1-77371831","Chat-252"
"391","Gpr146-77371845","Chat-252"
"392","Tbl3-77413694","Chat-252"
"393","Serinc1-77413696","Chat-252"
"394","1200011I18Rik-77414569","Chat-252"
"395","Pias4-77414895","Chat-252"
"396","Acan-77869840","Chat-252"
"397","Thrsp-77874606","Chat-252"
"398","Tmc6-77887880","Chat-252"
"399","Efnb3-79556601","Chat-252"
"400","Sox10-79556652","Chat-252"
"401","Mtap-79568030","Chat-252"
"402","Slc6a4-79591679","Chat-252"
"403","Cyr61-80343407","Chat-252"
"404","Nr1h3-112205214","Chat-252"
"405","Cd97-112646460","Chat-252"
"406","Bace2-143","Chd2-255"
"407","Btg3-168","Chd2-255"
"408","Chd2-255","Chd2-255"
"409","D16Ertd472e-318","Chd2-255"
"410","Dgkg-343","Chd2-255"
"411","Hap1-552","Chd2-255"
"412","Pde1a-782","Chd2-255"
"413","Ubash3a-1086","Chd2-255"
"414","Ctps-1185","Chd2-255"
"415","Gphn-1211","Chd2-255"
"416","Nr1d1-1243","Chd2-255"
"417","Prlr-1268","Chd2-255"
"418","Cytip-1270","Chd2-255"
"419","Slc6a9-1420","Chd2-255"
"420","Arhgef2-2043","Chd2-255"
"421","Clip2-2137","Chd2-255"
"422","Psmd4-2503","Chd2-255"
"423","Sfn-2561","Chd2-255"
"424","Stac2-293472","Chd2-255"
"425","Chrd-257","Chrd-257"
